material_id,chem_formula,R$_0$,B,N_chemenv,num_N_chemenvs,N_wyckoff,num_N_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_N_sites,num_CN_env,num_charge_states,NX_coordn,NO_coordn,mean_coordn_N-X,min_coordn_N-X,max_coordn_N-X,mean_coordn_N-O,min_coordn_N-O,max_coordn_N-O,mean_N_charge,min_N_charge,max_N_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_NO_BondL
mp-1213357,K3Sm2(NO3)9,1.715992834466686,0.8778138101403241,Trigonal plane,1,"24e, 12d",2,"[0.024286411590752, 0.018181722409655002]",0.0,0.0212340670002035,A2B3C9D27,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,K-N-O-Sm,0.0,-1.465945218884146,3.511599999999999,4,Cubic,432,P4_132,nitrate,K,,,,,,"N, O, S",,,Sm,,"B $\in$ [0.5, 1]",Positive B,1.2678841971487524
mp-1213728,Cs2U(N2O7)2,1.818915926256793,1.0775171147820215,Trigonal plane,1,4e,1,"[0.032475922623689, 0.068231952488929]",0.0,0.050353937556309,AB2C4D14,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,Cs-N-O-U,0.005159075555549,-1.640333298538587,1.7307,4,Monoclinic,2/m,P2_1/c,oxide,Cs,,,,,,"C, N, O",,,,U,B > 1,Positive B,1.2689338605600655
mp-1216049,YNO4,1.441209309595889,0.3353835012878127,Trigonal plane,1,2c,1,[0.098387443906933],0.0,0.098387443906933,ABC4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,N-O-Y,0.023202282847225,-2.121966449166667,2.8333,3,Orthorhombic,mm2,Aem2,oxide,,,Y,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2730618775019282
mp-1218578,SrBiNO5,1.2948170065531994,0.055194743099593,Trigonal plane,1,1a,1,"[0.009249510472613002, 0.012793126484443001]",0.0,0.011021318478528,ABCD5,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-N-O-Sr,0.0,-1.830783008125001,2.2375,4,Monoclinic,m,Cm,oxide,,Sr,,,Bi,B,"N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2666410840732218
mp-1219350,Si2Ag9NO11,1.359173041691729,0.1710967035017472,Trigonal plane,1,1a,1,[0.0015339592117270002],0.0,0.0015339592117270002,AB2C9D11,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,Ag-N-O-Si,0.02899090644927,-1.137440053695651,0.150299999999999,4,Triclinic,1,P1,oxide,,,Ag,,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2718165136068416
mp-1220150,Rb2SbN2(O2F)3,1.287741272773663,0.0349956339211878,Trigonal plane,1,2a,1,"[0.001161001892651, 0.009993955538381, 0.005621798220816001, 0.0015532934780300002]",0.0,0.0045825122824695004,AB2C2D3E6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals",GGA,F-N-O-Rb-Sb,0.043460407535713,-1.7903276732142852,2.6704,5,Monoclinic,2,P2_1,fluoride,Rb,,,,,Sb,"N, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.269867398906963
mp-1222947,LaNO4,1.581922115257877,0.6419587602830201,Trigonal plane,1,2a,1,[0.011109047920945001],0.0,0.011109047920945001,ABC4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,La-N-O,0.017516823680554,-2.129847789166666,2.6642,3,Orthorhombic,mmm,Pmmn,oxide,,,,,,,"N, O",,,La,,"B $\in$ [0.5, 1]",Positive B,1.2542029901180438
mp-1224153,HoNO4,1.4382008651244642,0.3311007029200991,Trigonal plane,1,2c,1,[0.10782268817729901],0.0,0.10782268817729901,ABC4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,Ho-N-O,0.020934563124998,-2.147189518333332,2.7456,3,Orthorhombic,mm2,Aem2,oxide,,,,,,,"H, N, O",,,Ho,,"B $\in$ [0.1, 0.5]",Positive B,1.2722013873484654
mp-1224772,HNO3,1.395590387801928,0.2596204644018097,Trigonal plane,1,2a,1,"[0.125725938375697, 0.124684730651389, 0.12399366075680401, 0.12264665167251201, 0.125271642073972, 0.126386131023998, 0.12457358322618602, 0.126930373702038]",0.0,0.1250265889353245,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,Nonmetals,r2SCAN,H-N-O,0.0,-0.8903123615,3.8657,3,Monoclinic,2,P2_1,nitrate,,,,,,,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.265428728452395
mp-1225594,LaPbNO5,1.3059515860140052,0.0809007625715128,Trigonal plane,1,1a,1,[0.0033956544489260002],0.0,0.0033956544489260002,ABCD5,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",GGA,La-N-O-Pb,0.021184632499998,-1.980386719375,2.3416,4,Monoclinic,m,Cm,oxide,,,,,Pb,,"N, O, P",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.26539031581571
mp-1225986,Cu2Ag5Se4NO15,1.29401392273096,0.0486297922255924,Trigonal plane,1,1a,1,[0.013733872627043],0.0,0.013733872627043,AB2C4D5E15,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Ag-Cu-N-O-Se,0.0,-0.90350944621142,0.525,5,Triclinic,1,P1,oxide,,,"Cu, Ag",,,,"C, N, O, S, Se",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.269690944972879
mp-1228172,BaBiNO5,1.2937543491233796,0.0536889023348053,Trigonal plane,1,1a,1,"[0.007597051531387001, 0.011514044490070001]",0.0,0.009555548010728502,ABCD5,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-N-O,0.0,-1.8133421075,2.219299999999999,4,Monoclinic,m,Cm,oxide,,Ba,,,Bi,B,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2663504802613672
mp-1229182,Ag9Ge2NO11,1.356065894915396,0.1666795192222908,Trigonal plane,1,1a,1,[0.001363573736075],0.0,0.001363573736075,AB2C9D11,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,Ag-Ge-N-O,0.015115329782608,-0.8601393658695641,0.070999999999999,4,Triclinic,1,P1,oxide,,,Ag,,,Ge,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.270928303096229
mp-1229201,Ag6HgNO11,1.3221263547550806,0.1091164981917575,Trigonal plane,1,1a,1,[0.005499664872755001],0.0,0.005499664872755001,ABC6D11,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Ag-Hg-N-O,0.0,-0.537861301184209,0.0,4,Orthorhombic,mm2,Fmm2,oxide,,,"Ag, Hg",,,,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.266449007467574
mp-1232413,Na3CuP2H6NO13,1.2378440877078325,-0.0637529178610688,"Trigonal plane, Octahedron, Pentagonal bipyramid",3,"4f, 2e",2,"[5.925532206353252, 2.7325977505762, 0.0015675830568570002]",0.333,2.886565846662103,ABC2D3E6F13,3,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cu-H-N-Na-O-P,0.011975753942309,-1.793144429266294,0.153899999999999,6,Monoclinic,2/m,P2_1/m,oxide,Na,,Cu,,,,"H, C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.270349944857071
mp-1380156,CdH8(NO5)2,1.3167781150439657,0.0962992973240803,Trigonal plane,1,1a,1,"[0.011101386030805, 0.011108485777206, 0.011109902284878001, 0.011100663316795]",0.0,0.011105109352421,AB2C8D10,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cd-H-N-O,0.019875048630953,-1.136950318809523,3.5094000000000003,4,Triclinic,1,P1,oxide,,,Cd,,,,"H, C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2684961576432083
mp-18429,KAg(NO3)2,1.5886824872600651,0.6222321139049937,Trigonal plane,1,4e,1,"[0.012114505797326001, 0.006253563898014]",0.0,0.00918403484767,ABC2D6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Ag-K-N-O,0.0,-1.053053297391665,2.4768,4,Monoclinic,2/m,P2_1/c,nitrate,K,,Ag,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.2709788480016464
mp-23906,LiH6NO6,1.2266491159020567,-0.0845552278023293,Trigonal plane,1,2c,1,[0.012323100498453001],0.0,0.012323100498453001,ABC6D6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,H-Li-N-O,0.009896489107148,-1.308234898988095,3.272,4,Orthorhombic,mmm,Cmcm,oxide,Li,,,,,,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2690420645411138
mp-23929,ZnH8(NO5)2,1.3028839558878058,0.0733640395065901,Trigonal plane,1,4e,1,"[0.021953387460768, 0.024048160178565002]",0.0,0.023000773819666503,AB2C8D10,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,H-N-O-Zn,0.000324457202379,-1.166778536904761,3.436199999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,Zn,,,,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2689889639449123
mp-24776,FeH18(NO6)3,1.2558078739086873,-0.0252150937005123,Trigonal plane,1,4e,1,"[0.0034261532951910005, 0.000544165228765, 0.004795568575537]",0.0,0.002921962366497667,AB3C18D18,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Fe-H-N-O,0.009562861999999,-1.1625533023125,2.8406,4,Monoclinic,2/m,P2_1/c,oxide,,,Fe,,,,"H, N, O",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2681854944475208
mp-27198,Cd(NO3)2,1.4000402879474294,0.2775073219560217,Trigonal plane,1,4a,1,"[0.0017310087191460002, 0.0008955071425120001, 0.004257393556824, 0.00028738283218200005]",0.0,0.0017928230626660002,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Cd-N-O,0.0,-0.992588532916667,3.4581,3,Orthorhombic,mm2,Pca2_1,nitrate,,,Cd,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2583056738847838
mp-28202,K3NO4,1.3705921990750718,-0.1075017335079547,Tetrahedron,1,4c,1,[0.003990627918336],0.0,0.003990627918336,AB3C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",r2SCAN,K-N-O,0.0,-1.376361028656249,3.6559,3,Orthorhombic,mmm,Pnma,oxide,K,,,,,,"N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.3945771154128708
mp-29526,BrNO3,1.4479578949122234,0.3514882240166908,Trigonal plane,1,4a,1,[0.24860291152499903],0.0,0.24860291152499903,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals",r2SCAN,Br-N-O,0.0,-0.5361104965000001,2.208,3,Orthorhombic,222,P2_12_12_1,nitrate,,,,,,B,"N, O",Br,,,,"B $\in$ [0.1, 0.5]",Positive B,1.271739028038301
mp-29943,H5NO5,1.3453465007096743,0.1515383857792442,Trigonal plane,1,4e,1,"[0.022950517811822002, 0.015337198718064]",0.0,0.019143858264943,AB5C5,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,Nonmetals,GGA,H-N-O,0.005839696590906,-1.109798478068181,3.5605,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2693699149760982
mp-30142,Be4N6O19,1.424934708987602,0.326060128347354,Trigonal plane,1,3d,1,"[0.054868580797282004, 0.051897325572061004, 0.052921648546700006, 0.047633997539974, 0.05530301591788601, 0.048934841552518]",0.0,0.05192656832107017,A4B6C19,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",SCAN,Be-N-O,0.0,-1.374715929482759,3.592,3,Trigonal,3,P3,oxide,,Be,,,,B,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2614616105317973
mp-30989,Sn(NO3)4,1.453197469473673,0.3685826336600412,Trigonal plane,1,4e,1,"[0.11438717620610801, 0.11425110172474001, 0.125167043956589, 0.13254140086947702]",0.0,0.12158668068922851,AB4C12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,N-O-Sn,0.0,-0.947582148088235,3.6273,3,Monoclinic,2/m,P2_1/c,nitrate,,,,,Sn,,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2684029076765373
mp-30998,Ti(NO3)4,1.4407404169063522,0.3528984028797065,Trigonal plane,1,4e,1,"[0.16192091844893602, 0.15911578670526202, 0.171408630661935, 0.18195366225932202]",0.0,0.16859974951886375,AB4C12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,N-O-Ti,0.0,-1.227902743872549,2.8015,3,Monoclinic,2/m,P2_1/c,nitrate,,,Ti,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.26381225479688
mp-31289,Bi5NO10,1.299598753339765,0.0733161413338879,Trigonal plane,1,4e,1,[0.0032982267774330004],0.0,0.0032982267774330004,AB5C10,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,Bi-N-O,0.0,-1.499000011093752,2.6161,3,Monoclinic,2/m,P2_1/c,oxide,,,,,Bi,B,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.262841114654595
mp-37695,Ag7NO11,1.356725377855327,0.1914800675028333,Trigonal plane,1,1a,1,[0.0038256473057530003],0.0,0.0038256473057530003,AB7C11,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Ag-N-O,0.0,-0.5118082090350791,0.0,3,Orthorhombic,mm2,Fmm2,oxide,,,Ag,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.258936684757989
mp-504422,H7NO6,1.267066890404864,-0.0041170110354124,Trigonal plane,1,4a,1,[0.003816894550061],0.0,0.003816894550061,AB6C7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,Nonmetals,GGA,H-N-O,0.004682026428567,-1.146177180803571,3.5913,3,Orthorhombic,222,P2_12_12_1,oxide,,,,,,,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2689701259843829
mp-504828,NdH12(NO5)3,1.3173207457613738,0.1137210993926314,"Trigonal plane, Square-face bicapped square antiprism",2,2i,1,"[3.9403208345155702, 0.027770087033050003, 0.009865560353565, 0.018241570939304]",0.0,0.9990495132103723,AB3C12D15,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",SCAN,H-N-Nd-O,0.0,-1.357795303951612,3.306899999999999,4,Triclinic,-1,P-1,oxide,,,,,,,"H, N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,1.2603047161257568
mp-5073,RbNO3,1.3769854549638798,0.229419801535617,Trigonal plane,1,3a,1,"[0.006446339918147001, 0.006282885744383001, 0.00729384544051]",0.0,0.0066743570343466676,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",SCAN,N-O-Rb,0.017042036888889,-1.404051304611111,3.248199999999999,3,Trigonal,3,P3_1,nitrate,Rb,,,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.259817810554867
mp-541035,CsUN3O11,0.7433746904940952,-1.0313785110323554,no_data,1,no_data,1,no_data,0.0,no_data,ABC3D11,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,Cs-N-O-U,0.0,-1.717660483103448,3.0783,4,Trigonal,-3m,R-3c,oxide,Cs,,,,,,"C, N, O",,,,U,B < -1,Negative B,1.269811102106833
mp-541986,K2LaH4N5O17,1.585608878485787,0.6217557112914356,Trigonal plane,1,"4b, 2a",2,"[0.033059957106163, 0.015943563290233, 0.017163785726146002]",0.0,0.022055768707514006,AB2C4D5E17,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,H-K-La-N-O,0.004074167715517,-1.433811137224138,3.3276,5,Orthorhombic,mm2,Fdd2,oxide,K,,,,,,"H, N, O",,,La,,"B $\in$ [0.5, 1]",Positive B,1.2684522861871395
mp-541987,K2PrH4N5O17,1.5496273475021671,0.5683238213024078,Trigonal plane,1,"4b, 2a",2,"[0.031502012424155006, 0.017419213539838, 0.016597457252206002]",0.0,0.021839561072066336,AB2C4D5E17,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",r2SCAN,H-K-N-O-Pr,0.004215289999999,-1.420135028143678,3.3605,5,Orthorhombic,mm2,Fdd2,oxide,K,,,,,,"H, N, O, P",,,Pr,,"B $\in$ [0.5, 1]",Positive B,1.2597660695276494
mp-553936,K2Ag4Pd3(NO2)12,1.1890829612549243,-0.1090192938095329,no_data,1,no_data,1,no_data,0.0,no_data,A2B3C4D12E24,1,1,1,[3.0],[2.0],3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2,2,"Pd2+, O2-","Alkali Metals, Nonmetals, Transition Metals",GGA,Ag-K-N-O-Pd,0.046084834679013,-0.7553662612481491,1.7424,5,Monoclinic,2/m,P2_1/c,nitrite,K,,"Pd, Ag",,,,"N, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,1.2500944959572993
mp-554783,KUN3O11,1.30646217941956,0.0766020110623905,no_data,1,no_data,1,no_data,0.0,no_data,ABC3D11,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,K-N-O-U,0.0002904125,-1.699957139203124,2.3262,4,Monoclinic,2/m,C2/c,oxide,K,,,,,,"N, O",,,,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.269824601177409
mp-555085,KAu(NO3)4,1.4634319221191072,0.3756603422645022,Trigonal plane,1,4e,1,"[0.145801951520315, 0.16782388838922302]",0.0,0.156812919954769,ABC4D12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Au-K-N-O,0.0,-0.9275170098472212,2.0087,4,Monoclinic,2/m,P2_1/c,nitrate,K,,Au,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.276036694353488
mp-555122,Rb2Pd(NO3)4,1.6092656084273127,0.661198540690449,Trigonal plane,1,4e,1,"[0.08743665000362401, 0.07517088892580501]",0.0,0.08130376946471451,AB2C4D12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,N-O-Pd-Rb,0.0,-1.133998001052631,1.8294,4,Monoclinic,2/m,P2_1/c,nitrate,Rb,,Pd,,,,"N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.2725881462555517
mp-555137,K3SbN3(O3F)3,1.4429793218420748,0.3406300285483429,Trigonal plane,1,"4b, 2a",2,"[0.008376004016047, 0.0036607398212580005]",0.0,0.0060183719186525,AB3C3D3E9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals",GGA,F-K-N-O-Sb,0.035383195249997,-1.689411581407895,3.0787,5,Orthorhombic,mm2,Cmc2_1,fluoride,K,,,,,Sb,"N, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2691737311719595
mp-555526,RbAg(NO3)2,1.4590820748070044,0.3682661986648829,Trigonal plane,1,4e,1,"[0.01188391624711, 0.0075113840833080005]",0.0,0.009697650165209001,ABC2D6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Ag-N-O-Rb,0.0,-1.056312871916667,2.5282,4,Monoclinic,2/m,P2_1/c,nitrate,Rb,,Ag,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.271001513164179
mp-555862,CsZr(NO3)5,1.4941647122338648,0.4414932725113053,Trigonal plane,1,4e,1,"[0.100441547311162, 0.12123826296004701, 0.08363882594136801, 0.08114286398581701, 0.10407049254101601]",0.0,0.09810639854788201,ABC5D15,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cs-N-O-Zr,0.0,-1.350357588847962,3.4525,4,Monoclinic,2/m,P2_1/c,nitrate,Cs,,Zr,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2699232932784525
mp-555979,Li2Pr(NO3)5,1.804660358188436,1.067068973482116,Trigonal plane,1,"4f, 8h, 4g",3,"[0.013764895961892001, 0.038814512628604005, 0.037568361121613006, 0.005605005124738]",0.0,0.023938193709211752,AB2C5D15,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",r2SCAN,Li-N-O-Pr,0.0,-1.433104394275362,3.683,4,Orthorhombic,mmm,Pnnm,nitrate,Li,,,,,,"N, O, P",,,Pr,,B > 1,Positive B,1.2602425487206381
mp-556059,K2Ni(NO3)4,1.6681687196515391,0.7818545054040568,"Trigonal plane, Octahedron",2,2a,1,"[2.610436036703836, 0.027401265550255002, 0.031210137395591003, 0.023554392245511, 0.044573866018672005]",0.0,0.547435139582773,AB2C4D12,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-N-Ni-O,0.0,-1.191171528657895,2.944,4,Monoclinic,m,Cc,nitrate,K,,Ni,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.269086948906474
mp-556345,Ag2BrNO3,1.381549211917596,0.2158318982751152,Trigonal plane,1,4c,1,[0.0015922434952470002],0.0,0.0015922434952470002,ABC2D3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ag-Br-N-O,0.019580985714285,-0.6550704147619041,1.6045,4,Orthorhombic,mmm,Pnma,nitrate,,,Ag,,,B,"N, O",Br,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2713083874054687
mp-556518,K2Pd(NO3)4,1.6083887902744125,0.6775367252168513,Trigonal plane,1,4e,1,"[0.07128941322512701, 0.057226277145154006, 0.067294800494509, 0.066375143709877]",0.0,0.06554640864366676,AB2C4D12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",SCAN,K-N-O-Pd,0.0,-1.134821119710526,1.8362,4,Monoclinic,2/m,P2_1/c,nitrate,K,,Pd,,,,"N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.2633078409638474
mp-557181,K3Na3(NO4)2,1.449132441267166,0.2141996265289918,"Square-face bicapped trigonal prism, Octahedron, Trigonal prism, Tetrahedron",4,"8d, 4c",2,"[2.915527011971336, 9.90055617791587, 10.76877006032548, 0.006870938217632]",0.5,5.897931047107579,A2B3C3D8,4,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,K-N-Na-O,0.028810863125,-1.382895866774244,4.3084,4,Orthorhombic,mmm,Pbcn,oxide,"Na, K",,,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4013412118968382
