material_id,chem_formula,R$_0$,B,N_chemenv,num_N_chemenvs,N_wyckoff,num_N_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_N_sites,num_CN_env,num_charge_states,NX_coordn,NO_coordn,mean_coordn_N-X,min_coordn_N-X,max_coordn_N-X,mean_coordn_N-O,min_coordn_N-O,max_coordn_N-O,mean_N_charge,min_N_charge,max_N_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_NO_BondL
mp-662543,Cu(NO3)2,1.3988562909274818,0.2540396244075208,Trigonal plane,1,8d,1,"[0.05882250427602401, 0.10154250265745401, 0.034931923909941]",0.0,0.06509897694780635,AB2C6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cu-N-O,0.008939338703703,-0.7913011499074081,0.5647,3,Orthorhombic,mmm,Pbcn,nitrate,,,Cu,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.271126563754557
mp-667318,K3Ce2(NO3)9,1.7645536144477645,0.9718683159468966,Trigonal plane,1,"24e, 12d",2,"[0.020619566561375, 0.018266125315722002]",0.0,0.019442845938548503,A2B3C9D27,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ce-K-N-O,0.031502096272361,-1.451355531384145,2.9865,4,Cubic,432,P4_132,nitrate,K,,,,,,"C, N, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,1.2682987637320764
mp-667353,Rb3Ce2(NO3)9,1.6949950706373016,0.8332621199108308,Trigonal plane,1,"24e, 12d",2,"[0.018957219099904003, 0.021774430362327003]",0.0,0.020365824731115503,A2B3C9D27,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Ce-N-O-Rb,0.034792310524394,-1.4548195203658532,2.9234,4,Cubic,432,P4_132,nitrate,Rb,,,,,,"C, N, O",,,Ce,,"B $\in$ [0.5, 1]",Positive B,1.2695033862001768
mp-667380,Rb3Nd2(NO3)9,1.7356465756638648,0.915272640015188,"Icosahedron, Trigonal plane",2,"8c, 24e, 12d",3,"[2.731017224304833, 0.020437992753309, 0.022554456096585]",0.0,0.9246698910515757,A2B3C9D27,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,N-Nd-O-Rb,0.0,-1.470098460853658,3.4577,4,Cubic,432,P4_332,nitrate,Rb,,,,,,"N, O",,,Nd,,"B $\in$ [0.5, 1]",Positive B,1.26851439600968
mp-669466,AgNO3,1.255870211834473,-0.0281286871221956,Trigonal plane,1,4a,1,"[0.0036428583081280002, 0.0069823159584680005]",0.0,0.005312587133298,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Ag-N-O,0.005029588000001,-0.6756339573333331,2.0027,3,Orthorhombic,222,P2_12_12_1,nitrate,,,Ag,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2702370577692854
mp-669474,RbTeNO3F4,1.2910764765410396,0.0401440886593534,Trigonal plane,1,2i,1,"[0.018371792355808002, 0.034266828456344]",0.0,0.026319310406076005,ABCD3E4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals",GGA,F-N-O-Rb-Te,0.010281684499999,-1.952897032916666,3.1862,5,Triclinic,-1,P-1,nitrate,Rb,,,,,Te,"N, O",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2709518972579208
mp-669540,K2PtN4(ClO4)2,1.257132659959037,0.0466162928298879,Angular,1,4e,1,"[0.009717311640193, 0.014879607814248002]",0.0,0.0122984597272205,AB2C2D4E8,1,1,1,[2.0],[2.0],2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,Cl-K-N-O-Pt,0.046384071176468,-1.0685365335,2.0604,5,Monoclinic,2/m,P2_1/c,perchlorate,K,,Pt,,,,"C, N, O, P",Cl,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2382572407785974
mp-672644,KNO3,1.4893286328979736,0.4319730067332803,Trigonal plane,1,4c,1,[0.00119030843094],0.0,0.00119030843094,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,K-N-O,0.044289896,-1.3778487009499991,3.2301,3,Orthorhombic,mmm,Pnma,nitrate,K,,,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2686969451367947
mp-674297,NaNO3,1.2870181164367651,0.0370350539017962,"Face-capped octahedron, Bicapped octahedron (cap faces with one atom in common), Octahedron, Trigonal plane",4,1a,1,"[2.774336089533739, 1.9899704359475732, 2.16931043180454, 0.025867857752950002, 0.022146083788081, 0.022154286408310003, 0.02743456422311, 1.459154733504099, 0.006966815052996, 0.00031818865104900004, 0.0005092844461940001, 3.7836276742248754e-05, 7.309254786283016e-05, 0.000155304764249, 0.00010664002146700001, 4.5516817012001783e-05]",0.0,0.5311616975962484,ABC3,4,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,N-Na-O,0.009446822,-1.353750147275862,2.571399999999999,3,Triclinic,1,P1,nitrate,Na,,,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2681000471459933
mp-676599,Cu8NO11,1.3217242268907674,0.1075812164523787,Trigonal plane,1,1a,1,[0.007027129185288],0.0,0.007027129185288,AB8C11,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cu-N-O,0.038747677343751,-0.8606078325000001,0.0,3,Orthorhombic,mm2,Fmm2,oxide,,,Cu,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2668536018551915
mp-677509,K4N2O5,1.3092678203003345,0.079370837045188,Angular,1,4f,1,[0.126540966671937],0.0,0.126540966671937,A2B4C5,1,1,1,[2.0],[2.0],2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,K-N-O,0.035315405000002,-1.24895933990909,0.3607,3,Monoclinic,2/m,C2/c,oxide,K,,,,,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.277122110762296
mp-679927,Rb2Sc(NO3)5,1.5764346651474004,0.6218330390588427,Trigonal plane,1,"6c, 3b",2,"[0.052599919672865, 0.066479874484975, 0.06336511793821001]",0.0,0.060814970698683336,AB2C5D15,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,N-O-Rb-Sc,0.0,-1.423695772608688,3.0417,4,Trigonal,32,P3_121,nitrate,Rb,,Sc,,,,"N, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.259578541272178
mp-679928,Rb3Pr2(NO3)9,1.6570411883335254,0.7582711423046637,Trigonal plane,1,"24e, 12d",2,"[0.016217270530542, 0.015596850254644001]",0.0,0.015907060392593,A2B3C9D27,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,N-O-Pr-Rb,0.0,-1.469249607825203,3.416,4,Cubic,432,P4_332,nitrate,Rb,,,,,,"N, O, P",,,Pr,,"B $\in$ [0.5, 1]",Positive B,1.2698226282914364
mp-679958,Na3Nd2(NO3)9,1.7263595425381706,0.8973179747015658,"Icosahedron, Trigonal plane, Metabidiminished icosahedron",3,"8c, 24e, 12d",3,"[3.93421298988467, 2.454423956219916, 0.015273508161865, 0.013233387002517001]",0.0,1.604285960317242,A2B3C9D27,3,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,N-Na-Nd-O,0.0,-1.429605692661901,3.4712,4,Cubic,432,P4_132,nitrate,Na,,,,,,"N, O",,,Nd,,"B $\in$ [0.5, 1]",Positive B,1.2680454211992318
mp-680063,K3La2(NO3)9,1.7275631730177694,0.8999127821234776,Trigonal plane,1,"24e, 12d",2,"[0.017578488378817002, 0.014824990118685]",0.0,0.016201739248751002,A2B3C9D27,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,K-La-N-O,0.0,-1.486015092237804,3.4725,4,Cubic,432,P4_132,nitrate,K,,,,,,"N, O",,,La,,"B $\in$ [0.5, 1]",Positive B,1.2679108894614188
mp-695894,NdH12(NO5)3,1.3433749765816327,0.14723255416867,"Trigonal plane, Square-face bicapped square antiprism",2,2i,1,"[3.172204615632782, 0.040176342987809005, 0.018192696373533, 0.02805237802885]",0.0,0.8146565082557435,AB3C12D15,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",GGA,H-N-Nd-O,0.015414742741935,-1.342380561209677,3.2567,4,Triclinic,-1,P-1,oxide,,,,,,,"H, N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,1.2695567641860155
mp-696189,TlH6(NO4)3,1.3299717262721362,0.1192931521094848,Trigonal plane,1,6f,1,[0.019672181757911],0.0,0.019672181757911,AB3C6D12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",GGA,H-N-O-Tl,0.0,-1.006025180946969,1.8153,4,Trigonal,-3,R-3,oxide,,,,,Tl,,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.270160654487471
mp-696291,ZnH4(NO4)2,1.3597535862537955,0.1783176651310318,Trigonal plane,1,4e,1,[0.017555889091176002],0.0,0.017555889091176002,AB2C4D8,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,H-N-O-Zn,0.004832912083333,-1.117110082333332,3.333,4,Monoclinic,2/m,P2_1/c,oxide,,,Zn,,,,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2703520059109117
mp-699485,AlH12(NO5)3,1.3472419652649656,0.1552961066812516,Trigonal plane,1,12d,1,[0.020618056482491],0.0,0.020618056482491,AB3C12D15,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",GGA,Al-H-N-O,0.004406057419354,-1.292827482258064,3.3869,4,Cubic,m-3,Ia-3,oxide,,,,,Al,,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2693837957087923
mp-703542,CdH8(NO5)2,1.311945816880788,0.0866794240673202,Trigonal plane,1,1a,1,"[0.009044145923129, 0.007737723493291, 0.010301739477162002, 0.008229701605481001]",0.0,0.00882832762476575,AB2C8D10,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cd-H-N-O,0.009527986726191,-1.147297380714285,3.546999999999999,4,Monoclinic,m,Cc,oxide,,,Cd,,,,"H, C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2684871497419108
mp-706430,H3NO4,1.3684349610372943,0.1965733432038271,Trigonal plane,1,4a,1,[0.121046613188346],0.0,0.121046613188346,AB3C4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,Nonmetals,GGA,H-N-O,0.04156773,-1.012433637656249,3.9184,3,Orthorhombic,mm2,Pna2_1,oxide,,,,,,,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2775980761948909
mp-706913,BeH8(NO5)2,1.2352018423962918,-0.0627455495758285,Trigonal plane,1,4d,1,[0.005936252551866],0.0,0.005936252551866,AB2C8D10,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Be-H-N-O,0.0,-1.296160498809523,3.4834,4,Tetragonal,-42m,I-42d,oxide,,Be,,,,B,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2666608673317035
mp-707334,K7P6H2NO22,1.2264072051924355,-0.0842705438502759,Trigonal plane,1,1a,1,[0.002361834601703],0.0,0.002361834601703,AB2C6D7E22,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,H-K-N-O-P,0.019262395986842,-2.395395972265978,3.6047,5,Triclinic,1,P1,nitrite,K,,,,,,"H, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2693735628769296
mp-707744,K2TeH10(NO7)2,1.2002219923382729,-0.1330353252077599,Trigonal plane,1,4e,1,[0.00876599808676],0.0,0.00876599808676,AB2C2D10E14,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,H-K-N-O-Te,0.008975238620691,-1.332471049091954,2.785,5,Monoclinic,2/m,P2_1/c,oxide,K,,,,,Te,"H, N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.2669200490155037
mp-707784,AlH18(NO6)3,1.2313023907484757,-0.0567050768566946,Trigonal plane,1,4e,1,"[0.007562017339156001, 0.00043842091022200006, 0.0020622857476520003]",0.0,0.003354241332343334,AB3C18D18,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,Al-H-N-O,0.001779462062501,-1.291577204687501,3.3987,4,Monoclinic,2/m,P2_1/c,oxide,,,,,Al,,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2600735375009817
mp-720586,CaH4NClO5,1.5286188643000211,0.5128369974876221,Trigonal plane,1,8c,1,[0.013567940354179001],0.0,0.013567940354179001,ABCD4E5,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals",GGA,Ca-Cl-H-N-O,0.0,-1.562025071145833,3.5664,5,Orthorhombic,mmm,Pbca,hypochlorite,,Ca,,,,,"H, C, N, O",Cl,,,,"B $\in$ [0.5, 1]",Positive B,1.2668169281329837
mp-720789,UH12(NO7)2,1.3253444029936283,0.1169953232571233,Trigonal plane,1,2a,1,"[0.04343759614011, 0.024080676916645]",0.0,0.033759136528377504,AB2C12D14,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Nonmetals",GGA,H-N-O-U,0.002401307327585,-1.474590626379309,2.423899999999999,4,Orthorhombic,mm2,Cmc2_1,oxide,,,,,,,"H, N, O",,,,U,"B $\in$ [0.1, 0.5]",Positive B,1.2666861428658949
mp-722330,Li3La2H6(N3O10)3,1.368005015070786,0.1962729928583841,Trigonal plane,1,12b,1,"[0.011091182418624002, 0.022299509615644003, 0.033028510322589]",0.0,0.022139734118952332,A2B3C6D9E30,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,H-La-Li-N-O,0.001492101387507,-1.4219291951500002,3.510399999999999,5,Cubic,23,P2_13,oxide,Li,,,,,,"H, N, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.268531116022375
mp-722862,CdH3NO5,1.299314317286176,0.0588301589247727,Trigonal plane,1,8c,1,[0.025527455384813002],0.0,0.025527455384813002,ABC3D5,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cd-H-N-O,0.0,-1.176070217249999,3.2998,4,Orthorhombic,mmm,Pbca,oxide,,,Cd,,,,"H, C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.272129167639645
mp-722900,CaH3NO5,1.3573805671434482,0.1762348202907108,Trigonal plane,1,8c,1,"[0.038451195481325, 0.035943953621827]",0.0,0.037197574551576004,ABC3D5,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",GGA,Ca-H-N-O,0.0,-1.6246028666249992,3.4578,4,Orthorhombic,mmm,Pbca,oxide,,Ca,,,,,"H, C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2691547686576554
mp-722980,Hg4HN3O10,1.319958133080105,0.0989181506687868,Trigonal plane,1,4b,1,"[0.039009992586287005, 0.029011703595884, 0.008571424594986]",0.0,0.025531040259052337,AB3C4D10,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,H-Hg-N-O,0.005471616736094,-0.7721995450694461,2.094999999999999,4,Orthorhombic,mm2,Aea2,oxide,,,Hg,,,,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2716545875366394
mp-723059,Li3Nd2H6(N3O10)3,1.3643601799282503,0.1892122445932891,"Icosahedron, Trigonal plane",2,"4a, 12b",2,"[2.30209410038799, 1.7729245832554792, 0.013273430719573001, 0.025235704147754, 0.030757314492708004]",0.0,0.8288570266007007,A2B3C6D9E30,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,H-Li-N-Nd-O,0.006459045774987,-1.402061130300001,3.5151,5,Cubic,23,P2_13,oxide,Li,,,,,,"H, N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,1.2684654134516975
mp-727472,MnH8(NO5)2,1.302789642688741,0.0733615883689919,Trigonal plane,1,4e,1,"[0.026014078476749, 0.020890171203309]",0.0,0.023452124840029002,AB2C8D10,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,H-Mn-N-O,0.003130138452387,-1.209596038234811,2.8971,4,Monoclinic,2/m,P2_1/c,oxide,,,Mn,,,,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2688875117726461
mp-733522,NiH12(NO6)2,1.2672863737137294,-0.0012940473929123,"Trigonal plane, Octahedron",2,2i,1,"[0.41094989420440303, 0.012972922150668, 0.006870613752437]",0.0,0.14359781003583602,AB2C12D12,2,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,H-N-Ni-O,0.037249842592592,-1.122978730555555,3.3129,4,Triclinic,-1,P-1,oxide,,,Ni,,,,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2679132762063854
mp-759030,KSmH4(N2O7)2,1.49005250437548,0.4327977854723605,Trigonal plane,1,4a,1,"[0.032295331596454, 0.020658669080552, 0.037119939367238, 0.027266174703414]",0.0,0.0293350286869145,ABC4D4E14,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,H-K-N-O-Sm,0.0,-1.42059116665625,3.3251,5,Orthorhombic,mm2,Pna2_1,oxide,K,,,,,,"H, N, O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,1.2694256855780575
mp-762082,ThH10N4O17,1.354703559497142,0.1722172767971747,Trigonal plane,1,4b,1,"[0.042093576260739, 0.040081515487909]",0.0,0.041087545874324005,AB4C10D17,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Nonmetals",GGA,H-N-O-Th,0.0,-1.3583162041406251,3.5718,4,Orthorhombic,mm2,Fdd2,oxide,,,,,,,"H, N, O",,,,Th,"B $\in$ [0.1, 0.5]",Positive B,1.268363421807867
mp-762501,CaH8(NO5)2,1.3112118216530408,0.0859715361666808,Trigonal plane,1,4e,1,"[0.012390626658193, 0.016033099384897]",0.0,0.014211863021545,AB2C8D10,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",GGA,Ca-H-N-O,0.019745631190476,-1.364188243571429,3.526899999999999,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,,,,,"H, C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2682053435644276
mp-766274,Cu2H3NO6,1.2820244027108112,0.0296982645094561,Trigonal plane,1,4a,1,[0.010215882999797001],0.0,0.010215882999797001,AB2C3D6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cu-H-N-O,0.024556427760416,-0.9935328001041672,0.0,4,Orthorhombic,222,P2_12_12_1,oxide,,,Cu,,,,"H, C, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2683025984796894
mp-768311,Cs3NO4,1.3318924296982226,-0.3446966139401549,Tetrahedron,1,4c,1,[0.002677652703859],0.0,0.002677652703859,AB3C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,Cs-N-O,0.033773386458337,-1.29291558362069,3.3701,3,Orthorhombic,mmm,Pnma,oxide,Cs,,,,,,"C, N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.4087914131263188
mp-773130,Co(NO3)4,1.372885512055949,0.21187115461863,Trigonal plane,1,2i,1,"[0.15294565314709402, 0.14598277407926402, 0.15622319276430302, 0.10675004611298801, 0.12998672444068102, 0.176709337176389, 0.157192317528283, 0.126685637725916]",0.0,0.14405946037186476,AB4C12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Co-N-O,0.0,-0.7598921063235301,0.043099999999999,3,Triclinic,-1,P-1,nitrate,,,Co,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2687418644684856
mp-778950,Cs3NO4,1.4565440852035234,0.2225115131497961,Tetrahedron,1,8c,1,[0.0025204202439890002],0.0,0.0025204202439890002,AB3C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,Cs-N-O,0.023467962864587,-1.30322100721444,2.623699999999999,3,Orthorhombic,mmm,Pbca,oxide,Cs,,,,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.4069186591504166
mp-780939,Mn(NO3)4,1.4174327191325795,0.2966298604560931,Trigonal plane,1,2i,1,"[0.138174199543941, 0.13297060972230001, 0.12018533862799201, 0.140766652784398, 0.150643870566567, 0.11737240294619201, 0.12053365421563202, 0.11712675577684101]",0.0,0.12972168552298288,AB4C12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Mn-N-O,0.0,-0.88141888561359,0.1423,3,Triclinic,-1,P-1,nitrate,,,Mn,,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2687097071531734
mp-849229,H5NO5,1.30286769195296,0.0722617859073342,Trigonal plane,1,4e,1,"[0.028021657569855002, 0.016629295692306003]",0.0,0.022325476631080504,AB5C5,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,Nonmetals,GGA,H-N-O,0.009179653181815,-1.106458521477272,3.6222,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"H, N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2694704841301412
mp-864887,MgH4(NO4)2,1.3334305112704117,0.1333086410402873,Trigonal plane,1,4e,1,[0.01155384590383],0.0,0.01155384590383,AB2C4D8,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",GGA,H-Mg-N-O,0.004658529111107,-1.31949336,3.4438,4,Monoclinic,2/m,P2_1/c,oxide,,Mg,,,,,"H, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2665937276712576
mp-9475,KNO3,1.6461403640542962,0.7540817478649204,Trigonal plane,1,4c,1,[0.003057908010146],0.0,0.003057908010146,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",r2SCAN,K-N-O,0.001126074,-1.42101252295,3.2872,3,Orthorhombic,mmm,Pnma,nitrate,K,,,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.2609503850429349
