material_id,chem_formula,R$_0$,B,P_chemenv,num_P_chemenvs,P_wyckoff,num_P_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_P_sites,num_CN_env,num_charge_states,PX_coordn,PO_coordn,mean_coordn_P-X,min_coordn_P-X,max_coordn_P-X,mean_coordn_P-O,min_coordn_P-O,max_coordn_P-O,mean_P_charge,min_P_charge,max_P_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_PO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-36383,Ag3(PO4)2,1.588937629061509,0.15566886305485675,Tetrahedron,1,1a,1,"[0.016254402165003002, 0.047998051487028]",0.0,0.0321262268260155,A2B3C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.5461388752485596,r2SCAN,Ag-O-P,0.0,-1.605811363406592,0.0,3,Trigonal,3,R3,phosphate,None,None,Ag,None,None,None,"O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-36779,PNO,1.592194297704277,0.23978704378027552,Tetrahedron,1,1a,1,"[0.240576435390905, 0.227467867691721, 0.296058051545504, 0.271696548455558, 0.21162539026847701, 0.11551942094615701, 0.41329708155127104, 0.22817182051867202]",0.0,0.25055157704603315,ABC,1,3,1,"[1.0, 2.0, 3.0]","[1.0, 2.0, 3.0]",2.0,1.0,3.0,2.0,1.0,3.0,5.0,5.0,5.0,2.0,2,2,O2-,Nonmetals,1.5932480674230103,r2SCAN,N-O-P,0.017478005833333,-1.462302387380951,5.0752,3,Triclinic,1,P1,oxide,None,None,None,None,None,None,"N, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-3735,GdPO4,1.5718618051713782,0.17176157987311524,Tetrahedron,1,4e,1,[0.30975038722270304],0.0,0.30975038722270304,ABC4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",1.533621670469961,SCAN,Gd-O-P,0.026959161249966,-3.430193205357142,2.8957,3,Monoclinic,2/m,P2_1/c,phosphate,None,None,None,None,None,None,"O, P",None,None,Gd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-3764,Te3P2O11,1.569097463184999,0.13982708667145113,Tetrahedron,1,4e,1,"[0.07633957871986001, 0.057509363199599005]",0.0,0.0669244709597295,A2B3C11,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals",1.5380071754777527,r2SCAN,O-P-Te,0.0,-2.008347676517857,3.422599999999999,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,Te,"O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-3765,Sr(PO3)2,1.589569353026639,0.24989455240298003,Tetrahedron,1,4e,1,"[0.24120470217007703, 0.175100413070144, 0.306637821164346, 0.13138891769799801]",0.0,0.21358296352564127,AB2C6,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",1.5389600245963728,r2SCAN,O-P-Sr,0.0,-2.761527910244709,5.4627,3,Monoclinic,2/m,P2_1/c,phosphite,None,Sr,None,None,None,None,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-3831,SmPO4,1.5791688737797196,0.1951571906685144,Tetrahedron,1,4e,1,[0.286122576230363],0.0,0.286122576230363,ABC4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",1.5357199625179574,r2SCAN,O-P-Sm,0.001659417083317,-3.467471649523798,5.8438,3,Monoclinic,2/m,P2_1/c,phosphate,None,None,None,None,None,None,"O, P, S",None,None,Sm,None,"B $\in$ [0.1, 0.5]",Positive B
mp-3857,Ba3(PO4)2,1.8192254051025512,1.2257345909672623,Tetrahedron,1,2c,1,[0.001513876835503],0.0,0.001513876835503,A2B3C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",1.5457279682230851,r2SCAN,Ba-O-P,0.0,-3.294371403021977,5.1422,3,Trigonal,-3m,R-3m,phosphate,None,Ba,None,None,None,B,"O, P",None,None,None,None,B > 1,Positive B
mp-39123,Na3Zr2Si2PO12,1.5277454783523265,-0.10390111716475514,Tetrahedron,1,1a,1,"[0.04073734209338, 0.049401023620917]",0.0,0.045069182857148504,AB2C2D3E12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",1.550918136194181,GGA,Na-O-P-Si-Zr,0.016584912999999,-3.12909141693904,4.2314,5,Triclinic,1,P1,oxide,Na,None,Zr,None,None,Si,"N, O, P, S",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-39260,Na2CaPO4F,1.52735007485428,-0.14358961329769285,Tetrahedron,1,1a,1,"[0.031017974568781, 0.001502383878384, 0.0006858594977430001, 0.050408486313397005, 0.0007106426004900001]",0.0,0.016865069371759002,ABCD2E4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals",1.5598073849586251,GGA,Ca-F-Na-O-P,0.026663210388877003,-3.000345259600164,4.220899999999999,5,Monoclinic,m,Cm,phosphate,Na,Ca,None,None,None,None,"C, N, O, P",F,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-39460,Ca5P3ClO12,1.5753757681056721,0.08416950638757607,Tetrahedron,1,6c,1,[0.066670690855947],0.0,0.066670690855947,AB3C5D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals",1.5567138579437918,GGA,Ca-Cl-O-P,0.000674026547619,-3.311373689710884,5.3777,4,Hexagonal,6,P6_3,hypochlorite,None,Ca,None,None,None,None,"C, O, P",Cl,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-3962,LaPO4,1.5857710728160535,0.21580647305779746,Tetrahedron,1,4e,1,[0.21200835809119803],0.0,0.21200835809119803,ABC4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",1.537725497359005,r2SCAN,La-O-P,0.0,-3.538097613829351,4.486000000000001,3,Monoclinic,2/m,P2_1/c,phosphate,None,None,None,None,None,None,"O, P",None,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-40161,NaHf2(PO4)3,1.5606819857416006,0.07501085377682784,Tetrahedron,1,6e,1,[0.022172804073886002],0.0,0.022172804073886002,AB2C3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.5439851323275324,GGA,Hf-Na-O-P,0.0,-3.250018321128214,5.029999999999999,4,Trigonal,-3m,R-3c,phosphate,Na,None,Hf,None,None,None,"H, N, O, P",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-4093,Cu3(PO4)2,1.5864310205914793,0.20441295718219693,Tetrahedron,1,2i,1,[0.067509110354543],0.0,0.067509110354543,A2B3C8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.5414735501073022,r2SCAN,Cu-O-P,0.0,-1.866838594560439,0.0,3,Triclinic,-1,P-1,phosphate,None,None,Cu,None,None,None,"C, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-41191,Na3Ti2P2O10F,1.4696714805484503,-0.3695213484764331,Tetrahedron,1,2b,1,[0.066265964106058],0.0,0.066265964106058,AB2C2D3E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.5521109593246276,GGA,F-Na-O-P-Ti,0.0051581236921280004,-2.991129180838349,3.232,5,Orthorhombic,mm2,Fmm2,fluoride,Na,None,Ti,None,None,None,"N, O, P",F,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-4136,CePO4,1.5795238854795588,0.190295105546043,Tetrahedron,1,4e,1,[0.24094595379643102],0.0,0.24094595379643102,ABC4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",1.5371580304586192,r2SCAN,Ce-O-P,0.0,-3.4324044923015933,0.0,3,Monoclinic,2/m,P2_1/c,phosphate,None,None,None,None,None,None,"C, O, P",None,None,Ce,None,"B $\in$ [0.1, 0.5]",Positive B
mp-41472,Ca5P3HO13,1.4738452149641057,-0.27703139996438586,Tetrahedron,1,6c,1,[0.034618817411273005],0.0,0.034618817411273005,AB3C5D13,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",1.5356558653143926,SCAN,Ca-H-O-P,0.0,-3.222599094099027,5.1992,4,Hexagonal,6,P6_3,oxide,None,Ca,None,None,None,None,"H, C, O, P",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-41795,LiAlPO4F,1.6297435716527828,0.3578683716279897,Tetrahedron,1,2i,1,[0.132749230992095],0.0,0.132749230992095,ABCDE4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",1.54995131006583,GGA,Al-F-Li-O-P,0.012895190972219,-3.125710195372024,6.1023,5,Triclinic,-1,P-1,phosphate,Li,None,None,None,Al,None,"O, P",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-4223,Na3PO4,1.6976943868834717,0.6068386151319254,Tetrahedron,1,8e,1,[0.007743986822302],0.0,0.007743986822302,AB3C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",1.5622975917977775,GGA,Na-O-P,0.0050211510937500006,-2.512989581878848,4.2973,3,Tetragonal,-42m,P-42_1c,phosphate,Na,None,None,None,None,None,"N, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-42458,SrAl3P2(HO2)7,1.5695258402840353,0.05094169806427532,Tetrahedron,1,1a,1,"[0.0036628481299600005, 0.06114309237646601]",0.0,0.032402970253213,AB2C3D7E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",1.5515385588437356,GGA,Al-H-O-P-Sr,0.040425470864191,-2.455293489556877,5.0763,5,Trigonal,3m,R3m,oxide,None,Sr,None,None,Al,None,"H, O, P, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-4589,PrPO4,1.5878930120550412,0.22771312673616237,"Tetrahedron, Tricapped triangular prism (three square-face caps)",2,4e,1,"[4.297377930081054, 0.241817814487048]",0.0,2.269597872284051,ABC4,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",1.5371960604345916,r2SCAN,O-P-Pr,0.0,-3.286008839523809,5.651599999999999,3,Monoclinic,2/m,P2_1/c,phosphate,None,None,None,None,None,None,"O, P",None,None,Pr,None,"B $\in$ [0.1, 0.5]",Positive B
mp-4659,Cd(PO3)2,1.594959157105594,0.26104862700492687,Tetrahedron,1,8c,1,"[0.22526779262499302, 0.163385814676205]",0.0,0.194326803650599,AB2C6,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.5421835618954611,r2SCAN,Cd-O-P,0.0,-2.197960245661374,3.9273000000000002,3,Orthorhombic,mmm,Pbca,phosphite,None,None,Cd,None,None,None,"C, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-4734,NaPO3,1.617768829586248,0.3496227363986454,Tetrahedron,1,4e,1,"[0.202078536915747, 0.18972850542358702]",0.0,0.19590352116966703,ABC3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",1.5447500664094345,r2SCAN,Na-O-P,0.012073410750000001,-2.633496923121101,5.208699999999999,3,Monoclinic,2/m,P2_1/c,phosphite,Na,None,None,None,None,None,"N, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-4736,NdP5O14,1.6055710862882215,0.25052968828948363,Tetrahedron,1,4e,1,"[0.31276906035734503, 0.405731435507998, 0.358309863018596, 0.385097396218167, 0.299808013265398]",0.0,0.3523431536735008,AB5C14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",1.5577065332181952,GGA,Nd-O-P,2.125550000098286e-05,-2.823267528035713,5.5955,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"N, O, P",None,None,Nd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-4769,SiP2O7,1.5802367193525122,0.2609088102119335,Tetrahedron,1,4e,1,"[0.12688762389923, 0.11316219529471001]",0.0,0.12002490959697001,AB2C7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals",1.5239453700808827,r2SCAN,O-P-Si,0.0009684244999990001,-2.542769872095237,5.8048,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,Si,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-4871,ErP5O14,1.5879741553075277,0.25551752879096484,Tetrahedron,1,4f,1,"[0.29935255641798003, 0.283309431157314, 0.33139647387068505, 0.21537202409577902, 0.331824731903654]",0.0,0.29225104348908243,AB5C14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",1.5391560998708347,SCAN,Er-O-P,0.0,-2.831699211910713,5.4363,3,Monoclinic,2/m,C2/c,oxide,None,None,None,None,None,None,"O, P",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-5024,ZrP2O7,1.5674155229944993,0.2127735525032508,Tetrahedron,1,8c,1,[0.04184686470958],0.0,0.04184686470958,AB2C7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.5215088225677325,r2SCAN,O-P-Zr,0.0,-3.10660977567857,4.4725,3,Cubic,m-3,Pa-3,oxide,None,None,Zr,None,None,None,"O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504122,Li2FeP2O7,1.6351150301899753,0.3496952521041449,Tetrahedron,1,4f,1,"[0.084069330907797, 0.09017287435722901]",0.0,0.087121102632513,AB2C2D7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.5598262237795724,GGA_U,Fe-Li-O-P,0.038547939513883,-2.536329694037697,4.287199999999999,4,Monoclinic,2/m,C2/c,oxide,Li,None,Fe,None,None,None,"O, P",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504150,Ni(PO3)3,1.6021033250527073,0.23881824615943287,Tetrahedron,1,"8e, 4c",2,"[0.18832143397907203, 0.226926227625094]",0.0,0.20762383080208302,AB3C9,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.5536850341090183,GGA_U,Ni-O-P,0.047539342019244,-2.2692300983791203,0.0,3,Orthorhombic,mmm,Pbcm,phosphite,None,None,Ni,None,None,None,"N, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504158,Li4MoP2O9,1.705268562748064,0.6597203326085236,Tetrahedron,1,2i,1,"[0.25807189827751004, 0.35137731533787603]",0.0,0.30472460680769303,AB2C4D9,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.5590520315168923,GGA_U,Li-Mo-O-P,0.046684914218749006,-2.568719268913691,1.6838000000000002,4,Monoclinic,2/m,C2/m,oxide,Li,None,Mo,None,None,None,"O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-504179,LiFe(PO3)3,1.6164785216424946,0.2780452198938597,Tetrahedron,1,4a,1,"[0.241686511917397, 0.14541517786381, 0.18008969763321703]",0.0,0.18906379580480803,ABC3D9,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.5601067216857807,GGA_U,Fe-Li-O-P,0.003014160892856,-2.550970643197279,4.1851,4,Orthorhombic,222,P2_12_12_1,phosphite,Li,None,Fe,None,None,None,"O, P",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504194,LiMoPO5,1.5618840893755348,0.046216775688047836,Tetrahedron,1,2i,1,"[0.117370908277447, 0.092005805246262]",0.0,0.1046883567618545,ABCD5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.5515922640507362,GGA_U,Li-Mo-O-P,0.006334646562494,-2.471247537247024,1.3971,4,Triclinic,-1,P-1,oxide,Li,None,Mo,None,None,None,"O, P",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-504206,LiV(PO3)5,1.6071492448672857,0.24703467140919239,Tetrahedron,1,4e,1,"[0.291695251685814, 0.12300581435584701, 0.326684223980502, 0.121302931331992, 0.558954015887379]",0.0,0.2843284474483068,ABC5D15,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.560134982950094,GGA_U,Li-O-P-V,0.020789706325758002,-2.566719244843074,0.911899999999999,4,Monoclinic,2/m,P2_1/c,phosphite,Li,None,V,None,None,None,"O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504207,LiSb(PO3)4,1.6143106513754106,0.2741484516711726,Tetrahedron,1,4f,1,"[0.16417272194953902, 0.24957571804160703]",0.0,0.20687421999557304,ABC4D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.5590728472729092,GGA,Li-O-P-Sb,0.014128259444431001,-2.5049248712169323,4.1486,4,Monoclinic,2/m,C2/c,phosphite,Li,None,None,None,None,Sb,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504210,Mo(PO3)5,1.5691289304249652,0.16078291098390435,Tetrahedron,1,"4f, 2e",2,"[0.065320815039811, 0.47521313313202906, 0.664227520328571]",0.0,0.4015871561668037,AB5C15,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.5474566438962332,r2SCAN,Mo-O-P,0.0,-2.477226710153062,0.1494,3,Monoclinic,2/m,P2_1/m,phosphite,None,None,Mo,None,None,None,"O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504211,LiSn(PO3)3,1.6150632999909842,0.26932407501627215,Tetrahedron,1,2i,1,"[0.264506277513021, 0.272674344779943, 0.27906915944834304]",0.0,0.2720832605804357,ABC3D9,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",1.5608600204139975,GGA,Li-O-P-Sn,0.016392372648799003,-2.520665561232993,4.1152,4,Triclinic,-1,P-1,phosphite,Li,None,None,None,Sn,None,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504230,LiCo2P3O10,1.6262319948804247,0.31561386218717163,Tetrahedron,1,"4f, 2e",2,"[0.076833311965463, 0.10444289622418]",0.0,0.09063810409482151,AB2C3D10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.559586514585444,GGA_U,Co-Li-O-P,0.016150586171871,-2.378092824203868,3.0736,4,Monoclinic,2/m,C2/c,oxide,Li,None,Co,None,None,None,"C, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504231,Co2P3O10,1.619912757373911,0.2924806314213191,Tetrahedron,1,2i,1,"[0.10600413834019401, 0.11088359614986201, 0.100404688250307]",0.0,0.10576414091345433,A2B3C10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.5581167112995875,GGA_U,Co-O-P,0.01683270177777,-2.245286697261904,0.0,3,Monoclinic,2/m,C2/c,oxide,None,None,Co,None,None,None,"C, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504260,LiCu4(PO4)3,1.6778054746911741,0.5376675283420156,Tetrahedron,1,"8d, 4c",2,"[0.055487769190429005, 0.14807088942045302]",0.0,0.10177932930544101,AB3C4D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.5579174135567342,GGA,Cu-Li-O-P,0.039409569000017006,-1.956447428113095,0.0,4,Orthorhombic,mmm,Pnma,phosphate,Li,None,Cu,None,None,None,"C, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-504262,LiCo(PO3)3,1.608442798102395,0.25608307999066227,Tetrahedron,1,1a,1,"[0.17103072637744302, 0.17345964285008, 0.42190875763107005, 0.42549222957019306, 0.322534272631529, 0.330505142414304]",0.0,0.3074884619124365,ABC3D9,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.5567556948284895,GGA_U,Co-Li-O-P,0.025087633928571003,-2.477039251590136,3.054499999999999,4,Triclinic,-1,P-1,phosphite,Li,None,Co,None,None,None,"C, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504284,V4P7O24,1.616108951422504,0.30353536449352786,Tetrahedron,1,2i,1,"[0.115078113061733, 0.09048409115399901, 0.09823299604775501, 0.121771355195986, 0.145441348481535, 0.13476294345418802, 0.09607739037660701]",0.0,0.11454974825311473,A4B7C24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.5521549250725653,GGA_U,O-P-V,0.005440566666665,-2.656296420214285,0.0,3,Triclinic,-1,P-1,oxide,None,None,V,None,None,None,"O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504313,LiCrPO4,1.6646468614382037,0.4802180405549403,Tetrahedron,1,2i,1,"[0.190585512243122, 0.10846016882516801]",0.0,0.149522840534145,ABCD4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.5575599828095572,GGA_U,Cr-Li-O-P,0.033022253839279,-2.538367923282312,2.7063,4,Triclinic,-1,P-1,phosphate,Li,None,Cr,None,None,None,"C, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504324,Bi(PO3)4,1.6072319647166868,0.3289911602785339,Tetrahedron,1,2a,1,"[0.09574292324292201, 0.27220872041944605, 0.214083575396483, 0.181180949944026]",0.0,0.19080404225071926,AB4C12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.75,4.75,4.75,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",1.5548482686094192,GGA,Bi-O-P,0.036786702647101,-2.377624365504201,0.0,3,Monoclinic,2,P2_1,phosphite,None,None,None,None,Bi,B,"O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504340,LiSb(PO3)4,1.6108335436708963,0.2629584026400467,Tetrahedron,1,2a,1,"[0.18925917523756303, 0.19080918161148702, 0.26933811367506805, 0.210021126716357]",0.0,0.21485689931011875,ABC4D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.557522652099204,GGA,Li-O-P-Sb,0.042983156111097,-2.4760699745502652,4.2302,4,Monoclinic,2,P2_1,phosphite,Li,None,None,None,None,Sb,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504341,Sb(PO3)4,1.574280164993807,0.13047061635006527,Tetrahedron,1,2a,1,"[0.08935555979279801, 0.093296005249378, 0.29915044689991005, 0.259237521956002]",0.0,0.18525988347452202,AB4C12,1,2,2,"[4.0, 4.0]","[4.0, 4.0]",4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals",1.5631881508655971,GGA,O-P-Sb,0.049594224411738004,-2.067615273420859,0.0,3,Monoclinic,2,P2_1,phosphite,None,None,None,None,None,Sb,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-504350,Sb(PO3)4,1.5857274932085177,0.20367879250866108,Tetrahedron,1,2a,1,"[0.21859176735910002, 0.21155107927115602, 0.14806582694025902, 0.176115741193859]",0.0,0.18858110369109352,AB4C12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,4.75,4.75,4.75,1.0,1,1,O2-,"Metalloids, Nonmetals",1.5555614563494031,GGA,O-P-Sb,0.042690526764680006,-2.074518971067918,0.0,3,Monoclinic,2,P2_1,phosphite,None,None,None,None,None,Sb,"O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
