material_id,chem_formula,R$_0$,B,Tl_chemenv,num_Tl_chemenvs,Tl_wyckoff,num_Tl_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Tl_sites,num_CN_env,num_charge_states,TlX_coordn,TlO_coordn,mean_coordn_Tl-X,min_coordn_Tl-X,max_coordn_Tl-X,mean_coordn_Tl-O,min_coordn_Tl-O,max_coordn_Tl-O,mean_Tl_charge,min_Tl_charge,max_Tl_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_TlO_BondL
mp-1228402,Ba2NdTlCu2O7,3.89618615445315,-5.716591479270567,See-saw,1,1a,1,[1.126749228393607],0.0,1.126749228393607,ABC2D2E7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Cu-Nd-O-Tl,0.0,-2.180424118141026,0.0,5,Orthorhombic,mm2,Pmm2,oxide,,Ba,Cu,,Tl,B,"C, N, O",,,Nd,,B < -1,Negative B,2.2509968325290064
mp-1228434,Ba2LaTlCu2O7,4.049234110667971,-6.265502080709032,See-saw,1,1a,1,[1.20210093185672],0.0,1.20210093185672,ABC2D2E7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Cu-La-O-Tl,0.000195189471152,-2.194981044102565,0.0,5,Orthorhombic,mm2,Pmm2,oxide,,Ba,Cu,,Tl,B,"C, O",,,La,,B < -1,Negative B,2.246073681882052
mp-1228463,Ba3Sr5Tl5Cu3O19,1.926355654868136,0.7975538689324331,"See-saw, Trigonal bipyramid, Octahedron, Tetrahedron",4,1a,1,"[3.716406656532753, 3.545140243720611, 1.003564082388028, 1.049740380888789, 2.046514253102808]",0.0,2.272273123326598,A3B3C5D5E19,4,3,1,"[4.0, 5.0, 6.0]","[4.0, 5.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Cu-O-Sr-Tl,0.015735228914279,-2.002699041761906,0.0,5,Monoclinic,m,Pm,oxide,,"Sr, Ba",Cu,,Tl,B,"C, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.343078936479562
mp-1228589,Ba2Ca3TlCu4O11,3.877914969235386,-5.663433687882646,See-saw,1,1d,1,[1.664419286372214],0.0,1.664419286372214,AB2C3D4E11,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Ca-Cu-O-Tl,0.025427959246037,-2.045317520873017,0.0,5,Orthorhombic,mm2,Pmm2,oxide,,"Ca, Ba",Cu,,Tl,B,"C, O",,,,,B < -1,Negative B,2.247675651029434
mp-1228620,Ba2Ca2Tl2Cu3O10,1.9743083927987084,1.3015979996463167,See-saw,1,2d,1,[2.556592188569812],0.0,2.556592188569812,A2B2C2D3E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Ca-Cu-O-Tl,0.006452679473685,-1.937904285087721,0.0,5,Orthorhombic,mm2,Imm2,oxide,,"Ca, Ba",Cu,,Tl,B,"C, O",,,,,B > 1,Positive B,2.277606419990086
mp-1229126,Ba2Ca4TlCu5O13,4.365766289619786,-7.374430830838546,See-saw,1,1d,1,[1.747075376634827],0.0,1.747075376634827,AB2C4D5E13,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Ca-Cu-O-Tl,0.024994398833328,-2.057229390333334,0.0,5,Orthorhombic,mm2,Pmm2,oxide,,"Ca, Ba",Cu,,Tl,B,"C, O",,,,,B < -1,Negative B,2.243465350378433
mp-13187,Mg2Tl2(MoO4)3,2.475016592267911,0.3512308144899001,"Tricapped octahedron (all 3 cap faces are sharingone edge of a face), Tricapped triangular prism (three square-face caps)",2,4a,1,"[7.92493698800231, 6.479138279364462]",1.0,7.202037633683386,A2B2C3D12,2,2,1,"[6.0, 9.0]","[6.0, 9.0]",7.5,6.0,9.0,7.5,6.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Mg-Mo-O-Tl,0.0,-2.141617877192984,3.886199999999999,4,Cubic,23,P2_13,oxide,,Mg,Mo,,Tl,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,3.2026951376034885
mp-13676,TlPO4,1.9551260378698123,0.4257623821525646,Octahedron,1,2a,1,[1.101601251533747],0.0,1.101601251533747,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-P-Tl,0.0,-1.7887592171626991,0.7150999999999991,3,Orthorhombic,mmm,Cmcm,phosphate,,,,,Tl,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.258330807637835
mp-13801,Tl2Pt2O7,1.7683695460442823,0.6364306175047041,Cube,1,4c,1,[1.616816303597373],0.0,1.616816303597373,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,O-Pt-Tl,0.0,-0.8572471777272721,0.6958000000000001,3,Cubic,m-3m,Fd-3m,oxide,,,Pt,,Tl,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.4030449769071067
mp-1388601,Tl2SeO4,2.729984192240425,0.0591315835633597,"Dodecahedron with triangular faces - p2345 plane normalized, Octahedron",2,2a,1,"[5.159275485085093, 0.24384937922417002]",0.5,2.7015624321546317,AB2C4,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-Se-Tl,0.019970770714288,-1.213315629501488,2.4514,3,Orthorhombic,mmm,Cmcm,oxide,,,,,Tl,,"O, S, Se",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.826307668495653
mp-14410,Tl6TeO12,2.087379480626324,0.4782276393310058,Square-face capped trigonal prism,1,6f,1,[4.025416023198174],0.0,4.025416023198174,AB6C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,O-Te-Tl,0.0,-1.202291198771932,0.0,3,Trigonal,-3,R-3,oxide,,,,,Tl,Te,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.357168298887451
mp-14439,K5TlO4,2.369100192911092,-0.5295061881482518,Tetrahedron,1,8c,1,[0.11589463608437701],0.0,0.11589463608437701,AB4C5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,K-O-Tl,0.0,-1.393179652208333,1.7631,3,Orthorhombic,mmm,Pbca,oxide,K,,,,Tl,,O,,,,,"B $\in$ [-1, -0.1]",Negative B,2.2166077287912898
mp-15573,Tl3AsO4,2.5358650267965865,0.0234197675847692,Square non-coplanar,1,6c,1,[7.621161480481295],1.0,7.621161480481295,AB3C4,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,As-O-Tl,0.0,-1.194790311562499,2.5842,3,Hexagonal,6,P6_3,oxide,,,,,Tl,As,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.551237684973947
mp-16457,Tl2B4O7,2.224680299381853,0.366243191861646,"End-trigonal-face capped trigonal prism, Square pyramid, Square-face capped trigonal prism, Trigonal prism",4,2i,1,"[19.101696148441015, 10.335933878645328, 14.629097235519211, 13.123407502195672, 16.290751844283683, 15.691827642111377]",1.0,14.862119041866046,A2B4C7,4,5,1,"[2.0, 4.0, 5.0, 6.0, 7.0]","[2.0, 4.0, 5.0, 6.0, 7.0]",4.8,2.0,7.0,4.8,2.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,B-O-Tl,0.0,-2.247627528333332,3.3162000000000003,3,Triclinic,-1,P-1,tetraborate,,,,,Tl,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.8338312868427438
mp-16892,Tl2CrO4,2.271490579013764,0.3282365263780115,"Tricapped triangular prism (one square-face cap and two triangular-face caps), Square-face monocapped antiprism",2,4c,1,"[4.164148737093089, 7.540210984345331]",0.5,5.852179860719209,AB2C4,2,2,1,"[5.0, 9.0]","[5.0, 9.0]",7.0,5.0,9.0,7.0,5.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Cr-O-Tl,0.011927217380951,-1.512726541309527,2.5156,3,Orthorhombic,mmm,Pnma,chromate,,,Cr,,Tl,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.9121591761703565
mp-17020,TiTl2(GeO3)3,3.326546584830865,-0.0490472956020576,Anticuboctahedron,1,4f,1,[7.926825318515418],1.0,7.926825318515418,AB2C3D9,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Ge-O-Ti-Tl,0.00810288816665,-1.937881414444444,2.6548,4,Hexagonal,6/m,P6_3/m,oxide,,,Ti,,Tl,Ge,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.074368014435988
mp-18136,UTl4C3O11,3.1139289191557737,0.0068227048457142,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Tricapped triangular prism (three square-face caps)",2,4f,1,"[5.679814856213209, 7.024598512957363]",1.0,6.352206684585286,AB3C4D11,2,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Actinides, Nonmetals, Post-Transition Metals",GGA,C-O-Tl-U,0.0,-2.032492618728071,1.8800999999999992,4,Monoclinic,2/m,C2/c,oxide,,,,,Tl,,"C, O",,,,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.09826203643895
mp-18168,TlZnPO4,2.112542092100804,0.4531670260847054,"Dodecahedron with triangular faces - p2345 plane normalized, Square-face capped trigonal prism",2,2a,1,"[9.19841469139894, 4.731061216048819]",0.5,6.96473795372388,ABCD4,2,2,1,"[5.0, 8.0]","[5.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,O-P-Tl-Zn,0.0,-2.22510710185374,3.8996,4,Monoclinic,2,P2_1,phosphate,,,Zn,,Tl,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.925908799148929
mp-18327,Ba2Tl2O5,2.0333414275884607,0.5067145668702624,"Tetrahedron, Octahedron",2,"4c, 4a",2,"[0.5971413510393241, 1.132395824541558]",0.0,0.864768587790441,A2B2C5,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,Ba-O-Tl,0.0,-1.964748793796296,0.6503999999999991,3,Orthorhombic,mmm,Pnma,oxide,,Ba,,,Tl,B,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.239000210494248
mp-18578,TlZnAsO4,1.9703045172331664,0.5268919595802881,"Square pyramid, Dodecahedron with triangular faces - p2345 plane normalized",2,2a,1,"[4.6791432209772434, 4.392134744549573]",0.0,4.535638982763408,ABCD4,2,2,1,"[5.0, 8.0]","[5.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,As-O-Tl-Zn,0.0,-1.683771338333335,3.1473,4,Monoclinic,2,P2_1,oxide,,,Zn,,Tl,As,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.922396687049792
mp-18733,AlTl(MoO4)2,3.49541886661726,-0.1084556728574523,Cuboctahedron,1,1b,1,[4.180659334772661],0.0,4.180659334772661,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Al-Mo-O-Tl,0.0,-2.203208559444446,3.8702,4,Trigonal,-3m,P-3m1,oxide,,,Mo,,"Al, Tl",,O,,,,,"B $\in$ [-1, -0.1]",Negative B,3.1940414438758875
mp-18842,TlV4O10,2.9483529973871594,0.0094547532006543,Cube,1,1d,1,[0.6921024987644241],0.0,0.6921024987644241,AB4C10,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,O-Tl-V,0.034773842999989,-2.222900838222223,0.0,3,Monoclinic,2/m,C2/m,oxide,,,V,,Tl,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.9681890109723557
mp-18938,Tl2MoO4,2.46043174962266,0.2571146781981874,"Square-face capped trigonal prism, Octahedron, Square-face bicapped square antiprism",3,"2c, 1a, 1b",3,"[7.656365024327251, 3.094599917985496, 4.635092763736023]",0.333,5.128685902016257,AB2C4,3,3,1,"[10.0, 6.0, 7.0]","[10.0, 6.0, 7.0]",7.666666666666667,6.0,10.0,7.666666666666667,6.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Mo-O-Tl,0.0,-1.659020907380958,3.462799999999999,3,Monoclinic,2,C2,oxide,,,Mo,,Tl,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.998981860004936
mp-19341,Tl2WO4,1.643159052159696,0.6765115439558822,"Icosahedron, End-trigonal-face capped trigonal prism, Octahedron",3,"2d, 1a, 1b",3,"[21.69005456102548, 2.202860911420621, 3.826488497837763]",0.333,9.239801323427955,AB2C4,3,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,O-Tl-W,0.0,-1.698710534523813,3.3207,3,Trigonal,-3m,P-3m1,oxide,,,W,,Tl,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.9500035628220593
mp-19450,ScTl(MoO4)2,3.8670560617298073,-0.2613602453509039,Icosahedron,1,1b,1,[3.233253016542629],0.0,3.233253016542629,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",SCAN,Mo-O-Sc-Tl,0.0,-2.3480506865277797,3.6236,4,Trigonal,-3m,P-3m1,oxide,,,"Sc, Mo",,Tl,,"O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,3.1407913327478223
mp-19480,SmTl(MoO4)2,2.570360581820448,0.1635747834122124,Square antiprism,1,4c,1,[5.405587306071835],1.0,5.405587306071835,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",SCAN,Mo-O-Sm-Tl,0.0,-2.370648509444445,3.5068,4,Orthorhombic,mmm,Pbcn,oxide,,,Mo,,Tl,,"O, S",,,Sm,,"B $\in$ [0.1, 0.5]",Positive B,2.8508904132974124
mp-19490,PrTl(MoO4)2,2.353918178499483,0.2936149885538242,Square antiprism,1,4c,1,[4.793797572662403],0.0,4.793797572662403,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Mo-O-Pr-Tl,0.0,-2.358237235000002,3.4692,4,Orthorhombic,mmm,Pbcn,oxide,,,Mo,,Tl,,"O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,2.9932816657563195
mp-20824,Sr2CaTlCu2O7,1.949667295973493,0.7001447965927186,Octahedron,1,1a,1,[1.109735439590332],0.0,1.109735439590332,ABC2D2E7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"O-, O2-","Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ca-Cu-O-Sr-Tl,0.016886719711544,-1.874265754134608,0.0,5,Tetragonal,4/mmm,P4/mmm,oxide,,"Ca, Sr",Cu,,Tl,,"C, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.3947104773538577
mp-21728,TlV3Cu5O13,3.1966735250184968,-0.0514229502368509,Bicapped square prism (adjacent faces),1,2i,1,[7.347503105975718],1.0,7.347503105975718,AB3C5D13,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Cu-O-Tl-V,0.04319579196969,-1.583983975378788,0.184099999999999,4,Triclinic,-1,P-1,oxide,,,"V, Cu",,Tl,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.0174519983494483
mp-2206289,Al11TlO17,4.812581259788393,-0.8052302227858146,Triangular cupola,1,2b,1,[14.955009924805276],1.0,14.955009924805276,AB11C17,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,Al-O-Tl,0.0,-3.217115749655171,5.323600000000001,3,Hexagonal,6/mmm,P6_3/mmc,oxide,,,,,"Al, Tl",,O,,,,,"B $\in$ [-1, -0.1]",Negative B,3.022474505756391
mp-22094,Tl2Ru2O7,1.647704207114011,0.821906554352077,Cube,1,4c,1,[2.455652003063171],0.0,2.455652003063171,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,O-Ru-Tl,0.0,-1.056642674090906,0.0,3,Cubic,m-3m,Fd-3m,oxide,,,Ru,,Tl,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.467347110291265
mp-22354,Mn2Tl2O7,1.5906742653707453,0.8007494440698156,Cube,1,4d,1,[2.483074048678961],0.0,2.483074048678961,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Mn-O-Tl,0.001282953030302,-1.493021963411704,0.0,3,Cubic,m-3m,Fd-3m,oxide,,,Mn,,Tl,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.3892187613922022
mp-23146,TlZnSClO4,2.6880472485282243,0.1973017674209343,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,4e,1,[4.08991259265181],0.0,4.08991259265181,ABCDE4,1,1,1,[8.0],[5.0],8.0,8.0,8.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,2,2,"Cl-, O2-","Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cl-O-S-Tl-Zn,0.0,-1.771484202291667,4.3633,5,Monoclinic,2/m,P2_1/c,perchlorate,,,Zn,,Tl,,"C, O, S",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,3.1484033553837487
mp-27220,Tl5SbO5,2.0701531921411345,0.4130965080486681,"Pentagonal plane, See-saw, Triangular non-coplanar, Angular",4,"4b, 2a",2,"[5.914143013321301, 13.24955409379203, 9.121036715928742, 17.381186409479156, 9.60932879761936, 9.017584011445578]",1.0,10.715472173597695,AB5C5,4,3,1,"[2.0, 3.0, 4.0]","[2.0, 3.0, 4.0]",3.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,O-Sb-Tl,0.0,-1.067672213636368,1.4702,3,Orthorhombic,mm2,Cmc2_1,oxide,,,,,Tl,Sb,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.625193255035441
mp-27228,Tl6Si2O7,2.184488333562936,0.3524589146534121,"Square non-coplanar, Triangular non-coplanar",2,6g,1,"[5.54767049351677, 5.656867871466784]",1.0,5.602269182491777,A2B6C7,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,O-Si-Tl,0.0,-1.727540867000001,1.5876,3,Trigonal,-3,P-3,oxide,,,,,Tl,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.606334462539479
mp-27483,Li5TlO4,1.9914774429998665,0.6461510580245332,Tetrahedron,1,8g,1,[1.421912869378951],0.0,1.421912869378951,AB4C5,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,Li-O-Tl,0.0,-1.864534572124999,1.6838000000000002,3,Tetragonal,4/mmm,P4_2/nmc,oxide,Li,,,,Tl,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.175044015761447
mp-27684,Tl4O3,2.7903196071259773,-0.2154494483163878,"See-saw, Square pyramid, Octahedron, Triangular non-coplanar",4,2e,1,"[0.335587709076448, 3.086340932219512, 5.46372020436281, 5.75196748160856]",0.5,3.6594040818168323,A3B4,4,3,1,"[3.0, 5.0, 6.0]","[3.0, 5.0, 6.0]",4.666666666666667,3.0,6.0,4.666666666666667,3.0,6.0,1.5,1.5,1.5,1.0,1,1,Tl1.50+-O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-Tl,0.0,-0.741572283571429,1.099199999999999,2,Monoclinic,2/m,P2_1/m,oxide,,,,,Tl,,O,,,,,"B $\in$ [-1, -0.1]",Negative B,2.547109478909295
mp-28244,TlBO2,2.131203449740511,0.4080997025376578,"Triangular non-coplanar, Pentagonal pyramid",2,4a,1,"[13.597436440093432, 16.010719623186805]",1.0,14.804078031640119,ABC2,2,2,1,"[3.0, 5.0]","[3.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,B-O-Tl,0.0,-1.981014598749999,2.8659,3,Tetragonal,4,P4_1,metaborate,,,,,Tl,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.695294369301288
mp-28380,Rb3TlO3,1.9915310455558093,0.6436662663705569,Tetrahedron,1,4e,1,[1.7742107185897011],0.0,1.7742107185897011,AB3C3,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,O-Rb-Tl,0.0,-1.373017168690475,1.460799999999999,3,Monoclinic,2/m,P2_1/c,oxide,Rb,,,,Tl,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.184615543594425
mp-28808,TlReO4,1.922373067354627,0.4842453726455665,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized, Tricapped triangular prism (three square-face caps)",3,4e,1,"[3.977558876097658, 2.3329470146913183, 1.791980780853276]",0.0,2.700828890547417,ABC4,3,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,O-Re-Tl,0.0,-1.99772220416666,3.3988,3,Monoclinic,2/m,P2_1/c,oxide,,,Re,,Tl,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.932081509312943
mp-2903109,TlBi(SO4)2,2.022015769874019,0.4370277527624184,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D8,1,1,1,[14.0],[14.0],14.0,14.0,14.0,14.0,14.0,14.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,Bi-O-S-Tl,0.0,-1.498720838385416,4.567399999999999,4,Monoclinic,-1,C2/c,sulfate,,,,,"Tl, Bi",B,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.177733550123297
mp-29047,Tl3VO4,1.1846503095791654,1.0633835162531418,"See-saw, End-trigonal-face capped trigonal prism",2,"2d, 1a",2,"[15.749690641259365, 5.94737889420177]",1.0,10.848534767730568,AB3C4,2,2,1,"[4.0, 7.0]","[4.0, 7.0]",5.5,4.0,7.0,5.5,4.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,O-Tl-V,0.0,-1.670863315000004,2.5955,3,Orthorhombic,mm2,Imm2,oxide,,,V,,Tl,,O,,,,,B > 1,Positive B,2.9057067465339217
mp-29155,TlB3O5,2.539813120037389,0.2657725653879381,Bicapped octahedron (cap faces with one atom in common),1,4a,1,[11.269626760742772],1.0,11.269626760742772,AB3C5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,B-O-Tl,0.000669078055555,-2.350108514444446,4.2226,3,Orthorhombic,222,P2_12_12_1,oxide,,,,,Tl,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,3.051729038787046
mp-29690,Tl2Te2O5,2.202019147968634,0.4150297753228179,"Square-face capped trigonal prism, Trigonal bipyramid",2,4e,1,"[10.344992442782724, 13.33606703258669]",1.0,11.840529737684708,A2B2C5,2,2,1,"[5.0, 7.0]","[5.0, 7.0]",6.0,5.0,7.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,O-Te-Tl,0.0,-1.365297354166664,2.873,3,Monoclinic,2/m,P2_1/c,oxide,,,,,Tl,Te,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.902480165705802
