material_id,chem_formula,R$_0$,B,Tl_chemenv,num_Tl_chemenvs,Tl_wyckoff,num_Tl_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Tl_sites,num_CN_env,num_charge_states,TlX_coordn,TlO_coordn,mean_coordn_Tl-X,min_coordn_Tl-X,max_coordn_Tl-X,mean_coordn_Tl-O,min_coordn_Tl-O,max_coordn_Tl-O,mean_Tl_charge,min_Tl_charge,max_Tl_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_TlO_BondL
mp-1212617,GdTl(MoO4)2,2.5793393621198226,0.1587689614906105,Metabidiminished icosahedron,1,4c,1,[6.492764876020733],1.0,6.492764876020733,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Gd-Mo-O-Tl,0.0,-2.362179484652779,2.9359,4,Orthorhombic,mmm,Pbcn,oxide,,,Mo,,Tl,,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.8537032786877234
mp-1213009,DyTl(MoO4)2,2.644159161996911,0.1432218676130811,Metabidiminished icosahedron,1,4c,1,[6.2437948897331275],1.0,6.2437948897331275,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Dy-Mo-O-Tl,0.0,-2.377462187500001,3.2866,4,Orthorhombic,mmm,Pbcn,oxide,,,Mo,,Tl,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.8759809937126932
mp-1213125,ErTl(MoO4)2,2.605477597840984,0.1585854670181817,Metabidiminished icosahedron,1,4c,1,[6.245551796659506],1.0,6.245551796659506,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Er-Mo-O-Tl,0.0,-2.3787695129861133,3.252,4,Orthorhombic,mmm,Pbcn,oxide,,,Mo,,Tl,,O,,,Er,,"B $\in$ [0.1, 0.5]",Positive B,2.8657370311808896
mp-1213568,CsTl3O5,1.9904305864495069,0.4490021314692279,Octahedron,1,4c,1,"[0.866699429602773, 0.613791587375357, 0.911754054909332]",0.0,0.7974150239624874,AB3C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",r2SCAN,Cs-O-Tl,0.0,-0.95085764777778,0.3555,3,Orthorhombic,mmm,Pnma,oxide,Cs,,,,Tl,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.3306078077722123
mp-1213849,CeTl(MoO4)2,2.807604396398134,0.077790110381201,Square antiprism,1,4c,1,[4.964067892752854],0.0,4.964067892752854,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ce-Mo-O-Tl,0.036767009791658,-2.337175675486111,0.0,4,Orthorhombic,mmm,Pbcn,oxide,,,Mo,,Tl,,"C, O",,,Ce,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.914122264149206
mp-1214673,Ba2La2TlCu2O9,1.9635073351271035,0.7125180412636573,Octahedron,1,1a,1,[1.160257210459676],0.0,1.160257210459676,AB2C2D2E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"O-, O2-","Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Cu-La-O-Tl,0.030758971206585,-2.410498034270835,0.0,5,Tetragonal,4/mmm,I4/mmm,oxide,,Ba,Cu,,Tl,B,"C, O",,,La,,"B $\in$ [0.5, 1]",Positive B,2.4166504586929562
mp-1214834,AlTl(SO4)2,2.610643043557404,0.225504376303499,Cuboctahedron,1,1b,1,[11.0422142915491],1.0,11.0422142915491,ABC2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",GGA,Al-O-S-Tl,0.005946099479174,-2.135331634027778,4.9822,4,Trigonal,32,P321,sulfate,,,,,"Al, Tl",,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.237271469970421
mp-1216623,TlSbWO6,2.484852326342773,0.4033978336754685,Tricapped octahedron (all 3 cap faces are sharingone edge of a face),1,2b,1,[5.964856580524819],1.0,5.964856580524819,ABCD6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,O-Sb-Tl-W,0.0,-1.932454243703704,2.7695,4,Orthorhombic,mm2,Ima2,oxide,,,W,,Tl,Sb,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.9291119222207915
mp-1216736,TlP(HO2)2,2.398567192513197,0.3380840133795431,"Square-face bicapped trigonal prism, Square-face capped trigonal prism",2,2a,1,"[5.492114808856211, 4.694028376261185]",0.5,5.093071592558698,ABC2D4,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",GGA,H-O-P-Tl,0.0020106325,-1.922216305372024,4.3159,4,Monoclinic,m,Pc,oxide,,,,,Tl,,"H, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.0648173316361373
mp-1216797,TiTl2(TeO4)3,2.844436618726408,0.131728617552598,Metabidiminished icosahedron,1,2c,1,[9.174804695165049],1.0,9.174804695165049,AB2C3D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,O-Te-Ti-Tl,0.0,-1.7613155944444432,1.6058,4,Monoclinic,2,C2,oxide,,,Ti,,Tl,Te,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,3.0938178372430514
mp-1216804,TlV3Cd4O12,1.99492094223012,0.4632415519182954,Square-face capped square prism,1,2a,1,[6.499097515734268],1.0,6.499097515734268,AB3C4D12,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Cd-O-Tl-V,0.0,-1.933473244416689,2.3305,4,Monoclinic,m,Cc,oxide,,,"V, Cd",,Tl,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.058812485016052
mp-1216909,TiNbTlO5,3.369226339889919,-0.0909519924491764,Cube,1,4c,1,[2.216221075098684],0.0,2.216221075098684,ABCD5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Nb-O-Ti-Tl,0.0,-2.863743589895834,2.4489,4,Orthorhombic,mmm,Pnma,oxide,,,"Ti, Nb",,Tl,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.058292351657415
mp-1216944,TiNb6Tl2O18,3.2142472340114074,-0.0691947972176314,Tridiminished icosahedron,1,2c,1,[14.847648300791594],1.0,14.847648300791594,AB2C6D18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Nb-O-Ti-Tl,0.0,-2.889843011851853,2.5982000000000003,4,Monoclinic,2,C2,oxide,,,"Ti, Nb",,Tl,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.071521372390246
mp-1216957,TlGeSbO5,2.663362054614143,0.1283779407564291,Square-face bicapped trigonal prism,1,4a,1,"[9.66599075550997, 8.540005393637214]",1.0,9.102998074573591,ABCD5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,Ge-O-Sb-Tl,0.028097043906249,-1.851065984635417,2.5603,4,Orthorhombic,mm2,Pna2_1,oxide,,,,,Tl,"Ge, Sb","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.870874984453807
mp-1217830,TaTlWO6,2.8895046909771707,0.0796480700654628,Tricapped octahedron (all 3 cap faces are sharingone edge of a face),1,2b,1,[5.290549739567933],1.0,5.290549739567933,ABCD6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,O-Ta-Tl-W,0.0,-2.516774327296297,3.2355,4,Orthorhombic,mm2,Ima2,oxide,,,"Ta, W",,Tl,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.9772207516476805
mp-1217858,TaTiTlO5,3.314140756558698,-0.0614147597013133,Cube,1,4c,1,[2.260682607777713],0.0,2.260682607777713,ABCD5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,O-Ta-Ti-Tl,0.001066485156218,-2.992009080500001,2.5923,4,Orthorhombic,mmm,Pnma,oxide,,,"Ti, Ta",,Tl,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.0645327538684763
mp-1218099,Ta6TiTl2O18,3.185502077242732,-0.039685244759978,Metabidiminished icosahedron,1,2c,1,[9.444961099804292],1.0,9.444961099804292,AB2C6D18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,O-Ta-Ti-Tl,0.0,-3.126852769407409,2.9431000000000003,4,Monoclinic,2,C2,oxide,,,"Ti, Ta",,Tl,,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.103644753706964
mp-1218170,SrLaTlCuO5,1.338622156673106,1.5876670405182682,Octahedron,1,1a,1,[1.3829677807635061],0.0,1.3829677807635061,ABCDE5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-La-O-Sr-Tl,0.023727071398803,-2.289667675925927,0.0,5,Tetragonal,4mm,P4mm,oxide,,Sr,Cu,,Tl,,"C, O, S",,,La,,B > 1,Positive B,2.4965132823601572
mp-1218439,Sr4TlCu2BiO10,0.9740377711797382,2.1154055365040643,Octahedron,1,1b,1,[1.145669569699784],0.0,1.145669569699784,ABC2D4E10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Cu-O-Sr-Tl,0.033560173472205,-1.871069490277784,0.0,5,Tetragonal,4/mmm,I4/mmm,oxide,,Sr,Cu,,"Tl, Bi",B,"C, O, S",,,,,B > 1,Positive B,2.4573172327333404
mp-1218486,Sr2YTlCu2O7,4.761115795195523,-8.668751889538864,See-saw,1,1a,1,[1.828919773418118],0.0,1.828919773418118,ABC2D2E7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-O-Sr-Tl-Y,0.010220631490389,-2.098283476187773,0.0,5,Orthorhombic,mm2,Pmm2,oxide,,Sr,"Cu, Y",,Tl,,"C, O, S",,,,,B < -1,Negative B,2.2663197285453633
mp-1218526,Sr2Tl2O5,1.7446545667185915,0.8323895825041463,Octahedron,1,2a,1,"[0.6805671965252621, 0.7895139535810901]",0.0,0.7350405750531761,A2B2C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",r2SCAN,O-Sr-Tl,0.0,-1.832896249444445,1.520699999999999,3,Orthorhombic,mm2,Cmc2_1,oxide,,Sr,,,Tl,,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.361026439559834
mp-1218536,Sr4CaLaTl2(Cu2O7)2,1.9442667519890875,0.742589818004706,Octahedron,1,2d,1,[1.220373244945325],0.0,1.220373244945325,ABC2D4E4F14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"O-, O2-","Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ca-Cu-La-O-Sr-Tl,0.010781440288459,-2.142036578910256,0.0,6,Tetragonal,4/mmm,I4/mmm,oxide,,"Ca, Sr",Cu,,Tl,,"C, O, S",,,La,,"B $\in$ [0.5, 1]",Positive B,2.4162907800931483
mp-1218552,Sr4Tl2CO9,1.6372062337500397,1.1056219703209984,Octahedron,1,2d,1,[0.6805888257068381],0.0,0.6805888257068381,AB2C4D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,C-O-Sr-Tl,0.0,-2.381345417447918,1.347299999999999,4,Orthorhombic,mm2,Imm2,oxide,,Sr,,,Tl,,"C, O, S",,,,,B > 1,Positive B,2.414839110596047
mp-1218716,Sr2Pr2TlNi2O9,3.652843730136344,-0.3895773121641311,Square pyramid,1,1a,1,[1.597398569297433],0.0,1.597398569297433,AB2C2D2E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ni-O-Pr-Sr-Tl,0.0,-2.449613268854167,0.0,5,Orthorhombic,mm2,Fmm2,oxide,,Sr,Ni,,Tl,,"N, O, P, S",,,Pr,,"B $\in$ [-1, -0.1]",Negative B,2.5196319819229447
mp-1218719,Sr2Sm2TlNi2O9,3.532255949371158,-0.3566058649157705,Square pyramid,1,1a,1,[1.420918890271355],0.0,1.420918890271355,AB2C2D2E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ni-O-Sm-Sr-Tl,0.01542459640625,-2.474748216770833,0.0,5,Orthorhombic,mm2,Fmm2,oxide,,Sr,Ni,,Tl,,"N, O, S",,,Sm,,"B $\in$ [-1, -0.1]",Negative B,2.5105789928182927
mp-1218757,Sr2La2TlNi2O9,3.7192391324350416,-0.4062163371887373,Square pyramid,1,2c,1,[1.7112171896825372],0.0,1.7112171896825372,AB2C2D2E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,La-Ni-O-Sr-Tl,0.006599192421867,-2.491650067395834,0.0,5,Orthorhombic,mm2,Fmm2,oxide,,Sr,Ni,,Tl,,"N, O, S",,,La,,"B $\in$ [-1, -0.1]",Negative B,2.5342547104337796
mp-1218767,Sr2Nd2TlNi2O9,3.654716516909712,-0.3878270012564322,Square pyramid,1,1a,1,[1.573249046285114],0.0,1.573249046285114,AB2C2D2E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Nd-Ni-O-Sr-Tl,0.005907053828124,-2.460256165833334,0.0,5,Orthorhombic,mm2,Fmm2,oxide,,Sr,Ni,,Tl,,"N, O, S",,,Nd,,"B $\in$ [-1, -0.1]",Negative B,2.523538871778678
mp-1218785,Sr8Ca3NdTl2Cu8(PbO14)2,1.8817532658559828,0.847657645202441,Octahedron,1,2c,1,[1.260275981457769],0.0,1.260275981457769,AB2C2D3E8F8G28,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"O-, O2-","Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ca-Cu-Nd-O-Pb-Sr-Tl,0.021801121971158,-2.122127271618589,0.0,7,Orthorhombic,mmm,Fmmm,oxide,,"Ca, Sr",Cu,,"Tl, Pb",,"C, N, O, P, S",,,Nd,,"B $\in$ [0.5, 1]",Positive B,2.5441872203096247
mp-1218819,Sr2Gd2TlNi2O9,3.5845253783538285,-0.3715808375043171,Square pyramid,1,1a,1,[1.507282981368638],0.0,1.507282981368638,AB2C2D2E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Gd-Ni-O-Sr-Tl,0.035789254765624,-2.464839597395835,0.0,5,Orthorhombic,mm2,Fmm2,oxide,,Sr,Ni,,Tl,,"N, O, S",,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.5117647368625566
mp-1219153,RbTlP2(HO2)4,1.96857800803352,0.5696469767100538,Square-face bicapped trigonal prism,1,2a,1,[5.650398313884908],1.0,5.650398313884908,ABC2D4E8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,H-O-P-Rb-Tl,0.004796403593749,-2.051400213444941,4.6684,5,Monoclinic,2,P2_1,oxide,Rb,,,,Tl,,"H, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,3.0314600297139447
mp-1219659,Rb3Ti4Tl(PO5)4,3.08146401758745,-0.0211437983187505,Tricapped triangular prism (one square-face cap and two triangular-face caps),1,2a,1,[7.014711119472825],1.0,7.014711119472825,AB3C4D4E20,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,O-P-Rb-Ti-Tl,0.000194730976562,-2.975287868991816,2.9233,5,Monoclinic,2,P2_1,oxide,Rb,,Ti,,Tl,,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.032260093323311
mp-1219683,Rb3Ti4Tl(PO5)4,3.045525401761393,-0.0077296024176086,Tricapped triangular prism (one square-face cap and two triangular-face caps),1,2a,1,[8.175301610175218],1.0,8.175301610175218,AB3C4D4E20,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,O-P-Rb-Ti-Tl,0.000318563320312,-2.9751640366480663,2.997099999999999,5,Monoclinic,2,P2_1,oxide,Rb,,Ti,,Tl,,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.0275622180284656
mp-1220301,NbTlWO6,3.124506207682534,0.0937708393057288,no_data,1,no_data,1,no_data,0.0,no_data,ABCD6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Nb-O-Tl-W,0.0,-2.375812148148149,2.931599999999999,4,Orthorhombic,mmm,Imma,oxide,,,"Nb, W",,Tl,,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.295831842864999
mp-1220473,NbTlTeO6,2.662537947406292,0.2434101174353488,Pentagonal-face capped pentagonal antiprism,1,2b,1,[11.010056921082365],1.0,11.010056921082365,ABCD6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Nb-O-Te-Tl,0.0,-2.055976245555556,2.2669,4,Orthorhombic,mm2,Ima2,oxide,,,Nb,,Tl,Te,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.9328894226281985
mp-1227293,Ca4Tl2CO9,1.8046534570367747,0.7739756513659052,Octahedron,1,2d,1,[0.355336849838195],0.0,0.355336849838195,AB2C4D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,C-Ca-O-Tl,0.020161424999999,-2.411754947447917,1.3965,4,Orthorhombic,mm2,Imm2,oxide,,Ca,,,Tl,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.3418120188518725
mp-1227445,BaSrNdTlCu2O7,4.368172714620238,-7.335137125053038,See-saw,1,1a,1,[1.7876071264643771],0.0,1.7876071264643771,ABCDE2F7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Cu-Nd-O-Sr-Tl,0.003195068750016,-2.199928214294872,0.0,6,Monoclinic,m,Pm,oxide,,"Sr, Ba",Cu,,Tl,B,"C, N, O, S",,,Nd,,B < -1,Negative B,2.2571800998178806
mp-1227475,BeTlAsO4,0.3479574531582611,1.589261547442748,Square pyramid,1,4a,1,[11.592439479258182],1.0,11.592439479258182,ABCD4,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,As-Be-O-Tl,0.0,-2.038936290833334,3.685099999999999,4,Orthorhombic,mm2,Pna2_1,oxide,,Be,,,Tl,"B, As",O,,,,,B > 1,Positive B,2.8542835221887755
mp-1227606,BaSrYTlCu2O7,4.402802934578774,-7.460773570697306,See-saw,1,1a,1,[1.775528956993144],0.0,1.775528956993144,ABCDE2F7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Cu-O-Sr-Tl-Y,0.014276210456738,-2.222204291410257,0.0,6,Monoclinic,m,Pm,oxide,,"Sr, Ba","Cu, Y",,Tl,B,"C, O, S",,,,,B < -1,Negative B,2.255653047034345
mp-1227625,Ca3Tl4O9,1.8696721367558808,0.609097139412209,Octahedron,1,1a,1,"[0.580038429010005, 0.535551017065385, 0.45231347498774804, 0.545030952970724]",0.0,0.5282334685084655,A3B4C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",r2SCAN,Ca-O-Tl,0.001174156562541,-1.726445971250001,0.8115999999999991,3,Monoclinic,m,Cm,oxide,,Ca,,,Tl,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.3155377682528506
mp-1227713,Ca2Tl2O5,1.8401540093624715,0.6590383513105307,Octahedron,1,2a,1,"[0.549003860102181, 0.6206499304517951]",0.0,0.5848268952769881,A2B2C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",r2SCAN,Ca-O-Tl,0.0,-1.898686963333334,1.167,3,Orthorhombic,mm2,Cmc2_1,oxide,,Ca,,,Tl,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.324859865430344
mp-1227794,BaSrCa2Tl(CuO3)3,4.554981469985536,-8.006350107436187,See-saw,1,1a,1,[1.8363396724680592],0.0,1.8363396724680592,ABCD2E3F9,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Ca-Cu-O-Sr-Tl,0.023453583039215,-2.046405688725491,0.0,6,Monoclinic,m,Pm,oxide,,"Ca, Sr, Ba",Cu,,Tl,B,"C, O, S",,,,,B < -1,Negative B,2.250819590640331
mp-1228177,AlTlSi3O8,2.734540551122992,0.1856602735646777,Pentagonal prism,1,2i,1,[3.471489090077557],0.0,3.471489090077557,ABC3D8,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-O-Si-Tl,0.0,-3.082131854102565,4.586,4,Triclinic,-1,P-1,oxide,,,,,"Al, Tl",Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.162195429659522
mp-1228298,Ba3SrTl2Cu2HgO10,1.9284962055794408,0.6020358022928478,Octahedron,1,1a,1,"[1.758663114747193, 1.803468736203541]",0.0,1.781065925475367,ABC2D2E3F10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Cu-Hg-O-Sr-Tl,0.020064754263157,-1.867928634166668,0.0,6,Tetragonal,4mm,I4mm,oxide,,"Sr, Ba","Cu, Hg",,Tl,B,"H, C, O, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.5335148663368288
mp-1228363,Ba2Tl2CuO6,1.745788785481155,1.5259554706328526,Square pyramid,1,2i,1,[2.185302371392501],0.0,2.185302371392501,AB2C2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Cu-O-Tl,0.011057176237379,-1.7795213696969712,0.0,4,Monoclinic,2/m,C2/m,oxide,,Ba,Cu,,Tl,B,"C, O",,,,,B > 1,Positive B,2.5366939414783403
