material_id,chem_formula,R$_0$,B,Se_chemenv,num_Se_chemenvs,Se_wyckoff,num_Se_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Se_sites,num_CN_env,num_charge_states,SeX_coordn,SeO_coordn,mean_coordn_Se-X,min_coordn_Se-X,max_coordn_Se-X,mean_coordn_Se-O,min_coordn_Se-O,max_coordn_Se-O,mean_Se_charge,min_Se_charge,max_Se_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_SeO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1201893,NaNpH2SeO7,1.6453955483991787,-0.07738982789331748,Tetrahedron,1,4f,1,"[0.12471714748271101, 0.08833400293677701]",0.0,0.10652557520974401,ABCD2E7,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",1.6765332657047904,GGA,H-Na-Np-O-Se,0.005439899722222001,-2.027107501039422,0.6335000000000001,5,Monoclinic,2/m,C2/c,oxide,Na,None,None,None,None,None,"H, N, O, S, Se",None,None,None,Np,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1201947,UH4(SeO5)2,1.7305783531359862,0.06504672993734567,"Tetrahedron, Triangular non-coplanar",2,4e,1,"[0.8458653208978291, 0.24676835839247802]",0.0,0.5463168396451535,AB2C4D10,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Nonmetals",1.712009741331369,GGA,H-O-Se-U,0.042124816397070004,-1.7133547426286762,2.3029,4,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"H, O, S, Se",None,None,None,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1202063,K2NiH12(SeO7)2,1.647485147668884,-0.07937026413891612,Tetrahedron,1,4e,1,[0.022052462448227002],0.0,0.022052462448227002,AB2C2D12E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.6795277397477326,GGA_U,H-K-Ni-O-Se,0.0,-1.398518016909273,3.6116,5,Monoclinic,2/m,P2_1/c,oxide,K,None,Ni,None,None,None,"H, N, O, S, Se",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1202200,ScV(SeO4)2,1.8509921501757307,0.39197997657564165,Triangular non-coplanar,1,4e,1,"[0.7791402586091951, 1.321167826385498]",0.0,1.0501540424973466,ABC2D8,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.741919472345628,GGA_U,O-Sc-Se-V,0.003287919479178,-2.131622379765625,2.6083,4,Monoclinic,2/m,P2_1/c,oxide,None,None,"Sc, V",None,None,None,"O, S, Se",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1202295,CoH10SeO9,1.6816368757959197,0.002776829033879015,Tetrahedron,1,2i,1,[0.019130143303005002],0.0,0.019130143303005002,ABC9D10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.6805937417644699,GGA_U,Co-H-O-Se,0.040754825238093005,-1.2546099633258931,0.0,4,Triclinic,-1,P-1,oxide,None,None,Co,None,None,None,"H, C, O, S, Se",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1202355,CsCrH24(SeO10)2,1.6744796243701139,-0.011113463607737056,Tetrahedron,1,2a,1,"[0.006572071613795001, 0.0065547036627180005, 0.006584025947311001, 0.006541949183238]",0.0,0.0065631876017655,ABC2D20E24,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.6788030862466252,GGA_U,Cr-Cs-H-O-Se,0.0,-1.356619700246722,3.957,5,Cubic,m-3,Pa-3,oxide,Cs,None,Cr,None,None,None,"H, C, O, S, Se",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1202364,MnSeO3,1.8079899306091622,0.3211604940518339,Triangular non-coplanar,1,4e,1,"[0.46580527970745006, 0.9389084119531571]",0.0,0.7023568458303036,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",1.7160001236262967,r2SCAN,Mn-O-Se,0.0,-1.650879934554944,3.099599999999999,3,Monoclinic,2/m,P2_1/c,oxide,None,None,Mn,None,None,None,"O, S, Se",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1202375,NaB3SeO7,2.0101179917263448,0.9159547201096471,Triangular non-coplanar,1,4e,1,[1.146090865962905],0.0,1.146090865962905,ABC3D7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.7491438564488186,GGA,B-Na-O-Se,0.0,-2.400813502810254,4.4681,4,Monoclinic,2/m,P2_1/c,oxide,Na,None,None,None,None,B,"N, O, S, Se",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1202434,KNb3(SeO6)2,1.7150369062082913,-0.07030579622864856,Triangular non-coplanar,1,8e,1,[0.9423389207478591],0.0,0.9423389207478591,AB2C3D12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.7352606750781365,GGA,K-Nb-O-Se,0.0,-2.41398403760764,2.3298,4,Orthorhombic,mmm,Pbcm,oxide,K,None,Nb,None,None,None,"N, O, S, Se",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1202658,ThV2SeO9,1.8766456505703357,0.44971546887963754,Triangular non-coplanar,1,4d,1,[0.993687642653936],0.0,0.993687642653936,ABC2D9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",1.7481741977572065,GGA_U,O-Se-Th-V,0.016346046057696,-2.56012745671875,2.3117,4,Orthorhombic,mmm,Pbcm,oxide,None,None,V,None,None,None,"O, S, Se",None,None,None,Th,"B $\in$ [0.1, 0.5]",Positive B
mp-1202675,NdH3(SeO4)3,1.7727239316149237,0.29703692733153925,Tetrahedron,1,6h,1,[0.17180855271932302],0.0,0.17180855271932302,AB3C3D12,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",1.6604838885476187,r2SCAN,H-Nd-O-Se,0.0,-1.5071967575411191,3.042,4,Hexagonal,6/m,P6_3/m,oxide,None,None,None,None,None,None,"H, N, O, S, Se",None,None,Nd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1202879,NaGa(SeO3)2,1.797272443695124,0.2252174215329072,Triangular non-coplanar,1,4c,1,"[0.534900286550756, 0.9476079731638061]",0.0,0.741254129857281,ABC2D6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",1.7326995111196275,GGA,Ga-Na-O-Se,0.0,-1.66406895735668,3.2011,4,Orthorhombic,mmm,Pnma,oxide,Na,None,None,None,Ga,None,"N, O, S, Se",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1202890,K2B2Se3O10,1.8019069306998712,0.20497781572499055,Triangular non-coplanar,1,"8d, 4c",2,"[0.9641247660613861, 0.33352788947989803]",0.0,0.6488263277706421,A2B2C3D10,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",1.7464098089589315,GGA,B-K-O-Se,0.0,-1.9505942469037991,4.1143,4,Orthorhombic,mmm,Pnma,oxide,K,None,None,None,None,B,"O, S, Se",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1202896,FeMoHSeO7,1.7945148832922044,0.19895920194830724,Triangular non-coplanar,1,4f,1,[0.6291353542951],0.0,0.6291353542951,ABCDE7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.7389946398312202,GGA_U,Fe-H-Mo-O-Se,0.011704237973487,-1.598932178735795,1.663599999999999,5,Monoclinic,2/m,C2/c,oxide,None,None,"Fe, Mo",None,None,None,"H, O, S, Se",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1203166,Er2Mo3H2Se2O17,1.779102459989969,0.1559600858822989,Triangular non-coplanar,1,2e,1,"[0.8133727548313561, 0.547438025933566]",0.0,0.6804053903824611,A2B2C2D3E17,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",1.7400291803971835,GGA_U,Er-H-Mo-O-Se,0.006646731041664001,-2.158496653930288,1.6125,5,Monoclinic,2/m,P2_1/m,oxide,None,None,Mo,None,None,None,"H, O, S, Se",None,None,Er,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1203437,GdH(SeO4)2,1.8202029666032966,0.41830954225146977,Tetrahedron,1,8c,1,"[0.026238205434825003, 0.28913467847789504]",0.0,0.15768644195636003,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",1.6517494494664247,r2SCAN,Gd-H-O-Se,0.0,-1.443391811197917,2.8802000000000003,4,Orthorhombic,mmm,Pbca,oxide,None,None,None,None,None,None,"H, O, S, Se",None,None,Gd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1203506,Mg2H18Se2O17,1.6716845058117642,-0.011796498733503956,Tetrahedron,1,4e,1,"[0.04644707150861, 0.012701754619058]",0.0,0.029574413063834,A2B2C17D18,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",1.6760919890688935,GGA,H-Mg-O-Se,0.013067064807684001,-1.458794056722756,3.9035,4,Monoclinic,2/m,P2_1/c,oxide,None,Mg,None,None,None,None,"H, O, S, Se",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1203541,KGa(SeO3)2,1.7267501907940628,-0.030301773837886924,Triangular non-coplanar,1,4c,1,"[0.47522060727700005, 0.755976910199155]",0.0,0.6155987587380776,ABC2D6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",1.7351022656772017,GGA,Ga-K-O-Se,0.0,-1.7023584511937502,3.2192,4,Orthorhombic,mmm,Pnma,oxide,K,None,None,None,Ga,None,"O, S, Se",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1203567,KV2SeO7,1.8518586006151196,0.4751183395096271,Triangular non-coplanar,1,4c,1,[1.177681525393062],0.0,1.177681525393062,ABC2D7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.7159759574782896,r2SCAN,K-O-Se-V,0.0,-2.124531873372159,2.1253,4,Orthorhombic,mmm,Pnma,oxide,K,None,V,None,None,None,"O, S, Se",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1203611,Ga2Cu3(SeO3)6,1.7859620862589487,0.12145167764538309,Triangular non-coplanar,1,4e,1,"[0.85267622682481, 1.868770061127811, 0.8636127022984991]",0.0,1.19501966341704,A2B3C6D18,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",1.751184475942621,GGA,Cu-Ga-O-Se,0.0032219693965530004,-1.333910136519397,0.048100000000000004,4,Monoclinic,2/m,P2_1/c,oxide,None,None,Cu,None,Ga,None,"C, O, S, Se",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1203641,V2Pb4(Se2O7)3,1.848490657784735,0.3712708713746559,Triangular non-coplanar,1,4b,1,"[0.8821558871200481, 0.495916623515794, 0.39433269097962304]",0.0,0.5908017338718217,A2B4C6D21,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",1.7446365976126497,GGA_U,O-Pb-Se-V,0.0,-1.603352400880682,2.3938,4,Orthorhombic,mm2,Fdd2,oxide,None,None,V,None,Pb,None,"O, P, S, Se",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1203751,Dy2Mo3H2Se2O17,1.7799093383433768,0.16271686287176226,Triangular non-coplanar,1,2e,1,"[0.8132901664976251, 0.5347611620164381]",0.0,0.6740256642570316,A2B2C2D3E17,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",1.739229146821337,GGA_U,Dy-H-Mo-O-Se,0.0,-2.158676744058493,1.6412,5,Monoclinic,2/m,P2_1/m,oxide,None,None,Mo,None,None,None,"H, O, S, Se",None,None,Dy,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1203931,Tl2CuH12(SeO7)2,1.656012760743635,-0.05963671214626465,Tetrahedron,1,4e,1,[0.027443606061277003],0.0,0.027443606061277003,AB2C2D12E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",1.6799778474357203,GGA,Cu-H-O-Se-Tl,0.003184321720428,-1.222832215688844,0.7248000000000001,5,Monoclinic,2/m,P2_1/c,oxide,None,None,Cu,None,Tl,None,"H, C, O, S, Se",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1204412,Mo2PbSe2O11,1.8059415368313814,0.22292261159457905,Triangular non-coplanar,1,2i,1,"[0.945755230020317, 0.9065754884127301]",0.0,0.9261653592165235,AB2C2D11,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",1.7444684764735865,GGA_U,Mo-O-Pb-Se,0.0,-1.6555355224804682,2.476,4,Triclinic,-1,P-1,oxide,None,None,Mo,None,Pb,None,"O, P, S, Se",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1204472,Y3Se2ClO8,1.8808066657773608,0.5111757540438275,Triangular non-coplanar,1,8d,1,[0.48918694360373904],0.0,0.48918694360373904,AB2C3D8,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.7345155463902409,GGA,Cl-O-Se-Y,0.0,-2.793836379799107,4.2071,4,Orthorhombic,mmm,Pnma,hypochlorite,None,None,Y,None,None,None,"C, O, S, Se",Cl,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1204742,Nd2H6Se7O20,1.8435206795875214,0.32191014110190885,Triangular non-coplanar,1,4a,1,"[0.615269193102378, 1.586686171316844, 1.381321803800626, 0.5308270151559951, 1.01305002562606, 0.778574073847168, 1.264595134673061]",0.0,1.0243319167888763,A2B6C7D20,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",1.7574558317188504,GGA,H-Nd-O-Se,0.0,-1.649937517183036,3.5475,4,Orthorhombic,mm2,Pna2_1,oxide,None,None,None,None,None,None,"H, N, O, S, Se",None,None,Nd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1204821,Tl2ZnH12(SeO7)2,1.6638352702808965,-0.039580880642477806,Tetrahedron,1,4e,1,[0.025556027926238],0.0,0.025556027926238,AB2C2D12E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",1.6797406540798638,GGA,H-O-Se-Tl-Zn,0.0,-1.293951471656585,3.9336,5,Monoclinic,2/m,P2_1/c,oxide,None,None,Zn,None,Tl,None,"H, O, S, Se",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1204879,Sr4V2(Se2O7)3,1.8271893184161172,0.30345924229509774,Triangular non-coplanar,1,4b,1,"[0.95271002042618, 0.43507702412311106, 0.5770509884253291]",0.0,0.65494601099154,A2B4C6D21,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",1.7432154812251968,GGA_U,O-Se-Sr-V,0.006858351893938,-2.1248312890625,2.7193,4,Orthorhombic,mm2,Fdd2,oxide,None,Sr,V,None,None,None,"O, S, Se",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1204952,UH10(SeO7)2,1.6838408081683724,0.01819780984359698,Tetrahedron,1,4e,1,"[0.13275659404849402, 0.048348963160676]",0.0,0.09055277860458501,AB2C10D14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals",1.6764810272605146,GGA,H-O-Se-U,0.001957427962956,-1.550010582025462,2.3276,4,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"H, O, S, Se",None,None,None,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1205217,InMoHSeO7,1.7895508610327358,0.18453709696065818,Triangular non-coplanar,1,4f,1,[0.6869984925564011],0.0,0.6869984925564011,ABCDE7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals, Transition Metals",1.7380555466544216,GGA_U,H-In-Mo-O-Se,0.00988760416667,-1.6749758018418541,3.139599999999999,5,Monoclinic,2/m,C2/c,oxide,None,None,Mo,None,In,None,"H, O, S, Se",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1205352,BaPd(SeO3)2,2.0002235384564964,0.8920540542808475,Triangular non-coplanar,1,4f,1,[0.838587012851518],0.0,0.838587012851518,ABC2D6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.7441443373641299,GGA,Ba-O-Pd-Se,0.0,-1.70123755296875,1.6510999999999991,4,Monoclinic,2/m,C2/c,oxide,None,Ba,Pd,None,None,B,"O, P, S, Se",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1205399,BaZn(SeO3)2,1.936062563983397,0.7206889508800679,Triangular non-coplanar,1,4e,1,"[0.693840942870654, 0.5724029416070581]",0.0,0.6331219422388561,ABC2D6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",1.7292188472282966,GGA,Ba-O-Se-Zn,0.0,-1.91692376246875,3.7891,4,Monoclinic,2/m,P2_1/c,oxide,None,Ba,Zn,None,None,B,"O, S, Se",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1207618,YSeClO3,1.8560091243719534,0.4175966025993745,Triangular non-coplanar,1,4c,1,[1.2361294386270751],0.0,1.2361294386270751,ABCD3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.736713090645166,GGA,Cl-O-Se-Y,0.0,-2.467069747890624,4.3562,4,Orthorhombic,mmm,Pnma,chlorate,None,None,Y,None,None,None,"C, O, S, Se",Cl,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1208134,TlCu2H(SeO5)2,1.7200781810908787,0.10988206214871617,Tetrahedron,1,2i,1,[0.070037702987886],0.0,0.070037702987886,ABC2D2E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",1.6870819169026021,GGA,Cu-H-O-Se-Tl,0.047048722890629,-1.021212408704427,0.527799999999999,5,Monoclinic,2/m,C2/m,oxide,None,None,Cu,None,Tl,None,"H, C, O, S, Se",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1209082,RbYSeCl2O3,1.8410756620121007,0.38722085889747404,Triangular non-coplanar,1,2i,1,[1.167029307117911],0.0,1.167029307117911,ABCD2E3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.730039062978859,GGA,Cl-O-Rb-Se-Y,0.0,-2.415443514980468,4.313,5,Triclinic,-1,P-1,oxide,Rb,None,Y,None,None,None,"C, O, S, Se",Cl,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1209169,RbVSeO5,1.7551338148499813,0.12487417115515538,Triangular non-coplanar,1,2a,1,"[0.818396143206076, 1.018384688035898]",0.0,0.918390415620987,ABCD5,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.719261167064072,r2SCAN,O-Rb-Se-V,0.0,-1.977680997167969,3.1068,4,Monoclinic,2,P2_1,oxide,Rb,None,V,None,None,None,"O, S, Se",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1209301,RbCu2H3(SeO5)2,1.7439198428221492,0.16928615455884571,Tetrahedron,1,2i,1,[0.036624394897196],0.0,0.036624394897196,AB2C2D3E10,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.6814929735802089,GGA,Cu-H-O-Rb-Se,0.010603664444435001,-1.238161301996528,0.44659999999999905,5,Monoclinic,2/m,C2/m,oxide,Rb,None,Cu,None,None,None,"H, C, O, S, Se",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1209322,RbSm(SeO4)2,1.8795787914058972,0.5006256086080233,Tetrahedron,1,4e,1,"[0.39059106756896506, 0.37417311751416504]",0.0,0.3823820925415651,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",1.6772127579246467,GGA,O-Rb-Se-Sm,0.0,-2.009818946223957,3.4408,4,Monoclinic,2/m,P2_1/c,oxide,Rb,None,None,None,None,None,"O, S, Se",None,None,Sm,None,"B $\in$ [0.5, 1]",Positive B
mp-1209454,RbPr(SeO4)2,1.8903373223426214,0.5243734680307569,Tetrahedron,1,4e,1,"[0.349581404613139, 0.350698633991322]",0.0,0.3501400193022305,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",1.6783721650030383,GGA,O-Pr-Rb-Se,0.0,-2.004761853029514,3.4666,4,Monoclinic,2/m,P2_1/c,oxide,Rb,None,None,None,None,None,"O, P, S, Se",None,None,Pr,None,"B $\in$ [0.5, 1]",Positive B
mp-1209487,RbLa(SeO4)2,1.8936046219379825,0.5299709029501695,Tetrahedron,1,4e,1,"[0.287004670969556, 0.34300958195866904]",0.0,0.31500712646411255,ABC2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",1.679422619903499,GGA,La-O-Rb-Se,0.0,-2.035847975807292,3.5194,4,Monoclinic,2/m,P2_1/c,oxide,Rb,None,None,None,None,None,"O, S, Se",None,None,La,None,"B $\in$ [0.5, 1]",Positive B
mp-1210071,Nd2(SeO3)3,1.8395921067530019,0.4549315020639078,Triangular non-coplanar,1,"8d, 4c",2,"[0.9134730981752051, 1.009511731210721]",0.0,0.961492414692963,A2B3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",1.709377069472416,r2SCAN,Nd-O-Se,0.0,-2.025914419977677,3.4891,3,Orthorhombic,mmm,Pnma,oxide,None,None,None,None,None,None,"N, O, S, Se",None,None,Nd,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1210198,NaCo2Se2O7,0.6296749712088945,-3.8812581044401844,Triangular non-coplanar,1,4c,1,"[1.08132104086737, 0.46862577172060005]",0.0,0.774973406293985,AB2C2D7,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",1.7428326829761416,GGA_U,Co-Na-O-Se,0.044661414661452,-1.390876512588901,0.6525000000000001,4,Orthorhombic,mmm,Pnma,oxide,Na,None,Co,None,None,None,"C, N, O, S, Se",None,None,None,None,B < -1,Negative B
mp-1210406,NaInH12(SeO7)2,1.6541494247965907,-0.059918492788065617,Tetrahedron,1,2i,1,"[0.0547351787608, 0.067692982218078]",0.0,0.061214080489439,ABC2D12E14,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",1.678375042801644,GGA,H-In-Na-O-Se,0.0,-1.362639105257782,3.6739,5,Triclinic,-1,P-1,oxide,Na,None,None,None,In,None,"H, N, O, S, Se",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1210726,Mg3Fe2H4(Se3O10)2,1.8326852361942803,0.3987733509532413,Triangular non-coplanar,1,2i,1,"[0.5209870230300621, 0.5473812914851011, 0.47099789695361205]",0.0,0.5131220704895917,A2B3C4D6E20,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",1.7184573104301277,r2SCAN,Fe-H-Mg-O-Se,0.0,-1.677920132687501,2.1885,5,Triclinic,-1,P-1,oxide,None,Mg,Fe,None,None,None,"H, O, S, Se",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
