material_id,chem_formula,R$_0$,B,Hf_chemenv,num_Hf_chemenvs,Hf_wyckoff,num_Hf_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Hf_sites,num_CN_env,num_charge_states,HfX_coordn,HfO_coordn,mean_coordn_Hf-X,min_coordn_Hf-X,max_coordn_Hf-X,mean_coordn_Hf-O,min_coordn_Hf-O,max_coordn_Hf-O,mean_Hf_charge,min_Hf_charge,max_Hf_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_HfO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-2715409,Na3HfScSi(PO6)2,1.8219403637949516,0.6372534340769953,Octahedron,1,2a,1,"[0.33183855959872904, 0.35515172444159704, 0.26658311758483]",0.0,0.3178578005417187,ABCD2E3F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0818009204430004,GGA,Hf-Na-O-P-Sc-Si,0.019552687645834,-3.120855346087849,4.6408000000000005,6,Monoclinic,m,Cc,oxide,Na,None,"Sc, Hf",None,None,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715443,Na3HfZn(PO4)3,1.7329694506300157,0.8623485735280483,Octahedron,1,2a,1,"[0.27364805394825503, 0.23134701070791303, 0.269007472666333]",0.0,0.258000845774167,ABC3D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.083278240909797,GGA,Hf-Na-O-P-Zn,0.042679225166676,-2.7955447312366593,4.3487,5,Monoclinic,m,Cc,phosphate,Na,None,"Zn, Hf",None,None,None,"H, N, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715462,Na6CaHf3Si2(PO6)4,1.8121402349605553,0.670502256649474,Octahedron,1,2a,1,"[0.32277043694784, 0.41794937610514804, 0.712436815807002]",0.0,0.4843855429533301,AB2C3D4E6F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.086037839030416,GGA,Ca-Hf-Na-O-P-Si,0.021475243854165,-3.097221144171182,4.5785,6,Triclinic,1,P1,oxide,Na,Ca,Hf,None,None,Si,"H, C, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715468,Na3HfZrSi2PO12,1.8158615664303774,0.6569289551608989,Octahedron,1,1a,1,"[0.35820070896586803, 0.35468923833561306, 0.35577077449843103, 0.345582459010215]",0.0,0.3535607952025318,ABCD2E3F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0847455039768232,GGA,Hf-Na-O-P-Si-Zr,0.0057061099375020005,-3.171468183564039,4.4903,6,Triclinic,1,P1,oxide,Na,None,"Zr, Hf",None,None,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715481,Na3HfNb(SiO4)3,1.912841766276583,0.38185425452332594,Octahedron,1,4a,1,[0.24325661156802403],0.0,0.24325661156802403,ABC3D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0701827993100816,GGA,Hf-Na-Nb-O-Si,0.015154862833327001,-3.104056398331896,2.9774000000000003,5,Monoclinic,m,Cc,silicate,Na,None,"Nb, Hf",None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2715485,Na3HfSi2SnPO12,1.785055170382703,0.7018768721890402,Octahedron,1,1a,1,"[0.276649080298537, 0.24652374357376003, 0.358051164888316, 0.26894091213695903, 0.30312478277883104, 0.343747121776242]",0.0,0.29950613424210754,ABCD2E3F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.071639199501132,GGA,Hf-Na-O-P-Si-Sn,0.024380268013889,-2.891689630689039,3.269999999999999,6,Triclinic,1,P1,oxide,Na,None,Hf,None,Sn,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715493,Na3CaHf(PO4)3,1.7712266306960225,0.8409330564966723,Octahedron,1,2a,1,"[0.384315599629792, 0.36455254421161404, 0.38812791966709304]",0.0,0.37899868783616636,ABC3D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.112836772727049,GGA,Ca-Hf-Na-O-P,0.040741387083334,-2.987979131903325,4.4929,5,Monoclinic,m,Cc,phosphate,Na,Ca,Hf,None,None,None,"H, C, N, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715502,Na3HfTiSi2PO12,1.839795059976113,0.5725434794052279,Octahedron,1,1a,1,"[0.29903784128301003, 0.25272370980040604, 0.36253152113596104, 0.29730685079769703]",0.0,0.30289998075426855,ABCD2E3F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.073943603142851,GGA,Hf-Na-O-P-Si-Ti,0.017932301702776002,-3.113218985230706,2.825199999999999,6,Triclinic,1,P1,oxide,Na,None,"Ti, Hf",None,None,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715506,Na6Hf3ZnSi2(PO6)4,1.8278194353560582,0.6144290174370187,Octahedron,1,2a,1,"[0.330062335407073, 0.31143629116578403, 0.47254040116052104]",0.0,0.3713463425777927,AB2C3D4E6F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0790181999990893,GGA,Hf-Na-O-P-Si-Zn,0.030029531062501003,-2.993418575671182,4.5048,6,Triclinic,1,P1,oxide,Na,None,"Zn, Hf",None,None,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715521,Na4HfScSi2PO12,1.7430354932637115,0.8351526611774844,Octahedron,1,6a,1,[0.24507198105129901],0.0,0.24507198105129901,ABCD2E4F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0830716454274345,GGA,Hf-Na-O-P-Sc-Si,0.018657920674606,-3.095096679769529,4.071899999999999,6,Monoclinic,m,Cc,oxide,Na,None,"Sc, Hf",None,None,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715550,Na8Hf3ZnSi4(PO12)2,1.691586381830342,0.9520104341169597,Octahedron,1,1a,1,"[0.21098459639403702, 0.258920547016357, 0.21346252642028202, 0.27798731899565104, 0.262811422144954, 0.380986106952429, 0.236007927535225, 0.19822611160702802, 0.252461522354818]",0.0,0.25464978660230897,AB2C3D4E8F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0791001384979726,GGA,Hf-Na-O-P-Si-Zn,0.026510418799601,-2.9839192161981,3.7712,6,Triclinic,1,P1,oxide,Na,None,"Zn, Hf",None,None,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715556,Na7Hf2Mg2SiP5O24,1.6646003321414777,1.0193303265298046,Octahedron,1,1a,1,"[0.201270946001383, 0.21255145053458002, 0.375693921073669, 0.259709618462168, 0.28052395364834004, 0.36842221091249905]",0.0,0.28302868343877313,AB2C2D5E7F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.0789084199571306,GGA,Hf-Mg-Na-O-P-Si,0.016290952367882,-2.9516420339724263,4.2128,6,Triclinic,1,P1,oxide,Na,Mg,Hf,None,None,Si,"H, N, O, P, S",None,None,None,None,B > 1,Positive B
mp-2715558,Na2Hf2Mg2SiS5O24,1.8961452460129937,0.43540878502026603,Octahedron,1,1a,1,"[0.23748650653713202, 0.398968408604211, 0.261483670833693, 0.16483169030473102, 0.34082237499523904, 0.23984037851518802]",0.0,0.27390550496503235,AB2C2D2E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.0818320076048207,GGA,Hf-Mg-Na-O-S-Si,0.036520044962967006,-2.568951888016443,2.9148,6,Triclinic,1,P1,oxide,Na,Mg,Hf,None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2715569,Na2Hf2Zn2SiS5O24,1.8995111753747032,0.4185899961984421,Octahedron,1,1a,1,"[0.168303993816544, 0.29610910901869203, 0.18007867024485402, 0.124827731829694, 0.30429383018870704, 0.175328392116699]",0.0,0.20815695453586502,AB2C2D2E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.078037283425332,GGA,Hf-Na-O-S-Si-Zn,0.037345500196755005,-2.379109403109037,3.0599,6,Triclinic,1,P1,oxide,Na,None,"Zn, Hf",None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2715596,Na8Hf3MgSi4(PO12)2,1.7338473131078973,0.8433513030811802,no_data,1,no_data,1,no_data,0.0,no_data,AB2C3D4E8F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.0774441209891883,GGA,Hf-Mg-Na-O-P-Si,0.015463778878964001,-3.058296052586989,4.0016,6,Triclinic,1,P1,oxide,Na,Mg,Hf,None,None,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715614,Na2Hf4Nb4Si7S5O48,1.9629940805565678,0.2443828211453322,Octahedron,1,1a,1,"[0.32317190720048705, 0.30653213967945103, 0.19550232059973102, 0.21148325841949603, 0.26827205252886704, 0.22847680939102302, 0.185999787333745, 0.23304138004809102, 0.178818689379035, 0.148745017984938, 0.203203444555901, 0.17076080149549902]",0.0,0.22116730071802201,A2B4C4D5E7F48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.075771787604073,GGA,Hf-Na-Nb-O-S-Si,0.034466474724489,-2.883580096217981,1.6197,6,Triclinic,1,P1,oxide,Na,None,"Nb, Hf",None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2715628,NaHfNbSi(PO6)2,1.907467426473938,0.35028363161679615,Octahedron,1,2a,1,"[0.12648301871856701, 0.12073300649059202, 0.11936462612354601]",0.0,0.12219355044423501,ABCDE2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0532743104176427,GGA,Hf-Na-Nb-O-P-Si,0.028032621898146003,-3.11025126948139,2.5804,6,Monoclinic,m,Cc,oxide,Na,None,"Nb, Hf",None,None,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2715640,Na7Ca2Hf2SiP5O24,1.6503255981885452,1.1357650824738292,Octahedron,1,1a,1,"[0.35356375983759203, 0.404795282653841, 0.544875185299673, 0.44373792956741304, 0.42613340466015803, 0.47562108269097503]",0.0,0.4414544407849421,AB2C2D5E7F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.1119616521593856,GGA,Ca-Hf-Na-O-P-Si,0.044832970985772005,-2.979200649500881,3.8854,6,Triclinic,1,P1,oxide,Na,Ca,Hf,None,None,Si,"H, C, N, O, P, S",None,None,None,None,B > 1,Positive B
mp-2715642,NaHf2Ta2SiP5O24,1.933591823898108,0.3056090522610642,Octahedron,1,1a,1,"[0.129079817529604, 0.09893255138295301, 0.065566216458846, 0.19681300056954001, 0.078176499385377, 0.065440068303695]",0.0,0.10566802560500249,ABC2D2E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0597411695825136,GGA,Hf-Na-O-P-Si-Ta,0.018693540999999002,-3.176376495026484,3.4083,6,Triclinic,1,P1,oxide,Na,None,"Hf, Ta",None,None,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2715650,NaHfTaSi2SO12,1.8758889070163718,0.45025527023164347,Octahedron,1,6a,1,[0.28387539120009303],0.0,0.28387539120009303,ABCDE2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0769290516816548,GGA,Hf-Na-O-S-Si-Ta,0.044795089467591004,-3.001170780345147,3.4003,6,Monoclinic,m,Cc,oxide,Na,None,"Hf, Ta",None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2715651,Na8Hf2Sc2Si5SO24,1.7103603551739794,0.9112386693265119,no_data,1,no_data,1,no_data,0.0,no_data,AB2C2D5E8F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0829844475152175,GGA,Hf-Na-O-S-Sc-Si,0.033711525997029,-3.025415210877805,4.038699999999999,6,Triclinic,1,P1,oxide,Na,None,"Sc, Hf",None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715674,Na2Hf4Ta4Si7S5O48,1.9593067106256445,0.25697179377259505,Octahedron,1,1a,1,"[0.363697651982045, 0.34405092979421803, 0.20320129427274503, 0.219082446394664, 0.29303842788407103, 0.244543363143036, 0.19974572212003602, 0.25600931476306205, 0.19740286353607703, 0.17200976525647801, 0.22722956972066302, 0.194614197264102]",0.0,0.24288546217759976,A2B4C4D5E7F48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.077888959799996,GGA,Hf-Na-O-S-Si-Ta,0.034428253309522004,-2.946089888970363,2.3333,6,Triclinic,1,P1,oxide,Na,None,"Hf, Ta",None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2715675,NaHfTaSi(PO6)2,1.9029669208444866,0.3559508388967765,Octahedron,1,2a,1,"[0.120831835016905, 0.111496827438989, 0.10968097892516801]",0.0,0.11400321379368734,ABCDE2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.051127351703377,GGA,Hf-Na-O-P-Si-Ta,0.023509899444437002,-3.178671713036947,3.3849,6,Monoclinic,m,Cc,oxide,Na,None,"Hf, Ta",None,None,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2715718,Na8CaHf3Si4(PO12)2,1.7308830594486135,0.8608277710197475,Octahedron,1,1a,1,"[0.20777964935957502, 0.312499447286228, 0.24761440174592403, 0.25367158559380304, 0.441182780282505, 0.632731378784349, 0.22116689081607302, 0.315307480532513, 0.383556319178029]",0.0,0.3350566592865555,AB2C3D4E8F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.081967973173704,GGA,Ca-Hf-Na-O-P-Si,0.023745070029765003,-3.077397213817148,4.0731,6,Triclinic,1,P1,oxide,Na,Ca,Hf,None,None,Si,"H, C, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715722,NaHfNbSi2SO12,1.887296685847648,0.43190445240305964,Octahedron,1,6a,1,[0.24284379348975102],0.0,0.24284379348975102,ABCDE2F12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.0801366307374356,GGA,Hf-Na-Nb-O-S-Si,0.048437622833995005,-2.936791997067369,2.6247,6,Monoclinic,m,Cc,oxide,Na,None,"Nb, Hf",None,None,Si,"H, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2715741,Na7Hf2Zn2SiP5O24,1.6870148006281347,0.9754571212970905,Octahedron,1,1a,1,"[0.189108130212425, 0.18988295023478102, 0.34887325049476203, 0.229873738234902, 0.28045137348562305, 0.362148820483483]",0.0,0.2667230438576627,AB2C2D5E7F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.08343005251815,GGA,Hf-Na-O-P-Si-Zn,0.046320019359757006,-2.791863296167547,3.87,6,Triclinic,1,P1,oxide,Na,None,"Zn, Hf",None,None,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715748,NaHf2Nb2SiP5O24,1.9382395912864063,0.3033989763752367,Octahedron,1,1a,1,"[0.13024976066836402, 0.09967737267079801, 0.062203318860026, 0.159729778815801, 0.05675310741979701, 0.059258273969664]",0.0,0.09464526873407501,ABC2D2E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.063476159316494,GGA,Hf-Na-Nb-O-P-Si,0.019243446523807002,-3.104617994512198,2.5871,6,Triclinic,1,P1,oxide,Na,None,"Nb, Hf",None,None,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2715833,Na5Hf3ZnSiP5O24,1.8171762093799138,0.6352661990952598,Octahedron,1,1a,1,"[0.16090615748869802, 0.17725149283048602, 0.10126577275300701, 0.27724966685173, 0.176786414754928, 0.12071506400234601, 0.14144135637448002, 0.248667618981037, 0.41038363356766105]",0.0,0.2016296864004859,ABC3D5E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",2.076982889016103,GGA,Hf-Na-O-P-Si-Zn,0.025844725096152002,-3.002395443848997,4.1908,6,Triclinic,1,P1,oxide,Na,None,"Zn, Hf",None,None,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715867,Na3Hf2Al2P5SO24,1.9025335773478809,0.37302321405207123,Octahedron,1,1a,1,"[0.14546376139795802, 0.08122160057911801, 0.34858430782593103, 0.23204771449555803, 0.14765339646504402, 0.14427294447774403]",0.0,0.18320728754022553,AB2C2D3E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",2.056134064315266,GGA,Al-Hf-Na-O-P-S,0.045672589504500004,-2.96680277323925,4.7608000000000015,6,Triclinic,1,P1,oxide,Na,None,Hf,None,Al,None,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2715887,Na5Hf3MgSiP5O24,1.8134193417756002,0.6398295147020929,Octahedron,1,1a,1,"[0.220008138485172, 0.23675822427001703, 0.135148993186733, 0.346811444033631, 0.21850621870644302, 0.146152299005563, 0.18205202925789202, 0.24022742271066402, 0.46334039987739706]",0.0,0.2432227966148347,ABC3D5E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.0750837586822475,GGA,Hf-Mg-Na-O-P-Si,0.012161679967948001,-3.084280239019936,4.3151,6,Triclinic,1,P1,oxide,Na,Mg,Hf,None,None,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715904,Na5Hf2Al2SiP5O24,1.8224026395143027,0.5655568889573928,Octahedron,1,1a,1,"[0.10603518092493801, 0.39867349677276304, 0.352714019081246, 0.096355418461375, 0.33010672355645004, 0.278952889331233]",0.0,0.26047295468800086,AB2C2D5E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.053245933662336,GGA,Al-Hf-Na-O-P-Si,0.039823390186967005,-3.026327965131047,4.5272,6,Triclinic,1,P1,oxide,Na,None,Hf,None,Al,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715907,Na5Hf2In2SiP5O24,1.8366777146968232,0.5885741300682439,Octahedron,1,1a,1,"[0.12708914071038302, 0.23628247093429502, 0.253524964511882, 0.266609685751972, 0.315562362401661, 0.16317613113390803]",0.0,0.22704079257401685,AB2C2D5E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.0769086109557113,GGA,Hf-In-Na-O-P-Si,0.026892661489624003,-2.8530534453019882,3.6435,6,Triclinic,1,P1,oxide,Na,None,Hf,None,In,Si,"H, N, O, P, S",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2715950,Na3CaHf3P5SO24,1.8803929064747045,0.4822499929069462,Octahedron,1,1a,1,"[0.143182507264685, 0.316414357506332, 0.31125686015214, 0.125089175978839, 0.42528717684784706, 0.30616394056667, 0.06074613700901001, 0.40218288904610805, 0.26119463282682004]",0.0,0.261279741910939,ABC3D3E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.078028196046763,GGA,Ca-Hf-Na-O-P-S,0.041951747039904,-3.04314056260862,4.2224,6,Triclinic,1,P1,oxide,Na,Ca,Hf,None,None,None,"H, C, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2715993,Na3Hf2Sc2P5SO24,1.8759014772204385,0.4757405546425426,Octahedron,1,1a,1,"[0.19522178422091102, 0.185048606603955, 0.23550068481920902, 0.17645019419267402, 0.16059540847987902, 0.17217989168161102]",0.0,0.18749942833303987,AB2C2D3E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.07180224628811,GGA,Hf-Na-O-P-S-Sc,0.014183813288282,-3.071959631977988,4.564,6,Triclinic,1,P1,oxide,Na,None,"Sc, Hf",None,None,None,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2716005,Na3Y2Hf2P5SO24,1.867262347951972,0.5159669021174788,no_data,1,no_data,1,no_data,0.0,no_data,AB2C2D3E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.080161896604387,GGA,Hf-Na-O-P-S-Y,0.041863282927923004,-3.084084306662672,4.879,6,Triclinic,1,P1,oxide,Na,None,"Y, Hf",None,None,None,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2716009,Na3Hf3MgP5SO24,1.8768450793154898,0.4682434004868067,Octahedron,1,1a,1,"[0.135192142224894, 0.14368505058905, 0.18282657152480403, 0.150741142364294, 0.262610545549327, 0.16726500069257402, 0.122571536720846, 0.14485331536331902, 0.19646634199961402]",0.0,0.167356849669858,ABC3D3E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.068574465427858,GGA,Hf-Mg-Na-O-P-S,0.031185397387401004,-3.021782154095105,4.4207,6,Triclinic,1,P1,oxide,Na,Mg,Hf,None,None,None,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2716021,Na3Hf2Ga2P5SO24,1.901715068255789,0.38074618969496976,Octahedron,1,1a,1,"[0.131560011751422, 0.08161375431057301, 0.24496976785303, 0.145582089935711, 0.136733689852856, 0.13885707107994]",0.0,0.1465527307972553,AB2C2D3E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",2.058495577729472,GGA,Ga-Hf-Na-O-P-S,0.048085543648640004,-2.793308036257268,4.2171,6,Triclinic,1,P1,oxide,Na,None,Hf,None,Ga,None,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2716053,Na5Hf2Ga2SiP5O24,1.82889103618739,0.5609635061211536,Octahedron,1,1a,1,"[0.09329773950908901, 0.394774148191714, 0.325699924652397, 0.13114046466866, 0.31448378500683105, 0.22026361069086]",0.0,0.24660994545325854,AB2C2D5E5F24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.0578522787298086,GGA,Ga-Hf-Na-O-P-Si,0.045208976752132,-2.868403638934466,3.7388,6,Triclinic,1,P1,oxide,Na,None,Hf,None,Ga,Si,"H, N, O, P, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
