material_id,chem_formula,R$_0$,B,Ru_chemenv,num_Ru_chemenvs,Ru_wyckoff,num_Ru_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ru_sites,num_CN_env,num_charge_states,RuX_coordn,RuO_coordn,mean_coordn_Ru-X,min_coordn_Ru-X,max_coordn_Ru-X,mean_coordn_Ru-O,min_coordn_Ru-O,max_coordn_Ru-O,mean_Ru_charge,min_Ru_charge,max_Ru_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_RuO_BondL
mp-1228398,Ba3HoIrRuO9,1.5867022509568485,2.28464088960474,Octahedron,1,2b,1,[0.047266615803705],0.0,0.047266615803705,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ho-Ir-O-Ru,0.0,-2.594449324666667,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,"H, O",I,,Ho,,B > 1,Positive B,2.003655500242373
mp-1228400,Ba3FeRu2O9,2.0005583853936506,-0.0011818848128632,Octahedron,1,"2b, 2a",2,"[0.026571574984313003, 0.221933610174975]",0.0,0.12425259257964401,AB2C3D9,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Fe-O-Ru,0.015596529333331,-2.227097320666667,0.0,4,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Fe, Ru",,,B,O,F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.000212536857866
mp-1228432,Ba8Ta2Ru3(BrO9)2,2.098115078140753,-0.140819212420674,Octahedron,1,"2c, 1b",2,"[0.022524390230654, 0.33302763054745704]",0.0,0.17777601038905552,A2B2C3D8E18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Br-O-Ru-Ta,0.014514632609422,-2.747154983777778,0.037999999999999,5,Trigonal,-3m,R-3m,hypobromite,,Ba,"Ru, Ta",,,B,O,Br,,,,"B $\in$ [-1, -0.1]",Negative B,2.0410123090041874
mp-1228458,Ba6Y2Ru3PtO18,1.7049986616913562,1.1962909603844818,Octahedron,1,"1a, 1b",2,"[0.039337038492183, 0.050700952034368, 0.160902672523064]",0.0,0.08364688768320501,AB2C3D6E18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.67,4.67,4.67,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Pt-Ru-Y,0.0,-2.575113708666667,0.0,5,Trigonal,3m,P3m1,oxide,,Ba,"Y, Ru, Pt",,,B,"O, P",,,,,B > 1,Positive B,2.006274489410524
mp-1228653,Ba2CoRuO6,1.8404329500759764,0.7485459633717404,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Co-O-Ru,0.019201509583353,-2.099805032666666,0.0,4,Trigonal,3m,P3m1,oxide,,Ba,"Co, Ru",,,B,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.9776751527771177
mp-1228662,Ba7Li3(RuO5)4,1.930922502943516,0.9890666677498852,Octahedron,1,2c,1,"[0.330003969041606, 0.366793354252532]",0.0,0.348398661647069,A3B4C7D20,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.75,5.75,5.75,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Li-O-Ru,0.031857900588236,-2.266288590882353,0.0,4,Monoclinic,2,C2,oxide,Li,Ba,Ru,,,B,O,,,,,"B $\in$ [0.5, 1]",Positive B,1.9770418467372461
mp-1228718,Ba3InIrRuO9,1.7483200230699054,1.3991832539836253,Octahedron,1,2b,1,[0.076260373997297],0.0,0.076260373997297,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-In-Ir-O-Ru,0.0,-2.211254367777778,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,In,B,O,I,,,,B > 1,Positive B,2.003674801375652
mp-1228796,Ba3GdIrRuO9,1.5370166885525038,2.5728307378721054,Octahedron,1,2b,1,[0.0466128138458],0.0,0.0466128138458,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Gd-Ir-O-Ru,0.0,-2.559445923333334,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,Gd,,B > 1,Positive B,2.0065675466257296
mp-1228797,Ba12MnRu5(ClO6)4,1.8152685390782333,1.045153652467398,Octahedron,1,"2c, 1a",2,"[0.20634937686786703, 0.46636657558341804, 0.25150356603601604]",0.0,0.3080731728291004,AB4C5D12E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Cl-Mn-O-Ru,0.000764359257225,-2.471794477998502,0.0043,5,Trigonal,-3m,P-3m1,hypochlorite,,Ba,"Mn, Ru",,,B,"C, O",Cl,,,,B > 1,Positive B,2.0085713131635634
mp-1228911,Ba10Ru3W(Cl2O9)2,1.911446999604016,0.4099605096578448,Octahedron,1,1a,1,"[0.300603926966791, 0.321638364802707, 0.213133307198753]",0.0,0.27845853298941703,AB3C4D10E18,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Cl-O-Ru-W,0.017132229768509,-2.5933795675,0.060599999999999,5,Trigonal,3m,P3m1,oxide,,Ba,"Ru, W",,,B,"C, O",Cl,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0150923097150306
mp-1229142,Ba5Na2Ru3O14,1.9361623700539308,0.4268546211741554,"Octahedron, Trigonal bipyramid",2,2a,1,"[0.25279897971450305, 0.27258347271079403, 0.20069178507964403]",0.0,0.24202474583498035,A2B3C5D14,2,2,2,"[6.0, 5.0]","[6.0, 5.0]",5.5,5.0,6.0,5.5,5.0,6.0,5.5,5.0,6.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Na-O-Ru,0.0,-2.280405142406608,0.1436,4,Monoclinic,2,P2_1,oxide,Na,Ba,Ru,,,B,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9456528000802615
mp-1229266,Ba12SrCa3(Ru2O9)4,1.7293401327271642,1.4694971681764653,Octahedron,1,2d,1,"[0.216956933268338, 0.243824753675938, 0.19833414067510502, 0.24319060088766903]",0.0,0.22557660712676253,AB3C8D12E36,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ca-O-Ru-Sr,0.001692528333331,-2.4646319715,0.1854,5,Trigonal,-3m,P-3m1,oxide,,"Ca, Sr, Ba",Ru,,,B,"C, O, S",,,,,B > 1,Positive B,2.000219720123328
mp-1229333,Ba20Ga5Ru7O44,1.943760928954556,0.266971565665156,Octahedron,1,"1a, 1b",2,"[0.10877345580533401, 0.19961431802363902, 0.21285276481091503, 0.238376231498054, 0.07493440053341101, 0.15588235240352002, 0.12591060116236202]",0.0,0.15947773203389073,A5B7C20D44,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Ga-O-Ru,0.0,-2.50663425167763,0.0,4,Monoclinic,m,Pm,oxide,,Ba,Ru,,Ga,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.007871258845343
mp-12832,Ba3CaRu2O9,1.7217172738888138,1.5225346933834374,Octahedron,1,2d,1,[0.111722384370197],0.0,0.111722384370197,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ca-O-Ru,0.015527682333333,-2.462047541666667,0.0,4,Trigonal,-3m,P-3m1,oxide,,"Ca, Ba",Ru,,,B,"C, O",,,,,B > 1,Positive B,2.0017985168899997
mp-14430,Sr2YRuO6,1.9802374355582468,0.0438841701963918,Octahedron,1,2b,1,[0.0057923908202900005],0.0,0.0057923908202900005,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,O-Ru-Sr-Y,0.0,-2.842278018,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,"Y, Ru",,,,"O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.988262194925736
mp-16796,Sr2GdRuO6,1.9481166000437744,0.0557320696694233,Octahedron,1,2b,1,[0.005286338641962001],0.0,0.005286338641962001,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",SCAN,Gd-O-Ru-Sr,0.0,-2.828292794,0.253699999999999,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Ru,,,,"O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9583082545495483
mp-16821,Ba3PrRu2O9,1.494899002014063,1.782344489814259,Octahedron,1,4f,1,[0.032163515153456],0.0,0.032163515153456,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.5,4.5,1.0,1,1,Ru4.50+-O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Pr-Ru,0.0,-2.559985890111112,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Ru,,,B,"O, P",,,Pr,,B > 1,Positive B,2.008546575355544
mp-17137,Ba3ZnRu2O9,1.7832232673330164,1.1642797208024818,Octahedron,1,4f,1,[0.300473951900317],0.0,0.300473951900317,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Ru-Zn,0.0,-2.233870685333334,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,"Zn, Ru",,,B,O,,,,,B > 1,Positive B,1.9974008647731718
mp-17237,Gd3RuO7,1.941282474079194,0.0577742625287124,Octahedron,1,2b,1,[0.24429293481791603],0.0,0.24429293481791603,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-O-Ru,0.0,-2.988652779090906,0.1389,3,Orthorhombic,mmm,Cmcm,oxide,,,Ru,,,,O,,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9520188634997107
mp-17304,Ba4Ru3O10,1.76762399418766,0.6149806135733744,Octahedron,1,"2a, 4e",2,"[0.39624499495137805, 0.168708893175532]",0.0,0.282476944063455,A3B4C10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-O-Ru,0.0,-2.2903073755882373,0.0,3,Orthorhombic,mmm,Cmce,oxide,,Ba,Ru,,,B,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.0111025760698498
mp-17546,Cs2RuO4,2.261941905744027,1.1936543080158466,Tetrahedron,1,4c,1,[0.035597707544186],0.0,0.035597707544186,AB2C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cs-O-Ru,0.0,-1.507200010000001,0.585599999999999,3,Orthorhombic,mmm,Pnma,oxide,Cs,,Ru,,,,"C, O",,,,,B > 1,Positive B,1.7770630723691254
mp-17753,Nd3RuO7,1.9384317105128064,0.1329991423327922,Octahedron,1,2b,1,[0.134994737120535],0.0,0.134994737120535,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Nd-O-Ru,0.0,-2.956110070227272,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,Ru,,,,"N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,1.963146616155786
mp-17789,K2RuO4,1.9229624243549632,0.3629968819427869,Tetrahedron,1,4c,1,[0.034268569197708],0.0,0.034268569197708,AB2C4,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,K-O-Ru,0.0,-1.713982263857143,0.169599999999999,3,Orthorhombic,mmm,Pnma,oxide,K,,Ru,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.774792130227717
mp-17902,K3Na(RuO4)2,2.0223191506502083,0.6074682997533036,Tetrahedron,1,4f,1,[0.26146979113778],0.0,0.26146979113778,AB2C3D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,K-Na-O-Ru,0.0,-1.70723813772352,0.0,4,Monoclinic,2/m,C2/c,oxide,"Na, K",,Ru,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,1.7761292283092296
mp-18701,Ba3YRu2O9,1.878701467870065,0.6944064337590453,Octahedron,1,4f,1,[0.038203149453787],0.0,0.038203149453787,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Ru-Y,0.0,-2.621688098,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,"Y, Ru",,,B,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.006442589193881
mp-19176,La2NiRuO6,1.9962534115907888,0.0846648490245394,Octahedron,1,2c,1,[0.002259546234149],0.0,0.002259546234149,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,La-Ni-O-Ru,0.0,-2.633363193,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Ni, Ru",,,,"N, O",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0307433018684855
mp-19501,Ba6Na2V2Ru2O17,1.7724252034912893,1.2380377598838077,Octahedron,1,4f,1,[0.24550393909760201],0.0,0.24550393909760201,A2B2C2D6E17,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Na-O-Ru-V,0.0,-2.600389998715814,0.414499999999999,5,Hexagonal,6/mmm,P6_3/mmc,oxide,Na,Ba,"V, Ru",,,B,"N, O",,,,,B > 1,Positive B,2.0021201524135086
mp-20472,LaRuO3,1.9417491549237795,0.2103731732500663,Octahedron,1,4b,1,[0.05879858967296701],0.0,0.05879858967296701,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,La-O-Ru,0.044498394499996,-2.5601037775,0.0,3,Orthorhombic,mmm,Pnma,oxide,,,Ru,,,,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.0866814485212974
mp-20687,Sr2LuRuO6,1.977925640836548,0.0254115210054703,Octahedron,1,2c,1,[0.003534650343942],0.0,0.003534650343942,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Lu-O-Ru-Sr,0.0,-2.9030109491666662,0.1147,4,Monoclinic,2/m,P2_1/c,oxide,,Sr,Ru,,,,"O, S",,,Lu,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.98257241576305
mp-20947,CaRuO3,1.9350782525243937,0.1516700092785957,Octahedron,1,4b,1,[0.009359612903135],0.0,0.009359612903135,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-O-Ru,0.0,-2.090757463000001,0.0,3,Orthorhombic,mmm,Pnma,oxide,,Ca,Ru,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9945446987721152
mp-21466,Ca2RuO4,2.1089912509504707,-0.2854164652286727,Octahedron,1,4a,1,[0.048066468305805],0.0,0.048066468305805,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-O-Ru,0.022457544285716,-2.392633276428571,0.0,3,Orthorhombic,mmm,Pbca,oxide,,Ca,Ru,,,,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9902607040997662
mp-22352,Ba3InRu2O9,1.938537908225389,0.3735949622458774,Octahedron,1,4f,1,[0.05401636712912301],0.0,0.05401636712912301,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-In-O-Ru,0.0,-2.261919185444445,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Ru,,In,B,O,I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0072628180426237
mp-22363,Ba3NiRu2O9,1.7782319094831451,1.0705513123869357,Octahedron,1,4f,1,[0.33250182977164905],0.0,0.33250182977164905,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Ni-O-Ru,0.0,-2.186366352333336,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,"Ni, Ru",,,B,"N, O",,,,,B > 1,Positive B,1.9751670263760082
mp-22472,Ba3CuRu2O9,1.7388734655130258,1.276608288678949,Octahedron,1,4f,1,[0.31756629034772704],0.0,0.31756629034772704,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Cu-O-Ru,0.0,-2.117636103666667,0.0,4,Orthorhombic,mmm,Cmcm,oxide,,Ba,"Cu, Ru",,,B,"C, O",,,,,B > 1,Positive B,1.9741083224220617
mp-24538,K2H12Ru(SO7)2,2.1349948418906792,0.0091417228450125,Octahedron,1,2a,1,[0.10470195988244001],0.0,0.10470195988244001,AB2C2D12E14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,H-K-O-Ru-S,0.048183563135088,-1.526997896596773,2.0237,5,Monoclinic,2/m,P2_1/c,oxide,K,,Ru,,,,"H, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1463461510217616
mp-28908,Ba5(RuO5)2,1.61144467893884,1.983927487509888,Octahedron,1,4f,1,[0.33030929942979503],0.0,0.33030929942979503,A2B5C10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-O-Ru,0.0,-2.441765696764707,0.228099999999999,3,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Ru,,,B,O,,,,,B > 1,Positive B,1.9747460772681
mp-2912480,Sr2La2MgRuO8,2.259417083745692,-0.6852532614681064,Octahedron,1,2i,1,[0.112061735865062],0.0,0.112061735865062,ABC2D2E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",r2SCAN,La-Mg-O-Ru-Sr,0.011309813571427,-2.9301237550000003,0.0,5,Monoclinic,2/m,C2/m,oxide,,"Mg, Sr",Ru,,,,"O, S",,,La,,"B $\in$ [-1, -0.1]",Negative B,1.9808246479590916
mp-29683,Sr2Ru3O10,1.9203638636053888,0.2301419467477525,Octahedron,1,"2h, 1a",2,"[0.412532877297042, 0.014626454476641002]",0.0,0.21357966588684152,A2B3C10,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.0,6.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,O-Ru-Sr,0.039519318416665,-1.685685858620365,0.0,3,Monoclinic,2/m,C2/m,oxide,,Sr,Ru,,,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9418319562567183
mp-3222,La3RuO7,1.9326130724808537,0.2102931619815994,Octahedron,1,2b,1,[0.08267317803149],0.0,0.08267317803149,AB3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,La-O-Ru,0.0,-3.154186080454543,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,Ru,,,,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.971690830683918
mp-3258,Ca3Ru2O7,1.9673069337239115,0.0724672429258847,Octahedron,1,4b,1,[0.035730285808690004],0.0,0.035730285808690004,A2B3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,Ca-O-Ru,0.009455837083338,-2.270496084583334,0.0,3,Orthorhombic,mm2,Cmc2_1,oxide,,Ca,Ru,,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9958260990866332
mp-36836,Sr4Ru2O9,1.7868309225382089,1.0008942074474647,Octahedron,1,"2d, 2c",2,"[0.1472401237714, 0.150283148301776, 0.11985767527923101]",0.0,0.13912698245080232,A2B4C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,O-Ru-Sr,0.0,-2.289000134222222,0.0,3,Trigonal,32,P321,oxide,,Sr,Ru,,,,"O, S",,,,,B > 1,Positive B,1.973360180520012
mp-37692,Li3RuO4,1.7704292415260563,1.2275210388987357,Octahedron,1,2e,1,[0.21054063175457302],0.0,0.21054063175457302,AB3C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Li-O-Ru,0.0,-1.9401401275,0.0,3,Monoclinic,2/m,P2/c,oxide,Li,,Ru,,,,O,,,,,B > 1,Positive B,1.9701686620741672
mp-37839,Li7RuO6,1.7787858633964722,1.1058852998691835,Octahedron,1,1a,1,[0.083250235439856],0.0,0.083250235439856,AB6C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Li-O-Ru,0.00982672285714,-1.982366741666667,0.6366,3,Triclinic,1,P1,oxide,Li,,Ru,,,,O,,,,,B > 1,Positive B,1.9806916495397282
mp-39249,BaLaMgRuO6,1.9994140684512467,-0.0666816998886323,Octahedron,1,1c,1,[0.33889982303536004],0.0,0.33889982303536004,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-La-Mg-O-Ru,0.019925456333331,-2.756379858,0.300899999999999,5,Tetragonal,-4,I-4,oxide,,"Mg, Ba",Ru,,,B,O,,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9872062371290624
mp-39259,BaLaZnRuO6,2.0862556774487326,-0.5067636169968318,Octahedron,1,1a,1,[0.406875346182121],0.0,0.406875346182121,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-La-O-Ru-Zn,0.042115497666665,-2.4701412895,0.381199999999999,5,Triclinic,1,P1,oxide,,Ba,"Zn, Ru",,,B,O,,,La,,"B $\in$ [-1, -0.1]",Negative B,1.9935656683284757
mp-4208,Ca2RuO4,1.207401785588175,1.958064834415821,Octahedron,1,2a,1,[0.10163592288845001],0.0,0.10163592288845001,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-O-Ru,0.031826128214285,-2.383264692500002,0.0,3,Orthorhombic,mmm,Cmce,oxide,,Ca,Ru,,,,"C, O",,,,,B > 1,Positive B,2.002111684314437
