material_id,chem_formula,R$_0$,B,Ru_chemenv,num_Ru_chemenvs,Ru_wyckoff,num_Ru_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ru_sites,num_CN_env,num_charge_states,RuX_coordn,RuO_coordn,mean_coordn_Ru-X,min_coordn_Ru-X,max_coordn_Ru-X,mean_coordn_Ru-O,min_coordn_Ru-O,max_coordn_Ru-O,mean_Ru_charge,min_Ru_charge,max_Ru_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_RuO_BondL
mp-1211045,LiGd2RuO6,1.971374566770463,0.0877675973676806,Octahedron,1,2a,1,[0.009157059051735],0.0,0.009157059051735,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Gd-Li-O-Ru,0.020619058166666,-2.792406803833333,0.163699999999999,4,Monoclinic,2/m,P2_1/c,oxide,Li,,Ru,,,,O,,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9874842312182146
mp-1211080,LiNd2RuO6,1.9693432348954256,0.0587205629514453,Octahedron,1,2a,1,[0.009406361638899],0.0,0.009406361638899,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Li-Nd-O-Ru,0.0,-2.8044745583333333,0.4246,4,Monoclinic,2/m,P2_1/c,oxide,Li,,Ru,,,,"N, O",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9801217689657673
mp-1211106,LiPr2RuO6,1.968268234721064,0.0942524804600449,Octahedron,1,2a,1,[0.0065439417786370005],0.0,0.0065439417786370005,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Li-O-Pr-Ru,0.0,-2.786508984166666,0.301499999999999,4,Monoclinic,2/m,P2_1/c,oxide,Li,,Ru,,,,"O, P",,,Pr,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9855671621642348
mp-1211129,LiP4(RuO7)2,1.9512613380506447,0.137533713338641,Octahedron,1,"1h, 1a",2,"[0.30221500211323005, 0.164278201046362]",0.0,0.23324660157979604,AB2C4D14,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Li-O-P-Ru,0.013758977103174,-2.257291626757368,0.030999999999999,4,Triclinic,-1,P-1,oxide,Li,,Ru,,,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0273156641823515
mp-1211319,La2CoRuO6,1.908944049442881,0.330320108567991,Octahedron,1,2a,1,[0.023842389381642],0.0,0.023842389381642,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Co-La-O-Ru,0.0,-2.647642955000002,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Co, Ru",,,,"C, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.043502840568451
mp-1211920,Ho2NiRuO6,1.985761416234046,0.0962711239567055,Octahedron,1,2a,1,[0.028701725516022004],0.0,0.028701725516022004,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Ho-Ni-O-Ru,0.038601930874996,-2.656093420999998,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Ni, Ru",,,,"H, N, O",,,Ho,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0249783114385056
mp-1212785,Gd2NiRuO6,1.9958003194189944,0.0799266517218965,Octahedron,1,2a,1,[0.016760529322802],0.0,0.016760529322802,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Gd-Ni-O-Ru,0.027065080999996,-2.601556444499999,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Ni, Ru",,,,"N, O",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.028359174514612
mp-1212954,Er2NiRuO6,2.0112726618052763,0.0364725644232374,Octahedron,1,2a,1,[0.024023613380300003],0.0,0.024023613380300003,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Er-Ni-O-Ru,0.036923706499996,-2.672538971499999,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Ni, Ru",,,,"N, O",,,Er,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.026130180328919
mp-1213197,Dy2NiRuO6,1.8606077690644915,0.4061031918244456,Octahedron,1,2a,1,[0.057394125730281007],0.0,0.057394125730281007,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-Ni-O-Ru,0.032721849499996,-2.650716669833332,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Ni, Ru",,,,"N, O",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.026038731827049
mp-1213434,CuP4(RuO7)2,1.9539079889361384,0.1460565912293195,Octahedron,1,"1h, 1a",2,"[0.5793264061339081, 0.26791657785155204]",0.0,0.42362149199273,AB2C4D14,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cu-O-P-Ru,0.010727887142845,-2.100515305646257,0.0,4,Triclinic,-1,P-1,oxide,,,"Cu, Ru",,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.036940184009605
mp-1214117,Ca2TmRuO6,1.9933228775143303,-0.035469304150415,Octahedron,1,2a,1,[0.019971922008913002],0.0,0.019971922008913002,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ca-O-Ru-Tm,0.0,-2.894377372000001,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,Ru,,,,"C, O",,,Tm,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9868372524025515
mp-1214370,BaLiRu5O11,1.9991403490195,0.0527283934260117,Octahedron,1,"6g, 4e",2,"[0.07365038274765001, 0.28655837197503603]",0.0,0.18010437736134302,ABC5D11,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,3.5,3.0,4.0,1.5,1,2,"O-, O2-","Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Li-O-Ru,0.026851857569438,-1.680907969074074,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,Li,Ba,Ru,,,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0364444242458846
mp-1214484,Ba3TmRu2O9,1.8285090082580224,0.8781327060752903,Octahedron,1,4f,1,[0.08257820548169201],0.0,0.08257820548169201,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-O-Ru-Tm,0.0,-2.652875291999997,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Ru,,,B,O,,,Tm,,"B $\in$ [0.5, 1]",Positive B,1.9900472093553503
mp-1214498,Ca3Nd8(RuO6)4,2.032928914509489,-0.0607957570952499,Octahedron,1,4b,1,"[0.565098338089244, 0.579493885950337]",0.0,0.5722961120197905,A3B4C8D24,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ca-Nd-O-Ru,0.004684924839761,-2.95727110025641,0.0,4,Tetragonal,4,I4_1,oxide,,Ca,Ru,,,,"C, N, O",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.014973819577488
mp-1214536,Ba3HoRu2O9,1.6561595690720758,1.2134817688237334,Octahedron,1,4f,1,[0.045919906825912],0.0,0.045919906825912,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.5,4.5,1.0,1,1,Ru4.50+-O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ho-O-Ru,0.0,-2.638737857666666,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,Ru,,,B,"H, O",,,Ho,,B > 1,Positive B,2.00586838953847
mp-1214638,Ba3FeRu2O9,1.9482185006954336,0.3482756612978225,Octahedron,1,4f,1,[0.07905910304742801],0.0,0.07905910304742801,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Fe-O-Ru,0.0,-2.242693849999999,0.0,4,Hexagonal,6/mmm,P6_3/mmc,oxide,,Ba,"Fe, Ru",,,B,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0122863029259968
mp-1214781,Ba4Nd(RuO4)3,1.9819706206196943,0.0973267860611096,Octahedron,1,"1d, 2i",2,"[0.203355292946535, 0.10312583681980701]",0.0,0.153240564883171,AB3C4D12,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Nd-O-Ru,0.004008364624987,-2.473973363875,0.0,4,Monoclinic,2/m,C2/m,oxide,,Ba,Ru,,,B,"N, O",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0196758143009044
mp-1214892,BaCr2(RuO3)4,1.859536253135276,0.3823175043295042,Octahedron,1,4d,1,"[0.622121896213905, 0.6879436539618621, 0.7731605504698791, 0.782801985696971]",0.0,0.7165070215856544,AB2C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Cr-O-Ru,0.037460897631582,-1.852153380921051,0.0,4,Tetragonal,4,P4,oxide,,Ba,"Cr, Ru",,,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0167121028251027
mp-1214930,Ba5AlRu2O11,1.9522557747421945,0.2209025637428115,Octahedron,1,4c,1,"[0.09953748039971201, 0.103255242184437]",0.0,0.10139636129207451,AB2C5D11,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Ba-O-Ru,0.0,-2.635391082894735,0.0786,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Ru,,Al,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.021412558570672
mp-1215053,Ba4La(RuO4)3,1.9618891748181848,0.1581449160779262,Octahedron,1,"2i, 1c",2,"[0.20512224441405302, 0.106866503473622, 0.113782510006283, 0.12264645260953501, 0.21402674858450502]",0.0,0.15248889181759961,AB3C4D12,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-La-O-Ru,0.004045474958306,-2.482295864416667,0.0,4,Monoclinic,2/m,C2/m,oxide,,Ba,Ru,,,B,O,,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.02095644378465
mp-1215133,Ba5GaRu2O11,1.9467193538287928,0.2401784854528333,Octahedron,1,4c,1,"[0.09887971290191001, 0.09553219114291701]",0.0,0.09720595202241351,AB2C5D11,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ba-Ga-O-Ru,0.0,-2.479075944210526,0.0642,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Ru,,Ga,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0206542753698113
mp-1218058,SrPrMgRuO6,1.9733989978089124,0.0678043826632557,Octahedron,1,2a,1,[0.128832128873361],0.0,0.128832128873361,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Mg-O-Pr-Ru-Sr,0.0,-2.7658952386666678,0.3557,5,Monoclinic,m,Pc,oxide,,"Mg, Sr",Ru,,,,"O, P, S",,,Pr,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9858237011327706
mp-1218066,SrNdZnRuO6,1.9683524769210965,0.1180470439422119,Octahedron,1,2a,1,[0.163644939285595],0.0,0.163644939285595,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Nd-O-Ru-Sr-Zn,0.040401676333344,-2.453259790249999,0.0,5,Monoclinic,m,Pc,oxide,,Sr,"Zn, Ru",,,,"N, O, S",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,1.989985717939912
mp-1218068,SrPrZnRuO6,1.9774147586108304,0.0768011837740817,Octahedron,1,2a,1,[0.12674785334271602],0.0,0.12674785334271602,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,O-Pr-Ru-Sr-Zn,0.044599480166678,-2.437875147666666,0.0,5,Monoclinic,m,Pc,oxide,,Sr,"Zn, Ru",,,,"O, P, S",,,Pr,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9914884381587623
mp-1218129,SrNdMgRuO6,1.9715493111499087,0.0838563553702152,Octahedron,1,2a,1,[0.16139028656231902],0.0,0.16139028656231902,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Mg-Nd-O-Ru-Sr,0.0,-2.77524732075,0.361899999999999,5,Monoclinic,m,Pc,oxide,,"Mg, Sr",Ru,,,,"N, O, S",,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9869172399917383
mp-1218130,SrNdFeRuO6,2.030414710795548,-0.0182057990779908,Octahedron,1,2a,1,[0.13082010120552],0.0,0.13082010120552,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Fe-Nd-O-Ru-Sr,0.005352220499997,-2.47815658325,0.0,5,Monoclinic,m,Pc,oxide,,Sr,"Fe, Ru",,,,"N, O, S",F,,Nd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0230075861525276
mp-1218208,SrLaMgRuO6,1.9584402688274416,0.1415452066467421,Octahedron,1,2a,1,[0.079405880570729],0.0,0.079405880570729,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,La-Mg-O-Ru-Sr,0.0,-2.775059609,0.0503,5,Monoclinic,m,Pc,oxide,,"Mg, Sr",Ru,,,,"O, S",,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.9843332903491318
mp-1218253,SrLa(RuO3)2,2.007442839922465,0.1087976551582019,Octahedron,1,4b,1,[0.052191512955958],0.0,0.052191512955958,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,La-O-Ru-Sr,0.018635361499997,-2.378971543,0.0,4,Orthorhombic,mm2,Pmn2_1,oxide,,Sr,Ru,,,,"O, S",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.049746463228953
mp-1218344,Sr3LaCuRuO8,1.8137386375028848,1.1054124906791238,Octahedron,1,1b,1,[0.091097746261887],0.0,0.091097746261887,ABCD3E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Cu-La-O-Ru-Sr,0.04155524330358,-2.5566959225,0.0,5,Orthorhombic,mm2,Amm2,oxide,,Sr,"Cu, Ru",,,,"C, O, S",,,La,,B > 1,Positive B,1.9787737211180911
mp-1218399,Sr4FeRuO8,2.219039553797756,-1.3056443814834886,Octahedron,1,1c,1,[0.030450287716668002],0.0,0.030450287716668002,ABC4D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-O-Ru-Sr,0.0,-2.557285502142857,0.0,4,Orthorhombic,mmm,Cmmm,oxide,,Sr,"Fe, Ru",,,,"O, S",F,,,,B < -1,Negative B,1.9805158806200795
mp-1218407,Sr4MnRuO8,2.071820192194925,-0.439806729311066,Octahedron,1,1d,1,[0.035533938066726],0.0,0.035533938066726,ABC4D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mn-O-Ru-Sr,0.015767967857143,-2.595502251280788,0.0,4,Tetragonal,4/mmm,P4/mmm,oxide,,Sr,"Mn, Ru",,,,"O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9900015000720035
mp-1218426,Sr3MnRuO7,2.017355927503308,-0.1745338095271468,Octahedron,1,1a,1,[0.004462929097150001],0.0,0.004462929097150001,ABC3D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mn-O-Ru-Sr,0.011782262500001,-2.494403374410919,0.0,4,Tetragonal,4mm,I4mm,oxide,,Sr,"Mn, Ru",,,,"O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.984323723595202
mp-1218437,Sr3LaZnRuO8,1.939356027885189,0.3761997231952064,Octahedron,1,1a,1,[0.062390690286975005],0.0,0.062390690286975005,ABCD3E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,La-O-Ru-Sr-Zn,0.010878561517857,-2.689399345357142,0.508799999999999,5,Orthorhombic,mm2,Amm2,oxide,,Sr,"Zn, Ru",,,,"O, S",,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.975070009036039
mp-1218458,SrCa3(RuO4)2,1.196252711963457,1.9907054777906128,Octahedron,1,"2b, 2a",2,"[0.062548952901178, 0.187434713603144]",0.0,0.12499183325216101,AB2C3D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-O-Ru-Sr,0.031848885565477,-2.372888628720243,0.0,4,Orthorhombic,mm2,Iba2,oxide,,"Ca, Sr",Ru,,,,"C, O, S",,,,,B > 1,Positive B,2.0044259439693963
mp-1218460,Sr4La2Mg(RuO6)2,2.5834121080947354,-1.4196248399687446,Octahedron,1,2e,1,[0.14344018777276202],0.0,0.14344018777276202,AB2C2D4E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,La-Mg-O-Ru-Sr,0.046306405357144,-2.814534335476191,0.0,5,Tetragonal,4/mmm,I4/mmm,oxide,,"Mg, Sr",Ru,,,,"O, S",,,La,,B < -1,Negative B,2.0049878969277573
mp-1218461,Sr3FeRuO7,2.0761257599793685,-0.535469717491469,Octahedron,1,1a,1,[0.044380939878846004],0.0,0.044380939878846004,ABC3D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-O-Ru-Sr,0.041278103749999,-2.4052356104166672,0.0,4,Tetragonal,4mm,I4mm,oxide,,Sr,"Fe, Ru",,,,"O, S",F,,,,"B $\in$ [-1, -0.1]",Negative B,1.974292935032172
mp-1218465,SrCa3(RuO3)4,1.944612963750868,0.186034127649685,Octahedron,1,2c,1,"[0.084942698707601, 0.048472616077591006]",0.0,0.066707657392596,AB3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-O-Ru-Sr,0.006929663624999,-2.076580484875001,0.0,4,Monoclinic,m,Pm,oxide,,"Ca, Sr",Ru,,,,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.020201748919104
mp-1218471,Sr3TiRuO7,2.211813510087056,-0.4856632658944148,Octahedron,1,1a,1,[0.036018013473903],0.0,0.036018013473903,ABC3D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,O-Ru-Sr-Ti,0.004935267916637,-2.810359569305586,0.0,4,Tetragonal,4mm,I4mm,oxide,,Sr,"Ti, Ru",,,,"O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9988144628943887
mp-1218485,Sr3CoRuO7,1.9604478051828416,0.0979859959094488,Octahedron,1,1a,1,[0.019282767259453],0.0,0.019282767259453,ABC3D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Co-O-Ru-Sr,0.038679257083336,-2.294482123749999,0.0,4,Tetragonal,4mm,I4mm,oxide,,Sr,"Co, Ru",,,,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9745842025043692
mp-1218503,Sr8RuRh3O16,1.7730648867836714,1.209667602272989,Octahedron,1,1c,1,[0.058320613747677004],0.0,0.058320613747677004,AB3C8D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,O-Rh-Ru-Sr,0.0,-2.405361412142857,0.0,4,Tetragonal,-4,I-4,oxide,,Sr,"Ru, Rh",,,,"O, S",,,,,B > 1,Positive B,1.9945640896609842
mp-1218505,SrCa(RuO3)2,1.8643764423142304,0.3872920858691343,Octahedron,1,4c,1,[0.066246160630462],0.0,0.066246160630462,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-O-Ru-Sr,0.008671287750001,-2.067591546249998,0.0,4,Orthorhombic,mm2,Pmc2_1,oxide,,"Ca, Sr",Ru,,,,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0212182683504163
mp-1218516,Sr4MnRuO8,2.171046228439764,-1.0411285754976494,Octahedron,1,1a,1,[0.019109942276997003],0.0,0.019109942276997003,ABC4D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mn-O-Ru-Sr,0.0,-2.611270219137931,0.0,4,Orthorhombic,mmm,Cmmm,oxide,,Sr,"Mn, Ru",,,,"O, S",,,,,B < -1,Negative B,1.9808637196517482
mp-1218524,Sr6Zn(RuO6)2,2.0903566101146502,-0.7385839321136738,Octahedron,1,2i,1,[0.142531825088781],0.0,0.142531825088781,AB2C6D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",r2SCAN,O-Ru-Sr-Zn,0.002323705476182,-2.5043551414285723,0.064999999999999,4,Monoclinic,2/m,C2/m,oxide,,Sr,"Zn, Ru",,,,"O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.940380277153281
mp-1218532,Sr6Ir2RuO12,2.4499449223227576,-1.1127395872758703,Octahedron,1,1a,1,[0.088611611883808],0.0,0.088611611883808,AB2C6D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA,Ir-O-Ru-Sr,0.019338588214294,-2.3842333166666663,0.0,4,Monoclinic,2/m,C2/m,oxide,,Sr,"Ru, Ir",,,,"O, S",I,,,,B < -1,Negative B,1.9971600341401743
mp-1218544,SrCaMnRuO6,2.046586753639288,-0.3299260636496406,Octahedron,1,2a,1,[0.080604546838259],0.0,0.080604546838259,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Ca-Mn-O-Ru-Sr,0.030215337821434,-2.355366048793103,0.039099999999999,5,Monoclinic,2,P2_1,oxide,,"Ca, Sr","Mn, Ru",,,,"C, O, S",,,,,"B $\in$ [-1, -0.1]",Negative B,1.9862534491017516
