material_id,chem_formula,R$_0$,B,Th_chemenv,num_Th_chemenvs,Th_wyckoff,num_Th_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Th_sites,num_CN_env,num_charge_states,ThX_coordn,ThO_coordn,mean_coordn_Th-X,min_coordn_Th-X,max_coordn_Th-X,mean_coordn_Th-O,min_coordn_Th-O,max_coordn_Th-O,mean_Th_charge,min_Th_charge,max_Th_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_ThO_BondL
mp-1217271,Th2PNO,2.3063403732727954,0.1647229295431834,Face-capped octahedron,1,"1c, 1b",2,"[2.138952904104254, 1.59466740840589]",0.0,1.866810156255072,ABCD2,1,2,1,"[7.0, 7.0]","[1.0, 3.0]",7.0,7.0,7.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,3,3,"P3-, N3-, O2-","Actinides, Nonmetals",GGA,N-O-P-Th,0.0,-2.528609156928572,1.3129,4,Trigonal,3m,P3m1,oxide,,,,,,,"N, O, P",,,,Th,"B $\in$ [0.1, 0.5]",Positive B,2.420973948992189
mp-1217281,Th2AsNO,2.404542691497588,0.0295886842088462,Face-capped octahedron,1,"1a, 1c",2,"[1.986456625399952, 1.509363763020157]",0.0,1.7479101942100546,ABCD2,1,2,1,"[7.0, 7.0]","[1.0, 3.0]",7.0,7.0,7.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,3,3,"N3-, As3-, O2-","Actinides, Metalloids, Nonmetals",GGA,As-N-O-Th,0.0,-2.487483489499999,0.8689999999999991,4,Trigonal,3m,P3m1,oxide,,,,,,As,"N, O",,,,Th,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4251339399295992
mp-1217448,Th4P6PbO24,2.1394509825570136,0.4277144725999201,Tricapped triangular prism (three square-face caps),1,1a,1,"[4.161988337309659, 3.815795164884338, 4.098409037006122, 3.894323931909848]",0.0,3.9926291177774917,AB4C6D24,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Nonmetals, Post-Transition Metals",GGA,O-P-Pb-Th,0.0,-3.30804156565306,4.4866,4,Triclinic,1,P1,oxide,,,,,Pb,,"O, P",,,,Th,"B $\in$ [0.1, 0.5]",Positive B,2.4934822253727815
mp-1217519,ThV2PbO8,1.9543162793019808,0.7737700510539859,Dodecahedron with triangular faces - p2345 plane normalized,1,2i,1,[2.445858604503304],0.0,2.445858604503304,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,O-Pb-Th-V,0.030229109999998,-2.7569120625000023,2.8617,4,Triclinic,-1,P-1,oxide,,,V,,Pb,,"O, P",,,,Th,"B $\in$ [0.5, 1]",Positive B,2.4636360208346075
mp-1219651,RbNaCaTh(Si2O5)4,2.017531306645625,0.5903322308925641,Square antiprism,1,2a,1,[0.177895085409416],0.0,0.177895085409416,ABCDE8F20,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ca-Na-O-Rb-Si-Th,0.001286538346352,-3.308542512933728,4.934799999999999,6,Tetragonal,-42m,P-42c,oxide,"Na, Rb",Ca,,,,Si,"C, N, O, S",,,,Th,"B $\in$ [0.5, 1]",Positive B,2.427388622844048
mp-1220958,NaTh2(PO4)3,2.1383958511391965,0.4302362440540525,Tricapped triangular prism (three square-face caps),1,2a,1,"[4.235836806266525, 3.939104666690888]",0.0,4.087470736478706,AB2C3D12,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,Na-O-P-Th,0.0,-3.336144477239326,4.604,4,Monoclinic,m,Cc,phosphate,Na,,,,,,"N, O, P",,,,Th,"B $\in$ [0.1, 0.5]",Positive B,2.490506453832382
mp-1221303,Na2Th(MoO4)3,1.5192804280586352,1.3135484165865825,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[2.077438945751143],0.0,2.077438945751143,AB2C3D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",GGA_U,Mo-Na-O-Th,0.014602336909705,-2.45649984098659,3.5214,4,Monoclinic,2/m,C2/c,oxide,Na,,Mo,,,,"N, O",,,,Th,B > 1,Positive B,2.4299356260714213
mp-1223475,KNaCaTh(Si2O5)4,2.108369730417849,0.4311700364363129,Square antiprism,1,2a,1,[0.21747673189681002],0.0,0.21747673189681002,ABCDE8F20,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",r2SCAN,Ca-K-Na-O-Si-Th,0.0,-3.310627612457165,4.908,6,Tetragonal,-42m,P-42c,oxide,"Na, K",Ca,,,,Si,"C, N, O, S",,,,Th,"B $\in$ [0.1, 0.5]",Positive B,2.407723512025691
mp-1227121,CaThNb2O8,2.3915147452967647,0.0463152655838701,Square antiprism,1,1b,1,[2.577731807938541],0.0,2.577731807938541,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Nb-O-Th,0.004058803124999,-3.516040042499998,3.562599999999999,4,Monoclinic,2,C2,oxide,,Ca,Nb,,,,"C, N, O",,,,Th,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4251144596411214
mp-1227211,CaTh(PO4)2,1.6161471898407924,1.0704953879044383,Bicapped square prism (adjacent faces),1,2i,1,[4.244237995868558],0.0,4.244237995868558,ABC2D8,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",GGA,Ca-O-P-Th,0.0,-3.420023514523809,4.628500000000001,4,Triclinic,-1,P-1,phosphate,,Ca,,,,,"C, O, P",,,,Th,B > 1,Positive B,2.557020334807146
mp-16814,KTh2V3O12,1.9573254253008137,0.7194529373063947,Tricapped triangular prism (three square-face caps),1,4f,1,[3.872045598929958],0.0,3.872045598929958,AB2C3D12,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-O-Th-V,0.0,-3.053849811513888,3.300899999999999,4,Monoclinic,2/m,C2/c,oxide,K,,V,,,,O,,,,Th,"B $\in$ [0.5, 1]",Positive B,2.504120706132905
mp-28611,ThTa2O7,1.8717425108926744,0.7335313152948828,Bicapped square prism (adjacent faces),1,2i,1,[4.15643836199026],0.0,4.15643836199026,AB2C7,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",r2SCAN,O-Ta-Th,0.0,-3.450774461466665,2.656399999999999,3,Monoclinic,2/m,C2/m,oxide,,,Ta,,,,O,,,,Th,"B $\in$ [0.5, 1]",Positive B,2.5398546862005404
mp-29368,Th2Ta2O9,2.087283793524516,0.5156810706332414,"Square-face capped square prism, Square-face bicapped square antiprism, Tricapped triangular prism (three square-face caps)",3,"4c, 2b",2,"[2.796946221334202, 2.534935392152385, 3.909884703166622]",0.0,3.080588772217736,A2B2C9,3,2,1,"[10.0, 9.0]","[10.0, 9.0]",9.5,9.0,10.0,9.5,9.0,10.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",GGA,O-Ta-Th,0.031524580961537,-3.600141676320517,3.506,3,Orthorhombic,222,C222_1,oxide,,,Ta,,,,O,,,,Th,"B $\in$ [0.5, 1]",Positive B,2.5450397891918866
mp-4733,ThTi2O6,1.9110366375197765,0.8699523264332569,Square antiprism,1,2e,1,[2.078683003857152],0.0,2.078683003857152,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",r2SCAN,O-Th-Ti,0.001847779444446,-3.620658229814814,3.145199999999999,3,Monoclinic,2/m,C2/c,oxide,,,Ti,,,,O,,,,Th,"B $\in$ [0.5, 1]",Positive B,2.4535265051876918
mp-540876,KTh2(PO4)3,2.049010203102537,0.5612437830436776,Tricapped triangular prism (three square-face caps),1,4f,1,[3.757487620446572],0.0,3.757487620446572,AB2C3D12,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,K-O-P-Th,0.0,-3.362313743676586,4.599,4,Monoclinic,2/m,C2/c,phosphate,K,,,,,,"O, P",,,,Th,"B $\in$ [0.5, 1]",Positive B,2.492522565164001
mp-541285,Th(TeO3)2,2.246119879723657,0.3030165893746334,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[2.7196652062625173],0.0,2.7196652062625173,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals",r2SCAN,O-Te-Th,0.0,-2.465903043425929,3.6142,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,Te,O,,,,Th,"B $\in$ [0.1, 0.5]",Positive B,2.4293909971946688
mp-554280,RbTh2(PO4)3,2.064128790914583,0.5409794968263784,Tricapped triangular prism (three square-face caps),1,4f,1,[3.734537297215166],0.0,3.734537297215166,AB2C3D12,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,O-P-Rb-Th,0.0,-3.3586079309126973,4.5745000000000005,4,Monoclinic,2/m,C2/c,phosphate,Rb,,,,,,"O, P",,,,Th,"B $\in$ [0.5, 1]",Positive B,2.496580260742215
mp-555861,Na2Th(PO4)2,3.072127758463945,-0.894124370220833,"Square antiprism, Square-face bicapped square antiprism",2,2i,1,"[2.722231352625974, 1.984989327493349]",0.0,2.3536103400596615,AB2C2D8,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",SCAN,Na-O-P-Th,0.0,-3.096479676503409,4.9443,4,Monoclinic,2/m,C2/c,phosphate,Na,,,,,,"N, O, P",,,,Th,"B $\in$ [-1, -0.1]",Negative B,2.451177887894778
mp-556017,Th2P2O9,2.1123974084606103,0.5047560980902872,Pentagonal bipyramid,1,4f,1,[1.483188478926033],0.0,1.483188478926033,A2B2C9,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Nonmetals",r2SCAN,O-P-Th,0.0,-3.557437455329672,5.073399999999999,3,Orthorhombic,mmm,Cmce,oxide,,,,,,,"O, P",,,,Th,"B $\in$ [0.5, 1]",Positive B,2.3886293253493074
mp-556508,K8Th(MoO4)6,1.3824770825247088,1.5552746517174056,Square antiprism,1,2i,1,[0.540019649577965],0.0,0.540019649577965,AB6C8D24,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Mo-O-Th,0.009459283205117,-2.339320074179486,3.9187,4,Triclinic,-1,P-1,oxide,K,,Mo,,,,O,,,,Th,B > 1,Positive B,2.4620953688495533
mp-556638,K2Th(MoO4)3,2.125218271744541,0.5031194930541464,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.8998647190266071],0.0,1.8998647190266071,AB2C3D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",GGA_U,K-Mo-O-Th,0.010598922743056,-2.48575743275,3.633099999999999,4,Monoclinic,2/m,C2/c,oxide,K,,Mo,,,,O,,,,Th,"B $\in$ [0.5, 1]",Positive B,2.450654564241292
mp-558272,Na3ThP3O11,1.78248971145965,0.9222657670634832,Tricapped triangular prism (three square-face caps),1,2i,1,[2.008588517482319],0.0,2.008588517482319,AB3C3D11,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,Na-O-P-Th,0.00081513141204,-2.974830912114804,4.9779,4,Triclinic,-1,P-1,oxide,Na,,,,,,"N, O, P",,,,Th,"B $\in$ [0.5, 1]",Positive B,2.509921066117488
mp-559645,KThP3O10,2.09782665016989,0.4745337514362281,Square antiprism,1,4a,1,[1.4465370918132041],0.0,1.4465370918132041,ABC3D10,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,K-O-P-Th,0.0,-3.081015655578571,5.0116,4,Orthorhombic,222,P2_12_12_1,oxide,K,,,,,,"O, P",,,,Th,"B $\in$ [0.1, 0.5]",Positive B,2.427935724971852
mp-560756,Th(MoO4)2,2.1626445703698667,0.3714346758540509,"Octahedron, Tricapped triangular prism (three square-face caps)",2,"2d, 1a, 6g",3,"[0.44358192151728504, 0.0028148059510980004, 0.020566975837642002]",0.0,0.155654567768675,AB2C8,2,2,1,"[6.0, 9.0]","[6.0, 9.0]",7.5,6.0,9.0,7.5,6.0,9.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",GGA_U,Mo-O-Th,0.001888497058081,-2.645904524646464,3.5974,3,Trigonal,-3,P-3,oxide,,,Mo,,,,O,,,,Th,"B $\in$ [0.1, 0.5]",Positive B,2.4262004960920374
mp-560863,ThSe2O7,2.4205822336670293,0.066280097731154,Tricapped triangular prism (three square-face caps),1,4e,1,[2.7277557029132353],0.0,2.7277557029132353,AB2C7,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Nonmetals",r2SCAN,O-Se-Th,0.0,-2.152323822968748,3.7779,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,,"O, S, Se",,,,Th,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4703514148534476
mp-582483,Na2Th(PO4)2,2.866101328783833,-0.5720562667125526,"Square antiprism, Square-face bicapped square antiprism",2,4e,1,"[1.7386717061000532, 2.709497995993701]",0.0,2.224084851046877,AB2C2D8,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,Na-O-P-Th,0.000967422115384,-3.095512254388025,4.9667,4,Monoclinic,2/m,P2_1/c,phosphate,Na,,,,,,"N, O, P",,,,Th,"B $\in$ [-1, -0.1]",Negative B,2.468773347293167
mp-6698,Th2Cu(PO4)3,2.0519377961853102,0.5969940644531282,Square-face bicapped trigonal prism,1,4f,1,[2.248828921204895],0.0,2.248828921204895,AB2C3D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",GGA,Cu-O-P-Th,0.0,-3.167140958551586,2.9463,4,Monoclinic,2/m,C2/c,phosphate,,,Cu,,,,"C, O, P",,,,Th,"B $\in$ [0.5, 1]",Positive B,2.4464755322081633
mp-676287,Ce6Th4O19,2.599353371411408,-0.2423987953355171,Cube,1,2b,1,"[0.10125415287681401, 0.11184956650894401]",0.0,0.106551859692879,A4B6C19,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Lanthanides, Nonmetals",GGA,Ce-O-Th,0.0,-4.231695849827586,0.102799999999999,3,Monoclinic,m,Cm,oxide,,,,,,,"C, O",,,Ce,Th,"B $\in$ [-1, -0.1]",Negative B,2.4272347865032335
mp-686371,Na11La7Th2Ti20O60,2.4335441197097305,0.1553944927750445,"Diminished icosahedron, Tricapped triangular prism (two square-face caps and one triangular-face cap)",2,1a,1,"[6.116715336048254, 6.341472737521866]",1.0,6.22909403678506,A2B7C11D20E60,2,2,1,"[11.0, 6.0]","[11.0, 6.0]",8.5,6.0,11.0,8.5,6.0,11.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,La-Na-O-Th-Ti,0.016785810442497,-3.4166427002683912,1.8209,5,Triclinic,1,P1,oxide,Na,,Ti,,,,"N, O",,,La,Th,"B $\in$ [0.1, 0.5]",Positive B,2.563598533599165
mp-695308,CaGdTh(PO4)3,1.8774461539926048,0.7738138578334759,"Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps)",2,1a,1,"[3.9698114720107833, 4.239898101532027, 4.256242307915785, 4.263893738830307]",0.0,4.182461405072225,ABCD3E12,2,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Lanthanides, Nonmetals",GGA,Ca-Gd-O-P-Th,0.014849966527789,-3.417549832023809,2.609099999999999,5,Triclinic,1,P1,phosphate,,Ca,,,,,"C, O, P",,,Gd,Th,"B $\in$ [0.5, 1]",Positive B,2.5090453130991106
mp-704544,ThV2O7,1.9386169977878496,0.8325637119131872,Dodecahedron with triangular faces - p2345 plane normalized,1,8h,1,[2.35091040531709],0.0,2.35091040531709,AB2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",GGA_U,O-Th-V,0.049967026250003,-2.915585814000001,2.602099999999999,3,Orthorhombic,mmm,Pnnm,oxide,,,V,,,,O,,,,Th,"B $\in$ [0.5, 1]",Positive B,2.4629322581371773
mp-756142,La2Th5O13,2.0566057127835315,0.5654949714716333,Cube,1,1a,1,"[0.007932829783898001, 0.005426736725349, 0.007052192241867001, 0.00656090119529, 0.119863164156303]",0.0,0.029367164820541403,A2B5C13,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Lanthanides, Nonmetals",GGA,La-O-Th,0.031293392312502,-4.078443600687502,2.425199999999999,3,Trigonal,3m,R3m,oxide,,,,,,,O,,,La,Th,"B $\in$ [0.5, 1]",Positive B,2.4433153961479985
mp-757224,Th4P6O23,2.132955008596682,0.3957905003320029,"Square-face bicapped trigonal prism, Tricapped triangular prism (two square-face caps and one triangular-face cap)",2,"2b, 2a",2,"[4.402180305362897, 2.727547822290974, 4.166144443694194, 4.234475667315758]",0.0,3.882587059665956,A4B6C23,2,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Nonmetals",r2SCAN,O-P-Th,0.0,-3.393899319935062,4.258999999999999,3,Orthorhombic,mm2,Pmc2_1,oxide,,,,,,,"O, P",,,,Th,"B $\in$ [0.1, 0.5]",Positive B,2.4443763910424665
mp-7651,ThSiO4,1.6103912318307991,1.1916691201729142,Tricapped triangular prism (two square-face caps and one triangular-face cap),1,4e,1,[4.148482379430959],0.0,4.148482379430959,ABC4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals",SCAN,O-Si-Th,0.035676972499977,-3.619284323333353,4.6509,3,Monoclinic,2/m,P2_1/c,silicate,,,,,,Si,"O, S",,,,Th,B > 1,Positive B,2.4987119374937814
mp-825406,ThV2O7,1.9101117662662368,0.8448592809289703,"Square-face bicapped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",2,4a,1,"[4.030830938982653, 3.9454609477556053]",0.0,3.9881459433691293,AB2C7,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",GGA_U,O-Th-V,0.019233272250005,-2.946319568,2.3154,3,Orthorhombic,mm2,Pna2_1,oxide,,,V,,,,O,,,,Th,"B $\in$ [0.5, 1]",Positive B,2.458863323078151
mp-862893,ThNb4O12,2.303864489483856,0.2981058808003424,Cuboctahedron,1,"2j, 1a",2,"[0.325598248833666, 0.309887250287226]",0.0,0.317742749560446,AB4C12,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,4.0,4.0,4.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",GGA,Nb-O-Th,0.027483656022406,-3.242060130196078,1.9393,3,Orthorhombic,mmm,Immm,oxide,,,Nb,,,,"N, O",,,,Th,"B $\in$ [0.1, 0.5]",Positive B,2.647441280720705
