CN,n_samples,n_materials,avg_formal_charge,s_avg_approx,savg_class,charge_fraction_breakdown
4.0,2280,2280,4.0,1.0,s_avg ≤ 1,4+:1.0000
6.0,23,23,4.0,0.6666666666666666,s_avg ≤ 1,4+:1.0000
