CN,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean
1.0,111,14,1.7078075860513724,1.7078075860513724,0.0,0.9459459459459459
2.0,24,7,1.6613216041815333,2.009888334427531,0.34856673024599805,0.9318181818181818
3.0,12,5,1.646669479711395,1.667179858692011,0.014775969453362535,0.8787878787878788
4.0,19714,2272,1.6150456621737415,1.6414595017044267,0.019955266061056923,0.9903374859593588
6.0,103,23,1.6975434667529958,1.949372853556737,0.3272645497057344,1.0
