CN,formal_charge,count,fraction_within_cn,weighted_charge_contribution
0.0,4,10,1.0,4.0
1.0,4,14,1.0,4.0
2.0,4,7,1.0,4.0
3.0,4,5,1.0,4.0
4.0,4,2280,1.0,4.0
6.0,4,23,1.0,4.0
