material_id,chem_formula,n_rows,CN_values,R0_mean,B_mean,chemenv_examples,mean_charge_mean,min_charge_min,max_charge_max
mp-28456,Sn15Os3O14,3,"[3, 4, 5]",1.9856465097310017,0.3125929713360188,"Trigonal bipyramid, Triangular non-coplanar, Tetrahedron",2.26666667,2.26666667,2.26666667
mp-760170,Sn13(O5F3)2,3,"[2, 3, 4]",2.211915531956393,0.0628519888714234,"See-saw, Triangular non-coplanar, Square non-coplanar, Pentagonal plane, Square pyramid",2.0,2.0,2.0
mp-1047057,Sn3(P2O7)2,2,"[3, 6]",2.199621139880538,-0.2371950086265219,"See-saw, Octahedron",3.5,3.0,4.0
mp-1101728,Sn2(SO4)3,2,"[5, 6]",2.6228163581964283,-0.6091857962090067,"Square-face capped trigonal prism, Octahedron",3.0,3.0,3.0
mp-1223964,In4(SnO4)3,2,"[6, 7]",1.9303960035210828,0.4750884166331642,"Octahedron, Square-face capped trigonal prism",4.0,4.0,4.0
mp-1228716,Ca3Ga2(SnO4)3,2,"[4, 6]",1.9699950309647989,0.2947853051396438,"Octahedron, Tetrahedron",4.0,4.0,4.0
mp-26701,Li3Sn2(PO4)3,2,"[4, 6]",2.4533531603970795,-0.708509412141065,"Octahedron, Square pyramid",3.5,3.0,4.0
mp-26871,Li2Sn3(P2O7)2,2,"[4, 6]",2.1088160945901446,0.3715856283635148,"Octahedron, Square pyramid",2.0,2.0,2.0
mp-26950,Sn2(PO3)5,2,"[3, 6]",2.1858978195481784,0.1653126108433732,Octahedron,2.5,2.0,3.0
mp-27480,Sn2OF2,2,"[1, 2]",2.034537425447281,0.1407479057917469,"See-saw, Square pyramid",2.0,2.0,2.0
mp-28932,Sn4OF6,2,"[0, 1]",2.091054253021709,-0.0482682744171129,"See-saw, Square pyramid",2.0,2.0,2.0
mp-29590,Sn2OF5,2,"[0, 2]",2.085989835648556,-0.071897751058259,"Octahedron, Cube",3.333333333333333,3.0,4.0
mp-42091,K3Sn2S3ClO12,2,"[3, 4]",1.7769527540078074,0.7801959996864205,"Octahedron, Square pyramid",2.0,2.0,2.0
mp-531245,Co2SnO4,2,"[4, 6]",1.990738599678296,0.2823387612929919,"Octahedron, Tetrahedron",4.0,4.0,4.0
mp-556980,Sn3WO6,2,"[3, 4]",2.197257072034489,0.0831185504085488,"See-saw, Square pyramid",2.0,2.0,2.0
mp-557633,Sn2WO5,2,"[3, 4]",2.269580287406008,-0.0424480211419342,"Square non-coplanar, Square pyramid",2.0,2.0,2.0
mp-559291,Sn2PCO6,2,"[3, 5]",1.887830476086332,0.6508187278947154,"Triangular non-coplanar, Square pyramid",2.0,2.0,2.0
mp-560715,Sn5(PO5)2,2,"[3, 4]",1.942280170670988,0.4910727798494826,"See-saw, Triangular non-coplanar, Square pyramid",2.0,2.0,2.0
mp-561545,Sn4P2O9,2,"[3, 4]",1.9818607330048104,0.4752315125354716,"See-saw, Triangular non-coplanar",2.0,2.0,2.0
mp-585408,Li3Sn2(PO4)3,2,"[3, 6]",2.231408326795243,-0.1968420965331999,Octahedron,3.0,3.0,3.0
mp-645774,SnSO4,2,"[3, 4]",2.1254041922179026,0.3999759949380334,"Square pyramid, Pentagonal pyramid",2.0,2.0,2.0
mp-672976,LiSn(PO3)3,2,"[5, 6]",1.950375483508976,0.5091588096676534,Octahedron,2.0,2.0,2.0
mp-673101,LiSn4(PO4)3,2,"[3, 5]",2.040744459868761,0.4720350627109048,"Tricapped triangular prism (three square-face caps), Pentagonal pyramid",2.0,2.0,2.0
mp-673669,In4(SnO4)3,2,"[6, 7]",1.963218649655698,0.408062404960735,"Square-face capped trigonal prism, Octahedron",4.0,4.0,4.0
mp-753979,Sn2P2O7,2,"[5, 6]",2.108213058697252,0.4247750634764388,Octahedron,2.0,2.0,2.0
mp-757899,Li3Sn2(PO4)3,2,"[4, 6]",2.432304576492524,-0.4381318643074658,Octahedron,3.0,3.0,3.0
mp-761841,Li2SnP2O7,2,"[5, 6]",2.4785736654410124,-1.221737943849543e-06,"Octahedron, Square-face capped trigonal prism",2.0,2.0,2.0
mp-766979,Sn4P2O9,2,"[4, 5]",2.293852824841073,0.1379062835167171,"Octahedron, Square pyramid",2.0,2.0,2.0
mp-767039,Sn8P2O13,2,"[3, 5]",2.0019086832803668,0.4760562749098988,"Octahedron, Pentagonal plane, Square pyramid",2.0,2.0,2.0
mp-767192,Sn(PO3)2,2,"[4, 6]",2.3742912501182625,0.0892108442703733,Octahedron,2.0,2.0,2.0
mp-768877,Sn2Ge2O7,2,"[5, 6]",2.183542740567153,0.1255621710887531,"Octahedron, Pentagonal bipyramid, Square pyramid",3.0,3.0,3.0
mp-769187,Sn5P6O25,2,"[4, 6]",1.9368914575094496,0.3035020542798265,"Octahedron, Tetrahedron",4.0,4.0,4.0
mp-774335,Sn2P2O7,2,"[3, 6]",2.528407355782418,0.0193423672805676,"Square-face capped trigonal prism, Square-face bicapped trigonal prism, Bicapped octahedron (cap faces with one atom in common)",2.0,2.0,2.0
mp-776110,SiSnO3,2,"[3, 4]",2.09051178046537,0.3418821227519097,"See-saw, Octahedron",2.0,2.0,2.0
mp-777890,Ti3NiSn2(PO4)6,2,"[3, 6]",2.144913303044241,0.3588823413231613,Octahedron,2.0,2.0,2.0
mp-1024073,K2Sn3O7,1,[6],1.9465256689847337,0.4401232637937175,Octahedron,4.0,4.0,4.0
mp-10349,Na2SnTeO6,1,[6],2.10314683877551,-0.0260257290249241,Octahedron,4.0,4.0,4.0
mp-1042442,Mg2Sn3O8,1,[6],2.0050071448686886,0.2553133411629506,Octahedron,4.0,4.0,4.0
mp-1042873,Sn(GeO3)2,1,[6],1.9488245447687205,0.4163228296403467,Octahedron,4.0,4.0,4.0
mp-1042980,MgSn2O5,1,[6],1.9449306237379127,0.5088264749850528,Octahedron,4.0,4.0,4.0
mp-1043455,CaNiSnP2O9,1,[6],1.8319733549951784,0.6330630232038175,Octahedron,4.0,4.0,4.0
mp-1043948,CaLaFeSnO6,1,[6],2.0888186455574607,0.0081226307821529,Octahedron,4.0,4.0,4.0
mp-1044868,MgSnP2O7,1,[5],0.6716708865787206,1.9720348956147915,Square-face capped trigonal prism,2.0,2.0,2.0
mp-1045579,CaSn(PO3)4,1,[6],2.3118311146698245,0.1323836072178523,Octahedron,2.0,2.0,2.0
mp-1045939,Ta2Zn2SnO8,1,[6],2.42718510564212,0.0559729074185648,Octahedron,2.0,2.0,2.0
mp-1047992,ZnSnP2O7,1,[5],0.4655324183047546,2.186548993160299,Square-face capped trigonal prism,2.0,2.0,2.0
mp-1048919,CaLaCrSnO6,1,[6],2.086162476927289,-0.0003104425262689,Octahedron,4.0,4.0,4.0
mp-1101467,SnP4O11,1,[6],2.2406842396499385,0.2028426198727776,Octahedron,2.0,2.0,2.0
mp-1101722,V3Cu2Sn(PO4)6,1,[6],1.83686521752648,0.5158658104260668,Octahedron,4.0,4.0,4.0
mp-1102308,BaSn(PO4)2,1,[6],1.8755377846824224,0.46374901598698,Octahedron,4.0,4.0,4.0
mp-1173171,SrLaFeSnO6,1,[6],2.088209487566439,0.0110754281148753,Octahedron,4.0,4.0,4.0
mp-1176486,Mn2V3Sn(PO4)6,1,[6],1.8763374030789213,0.4394689336145839,Octahedron,4.0,4.0,4.0
mp-1176593,LiSn(PO3)4,1,[6],2.3187894841855528,-0.1061524482325128,Octahedron,3.0,3.0,3.0
mp-1176625,LiSn(SO4)2,1,[6],1.9732863286023885,0.5723143826913247,Octahedron,3.5,3.0,4.0
mp-1176679,LiFeSnO4,1,[6],1.8767571796768023,0.5787971419207765,Octahedron,4.0,4.0,4.0
mp-1176813,LiFeSnO4,1,[6],2.044781078643367,0.1270869703248953,Octahedron,4.0,4.0,4.0
mp-1176820,LiCaFe3SnO8,1,[6],1.956150972421232,0.3444724436184894,Octahedron,4.0,4.0,4.0
mp-1176895,Li8Mn7Sn(PO4)12,1,[6],1.8777536384822,0.4337344692339145,Octahedron,4.0,4.0,4.0
mp-1177280,Li4Ti3Mn3(SnO8)2,1,[6],1.9462132226134847,0.4439096016123218,Octahedron,4.0,4.0,4.0
mp-1177317,Li4TiFe3Sn2(PO4)6,1,[3],2.027825013131961,0.4864678169108918,Triangular non-coplanar,2.0,2.0,2.0
mp-1177363,Li4Mn3Sn3(SbO8)2,1,[6],1.8404021327454785,0.6721101437609357,Octahedron,4.0,4.0,4.0
mp-1177657,Li4CrFe3Sn2(PO4)6,1,[3],1.5256236399480207,1.801509419537259,"See-saw, Triangular non-coplanar",2.0,2.0,2.0
mp-1177968,Li2FeSnO4,1,[6],1.8061265056039328,0.7671379743528756,Octahedron,4.0,4.0,4.0
mp-1177993,Li2Mn3SnO8,1,[6],2.0351839504992983,0.169702201239672,Octahedron,4.0,4.0,4.0
