material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Sn_wyckoff,num_Sn_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1042980,MgSn2O5,1.9449306237379127,0.5088264749850528,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Sn,0.0,True,3.0,6.0,2.0176196485482074,2.225683888846078,2.10748177018828,0.06252194445396636,0.20806424029787074,67.84400532043713,49.05035840624886,0.0,178.6147226023732,6.0,1.0,2,Octahedron
mp-1042980,MgSn2O5,1.9449306237379127,0.5088264749850528,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Sn,0.0,True,4.0,6.0,2.0176196485482074,2.2256838888460786,2.1074817701882806,0.0625219444539665,0.20806424029787118,51.81842399062257,34.83268833727315,0.0,96.07728068009914,6.0,1.0,3,Octahedron
mp-1042980,MgSn2O5,1.9449306237379127,0.5088264749850528,[6.0],4.0,4.0,4.0,Octahedron,4f,1,6.0,Sn,0.0,True,5.0,6.0,2.0176196485482074,2.2256838888460777,2.1074817701882806,0.06252194445396633,0.2080642402978703,51.81842399062257,34.83268833727315,0.0,96.07728068009914,6.0,1.0,4,Octahedron
mp-1043455,CaNiSnP2O9,1.8319733549951784,0.6330630232038175,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Sn,0.0,True,8.0,6.0,1.9592111138107313,2.2000283317175815,2.089270421468659,0.07773797457490682,0.24081721790685018,93.75793973323019,35.3799153663334,4.579336454119719,171.24209944675357,6.0,1.0,1,Octahedron
mp-1043455,CaNiSnP2O9,1.8319733549951784,0.6330630232038175,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Sn,0.0,True,9.0,6.0,1.9592111138107318,2.2000283317175824,2.0892704214686595,0.07773797457490692,0.24081721790685062,93.75793973323015,35.37991536633341,4.579336454119719,171.24209944675357,6.0,1.0,2,Octahedron
mp-1043455,CaNiSnP2O9,1.8319733549951784,0.6330630232038175,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Sn,0.0,True,10.0,6.0,1.9592111138107315,2.2000283317175815,2.0892704214686586,0.07773797457490672,0.24081721790684996,68.50439571650278,32.20023211853394,4.579336454119719,97.39069624114823,6.0,1.0,3,Octahedron
mp-1043455,CaNiSnP2O9,1.8319733549951784,0.6330630232038175,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Sn,0.0,True,11.0,6.0,1.9592111138107318,2.2000283317175824,2.0892704214686595,0.0777379745749072,0.24081721790685062,68.50439571650277,32.20023211853395,4.579336454119719,97.39069624114826,6.0,1.0,4,Octahedron
mp-1043948,CaLaFeSnO6,2.0888186455574607,0.0081226307821529,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Sn,0.0,True,6.0,6.0,2.0843611773683173,2.0994691735721367,2.09223974335551,0.004701047884337389,0.015107996203819418,59.91691650783395,24.871623847713632,21.33059945043824,98.04908984402282,6.0,1.0,1,Octahedron
mp-1043948,CaLaFeSnO6,2.0888186455574607,0.0081226307821529,[6.0],4.0,4.0,4.0,Octahedron,2a,1,6.0,Sn,0.0,True,7.0,6.0,2.084995901178713,2.0989308039107475,2.092337667946982,0.004469549989022491,0.013934902732034349,51.03954590119971,23.642181577918883,15.712373357067273,81.93369159294812,6.0,1.0,2,Octahedron
mp-1044868,MgSnP2O7,0.6716708865787206,1.9720348956147915,[5.0],2.0,2.0,2.0,Square-face capped trigonal prism,4e,1,5.0,Sn,0.0,True,,,,,,,,,,,,,,0,Square-face capped trigonal prism
mp-1045579,CaSn(PO3)4,2.3118311146698245,0.1323836072178523,[6.0],2.0,2.0,2.0,Octahedron,2c,1,6.0,Sn,0.0,True,2.0,6.0,2.4240012230323265,2.4942092080539475,2.4597851244949527,0.02867841370261166,0.07020798502162107,60.110327928394774,25.554235712023406,26.21202498366469,95.12806758369429,6.0,1.0,1,Octahedron
mp-1045579,CaSn(PO3)4,2.3118311146698245,0.1323836072178523,[6.0],2.0,2.0,2.0,Octahedron,2c,1,6.0,Sn,0.0,True,3.0,6.0,2.4240012230323273,2.4942092080539484,2.459785124494953,0.028678413702611757,0.07020798502162107,37.82390980924323,13.62057326808806,14.007874482150685,57.68150369869906,6.0,1.0,2,Octahedron
mp-1045939,Ta2Zn2SnO8,2.42718510564212,0.0559729074185648,[6.0],2.0,2.0,2.0,Octahedron,2e,1,6.0,Sn,0.0,True,8.0,6.0,2.430883512829172,2.5274785882012916,2.4781826617333653,0.039460042971893754,0.09659507537211942,97.39867445050703,34.3203546807952,48.92627672562011,163.22431538789613,6.0,1.0,1,Octahedron
mp-1045939,Ta2Zn2SnO8,2.42718510564212,0.0559729074185648,[6.0],2.0,2.0,2.0,Octahedron,2e,1,6.0,Sn,0.0,True,9.0,6.0,2.4308835128291717,2.5274785882012902,2.478182661733365,0.03946004297189367,0.09659507537211853,97.39867445050703,34.3203546807952,48.92627672562012,163.22431538789613,6.0,1.0,2,Octahedron
