material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Sn_wyckoff,num_Sn_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-15108,RbSnAsO5,1.854447758230012,0.521827569985307,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Sn,0.0,True,9.0,6.0,1.9850263868578057,2.1486784028107424,2.0664117309019137,0.05931760409870191,0.16365201595293666,107.32523127522377,34.82042883741116,85.04859649409015,178.7069815999614,6.0,1.0,2,Octahedron
mp-15108,RbSnAsO5,1.854447758230012,0.521827569985307,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Sn,0.0,True,10.0,6.0,1.9850263868578057,2.148678402810741,2.066411730901913,0.05931760409870161,0.16365201595293533,107.32523127522384,34.820428837411306,85.04859649409018,178.70698159996226,6.0,1.0,3,Octahedron
mp-15108,RbSnAsO5,1.854447758230012,0.521827569985307,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Sn,0.0,True,11.0,6.0,1.9896047870951825,2.147806463182247,2.0715489827705897,0.061032075774121036,0.15820167608706437,57.505490227396535,28.63083141521537,13.826814525981828,99.99711185909078,6.0,1.0,4,Octahedron
mp-15108,RbSnAsO5,1.854447758230012,0.521827569985307,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Sn,0.0,True,12.0,6.0,1.9896047870951814,2.147806463182248,2.0715489827705897,0.0610320757741218,0.1582016760870668,105.8002551585411,32.38427515691603,79.77640515611996,173.33968831270585,6.0,1.0,5,Octahedron
mp-15108,RbSnAsO5,1.854447758230012,0.521827569985307,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Sn,0.0,True,13.0,6.0,1.989604787095182,2.147806463182246,2.0715489827705893,0.06103207577412104,0.15820167608706392,50.666345809834276,27.087943343000635,5.55062368557846,82.06250750859904,6.0,1.0,6,Octahedron
mp-15108,RbSnAsO5,1.854447758230012,0.521827569985307,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Sn,0.0,True,14.0,6.0,1.9896047870951812,2.147806463182247,2.0715489827705897,0.061032075774121806,0.1582016760870657,61.33460147244931,36.55235570589771,5.55062368557846,104.80372828185821,6.0,1.0,7,Octahedron
mp-15108,RbSnAsO5,1.854447758230012,0.521827569985307,[6.0],4.0,4.0,4.0,Octahedron,4a,1,6.0,Sn,0.0,True,15.0,6.0,1.9850263868578053,2.1486784028107437,2.066411730901914,0.0593176040987025,0.16365201595293843,107.32523127522377,34.8204288374112,85.04859649409015,178.7069815999617,6.0,1.0,8,Octahedron
mp-1518052,BaSrCeSnO6,2.0702450704499302,0.0871931899118615,[6.0],4.0,4.0,4.0,Octahedron,4u,1,6.0,Sn,0.0,True,12.0,6.0,2.098330442737797,2.1106984790292898,2.1056263656208443,0.004925463556539653,0.012368036291492857,107.47188895655648,34.949494644902614,87.10468646669413,178.87410500855373,6.0,1.0,1,Octahedron
mp-1518052,BaSrCeSnO6,2.0702450704499302,0.0871931899118615,[6.0],4.0,4.0,4.0,Octahedron,4u,1,6.0,Sn,0.0,True,13.0,6.0,2.0983304427377947,2.1106984790292898,2.1056263656208443,0.004925463556540973,0.012368036291495077,107.4718889565565,34.949494644902586,87.10468646669415,178.87410500855339,6.0,1.0,2,Octahedron
mp-1518052,BaSrCeSnO6,2.0702450704499302,0.0871931899118615,[6.0],4.0,4.0,4.0,Octahedron,4u,1,6.0,Sn,0.0,True,14.0,6.0,2.098330442737797,2.1106984790292898,2.105626365620844,0.004925463556539796,0.012368036291492857,107.47188895655651,34.94949464490265,87.10468646669415,178.87410500855373,6.0,1.0,3,Octahedron
mp-1518052,BaSrCeSnO6,2.0702450704499302,0.0871931899118615,[6.0],4.0,4.0,4.0,Octahedron,4u,1,6.0,Sn,0.0,True,15.0,6.0,2.0983304427377947,2.1106984790292915,2.1056263656208447,0.004925463556541066,0.012368036291496853,107.47188895655651,34.94949464490264,87.10468646669413,178.87410500855373,6.0,1.0,4,Octahedron
mp-1522402,BaSrTbSnO6,2.0600363691156467,0.0632438363310826,[6.0],4.0,4.0,4.0,Octahedron,4u,1,6.0,Sn,0.0,True,12.0,6.0,2.0771419692538724,2.090174949559889,2.0856994076786806,0.004543458696872449,0.01303298030601674,107.39418603763725,34.80415860490791,86.58725521888398,178.81021000218408,6.0,1.0,1,Octahedron
mp-1522402,BaSrTbSnO6,2.0600363691156467,0.0632438363310826,[6.0],4.0,4.0,4.0,Octahedron,4u,1,6.0,Sn,0.0,True,13.0,6.0,2.07714196925387,2.0901749495598896,2.0856994076786797,0.004543458696873438,0.013032980306019404,107.3941860376372,34.80415860490778,86.58725521888398,178.81021000218286,6.0,1.0,2,Octahedron
mp-1522402,BaSrTbSnO6,2.0600363691156467,0.0632438363310826,[6.0],4.0,4.0,4.0,Octahedron,4u,1,6.0,Sn,0.0,True,14.0,6.0,2.077141969253871,2.0901749495598896,2.0856994076786797,0.00454345869687296,0.013032980306018516,107.39418603763725,34.80415860490791,86.587255218884,178.81021000218408,6.0,1.0,3,Octahedron
mp-1522402,BaSrTbSnO6,2.0600363691156467,0.0632438363310826,[6.0],4.0,4.0,4.0,Octahedron,4u,1,6.0,Sn,0.0,True,15.0,6.0,2.077141969253872,2.090174949559889,2.0856994076786806,0.004543458696872853,0.013032980306017183,107.3941860376372,34.804158604907784,86.587255218884,178.81021000218286,6.0,1.0,4,Octahedron
mp-1661403,Li4Mn3Co3(SnO8)2,2.066613926610374,0.1158242947997008,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,20.0,6.0,2.0571772795738674,2.1560576134212424,2.112533851513008,0.041767587401358115,0.09888033384737493,89.28917533367937,35.17069125040805,31.92964673576029,164.79031439729746,6.0,1.0,1,Octahedron
mp-1661403,Li4Mn3Co3(SnO8)2,2.066613926610374,0.1158242947997008,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,21.0,6.0,2.0587922735976933,2.1541901529188667,2.112871235348328,0.03625340713530428,0.09539787932117338,96.79890655355517,35.95587789550906,25.08469978605065,166.81331940836137,6.0,1.0,2,Octahedron
mp-1661403,Li4Mn3Co3(SnO8)2,2.066613926610374,0.1158242947997008,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,22.0,6.0,2.0662877598074942,2.198057814037172,2.116784887581008,0.04633348731498964,0.13177005422967758,48.98238219173778,27.07914416305417,11.416522956535026,86.02504274978438,6.0,1.0,3,Octahedron
mp-1661403,Li4Mn3Co3(SnO8)2,2.066613926610374,0.1158242947997008,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,23.0,6.0,2.0770246267205095,2.155676095324501,2.1123522580363505,0.03073551749200432,0.07865146860399141,47.4915763142586,27.121173460635944,12.068615061784511,89.15037740911956,6.0,1.0,4,Octahedron
mp-1661736,Li4Co3Sn5O16,1.9719390869707627,0.3450856802868318,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,14.0,6.0,2.0613536222812154,2.127344915791939,2.098793468501303,0.024453425823464728,0.06599129351072364,81.12304159448193,37.0743267173541,15.331440644636787,176.64184520435623,6.0,1.0,1,Octahedron
mp-1661736,Li4Co3Sn5O16,1.9719390869707627,0.3450856802868318,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,15.0,6.0,2.0411098647255734,2.120831866843246,2.0938711445453246,0.027361412005512193,0.07972200211767255,107.23378293866926,34.84176593715295,81.26359747633585,176.68406574596662,6.0,1.0,2,Octahedron
mp-1661736,Li4Co3Sn5O16,1.9719390869707627,0.3450856802868318,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,16.0,6.0,2.0693673326422672,2.237399165515593,2.1340186653476247,0.061869955653066744,0.1680318328733259,104.87341920753829,31.289438310169196,77.6008705489791,168.95690373952652,6.0,1.0,3,Octahedron
mp-1661736,Li4Co3Sn5O16,1.9719390869707627,0.3450856802868318,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,17.0,6.0,2.0294861515894134,2.228816789872434,2.149695301489971,0.07654378353247746,0.19933063828302044,62.998004231859554,29.75296198706606,23.891351201272638,107.8980212545927,6.0,1.0,4,Octahedron
mp-1661736,Li4Co3Sn5O16,1.9719390869707627,0.3450856802868318,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,18.0,6.0,2.0669851916486666,2.1293785819778903,2.1002201494973964,0.024214023526977057,0.06239339032922375,66.33503663089792,24.871708468339932,24.99084203928279,114.96632182353706,6.0,1.0,5,Octahedron
mp-1661736,Li4Co3Sn5O16,1.9719390869707627,0.3450856802868318,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,19.0,6.0,2.0429438683307404,2.120896534199399,2.0935381147301455,0.025532708644067596,0.07795266586865868,79.56093483681833,36.121851085443005,22.980379412443536,175.51081136621823,6.0,1.0,6,Octahedron
mp-1661736,Li4Co3Sn5O16,1.9719390869707627,0.3450856802868318,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,20.0,6.0,2.018815082685632,2.143762167018542,2.1005391766634887,0.043131300027124814,0.12494708433290969,70.74844762687462,27.65746358435856,25.649740456777938,119.3738609217306,6.0,1.0,7,Octahedron
mp-1661736,Li4Co3Sn5O16,1.9719390869707627,0.3450856802868318,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,21.0,6.0,2.0258382856124357,2.1527519390370284,2.1004816425374155,0.04580656050372151,0.1269136534245927,106.76341964712785,33.996446368294585,76.72669618829846,175.28086096160933,6.0,1.0,8,Octahedron
mp-1661736,Li4Co3Sn5O16,1.9719390869707627,0.3450856802868318,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,22.0,6.0,2.081808380982185,2.1886937014424337,2.1291726148014853,0.03677217358506609,0.10688532046024868,43.45288047204634,20.221532658640225,16.72394712548051,81.79413215257456,6.0,1.0,9,Octahedron
mp-1661736,Li4Co3Sn5O16,1.9719390869707627,0.3450856802868318,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,23.0,6.0,2.093334804872571,2.163580250842324,2.131170946686914,0.02324251763777118,0.07024544596975302,50.32172165323752,20.391458389829825,20.02087449862804,84.0204520730915,6.0,1.0,10,Octahedron
mp-1661768,Li4Co3Sn5O16,1.971704959491123,0.3454265434455449,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,14.0,6.0,2.03422082690726,2.1265968661907944,2.0942548364465234,0.030960198031220413,0.09237603928353444,80.75138809811322,34.8938490932016,28.260026093947843,177.99015096072105,6.0,1.0,1,Octahedron
mp-1661768,Li4Co3Sn5O16,1.971704959491123,0.3454265434455449,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,15.0,6.0,2.0539334278805503,2.132329825761748,2.0972563418105876,0.02752401512542572,0.07839639788119745,106.84799348089318,34.02422514926145,77.97973837837283,176.71798780868883,6.0,1.0,2,Octahedron
mp-1661768,Li4Co3Sn5O16,1.971704959491123,0.3454265434455449,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,16.0,6.0,2.042172441411146,2.224886534513985,2.1463865553457495,0.07532307774476646,0.18271409310283904,99.76740005244329,35.18746536595255,32.35822474079026,162.19824694713304,6.0,1.0,3,Octahedron
mp-1661768,Li4Co3Sn5O16,1.971704959491123,0.3454265434455449,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,17.0,6.0,2.0563911829452426,2.2412639724487464,2.1359195150955324,0.06267545257836186,0.18487278950350383,53.75022973480449,26.76128518157427,15.994896622968168,89.14635443315092,6.0,1.0,4,Octahedron
mp-1661768,Li4Co3Sn5O16,1.971704959491123,0.3454265434455449,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,18.0,6.0,2.0828365965651225,2.116276508940212,2.1034131703335697,0.011378011412742382,0.033439912375089254,78.09533719561001,36.69020164953376,20.98362306577658,175.80256718927097,6.0,1.0,5,Octahedron
mp-1661768,Li4Co3Sn5O16,1.971704959491123,0.3454265434455449,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,19.0,6.0,2.052936240664781,2.1271092191645793,2.0930076128917583,0.02684677200245548,0.07417297849979843,55.53260513857992,27.202403492060295,16.830172637780983,95.8077594010242,6.0,1.0,6,Octahedron
mp-1661768,Li4Co3Sn5O16,1.971704959491123,0.3454265434455449,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,20.0,6.0,2.0366562990566406,2.154207171998624,2.102185120527637,0.04210439177837034,0.11755087294198363,70.8974563012744,27.785524169853772,24.880933274083176,116.8630067001781,6.0,1.0,7,Octahedron
mp-1661768,Li4Co3Sn5O16,1.971704959491123,0.3454265434455449,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,21.0,6.0,2.023526813390506,2.1519436428981296,2.099062621969639,0.041484768011043505,0.12841682950762356,107.14192159526426,34.76872462421873,80.96994034278485,176.5764274930894,6.0,1.0,8,Octahedron
mp-1661768,Li4Co3Sn5O16,1.971704959491123,0.3454265434455449,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,22.0,6.0,2.0979351793996552,2.153534198247308,2.1236366969709906,0.019809878174361376,0.055599018847652726,44.789032828159264,21.444499236552847,14.058949469892001,84.54173021363383,6.0,1.0,9,Octahedron
mp-1661768,Li4Co3Sn5O16,1.971704959491123,0.3454265434455449,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,23.0,6.0,2.0761549117804683,2.192209598869711,2.1354299946304667,0.03973768087952644,0.11605468708924249,35.26267684005149,19.959870482296147,3.0074575893977618,75.94227745070674,6.0,1.0,10,Octahedron
mp-1664575,Li4Co3Sn5O16,2.006359424449169,0.2574683844094288,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,14.0,6.0,2.0366984138111954,2.123259602825852,2.0949273866020084,0.029318056086653516,0.08656118901465648,107.23856293349033,34.86646096425313,80.97915797224694,177.9847037332801,6.0,1.0,1,Octahedron
mp-1664575,Li4Co3Sn5O16,2.006359424449169,0.2574683844094288,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,15.0,6.0,2.0540873313604404,2.1279009156304682,2.0951023723793254,0.025341464606550176,0.07381358427002782,71.87174527059388,27.768043932844503,27.055834365679797,121.15759902866249,6.0,1.0,2,Octahedron
mp-1664575,Li4Co3Sn5O16,2.006359424449169,0.2574683844094288,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,16.0,6.0,2.045716563233898,2.233536926356648,2.143059127896937,0.08187503579387517,0.18782036312274997,104.06870115695557,30.48217973589608,72.7797296086802,168.5040693601253,6.0,1.0,3,Octahedron
mp-1664575,Li4Co3Sn5O16,2.006359424449169,0.2574683844094288,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,17.0,6.0,2.06615310074274,2.2308182044878904,2.133792121962726,0.05745021260437545,0.16466510374515053,62.81649801669914,29.155586686747125,23.90399268874246,108.10233646955714,6.0,1.0,4,Octahedron
mp-1664575,Li4Co3Sn5O16,2.006359424449169,0.2574683844094288,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,18.0,6.0,2.080398135507763,2.118739893634331,2.1033166027145715,0.01386233755907871,0.03834175812656815,67.82579432237148,26.653743673017036,22.78085329189113,114.08725795870268,6.0,1.0,5,Octahedron
mp-1664575,Li4Co3Sn5O16,2.006359424449169,0.2574683844094288,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,19.0,6.0,2.0499269189545632,2.1285987070237367,2.092068511347822,0.02853321013384785,0.07867178806917341,107.09493218567555,34.4442422041002,81.50840740999958,176.31942986863285,6.0,1.0,6,Octahedron
mp-1664575,Li4Co3Sn5O16,2.006359424449169,0.2574683844094288,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,20.0,6.0,2.039341758592016,2.1304400482316477,2.095413093861781,0.028091216256451886,0.09109828963963151,88.33939390822432,37.04603929883938,32.303333889154146,175.5438763561908,6.0,1.0,7,Octahedron
mp-1664575,Li4Co3Sn5O16,2.006359424449169,0.2574683844094288,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,21.0,6.0,2.057637048709871,2.1529890653986055,2.09838487905334,0.029411022703458585,0.0953520166887345,98.71479882544324,38.85308880137209,29.61056019272965,178.33486237440084,6.0,1.0,8,Octahedron
mp-1664575,Li4Co3Sn5O16,2.006359424449169,0.2574683844094288,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,22.0,6.0,2.080356563699762,2.1912442072975944,2.1343728925685714,0.04382472202537121,0.11088764359783232,49.83848172276793,20.192096926807725,20.183678738334976,82.22167240633564,6.0,1.0,9,Octahedron
mp-1664575,Li4Co3Sn5O16,2.006359424449169,0.2574683844094288,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,23.0,6.0,2.0960763266850324,2.1689238396686754,2.1281801107207277,0.026651541355225253,0.072847512983643,37.930595468338204,16.485304903553956,12.390055208382016,67.27075449819992,6.0,1.0,10,Octahedron
mp-1666215,Li4Fe3Sn3(SbO8)2,1.9214099246040497,0.4726652111544952,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,14.0,6.0,2.016049567336301,2.195657762067582,2.1218402692014764,0.0724320696943928,0.1796081947312813,106.64138120093102,33.46352367952123,78.57279810921787,173.02797130916463,6.0,1.0,1,Octahedron
mp-1666215,Li4Fe3Sn3(SbO8)2,1.9214099246040497,0.4726652111544952,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,15.0,6.0,2.0381629707528335,2.1930817903702224,2.119921869845492,0.057022491118397675,0.15491881961738896,78.57475515785777,35.961544206153825,20.577536449894744,172.99576484373185,6.0,1.0,2,Octahedron
mp-1666215,Li4Fe3Sn3(SbO8)2,1.9214099246040497,0.4726652111544952,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,16.0,6.0,2.0662332460622426,2.164739431636785,2.111308057674105,0.0352677808470464,0.09850618557454238,69.46192879468514,25.863444125526442,25.561155597104644,113.45073582687503,6.0,1.0,3,Octahedron
mp-1666215,Li4Fe3Sn3(SbO8)2,1.9214099246040497,0.4726652111544952,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,17.0,6.0,2.06499414212296,2.1624155618025673,2.110529042051565,0.03318581642127294,0.09742141967960727,106.96812098166643,34.2149805228894,79.42149663349183,176.7831415257406,6.0,1.0,4,Octahedron
mp-1666215,Li4Fe3Sn3(SbO8)2,1.9214099246040497,0.4726652111544952,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,18.0,6.0,2.070400859288359,2.158269309761236,2.1151369445274697,0.030895167972852793,0.08786845047287706,106.99097431955693,34.266793913009145,79.42134750704024,175.97129183845365,6.0,1.0,5,Octahedron
mp-1666215,Li4Fe3Sn3(SbO8)2,1.9214099246040497,0.4726652111544952,[6.0],4.0,4.0,4.0,Octahedron,1a,1,6.0,Sn,0.0,True,19.0,6.0,2.06276141058758,2.1604804066838246,2.110808406294565,0.03595327435943234,0.09771899609624457,71.4978667883404,27.512819878277746,27.07992446960568,117.96852824374675,6.0,1.0,6,Octahedron
mp-17213,Cs4SnO4,1.9832746761941595,0.1144276373349606,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Sn,0.0,True,16.0,4.0,1.979974253770547,1.9865800895614059,1.9832915589646838,0.002532036790919633,0.006605835790858938,109.47291255656683,2.2614233017244034,106.46511156771814,112.80846705369717,0.0,0.0,1,Tetrahedron
mp-17213,Cs4SnO4,1.9832746761941595,0.1144276373349606,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Sn,0.0,True,17.0,4.0,1.9799742537705451,1.986580089561406,1.9832915589646842,0.002532036790920109,0.006605835790860937,67.29659996584412,27.310527719004742,24.38109444733167,105.83654316144471,0.0,0.0,2,Tetrahedron
mp-17213,Cs4SnO4,1.9832746761941595,0.1144276373349606,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Sn,0.0,True,18.0,4.0,1.979974253770547,1.986580089561407,1.983291558964684,0.0025320367909201433,0.0066058357908600485,67.29659996584414,27.310527719004742,24.3810944473317,105.83654316144475,0.0,0.0,3,Tetrahedron
mp-17213,Cs4SnO4,1.9832746761941595,0.1144276373349606,[4.0],4.0,4.0,4.0,Tetrahedron,4e,1,4.0,Sn,0.0,True,19.0,4.0,1.9799742537705447,1.9865800895614054,1.9832915589646845,0.0025320367909199806,0.006605835790860715,109.47291255656683,2.2614233017243834,106.46511156771822,112.80846705369716,0.0,0.0,4,Tetrahedron
mp-17730,K2SnO3,1.8696481289511249,0.8237867068363605,[5.0],4.0,4.0,4.0,Square pyramid,4c,1,5.0,Sn,0.0,True,8.0,5.0,1.9355863971072558,2.085778594790162,2.0489778060938377,0.05719759274382466,0.15019219768290615,105.790853331833,22.158206058427723,79.97610156888027,144.11778480422652,4.0,0.8,1,Square pyramid
mp-17730,K2SnO3,1.8696481289511249,0.8237867068363605,[5.0],4.0,4.0,4.0,Square pyramid,4c,1,5.0,Sn,0.0,True,9.0,5.0,1.9355863971072567,2.085778594790161,2.0489778060938377,0.05719759274382403,0.15019219768290437,60.804491656359026,23.9454605545026,24.373029917188568,84.54295380341541,4.0,0.8,2,Square pyramid
mp-17730,K2SnO3,1.8696481289511249,0.8237867068363605,[5.0],4.0,4.0,4.0,Square pyramid,4c,1,5.0,Sn,0.0,True,10.0,5.0,1.9355863971072562,2.085778594790163,2.0489778060938386,0.05719759274382478,0.1501921976829066,60.804491656359026,23.945460554502596,24.373029917188582,84.54295380341543,4.0,0.8,3,Square pyramid
mp-17730,K2SnO3,1.8696481289511249,0.8237867068363605,[5.0],4.0,4.0,4.0,Square pyramid,4c,1,5.0,Sn,0.0,True,11.0,5.0,1.9355863971072562,2.0857785947901624,2.0489778060938386,0.05719759274382466,0.15019219768290615,105.790853331833,22.15820605842773,79.97610156888032,144.11778480422657,4.0,0.8,4,Square pyramid
mp-17743,Sr3Sn2O7,2.0463742596423016,0.0271186709358529,[6.0],4.0,4.0,4.0,Octahedron,4g,1,6.0,Sn,0.0,True,6.0,6.0,2.0494754308978878,2.064781861130562,2.0569724454515623,0.006753658510520898,0.015306430232674195,57.60091899526034,38.687804294580324,6.705652074160483,96.62700149912857,6.0,1.0,1,Octahedron
mp-17743,Sr3Sn2O7,2.0463742596423016,0.0271186709358529,[6.0],4.0,4.0,4.0,Octahedron,4g,1,6.0,Sn,0.0,True,7.0,6.0,2.0494754308978886,2.064781861130564,2.056972445451563,0.006753658510520812,0.015306430232675527,52.02177988362414,34.11622978145381,6.705652074160428,89.6562818785633,6.0,1.0,2,Octahedron
mp-17743,Sr3Sn2O7,2.0463742596423016,0.0271186709358529,[6.0],4.0,4.0,4.0,Octahedron,4g,1,6.0,Sn,0.0,True,8.0,6.0,2.0494754308978873,2.0647818611305624,2.056972445451562,0.006753658510521193,0.015306430232675083,57.600918995260336,38.68780429458033,6.705652074160428,96.62700149912855,6.0,1.0,3,Octahedron
mp-17743,Sr3Sn2O7,2.0463742596423016,0.0271186709358529,[6.0],4.0,4.0,4.0,Octahedron,4g,1,6.0,Sn,0.0,True,9.0,6.0,2.0494754308978878,2.064781861130564,2.0569724454515628,0.006753658510521199,0.015306430232676416,52.02177988362415,34.11622978145381,6.705652074160428,89.65628187856332,6.0,1.0,4,Octahedron
mp-22163,NaSn2(PO4)3,1.9436372363976004,0.2687908645028382,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Sn,0.0,True,2.0,6.0,2.0363266315373783,2.0699699495070654,2.0531483211101507,0.016821555330481592,0.033643317969687114,40.31710864582847,14.158534932288136,15.142512763351274,55.21535700160253,6.0,1.0,1,Octahedron
mp-22163,NaSn2(PO4)3,1.9436372363976004,0.2687908645028382,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Sn,0.0,True,3.0,6.0,2.0363266315373774,2.0699699495070663,2.0531483211101516,0.016821555330482924,0.03364331796968889,105.96989366897085,32.613989635551064,81.66843182403016,170.5889698457714,6.0,1.0,2,Octahedron
mp-22163,NaSn2(PO4)3,1.9436372363976004,0.2687908645028382,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Sn,0.0,True,4.0,6.0,2.0363266315373796,2.0699699495070654,2.0531483211101507,0.01682155533048122,0.03364331796968578,105.96989366897087,32.61398963555108,81.66843182403021,170.58896984577146,6.0,1.0,3,Octahedron
mp-22163,NaSn2(PO4)3,1.9436372363976004,0.2687908645028382,[6.0],4.0,4.0,4.0,Octahedron,4c,1,6.0,Sn,0.0,True,5.0,6.0,2.0363266315373783,2.0699699495070654,2.0531483211101516,0.016821555330482112,0.033643317969687114,40.31710864582847,14.158534932288134,15.142512763351297,55.21535700160252,6.0,1.0,4,Octahedron
mp-22467,Sn(PbO2)2,2.020466206932899,0.1656833594737996,[6.0],4.0,4.0,4.0,Octahedron,4d,1,6.0,Sn,0.0,True,0.0,6.0,2.057438923304011,2.1051012663492354,2.0892138186674942,0.022468243983011418,0.04766234304522454,51.1599232435634,21.733299704284025,19.175520274906066,92.00178975014693,6.0,1.0,1,Octahedron
mp-22467,Sn(PbO2)2,2.020466206932899,0.1656833594737996,[6.0],4.0,4.0,4.0,Octahedron,4d,1,6.0,Sn,0.0,True,1.0,6.0,2.0574389233040113,2.105101266349236,2.0892138186674942,0.02246824398301147,0.04766234304522454,57.32812252571804,24.634745389735595,20.849202761455786,98.85700697080294,6.0,1.0,2,Octahedron
mp-22467,Sn(PbO2)2,2.020466206932899,0.1656833594737996,[6.0],4.0,4.0,4.0,Octahedron,4d,1,6.0,Sn,0.0,True,2.0,6.0,2.057438923304011,2.105101266349236,2.0892138186674942,0.022468243983011574,0.047662343045224986,57.32812252571804,24.634745389735595,20.849202761455803,98.85700697080294,6.0,1.0,3,Octahedron
mp-22467,Sn(PbO2)2,2.020466206932899,0.1656833594737996,[6.0],4.0,4.0,4.0,Octahedron,4d,1,6.0,Sn,0.0,True,3.0,6.0,2.0574389233040113,2.105101266349236,2.0892138186674942,0.022468243983011314,0.04766234304522454,52.64372193636249,21.934503110194438,20.434597845651087,94.72521882962502,6.0,1.0,4,Octahedron
mp-25907,LiSn(PO3)4,2.1015875219003752,0.1996641133742323,[6.0],3.0,3.0,3.0,Octahedron,4c,1,6.0,Sn,0.0,True,4.0,6.0,2.2331419575614024,2.253757825580542,2.2402113430204604,0.009581861116634503,0.020615868019139505,53.858883498177974,27.015801920326158,14.282111619042432,90.20768098660426,6.0,1.0,1,Octahedron
mp-25907,LiSn(PO3)4,2.1015875219003752,0.1996641133742323,[6.0],3.0,3.0,3.0,Octahedron,4c,1,6.0,Sn,0.0,True,5.0,6.0,2.233141957561402,2.2537578255805437,2.2402113430204604,0.009581861116635285,0.020615868019141725,53.858883498177974,27.015801920326158,14.282111619042432,90.20768098660425,6.0,1.0,2,Octahedron
