CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
0.0,2,2,2.088522044335132,-0.06008301273768595,2.6666666666666665
1.0,2,2,2.0627958392344947,0.046239815687317,2.0
2.0,4,4,2.057986143902327,0.189151107173668,2.333333333333333
3.0,39,39,2.016301039695802,0.38370571022057764,2.083760683846154
4.0,37,37,1.9955746344000436,0.39950913485704426,2.6693693694594596
5.0,23,23,1.8384929332987359,0.6802011229147026,2.35942029
6.0,489,489,1.9432867397905975,0.3714485869065221,3.876278118609407
7.0,3,3,1.968892344964899,0.45130917435362045,3.3333333333333335
