CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
1.0,6,3,1.8306149330330281,0.19009619532902003,4.0
2.0,7,7,1.9307959013584828,0.5266132648204476,4.571428571428571
3.0,5,5,1.942268429130925,0.5855772414585376,5.0
4.0,17,15,1.8994801562354473,0.5792191636429278,4.6803921568627445
5.0,30,30,1.9533018131892088,0.17335623630663183,4.874444444444444
6.0,928,908,1.90826363154986,0.534005563955318,4.967083333333333
7.0,49,49,1.906950889215247,0.5465796634672482,4.99156462585034
8.0,6,6,1.7567358010873442,0.7543474074946818,5.0
