CN,formal_charge,count,fraction_within_cn,weighted_charge_contribution
1.0,5,2,1.0,5.0
2.0,5,1,1.0,5.0
3.0,5,5,1.0,5.0
4.0,5,12,1.0,5.0
5.0,4,2,0.07692307692307693,0.3076923076923077
5.0,5,24,0.9230769230769231,4.615384615384616
6.0,4,4,0.004571428571428572,0.018285714285714287
6.0,5,871,0.9954285714285714,4.977142857142857
7.0,5,47,1.0,5.0
8.0,5,6,1.0,5.0
