material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Ta_wyckoff,num_Ta_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1040806,CaLaTaCrO6,2.0159762280888565,-0.0332976097767896,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Ta,0.0,True,11.0,6.0,1.9809298329857115,2.036511395659421,2.0098483358272734,0.01717832098598024,0.05558156267370973,107.73971325322779,35.52177893770676,86.6729365985445,178.88821794500137,6.0,1.0,4,Octahedron
mp-1042364,CaTaBiO5,1.9211944645808736,0.2154522781031244,[4.0],5.0,5.0,5.0,Tetrahedron,8c,1,4.0,Ta,0.0,True,8.0,4.0,1.8506779916064788,1.9033598169374304,1.8742125196532229,0.022663384663285702,0.05268182533095156,62.589795414157436,31.682660712130456,26.341062721980588,108.42654956387393,4.0,1.0,1,Tetrahedron
mp-1042364,CaTaBiO5,1.9211944645808736,0.2154522781031244,[4.0],5.0,5.0,5.0,Tetrahedron,8c,1,4.0,Ta,0.0,True,9.0,4.0,1.850677991606478,1.903359816937427,1.8742125196532224,0.022663384663283607,0.05268182533094912,94.20655190560156,26.333244945553524,54.28422968347468,116.90572778567912,4.0,1.0,2,Tetrahedron
mp-1042364,CaTaBiO5,1.9211944645808736,0.2154522781031244,[4.0],5.0,5.0,5.0,Tetrahedron,8c,1,4.0,Ta,0.0,True,10.0,4.0,1.8506779916064797,1.9033598169374266,1.8742125196532227,0.022663384663283655,0.052681825330946896,62.589795414157436,31.682660712130463,26.34106272198066,108.42654956387398,4.0,1.0,3,Tetrahedron
mp-1042364,CaTaBiO5,1.9211944645808736,0.2154522781031244,[4.0],5.0,5.0,5.0,Tetrahedron,8c,1,4.0,Ta,0.0,True,11.0,4.0,1.850677991606479,1.903359816937431,1.874212519653223,0.022663384663285546,0.052681825330952003,94.20655190560156,26.33324494555353,54.28422968347464,116.90572778567915,4.0,1.0,4,Tetrahedron
mp-1042364,CaTaBiO5,1.9211944645808736,0.2154522781031244,[4.0],5.0,5.0,5.0,Tetrahedron,8c,1,4.0,Ta,0.0,True,12.0,4.0,1.8506779916064784,1.9033598169374317,1.8742125196532244,0.02266338466328578,0.052681825330953336,71.48699416941399,25.24690048213224,33.29783638504842,108.42654956387393,4.0,1.0,5,Tetrahedron
mp-1042364,CaTaBiO5,1.9211944645808736,0.2154522781031244,[4.0],5.0,5.0,5.0,Tetrahedron,8c,1,4.0,Ta,0.0,True,13.0,4.0,1.850677991606479,1.9033598169374297,1.874212519653223,0.022663384663285054,0.05268182533095067,71.48699416941398,25.246900482132233,33.29783638504842,108.42654956387393,4.0,1.0,6,Tetrahedron
mp-1042364,CaTaBiO5,1.9211944645808736,0.2154522781031244,[4.0],5.0,5.0,5.0,Tetrahedron,8c,1,4.0,Ta,0.0,True,14.0,4.0,1.8506779916064795,1.9033598169374317,1.8742125196532242,0.022663384663285473,0.052681825330952226,109.40137950747861,2.8272940963954105,105.02800634187672,112.95533300480368,4.0,1.0,7,Tetrahedron
mp-1042364,CaTaBiO5,1.9211944645808736,0.2154522781031244,[4.0],5.0,5.0,5.0,Tetrahedron,8c,1,4.0,Ta,0.0,True,15.0,4.0,1.8506779916064795,1.90335981693743,1.8742125196532229,0.022663384663285085,0.05268182533095045,109.40137950747862,2.827294096395413,105.02800634187668,112.95533300480369,4.0,1.0,8,Tetrahedron
mp-1043970,CaLaTaFeO6,1.9918462258868657,0.0879400667582679,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True,4.0,6.0,1.9917885254954775,2.0353240623854054,2.008042553993231,0.016803500335675865,0.04353553688992795,59.34404856971737,24.782770916813952,21.567760303067953,95.71835959440841,6.0,1.0,1,Octahedron
mp-1043970,CaLaTaFeO6,1.9918462258868657,0.0879400667582679,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True,5.0,6.0,1.9920779768820205,2.033657376146722,2.0078774393843575,0.015838625123536107,0.041579399264701555,50.78926565831859,23.45761946345756,16.5529719188246,82.23199456971157,6.0,1.0,2,Octahedron
mp-1045157,CaTa2Bi2O9,1.9109662069613864,0.5146148076256575,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Ta,0.0,True,1.0,6.0,1.9160898950326044,2.0722902435371413,1.9895538943831825,0.04867107383108468,0.1562003485045369,84.69414640777498,39.76326840753687,0.0,176.58419888961618,2.0,0.3333333333333333,1,Octahedron
mp-1045157,CaTa2Bi2O9,1.9109662069613864,0.5146148076256575,[6.0],5.0,5.0,5.0,Octahedron,2i,1,6.0,Ta,0.0,True,2.0,6.0,1.9160898950326049,2.0722902435371404,1.9895538943831823,0.04867107383108441,0.15620034850453557,74.23124503287467,34.25096441575353,0.0,99.03827825053654,2.0,0.3333333333333333,2,Octahedron
mp-1046089,Mg2Ta2CrO8,1.9307494541396752,0.5164180193154003,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True,4.0,6.0,1.8533135435523935,2.333114254731626,2.0377840095582895,0.14780787722272015,0.4798007111792326,94.18608961349702,35.77035601425031,33.55825683650991,176.53999342270816,6.0,1.0,1,Octahedron
mp-1046089,Mg2Ta2CrO8,1.9307494541396752,0.5164180193154003,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True,5.0,6.0,1.8524170098906878,2.356192477517317,2.0394291242345775,0.15665545011913926,0.5037754676266291,66.31465093611885,28.659385709692174,19.326985844490736,104.08202708035779,6.0,1.0,2,Octahedron
mp-1046089,Mg2Ta2CrO8,1.9307494541396752,0.5164180193154003,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True,6.0,6.0,1.8587078107495396,2.3469414468467624,2.038832912993131,0.1517493302786146,0.4882336360972228,94.2567877424477,35.61511446062209,33.0763132039772,175.80573181865685,6.0,1.0,3,Octahedron
mp-1046089,Mg2Ta2CrO8,1.9307494541396752,0.5164180193154003,[6.0],5.0,5.0,5.0,Octahedron,1a,1,6.0,Ta,0.0,True,7.0,6.0,1.8479543111514605,2.3430760671609896,2.0384306068938733,0.15301003084088205,0.4951217560095291,66.32381881360784,28.592884959984236,19.384395758934666,103.27770920850854,6.0,1.0,4,Octahedron
mp-1046091,Mg2Ta2VO8,1.935437562378032,0.7107845142325974,[6.0],5.0,5.0,5.0,Octahedron,8f,1,6.0,Ta,0.0,True,8.0,6.0,1.8456030558671337,2.3601932378024886,2.0418461858026737,0.15796940095587284,0.5145901819353549,77.12526117699217,28.409241316584147,31.39212990578141,124.96078837738648,6.0,1.0,1,Octahedron
mp-1046091,Mg2Ta2VO8,1.935437562378032,0.7107845142325974,[6.0],5.0,5.0,5.0,Octahedron,8f,1,6.0,Ta,0.0,True,9.0,6.0,1.8456123373769122,2.360175297095923,2.0418388684019897,0.15796018762592842,0.5145629597190107,97.27022949900747,34.2335257814917,54.455082088951634,176.85112277123187,6.0,1.0,2,Octahedron
mp-1046091,Mg2Ta2VO8,1.935437562378032,0.7107845142325974,[6.0],5.0,5.0,5.0,Octahedron,8f,1,6.0,Ta,0.0,True,10.0,6.0,1.8455406740200673,2.359888799930051,2.0417978275625863,0.15789527001354783,0.5143481259099836,97.35971597458077,35.97309152760824,45.86730458030171,176.8483853617211,6.0,1.0,3,Octahedron
mp-1046091,Mg2Ta2VO8,1.935437562378032,0.7107845142325974,[6.0],5.0,5.0,5.0,Octahedron,8f,1,6.0,Ta,0.0,True,11.0,6.0,1.8455528111625192,2.3598941354632474,2.041805930747746,0.15789200270934373,0.5143413243007282,77.14624623494393,30.041624335426096,31.444261971441748,130.913885182126,6.0,1.0,4,Octahedron
mp-1046091,Mg2Ta2VO8,1.935437562378032,0.7107845142325974,[6.0],5.0,5.0,5.0,Octahedron,8f,1,6.0,Ta,0.0,True,12.0,6.0,1.8456172855215927,2.359019556607443,2.0417151709057872,0.15756984779877684,0.5134022710858501,97.27006382310512,34.22837739947866,54.46366425304325,176.8265419108162,6.0,1.0,5,Octahedron
mp-1046091,Mg2Ta2VO8,1.935437562378032,0.7107845142325974,[6.0],5.0,5.0,5.0,Octahedron,8f,1,6.0,Ta,0.0,True,13.0,6.0,1.8455756044588063,2.359052295200136,2.0417124645380214,0.15758744872745034,0.5134766907413297,77.1148656120454,28.404125895394767,31.41124059405803,124.93226191809693,6.0,1.0,6,Octahedron
