CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
0.0,14,14,1.8001594451784144,0.42960498165876265,2.357142857142857
1.0,23,23,1.75034243324754,0.4820460236053904,2.3405797101449273
2.0,21,21,1.80280633999276,0.37302189255472645,2.484126984126984
3.0,23,23,1.914718935480875,0.03938605675859479,2.210144927536232
4.0,355,355,1.8161530905377967,0.31212391696568426,2.776525821596244
5.0,446,446,1.5118939472737052,0.6675038405758632,2.4045590433482813
6.0,1660,1660,1.8335978923439162,0.31543584333151087,2.740020080321285
7.0,2,2,1.9139346857313693,0.1878261446059269,2.5
8.0,2,2,1.6541934140865782,0.540641198814525,2.4166666666666665
