material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Fe_wyckoff,num_Fe_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1101482,NaLi2FePCO7,1.5833829180836374,0.5370608703145446,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Fe,0.0,True,,,,,,,,,,,,,,0,Octahedron
mp-1101512,LiFeP2O7,1.9395848435390832,0.1309517961207899,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Fe,0.0,True,4.0,6.0,1.9844661060724642,2.070894285860303,2.031221365319334,0.0315467867916532,0.08642817978783879,95.96647952107055,35.564944927845666,39.33549338857424,174.74115152000658,6.0,1.0,1,Octahedron
mp-1101512,LiFeP2O7,1.9395848435390832,0.1309517961207899,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Fe,0.0,True,5.0,6.0,1.9844661060724629,2.0708942858603043,2.0312213653193343,0.03154678679165371,0.08642817978784145,56.010847135943955,22.153446256251108,23.65717653575771,90.91253758068476,6.0,1.0,2,Octahedron
mp-1101512,LiFeP2O7,1.9395848435390832,0.1309517961207899,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Fe,0.0,True,6.0,6.0,1.9844661060724647,2.070894285860303,2.0312213653193343,0.03154678679165345,0.08642817978783834,56.010847135943926,22.15344625625109,23.657176535757728,90.91253758068474,6.0,1.0,3,Octahedron
mp-1101512,LiFeP2O7,1.9395848435390832,0.1309517961207899,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Fe,0.0,True,7.0,6.0,1.9844661060724629,2.0708942858603043,2.0312213653193343,0.031546786791653465,0.08642817978784145,95.96647952107057,35.564944927845666,39.33549338857424,174.74115152000658,6.0,1.0,4,Octahedron
mp-1101516,LiFeP2O7,1.806673549150244,0.3318570457350017,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Fe,0.0,True,4.0,6.0,1.9765103110088127,2.1111694452183336,2.0377429510104688,0.042716953838646946,0.13465913420952091,84.44310341094537,33.75198244797375,17.020695545604074,170.2505911338796,6.0,1.0,1,Octahedron
mp-1101516,LiFeP2O7,1.806673549150244,0.3318570457350017,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Fe,0.0,True,5.0,6.0,1.9765103110088127,2.1111694452183345,2.0377429510104688,0.04271695383864713,0.1346591342095218,97.60151989253414,35.54321285960666,17.020695545604138,176.3758714622904,6.0,1.0,2,Octahedron
mp-1101516,LiFeP2O7,1.806673549150244,0.3318570457350017,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Fe,0.0,True,6.0,6.0,1.9765103110088125,2.111169445218334,2.0377429510104683,0.04271695383864715,0.13465913420952158,84.44310341094538,33.75198244797375,17.02069554560412,170.2505911338796,6.0,1.0,3,Octahedron
mp-1101516,LiFeP2O7,1.806673549150244,0.3318570457350017,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Fe,0.0,True,7.0,6.0,1.976510311008812,2.1111694452183354,2.037742951010469,0.04271695383864745,0.13465913420952336,97.60151989253413,35.54321285960667,17.02069554560412,176.3758714622904,6.0,1.0,4,Octahedron
mp-1101651,NaLi5Fe2P2(CO7)2,1.439901578234262,0.6651586337918506,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Fe,0.0,True,,,,,,,,,,,,,,0,Octahedron
mp-1101655,NaFeBO3,0.5976305725077842,1.4284715331834883,[6.0],2.0,2.0,2.0,Octahedron,"2a, 2d",1,6.0,Fe,0.0,True,4.0,6.0,2.098431832105035,2.225375451079368,2.168242537811865,0.05159764914935968,0.12694361897433337,107.98102317730239,36.793624245219426,80.09384590073843,179.91297365774784,6.0,1.0,1,Octahedron
mp-1101655,NaFeBO3,0.5976305725077842,1.4284715331834883,[6.0],2.0,2.0,2.0,Octahedron,"2a, 2d",1,6.0,Fe,0.0,True,5.0,6.0,2.099980768857617,2.223506879152496,2.1681256381698635,0.050358764480016874,0.12352611029487903,54.035347601227585,18.14303787172418,35.86432901115985,82.57953971491035,6.0,1.0,2,Octahedron
mp-1101655,NaFeBO3,0.5976305725077842,1.4284715331834883,[6.0],2.0,2.0,2.0,Octahedron,"2a, 2d",1,6.0,Fe,0.0,True,6.0,6.0,2.100312545331502,2.218748152491143,2.1672782955100853,0.04938357792091656,0.11843560715964108,50.81691888123369,26.389302579953288,15.748994573103726,102.76140325520544,6.0,1.0,3,Octahedron
mp-1101655,NaFeBO3,0.5976305725077842,1.4284715331834883,[6.0],2.0,2.0,2.0,Octahedron,"2a, 2d",1,6.0,Fe,0.0,True,7.0,6.0,2.1007537618020566,2.2182743523768855,2.1670993243200978,0.04915688766488698,0.11752059057482889,37.7917969271609,20.34568243083018,12.145916822902134,72.4661144226766,6.0,1.0,4,Octahedron
mp-1101665,NaLi5Fe2P2(CO7)2,2.1402163355856514,0.0256377906495217,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Fe,0.0,True,,,,,,,,,,,,,,0,Octahedron
mp-1101703,NaLi2FePCO7,1.669712048572266,0.4634085774774318,[6.0],2.0,2.0,2.0,Octahedron,1a,1,6.0,Fe,0.0,True,,,,,,,,,,,,,,0,Octahedron
mp-1101716,NaLi2FePCO7,1.9739285663519608,0.1787342103464659,"[5.0, 6.0]",2.0,2.0,2.0,Octahedron,1a,1,5.0,Fe,0.0,True,,,,,,,,,,,,,,0,Octahedron
mp-1101716,NaLi2FePCO7,1.9739285663519608,0.1787342103464659,"[5.0, 6.0]",2.0,2.0,2.0,Octahedron,1a,1,6.0,Fe,0.0,True,13.0,6.0,2.0668772871327783,2.4700399256737553,2.1906303888358973,0.13539231290259338,0.403162638540977,93.60284011754565,35.792359841217845,1.0483603863153383,169.62875326660745,6.0,1.0,1,Octahedron
mp-1101725,Na6Li3Fe6(PO4)8,1.859529656517412,0.2584629011046815,[6.0],2.5,2.0,3.0,Octahedron,1a,1,6.0,Fe,1.0,False,11.0,6.0,1.961168157526313,2.1184078760277107,2.0246476565716547,0.051563556902165394,0.15723971850139784,58.31777469700565,30.74676475545479,12.356160514216262,101.00716543478553,6.0,1.0,1,Octahedron
mp-1101725,Na6Li3Fe6(PO4)8,1.859529656517412,0.2584629011046815,[6.0],2.5,2.0,3.0,Octahedron,1a,1,6.0,Fe,1.0,False,13.0,6.0,2.0734628195682134,2.3001169656998637,2.1459805363162334,0.08550013464179636,0.22665414613165025,105.63902105702904,32.56280279670376,65.50540143694093,173.88872276039305,6.0,1.0,2,Octahedron
mp-1101725,Na6Li3Fe6(PO4)8,1.859529656517412,0.2584629011046815,[6.0],2.5,2.0,3.0,Octahedron,1a,1,6.0,Fe,1.0,False,14.0,6.0,1.9597138966417278,2.118920067910456,2.031157793404861,0.05690943068660003,0.15920617126872827,62.56631030753662,30.42855857922792,22.47497474274326,111.26280532735227,6.0,1.0,3,Octahedron
mp-1101736,LiFe3O4,1.9275339839577856,0.2289243385842366,[6.0],2.5,2.0,3.0,Octahedron,"1c, 1d, 1b",1,6.0,Fe,1.0,False,1.0,6.0,2.0700231240619478,2.0954610558675038,2.080944539479917,0.01060420287065244,0.02543793180555598,33.65687748907039,17.99366540595495,0.0,73.17249183832163,6.0,1.0,1,Octahedron
mp-1101736,LiFe3O4,1.9275339839577856,0.2289243385842366,[6.0],2.5,2.0,3.0,Octahedron,"1c, 1d, 1b",1,6.0,Fe,1.0,False,2.0,6.0,2.1011061690761945,2.1931098491467953,2.146079476853036,0.03749569978127751,0.09200368007060078,56.86356800659791,31.954184055958894,0.0,92.92773783998305,6.0,1.0,2,Octahedron
mp-1101736,LiFe3O4,1.9275339839577856,0.2289243385842366,[6.0],2.5,2.0,3.0,Octahedron,"1c, 1d, 1b",1,6.0,Fe,1.0,False,3.0,6.0,2.1107197507113113,2.2741217946186927,2.212878892309425,0.0726951160870927,0.16340204390738133,72.25526341116574,33.86617491089334,0.0,123.3663574327146,6.0,1.0,3,Octahedron
mp-1102092,NaFe(SO4)2,1.446292191293542,0.8395556477219841,[6.0],3.0,3.0,3.0,Octahedron,4a,1,6.0,Fe,0.0,True,4.0,6.0,1.9812656491186476,2.0592209212609265,2.0288384542909097,0.033834241810732496,0.07795527214227893,55.61276346597379,24.780279577899524,16.104935008339208,97.99942531975898,6.0,1.0,1,Octahedron
mp-1102092,NaFe(SO4)2,1.446292191293542,0.8395556477219841,[6.0],3.0,3.0,3.0,Octahedron,4a,1,6.0,Fe,0.0,True,5.0,6.0,1.9814005981796907,2.058106894452877,2.028889445088159,0.03380321548925837,0.07670629627318637,55.15495737946392,24.603245829051748,19.598779033166988,89.25936251900887,6.0,1.0,2,Octahedron
mp-1102092,NaFe(SO4)2,1.446292191293542,0.8395556477219841,[6.0],3.0,3.0,3.0,Octahedron,4a,1,6.0,Fe,0.0,True,6.0,6.0,1.9814442672671346,2.057940999944584,2.028726709285284,0.03366552759400885,0.07649673267744928,57.450194724101166,22.92088089988185,19.930792129447962,101.2518415270137,6.0,1.0,3,Octahedron
mp-1102092,NaFe(SO4)2,1.446292191293542,0.8395556477219841,[6.0],3.0,3.0,3.0,Octahedron,4a,1,6.0,Fe,0.0,True,7.0,6.0,1.980966705623745,2.0584908318055364,2.0287394561488035,0.033667620681148105,0.07752412618179139,55.14656125468988,24.60116926512239,19.596285821511497,89.21987478516763,6.0,1.0,4,Octahedron
mp-1104448,Fe(BO2)2,1.712373473988427,0.4383513162586892,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Fe,0.0,True,,,,,,,,,,,,,,0,Octahedron
mp-1105304,Ca2FeOsO6,1.9356474783316395,0.1444228140688523,[6.0],3.0,3.0,3.0,Octahedron,2c,1,6.0,Fe,0.0,True,4.0,6.0,2.024839915626884,2.0466979715411475,2.035970912580652,0.008928084024192368,0.021858055914263375,43.72692635111221,20.11583901574148,19.84013178281602,91.23845991264055,6.0,1.0,1,Octahedron
mp-1105304,Ca2FeOsO6,1.9356474783316395,0.1444228140688523,[6.0],3.0,3.0,3.0,Octahedron,2c,1,6.0,Fe,0.0,True,5.0,6.0,2.024839915626884,2.046697971541147,2.0359709125806518,0.008928084024192541,0.02185805591426293,38.23604271602899,22.779990512834072,7.351525605386554,89.37026389168122,6.0,1.0,2,Octahedron
mp-1105484,Sm3FeO6,1.8541032596828435,0.1171283044844065,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Fe,0.0,True,6.0,4.0,1.8809143577852063,1.8997227359070286,1.8887806810569574,0.006825277806225106,0.018808378121822233,108.70323993137892,10.341856702040634,96.94278791754934,123.56926242800951,3.0,0.75,1,Tetrahedron
mp-1105484,Sm3FeO6,1.8541032596828435,0.1171283044844065,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Fe,0.0,True,7.0,4.0,1.880914357785206,1.8997227359070281,1.8887806810569574,0.006825277806224967,0.01880837812182201,79.9618351135648,19.18477634209293,57.15719330800145,99.56015737637027,3.0,0.75,2,Tetrahedron
mp-1105823,NaLaFeWO6,2.0728320851921085,0.0527384091979519,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Fe,0.0,True,4.0,6.0,2.0793020730957013,2.2328891626154004,2.1436246665766485,0.045421080692653076,0.15358708951969913,90.77149753217843,36.188631546092886,16.784816830323106,168.842295314301,6.0,1.0,1,Octahedron
mp-1105823,NaLaFeWO6,2.0728320851921085,0.0527384091979519,[6.0],2.0,2.0,2.0,Octahedron,2a,1,6.0,Fe,0.0,True,5.0,6.0,2.0793020730957013,2.2328891626153977,2.1436246665766476,0.04542108069265218,0.15358708951969646,70.11572022865919,29.587522863499256,16.78481683032306,107.77080325372334,6.0,1.0,2,Octahedron
mp-1105876,Cs6Fe2O5,2.8499377534249746,-2.4147680274951187,[3.0],2.0,2.0,2.0,Trigonal plane,1a,1,3.0,Fe,0.0,True,6.0,3.0,1.8491366053729315,1.911984972720761,1.8700860611555417,0.029627004492102132,0.0628483673478295,80.93569883029026,21.910888859451514,65.44236073594732,111.92237501897615,1.0,0.3333333333333333,1,Trigonal plane
mp-1105876,Cs6Fe2O5,2.8499377534249746,-2.4147680274951187,[3.0],2.0,2.0,2.0,Trigonal plane,1a,1,3.0,Fe,0.0,True,7.0,3.0,1.8492152759463834,1.915164949937813,1.8711985006101939,0.03108897446425416,0.06594967399142959,119.64911356205225,1.0723686743601366,118.13255523890808,120.40739272362434,1.0,0.3333333333333333,2,Trigonal plane
mp-1105952,NaFeSO4F,2.33320090536554,-0.1009978695650895,[4.0],2.0,2.0,2.0,Octahedron,4a,1,4.0,Fe,0.0,True,4.0,4.0,2.2066299701430045,2.2202475125149435,2.213108521101526,0.006471380714521439,0.013617542371938907,79.38455425162346,27.716875639339786,23.7039082951046,110.94863654753935,4.0,1.0,1,Octahedron
mp-1105952,NaFeSO4F,2.33320090536554,-0.1009978695650895,[4.0],2.0,2.0,2.0,Octahedron,4a,1,4.0,Fe,0.0,True,5.0,4.0,2.2061378137244705,2.2199336072764244,2.213119593514291,0.0064968402209141084,0.013795793551953928,47.37454997198657,17.116383603983888,26.35908511923094,72.63185466334475,4.0,1.0,2,Octahedron
mp-1105952,NaFeSO4F,2.33320090536554,-0.1009978695650895,[4.0],2.0,2.0,2.0,Octahedron,4a,1,4.0,Fe,0.0,True,6.0,4.0,2.2062365718831747,2.219783670171168,2.2131054692160066,0.006447120114512156,0.013547098287993276,45.963233931848606,9.376742477260752,33.39039033801263,63.1128270530148,4.0,1.0,3,Octahedron
mp-1105952,NaFeSO4F,2.33320090536554,-0.1009978695650895,[4.0],2.0,2.0,2.0,Octahedron,4a,1,4.0,Fe,0.0,True,7.0,4.0,2.206654467124453,2.2201184035746713,2.2131179825384097,0.006469422044651278,0.013463936450218483,119.97078972296073,42.40205057057107,88.51865472219282,179.91657453741436,4.0,1.0,4,Octahedron
mp-1120752,K2Fe4O7,1.7969397839935013,0.3857977550789065,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2d, 2e",2,4.0,Fe,0.0,True,2.0,4.0,1.895599363396,1.925867379427612,1.918300327144497,0.013106407531117954,0.030268016031612,89.20311360069518,22.345179993945134,59.17071077748858,118.32727790185461,4.0,1.0,1,"Octahedron, Tetrahedron"
mp-1120752,K2Fe4O7,1.7969397839935013,0.3857977550789065,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2d, 2e",2,4.0,Fe,0.0,True,3.0,4.0,1.8955993633959993,1.9258673794276122,1.9183003271444972,0.013106407531118403,0.030268016031612888,78.06440926865842,18.61548300659029,59.17071084651101,114.67291964719523,4.0,1.0,2,"Octahedron, Tetrahedron"
mp-1120752,K2Fe4O7,1.7969397839935013,0.3857977550789065,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2d, 2e",2,6.0,Fe,0.0,True,4.0,6.0,2.066730309541858,2.0667303896452003,2.066730339261291,3.581807537859657e-08,8.01033421815589e-08,82.13909984778435,36.71916782985461,24.089304302277036,175.06939156756016,6.0,1.0,1,"Octahedron, Tetrahedron"
mp-1120752,K2Fe4O7,1.7969397839935013,0.3857977550789065,"[4.0, 6.0]",3.0,3.0,3.0,"Octahedron, Tetrahedron","2d, 2e",2,6.0,Fe,0.0,True,5.0,6.0,2.0667303095418568,2.0667303896452,2.0667303392612904,3.58180756002568e-08,8.010334306973732e-08,82.13909984778437,36.71916782985464,24.089304302277036,175.06939156756033,6.0,1.0,2,"Octahedron, Tetrahedron"
mp-1120760,ZnFe2(P2O7)2,1.6818998247274668,0.4863021683768387,[6.0],3.0,3.0,3.0,Octahedron,8d,1,6.0,Fe,0.0,True,4.0,6.0,1.927008050242505,2.1489077525841305,2.0275889481659246,0.09608652275801817,0.22189970234162537,45.86885161519443,20.236336228290103,14.1017047839038,77.42667645664885,6.0,1.0,1,Octahedron
mp-1120760,ZnFe2(P2O7)2,1.6818998247274668,0.4863021683768387,[6.0],3.0,3.0,3.0,Octahedron,8d,1,6.0,Fe,0.0,True,5.0,6.0,1.9270080502425058,2.148907752584131,2.0275889481659255,0.09608652275801846,0.22189970234162515,80.1478103681387,34.53219381979429,18.039762368459375,170.51251398290606,6.0,1.0,2,Octahedron
mp-1120760,ZnFe2(P2O7)2,1.6818998247274668,0.4863021683768387,[6.0],3.0,3.0,3.0,Octahedron,8d,1,6.0,Fe,0.0,True,6.0,6.0,1.927008050242506,2.14890775258413,2.0275889481659246,0.09608652275801821,0.22189970234162404,104.8753284606296,31.46739964745874,75.76127445214081,170.51251398290614,6.0,1.0,3,Octahedron
mp-1120760,ZnFe2(P2O7)2,1.6818998247274668,0.4863021683768387,[6.0],3.0,3.0,3.0,Octahedron,8d,1,6.0,Fe,0.0,True,7.0,6.0,1.927008050242505,2.148907752584131,2.027588948165925,0.09608652275801861,0.22189970234162582,49.68293067839821,20.016306740254187,14.371610885644237,84.67507071100891,6.0,1.0,4,Octahedron
mp-1120760,ZnFe2(P2O7)2,1.6818998247274668,0.4863021683768387,[6.0],3.0,3.0,3.0,Octahedron,8d,1,6.0,Fe,0.0,True,8.0,6.0,1.9270080502425055,2.148907752584131,2.0275889481659246,0.09608652275801864,0.22189970234162537,45.86885161519443,20.236336228290103,14.1017047839038,77.42667645664886,6.0,1.0,5,Octahedron
mp-1120760,ZnFe2(P2O7)2,1.6818998247274668,0.4863021683768387,[6.0],3.0,3.0,3.0,Octahedron,8d,1,6.0,Fe,0.0,True,9.0,6.0,1.9270080502425055,2.148907752584131,2.027588948165925,0.0960865227580184,0.22189970234162537,80.1478103681387,34.5321938197943,18.039762368459375,170.51251398290614,6.0,1.0,6,Octahedron
mp-1120760,ZnFe2(P2O7)2,1.6818998247274668,0.4863021683768387,[6.0],3.0,3.0,3.0,Octahedron,8d,1,6.0,Fe,0.0,True,10.0,6.0,1.927008050242505,2.1489077525841314,2.027588948165925,0.09608652275801838,0.22189970234162626,104.87532846062959,31.467399647458734,75.7612744521408,170.51251398290606,6.0,1.0,7,Octahedron
mp-1120760,ZnFe2(P2O7)2,1.6818998247274668,0.4863021683768387,[6.0],3.0,3.0,3.0,Octahedron,8d,1,6.0,Fe,0.0,True,11.0,6.0,1.927008050242505,2.1489077525841305,2.0275889481659246,0.09608652275801857,0.22189970234162537,49.68293067839822,20.01630674025419,14.37161088564421,84.67507071100893,6.0,1.0,8,Octahedron
mp-1121875,NaFe9Si6B3H2O31,1.886456114486252,0.2246056408961889,[6.0],2.5,2.0,3.0,Octahedron,1a,1,6.0,Fe,1.0,False,1.0,6.0,1.9437030685035428,2.157988169423477,2.0444748042935887,0.06336726809946927,0.21428510091993425,80.11764063990306,36.851877196839474,15.278550325874047,168.82853699589347,6.0,1.0,1,Octahedron
mp-1121875,NaFe9Si6B3H2O31,1.886456114486252,0.2246056408961889,[6.0],2.5,2.0,3.0,Octahedron,1a,1,6.0,Fe,1.0,False,2.0,6.0,1.975272624912141,2.0976649904999514,2.036758093943471,0.035538029078851806,0.1223923655878103,78.91986484014157,36.627244236002504,15.566049525190811,169.17604348186535,6.0,1.0,2,Octahedron
mp-1121875,NaFe9Si6B3H2O31,1.886456114486252,0.2246056408961889,[6.0],2.5,2.0,3.0,Octahedron,1a,1,6.0,Fe,1.0,False,3.0,6.0,1.9115004076243942,2.216616490261693,2.065183261075893,0.08910222866682603,0.30511608263729895,106.38034870651369,33.680832762107514,76.69494300021849,174.82175635122812,6.0,1.0,3,Octahedron
mp-1121875,NaFe9Si6B3H2O31,1.886456114486252,0.2246056408961889,[6.0],2.5,2.0,3.0,Octahedron,1a,1,6.0,Fe,1.0,False,4.0,6.0,1.9726167202496911,2.122390362799597,2.0569273391463327,0.04602772079970733,0.14977364254990566,107.48831143632422,35.48482288592637,80.11886729091023,179.817080399434,6.0,1.0,4,Octahedron
mp-1121875,NaFe9Si6B3H2O31,1.886456114486252,0.2246056408961889,[6.0],2.5,2.0,3.0,Octahedron,1a,1,6.0,Fe,1.0,False,5.0,6.0,2.000772858619366,2.1100835507825115,2.0384979078310272,0.03807657540300084,0.1093106921631457,78.86374149566068,36.67732853455321,15.506063289433145,168.99206337420526,6.0,1.0,5,Octahedron
mp-1121875,NaFe9Si6B3H2O31,1.886456114486252,0.2246056408961889,[6.0],2.5,2.0,3.0,Octahedron,1a,1,6.0,Fe,1.0,False,6.0,6.0,1.9428328951336946,2.144337498912837,2.045563368779313,0.05887730034398775,0.20150460377914237,79.86904561136824,36.68284255134979,15.331475832013583,168.05257026182642,6.0,1.0,6,Octahedron
mp-1121875,NaFe9Si6B3H2O31,1.886456114486252,0.2246056408961889,[6.0],2.5,2.0,3.0,Octahedron,1a,1,6.0,Fe,1.0,False,7.0,6.0,2.1097617143986573,2.2413001641575376,2.1501814958176033,0.04616330888978124,0.1315384497588803,107.35456127808204,35.54602688024938,77.01415012691984,177.86838752963055,6.0,1.0,7,Octahedron
mp-1121875,NaFe9Si6B3H2O31,1.886456114486252,0.2246056408961889,[6.0],2.5,2.0,3.0,Octahedron,1a,1,6.0,Fe,1.0,False,8.0,6.0,1.9795393982435154,2.0695207400878455,2.0350718697115338,0.03332900728770903,0.08998134184433004,79.84338252893532,36.65432590173961,15.677243109040873,170.5150311964005,6.0,1.0,8,Octahedron
mp-1121875,NaFe9Si6B3H2O31,1.886456114486252,0.2246056408961889,[6.0],2.5,2.0,3.0,Octahedron,1a,1,6.0,Fe,1.0,False,9.0,6.0,2.008383070556935,2.073027830815928,2.036872191839785,0.025635281948745415,0.06464476025899257,79.5824115612032,36.788042353232456,15.480188764092217,170.3309772892656,6.0,1.0,9,Octahedron
mp-1147669,Ba3Fe2TeO5,0.5345054219314209,2.9547200373233893,[5.0],3.0,3.0,3.0,Square pyramid,2h,1,5.0,Fe,0.0,True,3.0,5.0,1.9232343906639997,2.0747921668856617,2.044480611641329,0.060623110488664804,0.151557776221662,68.5482267081396,34.40149468617311,0.0,88.99209273014193,1.0,0.2,1,Square pyramid
mp-1147669,Ba3Fe2TeO5,0.5345054219314209,2.9547200373233893,[5.0],3.0,3.0,3.0,Square pyramid,2h,1,5.0,Fe,0.0,True,4.0,5.0,1.923234390664,2.074792166885662,2.0444806116413297,0.06062311048866489,0.15155777622166222,74.64544771745761,37.52171497604803,1.2074182697257333e-06,97.62152595979296,1.0,0.2,2,Square pyramid
mp-1154479,MgFe(SiO3)2,1.632227315952355,0.5477321284228981,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Fe,0.0,True,4.0,6.0,2.128619264157926,2.291577072777011,2.184778680602617,0.0751560105047205,0.16295780861908504,55.328931993526695,25.521870261628035,16.860359270832202,98.70605132381154,6.0,1.0,1,Octahedron
mp-1154479,MgFe(SiO3)2,1.632227315952355,0.5477321284228981,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Fe,0.0,True,5.0,6.0,2.128248764293968,2.2926070121384456,2.184721382313228,0.07504549102373066,0.16435824784447783,55.31428919234611,25.515557498987906,16.863506615998922,98.65487004471413,6.0,1.0,2,Octahedron
mp-1154479,MgFe(SiO3)2,1.632227315952355,0.5477321284228981,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Fe,0.0,True,6.0,6.0,2.1287410107478886,2.290602454015115,2.1845591991801143,0.074529685885153,0.1618614432672265,98.39625813703141,35.923918992133906,50.66974196864365,172.71103626931148,6.0,1.0,3,Octahedron
mp-1154479,MgFe(SiO3)2,1.632227315952355,0.5477321284228981,[6.0],2.0,2.0,2.0,Octahedron,4e,1,6.0,Fe,0.0,True,7.0,6.0,2.129271276616323,2.2897778159245714,2.184441830439219,0.0744605636218993,0.16050653930824854,98.39493380965664,35.92465417699061,50.68575917190978,172.71837615856367,6.0,1.0,4,Octahedron
mp-1171010,CaFe2(SiO3)4,1.7635059884979971,0.4067050116338903,[6.0],3.0,3.0,3.0,Octahedron,"1a, 1b",1,6.0,Fe,0.0,True,1.0,6.0,2.014758160534412,2.05618291810986,2.0413176823132884,0.018824981248739815,0.041424757575447835,59.453471686545065,26.886230609558908,8.918727398606443,100.85886993525713,6.0,1.0,1,Octahedron
mp-1171010,CaFe2(SiO3)4,1.7635059884979971,0.4067050116338903,[6.0],3.0,3.0,3.0,Octahedron,"1a, 1b",1,6.0,Fe,0.0,True,2.0,6.0,1.9185006960803124,2.2383838706914645,2.068351543359965,0.13136915024119233,0.3198831746111521,67.70832229605327,41.38675356756569,12.737781301031399,106.52796746565733,6.0,1.0,2,Octahedron
mp-1172918,Fe2(PO3)5,1.7383534460542989,0.4161880667821404,[6.0],2.5,2.0,3.0,Octahedron,2a,1,6.0,Fe,1.0,False,0.0,6.0,1.9876901651542462,2.234185338450982,2.051236701280781,0.08455710435605583,0.24649517329673576,37.31766916386256,15.7929719669904,9.712020751208236,62.3401366247922,6.0,1.0,1,Octahedron
mp-1172918,Fe2(PO3)5,1.7383534460542989,0.4161880667821404,[6.0],2.5,2.0,3.0,Octahedron,2a,1,6.0,Fe,1.0,False,1.0,6.0,1.9932906816679963,2.5986677332183996,2.2151893007164145,0.231374682886821,0.6053770515504033,61.728729577418704,24.140056238135433,23.569056224276476,103.2310200025013,6.0,1.0,2,Octahedron
mp-1172918,Fe2(PO3)5,1.7383534460542989,0.4161880667821404,[6.0],2.5,2.0,3.0,Octahedron,2a,1,6.0,Fe,1.0,False,2.0,6.0,1.9932906816679976,2.5986677332183996,2.215189300716414,0.23137468288682056,0.605377051550402,38.990011112052635,16.288567002576716,9.86708675521776,66.28723150276944,6.0,1.0,3,Octahedron
mp-1172918,Fe2(PO3)5,1.7383534460542989,0.4161880667821404,[6.0],2.5,2.0,3.0,Octahedron,2a,1,6.0,Fe,1.0,False,3.0,6.0,1.987690165154247,2.2341853384509807,2.0512367012807817,0.08455710435605496,0.24649517329673376,60.12382666911311,23.515061960859086,26.92660620177695,99.19912795664438,6.0,1.0,4,Octahedron
mp-1173115,TaFeO4,1.8640652421044308,0.2617464612840381,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Fe,0.0,True,4.0,6.0,2.024522143156162,2.0934558120821856,2.047438131408447,0.032371735483058495,0.06893366892602337,61.02191571866853,23.283579495811882,24.620220720418917,90.00653482548962,6.0,1.0,1,Octahedron
mp-1173115,TaFeO4,1.8640652421044308,0.2617464612840381,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Fe,0.0,True,5.0,6.0,2.02454202480232,2.0934490248449755,2.047438130872404,0.032371715989907734,0.06890700004265549,34.63426800340252,17.802780903226193,8.328624229818999,74.85815846181343,6.0,1.0,2,Octahedron
mp-1173115,TaFeO4,1.8640652421044308,0.2617464612840381,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Fe,0.0,True,6.0,6.0,2.0245279833303704,2.093435450991424,2.0474292784886123,0.0323707692503333,0.06890746766105371,44.43504111243624,20.457328206210942,23.77005073340854,98.94976908880788,6.0,1.0,3,Octahedron
mp-1173115,TaFeO4,1.8640652421044308,0.2617464612840381,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Fe,0.0,True,7.0,6.0,2.024525252395409,2.0934286641139384,2.0474292781682757,0.03237075536463453,0.0689034117185292,98.21802623183954,37.55113056217586,33.25421724424503,179.99094229445367,6.0,1.0,4,Octahedron
mp-1173139,Ta2FeO6,2.1219065371475345,0.0534773693915108,[6.0],2.0,2.0,2.0,Octahedron,"2b, 4c",1,6.0,Fe,0.0,True,12.0,6.0,2.0413289495749725,2.227716413325305,2.1652280561232913,0.06513648972123144,0.18638746375033266,55.88497365865495,20.793167850051557,23.97431590286366,91.62414329127697,6.0,1.0,1,Octahedron
