material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Fe_wyckoff,num_Fe_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1040459,NaFe3P3O13,1.9007802921486303,0.2161870346939191,"[5.0, 6.0]",3.333333333333333,3.0,4.0,"Octahedron, Square pyramid","2a, 2e",2,6.0,Fe,1.0,False,5.0,6.0,1.994252622392511,2.1317600250956765,2.045218235728288,0.06151595822937135,0.13750740270316553,41.76067176172632,18.231551448813512,19.36419218560277,70.50371457048253,6.0,1.0,3,"Octahedron, Square pyramid"
mp-1040459,NaFe3P3O13,1.9007802921486303,0.2161870346939191,"[5.0, 6.0]",3.333333333333333,3.0,4.0,"Octahedron, Square pyramid","2a, 2e",2,6.0,Fe,1.0,False,7.0,6.0,1.9942526223925103,2.1317600250956743,2.0452182357282873,0.0615159582293705,0.13750740270316397,39.338853580992364,17.04957564848377,16.599574918417453,67.39111608193733,6.0,1.0,4,"Octahedron, Square pyramid"
mp-1040883,CaFe3(P2O7)2,1.881823060475168,0.2646278282762218,[6.0],2.0,2.0,2.0,Octahedron,"4e, 2a",1,6.0,Fe,0.0,True,6.0,6.0,2.1012830530984035,2.2107318064409442,2.165903237344971,0.04682263288027134,0.10944875334254078,32.26990109333732,13.449545873086613,9.792236389505927,58.44574417571928,6.0,1.0,1,Octahedron
mp-1040883,CaFe3(P2O7)2,1.881823060475168,0.2646278282762218,[6.0],2.0,2.0,2.0,Octahedron,"4e, 2a",1,6.0,Fe,0.0,True,7.0,6.0,2.101283053098402,2.2107318064409447,2.1659032373449714,0.046822632880271366,0.10944875334254256,60.10797873474713,33.61092153399351,17.946718883843694,115.65125828128357,6.0,1.0,2,Octahedron
mp-1040917,CaFe2(PO4)2,1.7238248241094432,0.4416761973902002,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","2c, 4f, 2e",2,4.0,Fe,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Square pyramid"
mp-1040917,CaFe2(PO4)2,1.7238248241094432,0.4416761973902002,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","2c, 4f, 2e",2,5.0,Fe,0.0,True,,,,,,,,,,,,,,0,"Octahedron, Square pyramid"
mp-1040917,CaFe2(PO4)2,1.7238248241094432,0.4416761973902002,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","2c, 4f, 2e",2,6.0,Fe,0.0,True,7.0,6.0,2.061062752471458,2.73412002189907,2.2864756673252518,0.31653502342538536,0.6730572694276118,38.96644815223687,16.60390442367544,9.227903004480593,57.60770079291417,6.0,1.0,1,"Octahedron, Square pyramid"
mp-1040917,CaFe2(PO4)2,1.7238248241094432,0.4416761973902002,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","2c, 4f, 2e",2,6.0,Fe,0.0,True,9.0,6.0,2.0346347356697385,2.5082808924385684,2.228694777126743,0.2026017479971245,0.47364615676882993,104.43494939825975,29.578266933281295,71.77132159121597,159.66768498795858,6.0,1.0,2,"Octahedron, Square pyramid"
mp-1040917,CaFe2(PO4)2,1.7238248241094432,0.4416761973902002,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","2c, 4f, 2e",2,6.0,Fe,0.0,True,10.0,6.0,2.0346347356697403,2.508280892438568,2.228694777126743,0.2026017479971244,0.4736461567688277,104.43494939825975,29.578266933281288,71.77132159121601,159.66768498795858,6.0,1.0,3,"Octahedron, Square pyramid"
mp-1040917,CaFe2(PO4)2,1.7238248241094432,0.4416761973902002,"[4.0, 5.0, 6.0]",2.0,2.0,2.0,"Octahedron, Square pyramid","2c, 4f, 2e",2,6.0,Fe,0.0,True,11.0,6.0,2.0610627524714578,2.7341200218990704,2.286475667325251,0.3165350234253856,0.6730572694276127,56.73962026834702,38.74704971322737,7.373396319122995,117.69939526002393,6.0,1.0,4,"Octahedron, Square pyramid"
mp-1040941,CaFe2P2O9,1.6288566983501065,0.5819082716931383,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Fe,0.0,True,4.0,6.0,1.902990479973349,2.218524990456903,2.0265075503237093,0.10798671479817097,0.3155345104835541,94.5462786854414,36.760747423864004,4.450713348361077,178.14418969003947,6.0,1.0,1,Octahedron
mp-1040941,CaFe2P2O9,1.6288566983501065,0.5819082716931383,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Fe,0.0,True,5.0,6.0,1.9029904799733466,2.2185249904569035,2.026507550323709,0.10798671479817173,0.31553451048355696,94.54627868544141,36.76074742386397,4.450713348361323,178.14418969003947,6.0,1.0,2,Octahedron
mp-1040941,CaFe2P2O9,1.6288566983501065,0.5819082716931383,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Fe,0.0,True,6.0,6.0,1.9029904799733461,2.218524990456907,2.0265075503237093,0.10798671479817312,0.31553451048356096,88.39748972067058,37.951400127341046,4.45071334836116,178.14418969003947,6.0,1.0,3,Octahedron
mp-1040941,CaFe2P2O9,1.6288566983501065,0.5819082716931383,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Fe,0.0,True,7.0,6.0,1.9029904799733472,2.2185249904569018,2.026507550323709,0.10798671479817097,0.3155345104835545,88.39748972067059,37.95140012734109,4.450713348361077,178.14418969003967,6.0,1.0,4,Octahedron
mp-1040941,CaFe2P2O9,1.6288566983501065,0.5819082716931383,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Fe,0.0,True,8.0,6.0,2.0083927435449134,2.0751733391133818,2.0356503799259102,0.028609329408197087,0.06678059556846838,44.61283737432192,24.812711157543063,12.226784089641567,81.62605587046815,6.0,1.0,5,Octahedron
mp-1040941,CaFe2P2O9,1.6288566983501065,0.5819082716931383,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Fe,0.0,True,9.0,6.0,2.0083927435449143,2.0751733391133835,2.0356503799259116,0.028609329408196944,0.06678059556846927,54.83259063133025,26.458664060779814,24.635943630898602,98.47568514869084,6.0,1.0,6,Octahedron
mp-1040941,CaFe2P2O9,1.6288566983501065,0.5819082716931383,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Fe,0.0,True,10.0,6.0,2.0083927435449143,2.075173339113383,2.0356503799259116,0.028609329408196774,0.06678059556846883,107.99999991950544,37.0034165823777,73.85401847065268,180.0,6.0,1.0,7,Octahedron
mp-1040941,CaFe2P2O9,1.6288566983501065,0.5819082716931383,[6.0],3.0,3.0,3.0,Octahedron,"4a, 4c",1,6.0,Fe,0.0,True,11.0,6.0,2.008392743544914,2.0751733391133818,2.035650379925911,0.028609329408196705,0.06678059556846794,47.36024161063309,26.143560165657295,11.614830054751947,83.6457822943809,6.0,1.0,8,Octahedron
mp-1041600,Mg3Fe3(AsO4)4,1.955619154166018,0.1623319473117226,"[4.0, 5.0]",2.0,2.0,2.0,"Square plane, Octahedron","4e, 2d",2,4.0,Fe,0.0,True,,,,,,,,,,,,,,0,"Square plane, Octahedron"
mp-1041600,Mg3Fe3(AsO4)4,1.955619154166018,0.1623319473117226,"[4.0, 5.0]",2.0,2.0,2.0,"Square plane, Octahedron","4e, 2d",2,5.0,Fe,0.0,True,,,,,,,,,,,,,,0,"Square plane, Octahedron"
mp-1041706,Zn3Fe3(AsO4)4,1.974396872241956,0.1404129048774996,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane","4e, 2d",2,4.0,Fe,0.0,True,,,,,,,,,,,,,,0,"Trigonal bipyramid, Square plane"
mp-1041706,Zn3Fe3(AsO4)4,1.974396872241956,0.1404129048774996,"[4.0, 5.0]",2.0,2.0,2.0,"Trigonal bipyramid, Square plane","4e, 2d",2,5.0,Fe,0.0,True,,,,,,,,,,,,,,0,"Trigonal bipyramid, Square plane"
mp-1041868,ZnFe(SiO3)2,1.4309102563430982,0.7211643059070751,[6.0],2.0,2.0,2.0,Octahedron,8c,1,6.0,Fe,0.0,True,,,,,,,,,,,,,,0,Octahedron
mp-1041922,CaFe(SiO3)2,1.441238149128373,0.9072818297575844,[4.0],2.0,2.0,2.0,See-saw,8c,1,4.0,Fe,0.0,True,,,,,,,,,,,,,,0,See-saw
mp-1042021,CaFeP2O7,1.9276465778022305,0.2111787685109787,[5.0],2.0,2.0,2.0,Square pyramid,4i,1,5.0,Fe,0.0,True,4.0,5.0,2.0583080061412122,2.1840415565686535,2.12394587927299,0.040427647595962006,0.12573355042744128,95.12229155964785,34.312277079094116,40.32172672941274,165.0264097099,5.0,1.0,1,Square pyramid
mp-1042021,CaFeP2O7,1.9276465778022305,0.2111787685109787,[5.0],2.0,2.0,2.0,Square pyramid,4i,1,5.0,Fe,0.0,True,5.0,5.0,2.0580268168126263,2.185056700409997,2.1243382850878616,0.04103759483392626,0.12702988359737066,95.07520884549193,34.30145113775932,40.31126305675116,164.98750723604877,5.0,1.0,2,Square pyramid
mp-1042021,CaFeP2O7,1.9276465778022305,0.2111787685109787,[5.0],2.0,2.0,2.0,Square pyramid,4i,1,5.0,Fe,0.0,True,6.0,5.0,2.0603213598714687,2.1844605674262176,2.124294118041708,0.03981979755885312,0.12413920755474894,65.7805757554506,22.536868220911977,24.593774119540164,98.83449190806417,5.0,1.0,3,Square pyramid
mp-1042021,CaFeP2O7,1.9276465778022305,0.2111787685109787,[5.0],2.0,2.0,2.0,Square pyramid,4i,1,5.0,Fe,0.0,True,7.0,5.0,2.0602697146718802,2.1842900286464473,2.124247217787551,0.03982174543143034,0.12402031397456703,65.76764172905463,22.53220491469103,24.593237190662418,98.81353809446236,5.0,1.0,4,Square pyramid
mp-1042037,MgFeP2O7,1.7577794478330642,0.3932493975002411,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4i,1,5.0,Fe,0.0,True,,,,,,,,,,,,,,0,Trigonal bipyramid
mp-1042054,ZnFeP2O7,1.745731055429052,0.3976886328358568,[5.0],2.0,2.0,2.0,Trigonal bipyramid,4i,1,5.0,Fe,0.0,True,4.0,5.0,1.9949413467793926,2.1883872343573607,2.1158249198378556,0.0711993389094955,0.1934458875779681,106.75515079025304,28.326780961073375,79.73508819101363,171.19464162936268,5.0,1.0,1,Trigonal bipyramid
