CN,n_samples,n_materials,avg_formal_charge,s_avg_approx,savg_class,charge_fraction_breakdown
2.0,29,25,1.6206896551724137,0.8103448275862069,s_avg ≤ 1,1+:0.3793; 2+:0.6207
3.0,27,27,1.6296296296296298,0.54320987654321,s_avg ≤ 1,1+:0.3704; 2+:0.6296
4.0,27,25,1.8888888888888888,0.4722222222222222,s_avg ≤ 1,1+:0.1111; 2+:0.8889
6.0,22,22,2.0,0.3333333333333333,s_avg ≤ 1,2+:1.0000
