CN,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean
1.0,196,13,2.213902433685488,2.213902433685488,0.0,1.0
2.0,232,29,2.1812342141569476,2.3015350541989674,0.12030084004201984,0.9907834101382489
3.0,172,33,2.202225704110192,2.4051216145539267,0.1933982579135914,0.8765432098765432
4.0,126,31,2.2056123393391838,2.5054423708260845,0.27313238100949494,0.9672131147540983
5.0,57,14,2.1678448754187714,2.6128501898313417,0.3063327386938254,1.0
6.0,103,28,2.1422931336684177,2.486239025272042,0.2492534943914874,1.0
7.0,62,12,2.1570283570584006,2.56896827343922,0.28891208930553325,1.0
8.0,22,7,2.284405258417796,2.5699135316540667,0.20770571071456467,1.0
