CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
1.0,20,13,1.8811205752505007,0.7317422734472161,1.2386904761904762
2.0,38,29,1.8725537251821884,0.7161140437123235,1.586466165413534
3.0,35,33,1.9558225840239805,0.6906301798606745,1.5812925170068026
4.0,34,31,1.7541119976406412,0.9458620861049897,1.7920168067226891
5.0,15,14,1.9741507844772233,0.46878640427729834,1.6666666666666667
6.0,28,28,2.0865236734718016,0.3734773106162493,1.880952380952381
7.0,12,12,1.999689720822906,0.4874727391461413,2.0
8.0,7,7,2.438140380397598,0.08493464386411656,2.0
