material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Hg_wyckoff,num_Hg_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1184786,Hg2P2O7,1.8872029801671533,0.4989499487199104,"[6.0, 7.0]",2.0,2.0,2.0,"Octahedron, Square-face capped trigonal prism",2i,2,6.0,Hg,0.0,True,1.0,6.0,2.247439313645592,2.586778883017625,2.4148675748302764,0.12085314741233312,0.3393395693720329,61.29122410682351,30.268168460004357,15.354849921502048,104.95038404687938,6.0,1.0,2,"Octahedron, Square-face capped trigonal prism"
mp-1184786,Hg2P2O7,1.8872029801671533,0.4989499487199104,"[6.0, 7.0]",2.0,2.0,2.0,"Octahedron, Square-face capped trigonal prism",2i,2,7.0,Hg,0.0,True,2.0,7.0,2.311382621988208,2.8140864616880044,2.5244995268324013,0.1543807664856662,0.5027038396997963,87.10679864073322,35.36030176662031,20.051347900807468,148.02267019826118,7.0,1.0,1,"Octahedron, Square-face capped trigonal prism"
mp-1184786,Hg2P2O7,1.8872029801671533,0.4989499487199104,"[6.0, 7.0]",2.0,2.0,2.0,"Octahedron, Square-face capped trigonal prism",2i,2,7.0,Hg,0.0,True,3.0,7.0,2.3113826219882077,2.8140864616880057,2.5244995268324018,0.15438076648566684,0.502703839699798,87.10679864073323,35.36030176662031,20.051347900807453,148.02267019826118,7.0,1.0,2,"Octahedron, Square-face capped trigonal prism"
mp-1190152,SrHgAs2O7,1.6416840324197497,0.7454104732173727,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Hg,0.0,True,2.0,6.0,2.3175427318088904,2.6475828002033146,2.4333593717562345,0.11267704380686863,0.33004006839442424,97.99933405989213,34.86253787571952,25.279173251011574,170.71299548169367,6.0,1.0,1,Octahedron
mp-1190152,SrHgAs2O7,1.6416840324197497,0.7454104732173727,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Hg,0.0,True,3.0,6.0,2.317542731808888,2.647582800203315,2.433359371756234,0.11267704380686894,0.3300400683944269,97.99933405989213,34.86253787571952,25.27917325101156,170.71299548169367,6.0,1.0,2,Octahedron
mp-1190352,HgP2PdO7,1.44952038384909,0.9448849450127594,[6.0],2.0,2.0,2.0,Square plane,2d,1,6.0,Hg,0.0,True,0.0,6.0,2.104464077749532,2.9720463266196444,2.5411052285834734,0.3542119022939544,0.8675822488701126,35.539290003304124,16.96003535054507,12.590231444377688,63.60530842229354,6.0,1.0,1,Square plane
mp-1190352,HgP2PdO7,1.44952038384909,0.9448849450127594,[6.0],2.0,2.0,2.0,Square plane,2d,1,6.0,Hg,0.0,True,1.0,6.0,2.1044640777495323,2.9720463266196426,2.5411052285834734,0.354211902293954,0.8675822488701104,48.555195368571745,23.775179413127386,16.58492925556147,94.79151412866622,6.0,1.0,2,Square plane
mp-1190454,BaHgAs2O7,1.837547212770091,0.5812413538059585,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Hg,0.0,True,2.0,6.0,2.2925110903504935,2.6831131158652997,2.4531908833847598,0.1569269211742471,0.39060202551480616,97.70075038889057,35.27826967436843,24.176079604378405,174.85259507815056,6.0,1.0,1,Octahedron
mp-1190454,BaHgAs2O7,1.837547212770091,0.5812413538059585,[6.0],2.0,2.0,2.0,Octahedron,2i,1,6.0,Hg,0.0,True,3.0,6.0,2.2925110903504935,2.6831131158653005,2.4531908833847598,0.15692692117424714,0.39060202551480705,97.70075038889057,35.27826967436844,24.176079604378387,174.85259507815056,6.0,1.0,2,Octahedron
mp-1193677,Hg3As2(HO4)2,2.221631431011548,0.234752140040651,"[1.0, 6.0]",1.5,1.0,2.0,"Triangular non-coplanar, Octahedron","4f, 2e",2,1.0,Hg,1.0,False,,,,,,,,,,,,,,0,"Triangular non-coplanar, Octahedron"
mp-1193677,Hg3As2(HO4)2,2.221631431011548,0.234752140040651,"[1.0, 6.0]",1.5,1.0,2.0,"Triangular non-coplanar, Octahedron","4f, 2e",2,6.0,Hg,1.0,False,4.0,6.0,2.0819129227769757,2.8538053873653513,2.565491216429798,0.3440451059673854,0.7718924645883756,89.45972157271521,33.56821350802801,14.739500091246128,157.22168558029625,6.0,1.0,1,"Triangular non-coplanar, Octahedron"
mp-1193677,Hg3As2(HO4)2,2.221631431011548,0.234752140040651,"[1.0, 6.0]",1.5,1.0,2.0,"Triangular non-coplanar, Octahedron","4f, 2e",2,6.0,Hg,1.0,False,5.0,6.0,2.0819129227769775,2.85380538736535,2.565491216429797,0.344045105967385,0.7718924645883725,89.45972157271522,33.568213508027995,14.73950009124618,157.22168558029628,6.0,1.0,2,"Triangular non-coplanar, Octahedron"
mp-1194584,Hg3Te2SeO10,2.3289384891526064,0.1713601018998631,"[6.0, 8.0]",2.0,2.0,2.0,"Dodecahedron with triangular faces, Octahedron, Square-face capped trigonal prism",2a,3,6.0,Hg,0.0,True,0.0,6.0,2.0992315660108645,2.789397887982409,2.5027233975256027,0.2855966803527092,0.6901663219715446,104.99421108888095,31.356457339621734,70.56237879741526,164.05000707221973,6.0,1.0,1,"Dodecahedron with triangular faces, Octahedron, Square-face capped trigonal prism"
mp-1194584,Hg3Te2SeO10,2.3289384891526064,0.1713601018998631,"[6.0, 8.0]",2.0,2.0,2.0,"Dodecahedron with triangular faces, Octahedron, Square-face capped trigonal prism",2a,3,6.0,Hg,0.0,True,1.0,6.0,2.0992315660108662,2.789397887982411,2.502723397525603,0.2855966803527095,0.6901663219715446,58.359766785613616,19.881670130046807,30.581297360066024,94.37388261739164,6.0,1.0,2,"Dodecahedron with triangular faces, Octahedron, Square-face capped trigonal prism"
mp-1194584,Hg3Te2SeO10,2.3289384891526064,0.1713601018998631,"[6.0, 8.0]",2.0,2.0,2.0,"Dodecahedron with triangular faces, Octahedron, Square-face capped trigonal prism",2a,3,8.0,Hg,0.0,True,2.0,8.0,2.2399682893236004,2.9980304088550795,2.6080254918420493,0.287489798521023,0.7580621195314792,52.478895429013455,28.99022634691035,10.083595727255434,127.63089335214273,8.0,1.0,1,"Dodecahedron with triangular faces, Octahedron, Square-face capped trigonal prism"
mp-1194584,Hg3Te2SeO10,2.3289384891526064,0.1713601018998631,"[6.0, 8.0]",2.0,2.0,2.0,"Dodecahedron with triangular faces, Octahedron, Square-face capped trigonal prism",2a,3,8.0,Hg,0.0,True,3.0,8.0,2.239968289323601,2.9980304088550787,2.6080254918420485,0.28748979852102297,0.7580621195314778,43.48867392497923,21.361383377083264,13.683265163178826,95.38935315416147,8.0,1.0,2,"Dodecahedron with triangular faces, Octahedron, Square-face capped trigonal prism"
mp-1194904,CuHg(SeO3)2,2.055312658312326,0.4559463678221547,[8.0],2.0,2.0,2.0,Dodecahedron with triangular faces - p2345 plane normalized,4e,1,8.0,Hg,0.0,True,4.0,8.0,2.2799566859391027,3.0561043773843886,2.6211273729962787,0.2921322870034837,0.7761476914452858,81.77723113302848,33.31675736215979,20.47521976883964,154.66103945764362,8.0,1.0,1,Dodecahedron with triangular faces - p2345 plane normalized
mp-1194904,CuHg(SeO3)2,2.055312658312326,0.4559463678221547,[8.0],2.0,2.0,2.0,Dodecahedron with triangular faces - p2345 plane normalized,4e,1,8.0,Hg,0.0,True,5.0,8.0,2.279956685939103,3.056104377384388,2.6211273729962796,0.2921322870034841,0.776147691445285,54.862967847046754,27.26277149524017,9.320328498250325,102.75265168202573,8.0,1.0,2,Dodecahedron with triangular faces - p2345 plane normalized
mp-1194904,CuHg(SeO3)2,2.055312658312326,0.4559463678221547,[8.0],2.0,2.0,2.0,Dodecahedron with triangular faces - p2345 plane normalized,4e,1,8.0,Hg,0.0,True,6.0,8.0,2.279956685939103,3.056104377384388,2.6211273729962787,0.29213228700348404,0.776147691445285,81.7772311330285,33.31675736215979,20.47521976883964,154.6610394576436,8.0,1.0,3,Dodecahedron with triangular faces - p2345 plane normalized
mp-1194904,CuHg(SeO3)2,2.055312658312326,0.4559463678221547,[8.0],2.0,2.0,2.0,Dodecahedron with triangular faces - p2345 plane normalized,4e,1,8.0,Hg,0.0,True,7.0,8.0,2.279956685939104,3.0561043773843903,2.6211273729962796,0.292132287003484,0.7761476914452863,54.86296784704676,27.262771495240173,9.320328498250364,102.75265168202574,8.0,1.0,4,Dodecahedron with triangular faces - p2345 plane normalized
mp-1198489,Hg3H4(IO6)2,2.169474412220231,0.2138914440254806,"[2.0, 3.0, 4.0]",2.0,2.0,2.0,"Face-capped octahedron, Square-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",4e,3,2.0,Hg,0.0,True,,,,,,,,,,,,,,0,"Face-capped octahedron, Square-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized"
mp-1198489,Hg3H4(IO6)2,2.169474412220231,0.2138914440254806,"[2.0, 3.0, 4.0]",2.0,2.0,2.0,"Face-capped octahedron, Square-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",4e,3,3.0,Hg,0.0,True,,,,,,,,,,,,,,0,"Face-capped octahedron, Square-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized"
mp-1198489,Hg3H4(IO6)2,2.169474412220231,0.2138914440254806,"[2.0, 3.0, 4.0]",2.0,2.0,2.0,"Face-capped octahedron, Square-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",4e,3,4.0,Hg,0.0,True,,,,,,,,,,,,,,0,"Face-capped octahedron, Square-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized"
mp-1202858,Hg2GeS6Cl2O21,2.45327254943755,0.2255282562445614,"[4.0, 5.0]",2.0,2.0,2.0,"Cube, Square-face capped trigonal prism",4e,2,4.0,Hg,0.0,True,4.0,4.0,2.702740013078385,3.0211605605856153,2.814616611460254,0.12263750947548206,0.31842054750723037,57.736184594349176,25.70428148672371,17.10213035147547,94.26276289185084,4.0,1.0,1,"Cube, Square-face capped trigonal prism"
mp-1202858,Hg2GeS6Cl2O21,2.45327254943755,0.2255282562445614,"[4.0, 5.0]",2.0,2.0,2.0,"Cube, Square-face capped trigonal prism",4e,2,4.0,Hg,0.0,True,5.0,4.0,2.7027400130783854,3.0211605605856158,2.8146166114602544,0.12263750947548191,0.31842054750723037,81.2327072370263,36.34520842869902,38.26927498518963,142.75790072171236,4.0,1.0,2,"Cube, Square-face capped trigonal prism"
mp-1202858,Hg2GeS6Cl2O21,2.45327254943755,0.2255282562445614,"[4.0, 5.0]",2.0,2.0,2.0,"Cube, Square-face capped trigonal prism",4e,2,4.0,Hg,0.0,True,6.0,4.0,2.702740013078385,3.0211605605856184,2.814616611460254,0.12263750947548377,0.3184205475072335,57.73618459434917,25.70428148672371,17.10213035147547,94.26276289185084,4.0,1.0,3,"Cube, Square-face capped trigonal prism"
mp-1202858,Hg2GeS6Cl2O21,2.45327254943755,0.2255282562445614,"[4.0, 5.0]",2.0,2.0,2.0,"Cube, Square-face capped trigonal prism",4e,2,4.0,Hg,0.0,True,7.0,4.0,2.7027400130783863,3.021160560585618,2.814616611460255,0.12263750947548299,0.3184205475072317,81.2327072370263,36.34520842869904,38.26927498518962,142.7579007217124,4.0,1.0,4,"Cube, Square-face capped trigonal prism"
mp-1202858,Hg2GeS6Cl2O21,2.45327254943755,0.2255282562445614,"[4.0, 5.0]",2.0,2.0,2.0,"Cube, Square-face capped trigonal prism",4e,2,5.0,Hg,0.0,True,0.0,5.0,2.6229636524946307,2.8857037773060106,2.778283613548518,0.08945612822886653,0.26274012481137987,92.84064922448559,32.71711258651666,40.49132327682826,149.38167867090587,5.0,1.0,1,"Cube, Square-face capped trigonal prism"
mp-1202858,Hg2GeS6Cl2O21,2.45327254943755,0.2255282562445614,"[4.0, 5.0]",2.0,2.0,2.0,"Cube, Square-face capped trigonal prism",4e,2,5.0,Hg,0.0,True,1.0,5.0,2.622963652494632,2.885703777306011,2.778283613548518,0.08945612822886635,0.262740124811379,83.16506921556729,37.05731479985919,38.41438565053442,131.90718166618748,5.0,1.0,2,"Cube, Square-face capped trigonal prism"
mp-1202858,Hg2GeS6Cl2O21,2.45327254943755,0.2255282562445614,"[4.0, 5.0]",2.0,2.0,2.0,"Cube, Square-face capped trigonal prism",4e,2,5.0,Hg,0.0,True,2.0,5.0,2.622963652494632,2.8857037773060115,2.778283613548517,0.08945612822886637,0.2627401248113794,92.84064922448559,32.71711258651667,40.491323276828275,149.3816786709058,5.0,1.0,3,"Cube, Square-face capped trigonal prism"
mp-1202858,Hg2GeS6Cl2O21,2.45327254943755,0.2255282562445614,"[4.0, 5.0]",2.0,2.0,2.0,"Cube, Square-face capped trigonal prism",4e,2,5.0,Hg,0.0,True,3.0,5.0,2.6229636524946316,2.8857037773060092,2.778283613548517,0.08945612822886585,0.26274012481137765,83.16506921556729,37.057314799859185,38.414385650534406,131.9071816661875,5.0,1.0,4,"Cube, Square-face capped trigonal prism"
mp-1203433,Hg3AsO5,2.106390425078348,0.3922496626766993,"[4.0, 5.0, 6.0]",1.6666666666666667,1.0,2.0,"Tetrahedron, Square pyramid, Octahedron",4e,3,4.0,Hg,1.0,False,8.0,4.0,2.219853338040191,3.001280960347854,2.608893907284215,0.27809071056859536,0.781427622307663,65.66061228842545,23.33742592813436,15.763744273474089,87.39060316779775,4.0,1.0,1,"Tetrahedron, Square pyramid, Octahedron"
mp-1203433,Hg3AsO5,2.106390425078348,0.3922496626766993,"[4.0, 5.0, 6.0]",1.6666666666666667,1.0,2.0,"Tetrahedron, Square pyramid, Octahedron",4e,3,4.0,Hg,1.0,False,9.0,4.0,2.2198533380401915,3.0012809603478545,2.608893907284215,0.2780907105685954,0.781427622307663,50.85761168969295,25.76304640637121,15.763744273474089,80.4996429076358,4.0,1.0,2,"Tetrahedron, Square pyramid, Octahedron"
mp-1203433,Hg3AsO5,2.106390425078348,0.3922496626766993,"[4.0, 5.0, 6.0]",1.6666666666666667,1.0,2.0,"Tetrahedron, Square pyramid, Octahedron",4e,3,4.0,Hg,1.0,False,10.0,4.0,2.2198533380401924,3.0012809603478536,2.608893907284215,0.2780907105685947,0.7814276223076613,65.66061228842544,23.337425928134373,15.76374427347404,87.39060316779774,4.0,1.0,3,"Tetrahedron, Square pyramid, Octahedron"
mp-1203433,Hg3AsO5,2.106390425078348,0.3922496626766993,"[4.0, 5.0, 6.0]",1.6666666666666667,1.0,2.0,"Tetrahedron, Square pyramid, Octahedron",4e,3,4.0,Hg,1.0,False,11.0,4.0,2.2198533380401924,3.0012809603478545,2.6088939072842154,0.2780907105685951,0.7814276223076622,50.85761168969298,25.763046406371195,15.763744273474137,80.49964290763582,4.0,1.0,4,"Tetrahedron, Square pyramid, Octahedron"
mp-1203433,Hg3AsO5,2.106390425078348,0.3922496626766993,"[4.0, 5.0, 6.0]",1.6666666666666667,1.0,2.0,"Tetrahedron, Square pyramid, Octahedron",4e,3,5.0,Hg,1.0,False,0.0,5.0,2.070044192057056,2.8853740775530228,2.445612592376592,0.3189498036071665,0.815329885495967,86.86729914234652,37.57011197038106,14.701782505564235,169.24619521010425,5.0,1.0,1,"Tetrahedron, Square pyramid, Octahedron"
mp-1203433,Hg3AsO5,2.106390425078348,0.3922496626766993,"[4.0, 5.0, 6.0]",1.6666666666666667,1.0,2.0,"Tetrahedron, Square pyramid, Octahedron",4e,3,5.0,Hg,1.0,False,1.0,5.0,2.070044192057056,2.885374077553023,2.4456125923765923,0.3189498036071667,0.8153298854959674,73.08488631608566,29.122776865638446,14.701782505564235,105.89241744803513,5.0,1.0,2,"Tetrahedron, Square pyramid, Octahedron"
mp-1203433,Hg3AsO5,2.106390425078348,0.3922496626766993,"[4.0, 5.0, 6.0]",1.6666666666666667,1.0,2.0,"Tetrahedron, Square pyramid, Octahedron",4e,3,5.0,Hg,1.0,False,2.0,5.0,2.070044192057054,2.885374077553024,2.445612592376592,0.318949803607167,0.8153298854959701,86.86729914234654,37.57011197038104,14.701782505564337,169.24619521010425,5.0,1.0,3,"Tetrahedron, Square pyramid, Octahedron"
mp-1203433,Hg3AsO5,2.106390425078348,0.3922496626766993,"[4.0, 5.0, 6.0]",1.6666666666666667,1.0,2.0,"Tetrahedron, Square pyramid, Octahedron",4e,3,5.0,Hg,1.0,False,3.0,5.0,2.070044192057056,2.8853740775530237,2.4456125923765923,0.31894980360716657,0.8153298854959679,73.08488631608566,29.12277686563844,14.70178250556426,105.89241744803513,5.0,1.0,4,"Tetrahedron, Square pyramid, Octahedron"
mp-1203433,Hg3AsO5,2.106390425078348,0.3922496626766993,"[4.0, 5.0, 6.0]",1.6666666666666667,1.0,2.0,"Tetrahedron, Square pyramid, Octahedron",4e,3,6.0,Hg,1.0,False,4.0,6.0,2.143052289498033,2.6554580249780253,2.450188685072581,0.21675618229519852,0.5124057354799922,44.270732681526695,17.19123739034407,17.175335130477155,72.99105675879774,6.0,1.0,1,"Tetrahedron, Square pyramid, Octahedron"
mp-1203433,Hg3AsO5,2.106390425078348,0.3922496626766993,"[4.0, 5.0, 6.0]",1.6666666666666667,1.0,2.0,"Tetrahedron, Square pyramid, Octahedron",4e,3,6.0,Hg,1.0,False,5.0,6.0,2.143052289498033,2.6554580249780257,2.4501886850725816,0.21675618229519877,0.5124057354799927,86.0876907094521,40.46978857479183,25.936531301888273,168.34705931716312,6.0,1.0,2,"Tetrahedron, Square pyramid, Octahedron"
mp-1203433,Hg3AsO5,2.106390425078348,0.3922496626766993,"[4.0, 5.0, 6.0]",1.6666666666666667,1.0,2.0,"Tetrahedron, Square pyramid, Octahedron",4e,3,6.0,Hg,1.0,False,6.0,6.0,2.1430522894980335,2.655458024978025,2.4501886850725816,0.21675618229519864,0.5124057354799914,44.2707326815267,17.191237390344078,17.175335130477134,72.99105675879777,6.0,1.0,3,"Tetrahedron, Square pyramid, Octahedron"
mp-1203433,Hg3AsO5,2.106390425078348,0.3922496626766993,"[4.0, 5.0, 6.0]",1.6666666666666667,1.0,2.0,"Tetrahedron, Square pyramid, Octahedron",4e,3,6.0,Hg,1.0,False,7.0,6.0,2.1430522894980317,2.655458024978025,2.4501886850725816,0.21675618229519888,0.5124057354799931,86.0876907094521,40.46978857479182,25.9365313018883,168.3470593171631,6.0,1.0,4,"Tetrahedron, Square pyramid, Octahedron"
mp-1205446,Hg8Br3O4,1.5248168979428358,1.110336212673736,"[1.0, 2.0, 1.0, 2.0, 2.0, 3.0, 4.0]",1.4285714285714286,1.0,2.0,"Single neighbor, Linear, See-saw, T-shaped, Angular",4e,5,1.0,Hg,1.0,False,0.0,1.0,2.1642332420736174,2.1642332420736174,2.1642332420736174,0.0,0.0,,,,,1.0,1.0,1,"Single neighbor, Linear, See-saw, T-shaped, Angular"
mp-1205446,Hg8Br3O4,1.5248168979428358,1.110336212673736,"[1.0, 2.0, 1.0, 2.0, 2.0, 3.0, 4.0]",1.4285714285714286,1.0,2.0,"Single neighbor, Linear, See-saw, T-shaped, Angular",4e,5,1.0,Hg,1.0,False,1.0,1.0,2.1642332420736152,2.1642332420736152,2.1642332420736152,0.0,0.0,,,,,1.0,1.0,2,"Single neighbor, Linear, See-saw, T-shaped, Angular"
mp-1205446,Hg8Br3O4,1.5248168979428358,1.110336212673736,"[1.0, 2.0, 1.0, 2.0, 2.0, 3.0, 4.0]",1.4285714285714286,1.0,2.0,"Single neighbor, Linear, See-saw, T-shaped, Angular",4e,5,1.0,Hg,1.0,False,2.0,1.0,2.1642332420736174,2.1642332420736174,2.1642332420736174,0.0,0.0,,,,,1.0,1.0,3,"Single neighbor, Linear, See-saw, T-shaped, Angular"
mp-1205446,Hg8Br3O4,1.5248168979428358,1.110336212673736,"[1.0, 2.0, 1.0, 2.0, 2.0, 3.0, 4.0]",1.4285714285714286,1.0,2.0,"Single neighbor, Linear, See-saw, T-shaped, Angular",4e,5,1.0,Hg,1.0,False,3.0,1.0,2.1642332420736183,2.1642332420736183,2.1642332420736183,0.0,0.0,,,,,1.0,1.0,4,"Single neighbor, Linear, See-saw, T-shaped, Angular"
mp-1205446,Hg8Br3O4,1.5248168979428358,1.110336212673736,"[1.0, 2.0, 1.0, 2.0, 2.0, 3.0, 4.0]",1.4285714285714286,1.0,2.0,"Single neighbor, Linear, See-saw, T-shaped, Angular",4e,5,1.0,Hg,1.0,False,8.0,1.0,2.2435254097793824,2.2435254097793824,2.2435254097793824,0.0,0.0,,,,,1.0,1.0,5,"Single neighbor, Linear, See-saw, T-shaped, Angular"
mp-1205446,Hg8Br3O4,1.5248168979428358,1.110336212673736,"[1.0, 2.0, 1.0, 2.0, 2.0, 3.0, 4.0]",1.4285714285714286,1.0,2.0,"Single neighbor, Linear, See-saw, T-shaped, Angular",4e,5,1.0,Hg,1.0,False,9.0,1.0,2.2435254097793855,2.2435254097793855,2.2435254097793855,0.0,0.0,,,,,1.0,1.0,6,"Single neighbor, Linear, See-saw, T-shaped, Angular"
mp-1205446,Hg8Br3O4,1.5248168979428358,1.110336212673736,"[1.0, 2.0, 1.0, 2.0, 2.0, 3.0, 4.0]",1.4285714285714286,1.0,2.0,"Single neighbor, Linear, See-saw, T-shaped, Angular",4e,5,1.0,Hg,1.0,False,10.0,1.0,2.2435254097793846,2.2435254097793846,2.2435254097793846,0.0,0.0,,,,,1.0,1.0,7,"Single neighbor, Linear, See-saw, T-shaped, Angular"
mp-1205446,Hg8Br3O4,1.5248168979428358,1.110336212673736,"[1.0, 2.0, 1.0, 2.0, 2.0, 3.0, 4.0]",1.4285714285714286,1.0,2.0,"Single neighbor, Linear, See-saw, T-shaped, Angular",4e,5,1.0,Hg,1.0,False,11.0,1.0,2.243525409779384,2.243525409779384,2.243525409779384,0.0,0.0,,,,,1.0,1.0,8,"Single neighbor, Linear, See-saw, T-shaped, Angular"
mp-1205446,Hg8Br3O4,1.5248168979428358,1.110336212673736,"[1.0, 2.0, 1.0, 2.0, 2.0, 3.0, 4.0]",1.4285714285714286,1.0,2.0,"Single neighbor, Linear, See-saw, T-shaped, Angular",4e,5,1.0,Hg,1.0,False,12.0,1.0,2.1507874817969053,2.1507874817969053,2.1507874817969053,0.0,0.0,,,,,1.0,1.0,9,"Single neighbor, Linear, See-saw, T-shaped, Angular"
mp-1205446,Hg8Br3O4,1.5248168979428358,1.110336212673736,"[1.0, 2.0, 1.0, 2.0, 2.0, 3.0, 4.0]",1.4285714285714286,1.0,2.0,"Single neighbor, Linear, See-saw, T-shaped, Angular",4e,5,1.0,Hg,1.0,False,13.0,1.0,2.1507874817969093,2.1507874817969093,2.1507874817969093,0.0,0.0,,,,,1.0,1.0,10,"Single neighbor, Linear, See-saw, T-shaped, Angular"
mp-1205446,Hg8Br3O4,1.5248168979428358,1.110336212673736,"[1.0, 2.0, 1.0, 2.0, 2.0, 3.0, 4.0]",1.4285714285714286,1.0,2.0,"Single neighbor, Linear, See-saw, T-shaped, Angular",4e,5,1.0,Hg,1.0,False,14.0,1.0,2.1507874817969,2.1507874817969,2.1507874817969,0.0,0.0,,,,,1.0,1.0,11,"Single neighbor, Linear, See-saw, T-shaped, Angular"
mp-1205446,Hg8Br3O4,1.5248168979428358,1.110336212673736,"[1.0, 2.0, 1.0, 2.0, 2.0, 3.0, 4.0]",1.4285714285714286,1.0,2.0,"Single neighbor, Linear, See-saw, T-shaped, Angular",4e,5,1.0,Hg,1.0,False,15.0,1.0,2.1507874817969035,2.1507874817969035,2.1507874817969035,0.0,0.0,,,,,1.0,1.0,12,"Single neighbor, Linear, See-saw, T-shaped, Angular"
