CN,dominant_geometry,dominant_count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean,dominant_fraction
2.0,Square plane,6,6,2.021573771119587,2.0278766588664516,0.006302887746864753,1.0,0.8571428571428571
3.0,Square plane,12,6,2.046579764238057,2.0699222242982978,0.02203231123186492,1.0,0.9230769230769231
4.0,Square plane,76,36,2.014119076358207,2.035032029431282,0.01720007802406875,0.9032258064516129,0.987012987012987
