material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Au_wyckoff,num_Au_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1235582,LiAu4Se4(ClO3)4,2.1361901670004912,-0.2056569142607832,"[2.0, 3.0, 4.0]",3.0,3.0,3.0,Square plane,1a,1,3.0,Au,0.0,True,3.0,3.0,2.0197899996602438,2.068686885419368,2.04519669543485,0.020008016811065083,0.04889688575912432,40.548642255742884,6.843270043680721,33.57938061698275,49.84855995488965,3.0,1.0,2,Square plane
mp-1235582,LiAu4Se4(ClO3)4,2.1361901670004912,-0.2056569142607832,"[2.0, 3.0, 4.0]",3.0,3.0,3.0,Square plane,1a,1,4.0,Au,0.0,True,,,,,,,,,,,,,,0,Square plane
mp-1236013,LiAu4Se4(ClO3)4,2.125140013332582,-0.1077420239945484,"[2.0, 3.0, 4.0]",3.0,3.0,3.0,Square plane,1a,1,2.0,Au,0.0,True,4.0,2.0,2.013744622997493,2.0365020749996545,2.025123348998574,0.011378726001080697,0.022757452002161394,92.30885069358132,0.0,92.30885069358132,92.30885069358132,2.0,1.0,1,Square plane
mp-1236013,LiAu4Se4(ClO3)4,2.125140013332582,-0.1077420239945484,"[2.0, 3.0, 4.0]",3.0,3.0,3.0,Square plane,1a,1,3.0,Au,0.0,True,1.0,3.0,2.022105538804691,2.0503556957268314,2.034813398659211,0.011705934884141643,0.0282501569221405,113.80054102036694,38.88201813402402,85.70846927471116,168.78364603644877,3.0,1.0,1,Square plane
mp-1236013,LiAu4Se4(ClO3)4,2.125140013332582,-0.1077420239945484,"[2.0, 3.0, 4.0]",3.0,3.0,3.0,Square plane,1a,1,3.0,Au,0.0,True,3.0,3.0,2.025647882788477,2.0732559315360044,2.0462994878138265,0.0199406589598824,0.04760804874752722,39.83862778696675,6.756249590920227,34.30268630212692,49.35088327348938,3.0,1.0,2,Square plane
mp-1236013,LiAu4Se4(ClO3)4,2.125140013332582,-0.1077420239945484,"[2.0, 3.0, 4.0]",3.0,3.0,3.0,Square plane,1a,1,4.0,Au,0.0,True,,,,,,,,,,,,,,0,Square plane
mp-27253,Au2O3,1.963727731796764,0.2705868088111766,[4.0],3.0,3.0,3.0,Square plane,4b,1,4.0,Au,0.0,True,,,,,,,,,,,,,,0,Square plane
mp-27441,Au2Se4O11,2.009713426276466,-0.0254929391094119,[4.0],3.0,3.0,3.0,Square plane,"2d, 2a",1,4.0,Au,0.0,True,,,,,,,,,,,,,,0,Square plane
mp-28095,Au2Se2O7,1.9932311222030457,0.1347375524616303,[4.0],3.0,3.0,3.0,Square plane,4c,1,4.0,Au,0.0,True,0.0,4.0,1.9932310237167208,2.0755686662707418,2.03420259696041,0.029156138866487113,0.08233764255402098,117.90547010705632,39.44763815468598,86.1707229585006,174.64947326684853,4.0,1.0,1,Square plane
mp-28095,Au2Se2O7,1.9932311222030457,0.1347375524616303,[4.0],3.0,3.0,3.0,Square plane,4c,1,4.0,Au,0.0,True,1.0,4.0,1.9932310237167208,2.0755686662707413,2.0342025969604096,0.02915613886648696,0.08233764255402054,117.90547010705632,39.447638154686,86.17072295850062,174.64947326684847,4.0,1.0,2,Square plane
mp-28095,Au2Se2O7,1.9932311222030457,0.1347375524616303,[4.0],3.0,3.0,3.0,Square plane,4c,1,4.0,Au,0.0,True,2.0,4.0,1.993231023716721,2.0755686662707418,2.0342025969604105,0.02915613886648704,0.08233764255402076,57.03609125754212,21.970920524161855,22.60110876855175,92.96891592599428,4.0,1.0,3,Square plane
mp-28095,Au2Se2O7,1.9932311222030457,0.1347375524616303,[4.0],3.0,3.0,3.0,Square plane,4c,1,4.0,Au,0.0,True,3.0,4.0,1.9932310237167215,2.0755686662707413,2.0342025969604096,0.029156138866486738,0.08233764255401987,95.95214255399624,42.0738857594259,40.02777210882521,174.64947326684853,4.0,1.0,4,Square plane
mp-28788,Ba9(AuO6)2,2.031819663912939,0.0936759551649321,[4.0],3.0,3.0,3.0,Square plane,8d,1,4.0,Au,0.0,True,36.0,4.0,2.0325039624105443,2.0894963564406837,2.058778992240357,0.020506832616372275,0.05699239403013934,72.29816928394285,28.083182562698457,33.06614957027757,116.19896100535205,1.0,0.25,1,Square plane
mp-28788,Ba9(AuO6)2,2.031819663912939,0.0936759551649321,[4.0],3.0,3.0,3.0,Square plane,8d,1,4.0,Au,0.0,True,37.0,4.0,2.032503962410543,2.0894963564406837,2.0587789922403568,0.020506832616372796,0.05699239403014067,119.37458240134322,41.56707164005122,88.95334726044169,178.7013229766166,1.0,0.25,2,Square plane
mp-28788,Ba9(AuO6)2,2.031819663912939,0.0936759551649321,[4.0],3.0,3.0,3.0,Square plane,8d,1,4.0,Au,0.0,True,38.0,4.0,2.032503962410544,2.0894963564406845,2.0587789922403568,0.02050683261637282,0.05699239403014067,119.37458240134315,41.56707164005109,88.95334726044165,178.70132297661604,1.0,0.25,3,Square plane
mp-28788,Ba9(AuO6)2,2.031819663912939,0.0936759551649321,[4.0],3.0,3.0,3.0,Square plane,8d,1,4.0,Au,0.0,True,39.0,4.0,2.032503962410544,2.0894963564406828,2.058778992240357,0.02050683261637207,0.05699239403013889,72.29816928394287,28.083182562698465,33.06614957027758,116.19896100535207,1.0,0.25,4,Square plane
mp-28788,Ba9(AuO6)2,2.031819663912939,0.0936759551649321,[4.0],3.0,3.0,3.0,Square plane,8d,1,4.0,Au,0.0,True,40.0,4.0,2.032503962410544,2.089496356440683,2.058778992240357,0.02050683261637231,0.05699239403013934,72.29816928394287,28.083182562698457,33.06614957027758,116.19896100535207,1.0,0.25,5,Square plane
mp-28788,Ba9(AuO6)2,2.031819663912939,0.0936759551649321,[4.0],3.0,3.0,3.0,Square plane,8d,1,4.0,Au,0.0,True,41.0,4.0,2.032503962410544,2.0894963564406837,2.0587789922403568,0.02050683261637251,0.05699239403013978,119.37458240134323,41.56707164005122,88.95334726044165,178.7013229766166,1.0,0.25,6,Square plane
mp-28788,Ba9(AuO6)2,2.031819663912939,0.0936759551649321,[4.0],3.0,3.0,3.0,Square plane,8d,1,4.0,Au,0.0,True,42.0,4.0,2.032503962410543,2.0894963564406814,2.0587789922403568,0.02050683261637182,0.05699239403013845,119.37458240134322,41.56707164005122,88.95334726044166,178.7013229766166,1.0,0.25,7,Square plane
mp-28788,Ba9(AuO6)2,2.031819663912939,0.0936759551649321,[4.0],3.0,3.0,3.0,Square plane,8d,1,4.0,Au,0.0,True,43.0,4.0,2.032503962410544,2.0894963564406845,2.0587789922403577,0.020506832616372747,0.05699239403014067,72.29816928394285,28.083182562698454,33.06614957027757,116.19896100535205,1.0,0.25,8,Square plane
mp-28853,LaAuO3,1.922081762382032,0.275704687833706,[4.0],3.0,3.0,3.0,Square plane,4d,1,4.0,Au,0.0,True,4.0,4.0,1.9836039974897797,2.020417629880787,2.0020108136852834,0.01840681619550366,0.036813632391007545,74.52413756319241,30.146304982923187,29.125400516841673,117.63970617202581,4.0,1.0,1,Square plane
mp-28853,LaAuO3,1.922081762382032,0.275704687833706,[4.0],3.0,3.0,3.0,Square plane,4d,1,4.0,Au,0.0,True,5.0,4.0,1.98360399748978,2.0204176298807877,2.002010813685284,0.01840681619550366,0.03681363239100777,76.90796172319966,19.158263557595653,47.64114158254036,97.80750768423046,4.0,1.0,2,Square plane
mp-28853,LaAuO3,1.922081762382032,0.275704687833706,[4.0],3.0,3.0,3.0,Square plane,4d,1,4.0,Au,0.0,True,6.0,4.0,1.9836039974897801,2.0204176298807863,2.0020108136852834,0.018406816195502718,0.03681363239100621,76.90796172319965,19.158263557595646,47.641141582540364,97.80750768423046,4.0,1.0,3,Square plane
mp-28853,LaAuO3,1.922081762382032,0.275704687833706,[4.0],3.0,3.0,3.0,Square plane,4d,1,4.0,Au,0.0,True,7.0,4.0,1.9836039974897792,2.0204176298807885,2.002010813685284,0.018406816195504327,0.03681363239100932,74.52413756319241,30.1463049829232,29.125400516841637,117.63970617202584,4.0,1.0,4,Square plane
mp-555085,KAu(NO3)4,2.0720184698560704,-0.0770820867924472,[4.0],3.0,3.0,3.0,Square plane,2a,1,4.0,Au,0.0,True,,,,,,,,,,,,,,0,Square plane
mp-555376,CsAu(SO4)2,2.09643328267631,-0.184162750853371,[4.0],3.0,3.0,3.0,Square plane,4e,1,4.0,Au,0.0,True,,,,,,,,,,,,,,0,Square plane
mp-555741,RbAu(SO4)2,2.034653521475243,0.0212528718701236,[4.0],3.0,3.0,3.0,Square plane,1b,1,4.0,Au,0.0,True,1.0,4.0,2.039652584951451,2.0419445693928227,2.040798577172137,0.0011459922206857875,0.002291984441371575,66.59594098568309,22.86006246415555,30.963566959265787,99.98868979137153,4.0,1.0,1,Square plane
mp-557441,KAu(IO3)4,2.0285933308522126,-0.0225341636322275,[4.0],3.0,3.0,3.0,Square plane,1a,1,4.0,Au,0.0,True,1.0,4.0,2.0124586584907798,2.0309290916050675,2.0219410544365517,0.007130226525803628,0.018470433114287754,54.980826348504586,24.682120028124096,24.299647597226077,90.74249177658574,4.0,1.0,1,Square plane
mp-559422,Bi4Au2O9,2.022674624415564,0.0566704241174641,[4.0],3.0,3.0,3.0,Square plane,8c,1,4.0,Au,0.0,True,32.0,4.0,2.0172397561276845,2.0568190358398977,2.03669511804118,0.013998125131963371,0.0395792797122132,118.52278509306218,40.457384664724586,87.59733601839534,176.85946084284856,4.0,1.0,1,Square plane
mp-559422,Bi4Au2O9,2.022674624415564,0.0566704241174641,[4.0],3.0,3.0,3.0,Square plane,8c,1,4.0,Au,0.0,True,33.0,4.0,2.0172397561276845,2.056819035839903,2.0366951180411825,0.013998125131965296,0.03957927971221853,118.52278509306218,40.45738466472459,87.59733601839532,176.8594608428488,4.0,1.0,2,Square plane
mp-559422,Bi4Au2O9,2.022674624415564,0.0566704241174641,[4.0],3.0,3.0,3.0,Square plane,8c,1,4.0,Au,0.0,True,34.0,4.0,2.0172397561276845,2.0568190358398994,2.0366951180411803,0.013998125131964034,0.039579279712214976,118.52278509306221,40.457384664724586,87.59733601839532,176.85946084284856,4.0,1.0,3,Square plane
mp-559422,Bi4Au2O9,2.022674624415564,0.0566704241174641,[4.0],3.0,3.0,3.0,Square plane,8c,1,4.0,Au,0.0,True,35.0,4.0,2.0172397561276845,2.056819035839899,2.0366951180411803,0.013998125131963846,0.03957927971221453,118.52278509306218,40.457384664724586,87.59733601839534,176.85946084284856,4.0,1.0,4,Square plane
mp-559422,Bi4Au2O9,2.022674624415564,0.0566704241174641,[4.0],3.0,3.0,3.0,Square plane,8c,1,4.0,Au,0.0,True,36.0,4.0,2.0183137325436418,2.0622543447174486,2.0420214208606393,0.017110505793131947,0.04394061217380685,118.37275847588167,40.31687498674087,83.64082671815241,176.4806103082748,4.0,1.0,5,Square plane
mp-559422,Bi4Au2O9,2.022674624415564,0.0566704241174641,[4.0],3.0,3.0,3.0,Square plane,8c,1,4.0,Au,0.0,True,37.0,4.0,2.0183137325436418,2.062254344717448,2.0420214208606393,0.017110505793131912,0.043940612173806404,118.37275847588171,40.316874986740906,83.64082671815241,176.4806103082748,4.0,1.0,6,Square plane
mp-559422,Bi4Au2O9,2.022674624415564,0.0566704241174641,[4.0],3.0,3.0,3.0,Square plane,8c,1,4.0,Au,0.0,True,38.0,4.0,2.0172397561276845,2.056819035839903,2.0366951180411825,0.013998125131965296,0.03957927971221853,118.52278509306218,40.45738466472459,87.59733601839532,176.8594608428488,4.0,1.0,7,Square plane
mp-559422,Bi4Au2O9,2.022674624415564,0.0566704241174641,[4.0],3.0,3.0,3.0,Square plane,8c,1,4.0,Au,0.0,True,39.0,4.0,2.0183137325436404,2.062254344717453,2.0420214208606398,0.017110505793134615,0.04394061217381262,118.37275847588164,40.31687498674085,83.64082671815243,176.48061030827458,4.0,1.0,8,Square plane
mp-559422,Bi4Au2O9,2.022674624415564,0.0566704241174641,[4.0],3.0,3.0,3.0,Square plane,8c,1,4.0,Au,0.0,True,40.0,4.0,2.0172397561276836,2.0568190358398994,2.0366951180411794,0.013998125131964361,0.039579279712215865,118.52278509306221,40.457384664724586,87.59733601839532,176.85946084284856,4.0,1.0,9,Square plane
mp-559422,Bi4Au2O9,2.022674624415564,0.0566704241174641,[4.0],3.0,3.0,3.0,Square plane,8c,1,4.0,Au,0.0,True,41.0,4.0,2.017239756127683,2.056819035839899,2.03669511804118,0.01399812513196433,0.039579279712215865,118.52278509306223,40.45738466472464,87.59733601839532,176.8594608428488,4.0,1.0,10,Square plane
mp-559422,Bi4Au2O9,2.022674624415564,0.0566704241174641,[4.0],3.0,3.0,3.0,Square plane,8c,1,4.0,Au,0.0,True,42.0,4.0,2.01831373254364,2.062254344717448,2.0420214208606393,0.01711050579313342,0.04394061217380818,118.37275847588165,40.31687498674085,83.64082671815237,176.48061030827458,4.0,1.0,11,Square plane
mp-559422,Bi4Au2O9,2.022674624415564,0.0566704241174641,[4.0],3.0,3.0,3.0,Square plane,8c,1,4.0,Au,0.0,True,43.0,4.0,2.0172397561276836,2.056819035839901,2.03669511804118,0.013998125131964982,0.03957927971221764,118.52278509306215,40.457384664724536,87.59733601839532,176.85946084284856,4.0,1.0,12,Square plane
mp-559422,Bi4Au2O9,2.022674624415564,0.0566704241174641,[4.0],3.0,3.0,3.0,Square plane,8c,1,4.0,Au,0.0,True,44.0,4.0,2.0183137325436413,2.062254344717445,2.0420214208606398,0.01711050579313108,0.04394061217380374,118.37275847588167,40.31687498674087,83.64082671815244,176.4806103082748,4.0,1.0,13,Square plane
mp-559422,Bi4Au2O9,2.022674624415564,0.0566704241174641,[4.0],3.0,3.0,3.0,Square plane,8c,1,4.0,Au,0.0,True,45.0,4.0,2.0183137325436404,2.0622543447174526,2.0420214208606398,0.017110505793134483,0.04394061217381218,118.37275847588161,40.316874986740814,83.64082671815244,176.48061030827458,4.0,1.0,14,Square plane
mp-559422,Bi4Au2O9,2.022674624415564,0.0566704241174641,[4.0],3.0,3.0,3.0,Square plane,8c,1,4.0,Au,0.0,True,46.0,4.0,2.018313732543641,2.0622543447174517,2.0420214208606398,0.017110505793133765,0.043940612173810845,118.3727584758817,40.316874986740906,83.64082671815241,176.4806103082748,4.0,1.0,15,Square plane
mp-559422,Bi4Au2O9,2.022674624415564,0.0566704241174641,[4.0],3.0,3.0,3.0,Square plane,8c,1,4.0,Au,0.0,True,47.0,4.0,2.0183137325436404,2.062254344717453,2.0420214208606398,0.017110505793134927,0.04394061217381262,118.37275847588161,40.316874986740814,83.64082671815238,176.48061030827458,4.0,1.0,16,Square plane
