material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Au_wyckoff,num_Au_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-559824,Au2Se3O10,2.000625102469264,-0.0063745053160621,[4.0],3.0,3.0,3.0,Square plane,4b,1,4.0,Au,0.0,True,,,,,,,,,,,,,,0,Square plane
mp-560021,AuS3(O3F)3,2.0263864780835457,0.0883109603531828,[4.0],3.0,3.0,3.0,Square plane,4e,1,4.0,Au,0.0,True,,,,,,,,,,,,,,0,Square plane
mp-560549,AuSeClO3,2.0396611513054124,-0.0140538545022475,"[2.0, 3.0, 4.0]",3.0,3.0,3.0,Square plane,"1a, 2i, 1b",1,2.0,Au,0.0,True,3.0,2.0,2.024262956971183,2.024262956971184,2.0242629569711834,4.440892098500626e-16,8.881784197001252e-16,86.9908191304771,0.0,86.9908191304771,86.9908191304771,2.0,1.0,1,Square plane
mp-560549,AuSeClO3,2.0396611513054124,-0.0140538545022475,"[2.0, 3.0, 4.0]",3.0,3.0,3.0,Square plane,"1a, 2i, 1b",1,3.0,Au,0.0,True,0.0,3.0,2.0208853865979584,2.0697293184680055,2.039461393119804,0.021586386829249897,0.0488439318700471,113.35007887639763,38.578961095324814,85.46399638589416,167.90443826439753,3.0,1.0,1,Square plane
mp-560549,AuSeClO3,2.0396611513054124,-0.0140538545022475,"[2.0, 3.0, 4.0]",3.0,3.0,3.0,Square plane,"1a, 2i, 1b",1,3.0,Au,0.0,True,2.0,3.0,2.0208853865979566,2.0697293184680055,2.0394613931198036,0.021586386829250247,0.04884393187004887,113.35007887639763,38.578961095324814,85.46399638589416,167.90443826439753,3.0,1.0,2,Square plane
mp-560549,AuSeClO3,2.0396611513054124,-0.0140538545022475,"[2.0, 3.0, 4.0]",3.0,3.0,3.0,Square plane,"1a, 2i, 1b",1,4.0,Au,0.0,True,1.0,4.0,2.018930384012913,2.041388402005607,2.0301593930092596,0.011229008996346601,0.02245801799269387,38.86577927820764,18.441943389633554,14.98095126728881,69.12987347285193,4.0,1.0,1,Square plane
mp-561190,NaAu(SO4)2,2.1492523655051885,-0.3726192943247426,[4.0],3.0,3.0,3.0,Square plane,2a,1,4.0,Au,0.0,True,,,,,,,,,,,,,,0,Square plane
mp-658803,Au2O3,1.9893925454580423,0.2123242706859761,[4.0],3.0,3.0,3.0,Square plane,1a,1,4.0,Au,0.0,True,,,,,,,,,,,,,,0,Square plane
mp-709946,CsAu(SO4)2,1.8833507429531533,0.5191583026236191,[4.0],3.0,3.0,3.0,Square plane,1a,1,4.0,Au,0.0,True,,,,,,,,,,,,,,0,Square plane
mp-7471,Li3AuO3,1.925508669111323,0.3358526221409669,[4.0],3.0,3.0,3.0,Square plane,4f,1,4.0,Au,0.0,True,12.0,4.0,1.9915824962597652,2.055736463649075,2.02365947995442,0.03207698369465484,0.0641539673893099,119.15439232760612,41.321756041933085,84.62103481583237,177.46317698281842,4.0,1.0,1,Square plane
mp-7471,Li3AuO3,1.925508669111323,0.3358526221409669,[4.0],3.0,3.0,3.0,Square plane,4f,1,4.0,Au,0.0,True,13.0,4.0,1.9915824962597644,2.0557364636490747,2.0236594799544196,0.03207698369465489,0.06415396738931034,60.73506765804232,42.28595056017305,0.9386137579117775,91.5719083660193,4.0,1.0,2,Square plane
mp-7471,Li3AuO3,1.925508669111323,0.3358526221409669,[4.0],3.0,3.0,3.0,Square plane,4f,1,4.0,Au,0.0,True,14.0,4.0,1.9915824962597648,2.0557364636490747,2.0236594799544196,0.03207698369465489,0.0641539673893099,119.1543923276061,41.321756041933014,84.62103481583242,177.46317698281842,4.0,1.0,3,Square plane
mp-7471,Li3AuO3,1.925508669111323,0.3358526221409669,[4.0],3.0,3.0,3.0,Square plane,4f,1,4.0,Au,0.0,True,15.0,4.0,1.9915824962597644,2.0557364636490747,2.0236594799544196,0.03207698369465489,0.06415396738931034,60.73506765804232,42.28595056017305,0.9386137579117775,91.5719083660193,4.0,1.0,4,Square plane
mp-768915,Na3AuO3,1.8833569451760432,0.5050688361380555,[4.0],3.0,3.0,3.0,Square plane,4f,1,4.0,Au,0.0,True,12.0,4.0,1.9925646765405984,2.0675277755790633,2.030046226059831,0.03748154951923233,0.07496309903846488,118.66806266052588,40.708271492962616,82.51300695643252,176.0041879815776,4.0,1.0,1,Square plane
mp-768915,Na3AuO3,1.8833569451760432,0.5050688361380555,[4.0],3.0,3.0,3.0,Square plane,4f,1,4.0,Au,0.0,True,13.0,4.0,1.9925646765405998,2.0675277755790638,2.0300462260598313,0.03748154951923133,0.07496309903846399,61.147179501608285,42.66685996329343,0.8107588394235347,92.12614867212415,4.0,1.0,2,Square plane
mp-768915,Na3AuO3,1.8833569451760432,0.5050688361380555,[4.0],3.0,3.0,3.0,Square plane,4f,1,4.0,Au,0.0,True,14.0,4.0,1.9925646765405998,2.067527775579064,2.0300462260598313,0.03748154951923144,0.07496309903846443,61.147179501608285,42.66685996329343,0.8107588394235347,92.12614867212415,4.0,1.0,3,Square plane
mp-768915,Na3AuO3,1.8833569451760432,0.5050688361380555,[4.0],3.0,3.0,3.0,Square plane,4f,1,4.0,Au,0.0,True,15.0,4.0,1.992564676540599,2.0675277755790615,2.03004622605983,0.03748154951923105,0.07496309903846243,118.66806266052582,40.70827149296257,82.51300695643253,176.0041879815776,4.0,1.0,4,Square plane
