material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Mo_wyckoff,num_Mo_chemenvs,CN,element,charge_range,is_single_charge
mp-1209095,RbY(MoO4)2,2.1012459213549697,2.0101482340806105,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1209099,RbTb(MoO4)2,2.086291588153224,2.1126108149990643,[6.0],6.0,6.0,6.0,Square pyramid,4f,1,6.0,Mo,0.0,True
mp-1209114,RbTm(MoO4)2,2.0887160270277447,1.9014369475755728,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1209152,RbSm(MoO4)2,2.115148400647475,2.103234142982293,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1209180,RbSc(MoO4)2,2.144361608581602,0.8624678718071432,[4.0],6.0,6.0,6.0,Tetrahedron,2d,1,4.0,Mo,0.0,True
mp-1209244,RbEr(MoO4)2,2.093755021924735,1.931634534190367,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1209245,RbDy(MoO4)2,2.098372334516156,1.974201967085768,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1209247,RbNd(MoO4)2,2.123806257548048,2.160702259600959,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1209248,RbAl(MoO4)2,2.114412798936024,0.7925908906455303,[4.0],6.0,6.0,6.0,Tetrahedron,2d,1,4.0,Mo,0.0,True
mp-1209249,Sm2Hf2(MoO4)7,1.9381938014444915,0.3566672308317652,[4.0],6.0,6.0,6.0,Tetrahedron,"4f, 2e",1,4.0,Mo,0.0,True
mp-1209254,RbY(MoO4)2,2.0960512073026,0.7878738903796657,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1209266,RbLu(MoO4)2,2.081065821695169,1.874417593058444,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1209280,RbHo(MoO4)2,2.094743730380116,1.980681209891116,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1209294,RbSm(MoO4)2,2.115925109324436,0.7560289306670432,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1209311,RbGd(MoO4)2,2.107519990455816,2.0584680877785235,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1209361,RbEu(MoO4)2,2.1174691508438084,2.160306820789378,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1209371,RbDy(MoO4)2,2.130311752214819,0.7892412350020377,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1209387,Rb5In(MoO4)4,2.06891848254297,0.7382124679397093,[4.0],6.0,6.0,6.0,Tetrahedron,4g,1,4.0,Mo,0.0,True
mp-1209393,RbGd(MoO4)2,2.114628681482989,0.7545841573557514,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1209431,Rb3Li2Al(MoO4)4,2.1405464807753765,0.848017230527733,[4.0],6.0,6.0,6.0,Tetrahedron,8e,1,4.0,Mo,0.0,True
mp-1209435,RbMo3(PO7)2,1.94611128411644,0.5079156453159708,"[6.0, 5.0, 6.0]",5.666666666666667,5.0,6.0,"Octahedron, Trigonal bipyramid",2e,2,6.0,Mo,1.0,False
mp-1209435,RbMo3(PO7)2,1.94611128411644,0.5079156453159708,"[6.0, 5.0, 6.0]",5.666666666666667,5.0,6.0,"Octahedron, Trigonal bipyramid",2e,2,5.0,Mo,1.0,False
mp-1209435,RbMo3(PO7)2,1.94611128411644,0.5079156453159708,"[6.0, 5.0, 6.0]",5.666666666666667,5.0,6.0,"Octahedron, Trigonal bipyramid",2e,2,6.0,Mo,1.0,False
mp-1209472,Rb2Zr(MoO4)3,2.042875758386591,0.6021845044450461,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Mo,0.0,True
mp-1209493,Rb8Hf(MoO4)6,2.0636142042028505,0.6462087687602088,[4.0],6.0,6.0,6.0,Tetrahedron,"4j, 2i",1,4.0,Mo,0.0,True
mp-1209544,Rb3Li2Ga(MoO4)4,2.13796348463561,0.8350974953685444,[4.0],6.0,6.0,6.0,Tetrahedron,8e,1,4.0,Mo,0.0,True
mp-1209549,Rb2Mo4O13,1.9516668648120024,0.4235238860780769,[6.0],6.0,6.0,6.0,"Square pyramid, Octahedron",2i,2,6.0,Mo,0.0,True
mp-1209587,RbEr(MoO4)2,2.1152091743385304,0.7556054097339682,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1209627,Rb2MoP2O9,1.9651592764950487,0.6940072518405854,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1209629,RbHo(MoO4)2,2.103982533099038,0.7278860602458928,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1209660,Rb2Zn2(MoO4)3,2.104113415903197,0.7319634851223482,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1209740,Pr2MoO6,2.2541015471403534,2.039167282654581,[5.0],6.0,6.0,6.0,Trigonal bipyramid,4f,1,5.0,Mo,0.0,True
mp-1209807,Pr2(MoO4)3,1.959054953093952,0.4836732654032259,[4.0],6.0,6.0,6.0,Tetrahedron,"2a, 4e",1,4.0,Mo,0.0,True
mp-1209982,NaMoO3F,2.051860953928024,0.8167910747488263,[5.0],6.0,6.0,6.0,Octahedron,2e,1,5.0,Mo,0.0,True
mp-1210004,Rb4Zn(MoO4)3,2.079086576631905,0.6837354742910919,[4.0],6.0,6.0,6.0,Tetrahedron,8c,1,4.0,Mo,0.0,True
mp-1210008,Pr2(MoO4)3,1.9851991108981504,0.4706066533183271,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Mo,0.0,True
mp-1210143,Rb2Cd2(MoO4)3,1.8523116266442687,0.1398416941803118,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,Mo,0.0,True
mp-1210232,NaMo3(PO7)2,1.942219901256454,0.5024505142748118,"[6.0, 5.0, 6.0]",5.666666666666667,5.0,6.0,"Octahedron, Trigonal bipyramid",2e,2,6.0,Mo,1.0,False
mp-1210232,NaMo3(PO7)2,1.942219901256454,0.5024505142748118,"[6.0, 5.0, 6.0]",5.666666666666667,5.0,6.0,"Octahedron, Trigonal bipyramid",2e,2,5.0,Mo,1.0,False
mp-1210232,NaMo3(PO7)2,1.942219901256454,0.5024505142748118,"[6.0, 5.0, 6.0]",5.666666666666667,5.0,6.0,"Octahedron, Trigonal bipyramid",2e,2,6.0,Mo,1.0,False
mp-1210317,Rb2Mo3P3O17,1.9441881097067348,0.6011709667359785,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,4e,1,6.0,Mo,1.0,False
mp-1210317,Rb2Mo3P3O17,1.9441881097067348,0.6011709667359785,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,4e,1,6.0,Mo,1.0,False
mp-1210327,Pr2(MoO4)3,2.027745847183164,0.5504500237314314,[4.0],6.0,6.0,6.0,Tetrahedron,"4f, 2e",1,4.0,Mo,0.0,True
mp-1210358,NaMo6O17,1.882812987549345,0.3034771341896153,"[6.0, 4.0, 6.0]",5.666666666666667,5.0,6.0,"Tetrahedron, Octahedron",2e,2,6.0,Mo,1.0,False
mp-1210358,NaMo6O17,1.882812987549345,0.3034771341896153,"[6.0, 4.0, 6.0]",5.666666666666667,5.0,6.0,"Tetrahedron, Octahedron",2e,2,4.0,Mo,1.0,False
mp-1210358,NaMo6O17,1.882812987549345,0.3034771341896153,"[6.0, 4.0, 6.0]",5.666666666666667,5.0,6.0,"Tetrahedron, Octahedron",2e,2,6.0,Mo,1.0,False
mp-1210378,Rb2Mg2(MoO4)3,1.80035916369313,0.0175798078076238,[4.0],6.0,6.0,6.0,Tetrahedron,12b,1,4.0,Mo,0.0,True
mp-1210390,Na2TmMoPO8,2.06648733902109,0.6598607530293468,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1210635,Na2Hf(MoO4)3,2.249084738805521,1.242372992266083,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Trigonal bipyramid","4f, 2e",2,4.0,Mo,0.0,True
mp-1210635,Na2Hf(MoO4)3,2.249084738805521,1.242372992266083,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Trigonal bipyramid","4f, 2e",2,5.0,Mo,0.0,True
mp-1210638,Na3Cu2(MoO4)3,1.8287131180702711,0.0626667172950335,"[4.0, 4.0]",5.5,5.0,6.0,Tetrahedron,"4f, 2e",1,4.0,Mo,1.0,False
mp-1210638,Na3Cu2(MoO4)3,1.8287131180702711,0.0626667172950335,"[4.0, 4.0]",5.5,5.0,6.0,Tetrahedron,"4f, 2e",1,4.0,Mo,1.0,False
mp-1210945,MgU(MoO4)4,1.972568758228844,0.3977626557994201,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,Mo,0.0,True
mp-1210959,LiGd(MoO4)2,2.0569404002242373,1.2092743787239075,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,Mo,0.0,True
mp-1210963,Li2Zn2(MoO4)3,1.984020724781218,0.432811600741817,[4.0],6.0,6.0,6.0,Tetrahedron,"8d, 4c",1,4.0,Mo,0.0,True
mp-1210966,Lu2Mo4O15,1.897664622301109,0.2445150433931536,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1210978,LuTl(MoO4)2,1.989477392737602,0.4737188653551393,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Mo,0.0,True
mp-1211057,Lu2MoO6,2.5559786123302617,3.700533090233408,[5.0],6.0,6.0,6.0,Trigonal bipyramid,4f,1,5.0,Mo,0.0,True
mp-1211145,LiSm(MoO4)2,2.0590802743221626,1.2390558165142913,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,Mo,0.0,True
mp-1211174,LiNd(MoO4)2,2.0960496676868083,1.3268906764938229,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,Mo,0.0,True
mp-1211297,KTb(MoO4)2,2.1060738830257306,2.0555725372332807,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1211306,KSm(MoO4)2,2.119424718949289,2.136660127382632,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1211310,KTm(MoO4)2,2.0897531590847853,1.9503923804929248,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1211383,Li2Ni2(MoO4)3,1.9974748650044056,0.4688278915397264,[4.0],6.0,6.0,6.0,Tetrahedron,"8d, 4c",1,4.0,Mo,0.0,True
mp-1211391,KPr(MoO4)2,2.137500389922061,1.9331165191258664,[6.0],6.0,6.0,6.0,Square pyramid,4f,1,6.0,Mo,0.0,True
mp-1211396,KNd(MoO4)2,2.130612499036393,2.204954368307498,[6.0],6.0,6.0,6.0,Square pyramid,4f,1,6.0,Mo,0.0,True
mp-1211409,KTb(MoO4)2,2.1201822043943923,0.7647709115772123,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1211413,KMo2(P2O7)2,2.201287488445194,-0.1774631465490637,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"1d, 1g",1,6.0,Mo,1.0,False
mp-1211413,KMo2(P2O7)2,2.201287488445194,-0.1774631465490637,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"1d, 1g",1,6.0,Mo,1.0,False
mp-1211421,KLu(MoO4)2,2.1416089210249987,0.8564196708541632,[4.0],6.0,6.0,6.0,Tetrahedron,2d,1,4.0,Mo,0.0,True
mp-1211443,KLa(MoO4)2,2.148385795063936,1.9680716959735984,[6.0],6.0,6.0,6.0,Square pyramid,4f,1,6.0,Mo,0.0,True
mp-1211449,KHo(MoO4)2,2.0969210736073665,2.00385424883193,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1211454,KLu(MoO4)2,2.0809211378958112,1.895231812505604,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1211455,KGd(MoO4)2,2.1131420867256008,2.0946073831055485,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1211463,KVMoO6,1.9898338157993043,0.2718330675545045,[6.0],6.0,6.0,6.0,Octahedron,4c,1,6.0,Mo,0.0,True
mp-1211510,KLiSm2(MoO4)4,1.9868612140966653,0.4371102455032025,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1211523,KSm(MoO4)2,2.1210472350943226,0.7682975116688799,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1211532,KTm(MoO4)2,2.124541623532332,0.7733514077353373,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,Mo,0.0,True
mp-1211556,KHo(MoO4)2,2.128718943633914,0.7835007036424979,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1211563,KLiEr2(MoO4)4,2.0012948674844764,0.4691419818020855,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1211565,KEr(MoO4)2,2.088781774895091,2.159015356397737,[6.0],6.0,6.0,6.0,Square pyramid,4f,1,6.0,Mo,0.0,True
mp-1211571,KLiDy2(MoO4)4,1.9954047200530505,0.4572775804506085,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1211580,KGd(MoO4)2,2.1172629527269886,0.7579676284920074,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1211586,KLiY2(MoO4)4,1.9914801195772065,0.4463881019983524,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1211595,KDy(MoO4)2,2.0210530579218213,0.5218119670244123,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Mo,0.0,True
mp-1211601,KEr(MoO4)2,2.1396080011545657,0.8129542807178678,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1211658,KDy(MoO4)2,2.1019378333128205,2.014030570912559,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1211661,KLiLu2(MoO4)4,2.005634385323733,0.4740239503732957,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1211679,KCr(MoO4)2,2.1021248944909665,0.8255152728971273,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Mo,0.0,True
mp-1211686,KDy(MoO4)2,2.1217605324354603,0.7671097683450119,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1211688,KLiHo2(MoO4)4,1.993931615588771,0.4494072403424606,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1211713,KLiTb2(MoO4)4,1.995768446552741,0.4567961016318698,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1211724,Mn2Tl2(MoO4)3,1.866595519165616,0.1710844212897401,[4.0],6.0,6.0,6.0,Tetrahedron,12b,1,4.0,Mo,0.0,True
mp-1211734,KLu(MoO4)2,2.1322596809486933,0.7931582434171952,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1211810,KLiTm2(MoO4)4,2.001742539949757,0.4651354828184159,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1211821,K4MoO5,2.0847680722205792,1.183832850988345,[5.0],6.0,6.0,6.0,Trigonal bipyramid,2i,1,5.0,Mo,0.0,True
mp-1211822,K4Co(MoO4)3,2.102138659662112,0.7373158396121153,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Mo,0.0,True
mp-1211850,KLiGd2(MoO4)4,1.9893561122882093,0.4456339483761984,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1211857,K4Mg(MoO4)3,1.994103145346698,0.4748435804413554,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Mo,0.0,True
mp-1211929,K2TeMo2(PO7)2,1.944018896361403,0.9545273500385704,[6.0],6.0,6.0,6.0,Octahedron,8d,1,6.0,Mo,0.0,True
mp-1211965,KLiMoO4,1.811866114573225,0.0319971103667747,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1212049,K2Mg2(MoO4)3,2.097660535940123,0.7265901510339687,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1212168,K10CoMo7O27,2.00810797625021,0.5376602087161263,"[4.0, 6.0]",6.0,6.0,6.0,"Tetrahedron, Octahedron","4b, 2a",2,4.0,Mo,0.0,True
mp-1212168,K10CoMo7O27,2.00810797625021,0.5376602087161263,"[4.0, 6.0]",6.0,6.0,6.0,"Tetrahedron, Octahedron","4b, 2a",2,6.0,Mo,0.0,True
mp-1212243,HoTl(MoO4)2,2.1031107026833906,0.7164026583768721,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1212253,LiEu(MoO4)2,2.0587483562961566,1.1887763116620338,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,Mo,0.0,True
mp-1212309,K2Mg2(MoO4)3,1.872143707132384,0.192152736247762,[4.0],6.0,6.0,6.0,Tetrahedron,12b,1,4.0,Mo,0.0,True
mp-1212381,Ho2(MoO4)3,1.9550958276774737,0.4757101155567715,[4.0],6.0,6.0,6.0,Tetrahedron,"2a, 4e",1,4.0,Mo,0.0,True
mp-1212576,K2Cu2(MoO4)3,2.109131291062778,0.7403375104949624,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1212595,Ho2Hf2(MoO4)7,1.9234122980231487,0.315518257942531,[4.0],6.0,6.0,6.0,Tetrahedron,"4f, 2e",1,4.0,Mo,0.0,True
mp-1212617,GdTl(MoO4)2,2.094071330093426,0.7793024928892515,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1212730,FeAg(MoO4)2,2.022144272790116,0.7616685676155326,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,Mo,0.0,True
mp-1212977,Er2Mo4O15,1.8695140059452675,0.2542545911936355,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1213009,DyTl(MoO4)2,2.1245843657573285,0.774314202891748,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1213076,CsLu(MoO4)2,2.104265213350923,0.7593815344032967,[4.0],6.0,6.0,6.0,Tetrahedron,2d,1,4.0,Mo,0.0,True
mp-1213120,Dy2(MoO4)3,1.9552891418630136,0.4759971095693396,[4.0],6.0,6.0,6.0,Tetrahedron,"2a, 4e",1,4.0,Mo,0.0,True
mp-1213122,CsRbMo3O10,2.0069997208805948,0.516818865792068,"[5.0, 6.0]",6.0,6.0,6.0,"Square pyramid, Octahedron",2i,2,5.0,Mo,0.0,True
mp-1213122,CsRbMo3O10,2.0069997208805948,0.516818865792068,"[5.0, 6.0]",6.0,6.0,6.0,"Square pyramid, Octahedron",2i,2,6.0,Mo,0.0,True
mp-1213125,ErTl(MoO4)2,2.121060122986397,0.7677614521065863,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1213151,CsLa(MoO4)2,2.135269269639069,2.1876924773355504,[6.0],6.0,6.0,6.0,Square pyramid,4f,1,6.0,Mo,0.0,True
mp-1213163,Dy2(MoO4)3,2.110850294485195,0.8480409424989294,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Square pyramid","4f, 2e",2,4.0,Mo,0.0,True
mp-1213163,Dy2(MoO4)3,2.110850294485195,0.8480409424989294,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Square pyramid","4f, 2e",2,5.0,Mo,0.0,True
mp-1213172,CsTm(MoO4)2,2.1009201783708447,0.7165819276065198,[4.0],6.0,6.0,6.0,Tetrahedron,4q,1,4.0,Mo,0.0,True
mp-1213184,CsSm(MoO4)2,2.075283270030241,0.7384641531182441,[4.0],6.0,6.0,6.0,Tetrahedron,4q,1,4.0,Mo,0.0,True
mp-1213187,Dy2Mo4O15,1.8709558213077808,0.2576448685475281,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1213230,Dy2(MoO4)3,1.9943369679426253,0.4946398540060949,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Mo,0.0,True
mp-1213231,CsY(MoO4)2,2.1499968920438755,0.8706130443036898,[4.0],6.0,6.0,6.0,Tetrahedron,2d,1,4.0,Mo,0.0,True
mp-1213245,CsEu(MoO4)2,2.124610931226688,2.145167562950208,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1213270,CsNd(MoO4)2,2.072617157989529,0.6587532895426549,[4.0],6.0,6.0,6.0,Tetrahedron,4g,1,4.0,Mo,0.0,True
mp-1213277,CsEr(MoO4)2,2.0931258960134707,0.7000276246082882,[4.0],6.0,6.0,6.0,Tetrahedron,4q,1,4.0,Mo,0.0,True
mp-1213281,Eu2MoO6,2.237417884218166,1.9612742461017985,[5.0],6.0,6.0,6.0,Trigonal bipyramid,4f,1,5.0,Mo,0.0,True
mp-1213289,CsTb(MoO4)2,2.100963043319646,1.9372195787050035,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1213293,CsTb(MoO4)2,2.041135307672506,0.5799953068102223,[4.0],6.0,6.0,6.0,Tetrahedron,4q,1,4.0,Mo,0.0,True
mp-1213304,CsGd(MoO4)2,2.105142934179794,1.9917060384826588,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1213306,CsSm(MoO4)2,2.058687101756129,0.6208124061452007,[4.0],6.0,6.0,6.0,Tetrahedron,4g,1,4.0,Mo,0.0,True
mp-1213307,CsNd(MoO4)2,2.135403660927796,2.1109069742590094,[6.0],6.0,6.0,6.0,no_data,no_data,1,6.0,Mo,0.0,True
mp-1213310,CsSm(MoO4)2,2.124060829018437,2.0475415278590106,[6.0],6.0,6.0,6.0,Square pyramid,4f,1,6.0,Mo,0.0,True
mp-1213316,CsNd(MoO4)2,2.063681042273635,0.6404184462232738,[4.0],6.0,6.0,6.0,Tetrahedron,4q,1,4.0,Mo,0.0,True
mp-1213321,CsIn(MoO4)2,2.045863934526837,0.6062197978215413,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Mo,0.0,True
mp-1213333,Gd2Hf2(MoO4)7,1.93537472696248,0.3476717407399357,[4.0],6.0,6.0,6.0,Tetrahedron,"4f, 2e",1,4.0,Mo,0.0,True
mp-1213334,CsLu(MoO4)2,2.108993028867613,0.7387279390179451,[4.0],6.0,6.0,6.0,Tetrahedron,4q,1,4.0,Mo,0.0,True
mp-1213346,CsTm(MoO4)2,2.111259440785962,0.7496337407290942,[4.0],6.0,6.0,6.0,Tetrahedron,4g,1,4.0,Mo,0.0,True
mp-1213347,CsHo(MoO4)2,2.076251783825549,0.6589187498499667,[4.0],6.0,6.0,6.0,Tetrahedron,4g,1,4.0,Mo,0.0,True
mp-1213354,CsEr(MoO4)2,2.05761441647986,0.6252716696547547,[4.0],6.0,6.0,6.0,Tetrahedron,4g,1,4.0,Mo,0.0,True
mp-1213374,CsEu(MoO4)2,2.0685775544528937,0.650578195274103,[4.0],6.0,6.0,6.0,Tetrahedron,4q,1,4.0,Mo,0.0,True
mp-1213388,Cu3MoSO9,2.000933941283283,0.4968668685585903,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Mo,0.0,True
mp-1213392,CsGd(MoO4)2,2.0680793088529628,0.6420450418097319,[4.0],6.0,6.0,6.0,Tetrahedron,4q,1,4.0,Mo,0.0,True
mp-1213413,CsHo(MoO4)2,2.082321550234548,0.6794887221635948,[4.0],6.0,6.0,6.0,Tetrahedron,4q,1,4.0,Mo,0.0,True
mp-1213518,CsSi2Mo3P6O25,1.9564233148287933,0.2552962410256023,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"4f, 2d",1,6.0,Mo,1.0,False
mp-1213518,CsSi2Mo3P6O25,1.9564233148287933,0.2552962410256023,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"4f, 2d",1,6.0,Mo,1.0,False
mp-1213522,CsRbMo3P3O17,1.946055795832532,0.5816136988250902,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,4e,1,6.0,Mo,1.0,False
mp-1213522,CsRbMo3P3O17,1.946055795832532,0.5816136988250902,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,4e,1,6.0,Mo,1.0,False
mp-1213558,Eu2Hf2(MoO4)7,1.942495220401088,0.3597880255379557,[4.0],6.0,6.0,6.0,Tetrahedron,"4f, 2e",1,4.0,Mo,0.0,True
mp-1213571,CsNpMoO6,2.0172706588363307,0.488312589340904,[5.0],6.0,6.0,6.0,Square pyramid,4e,1,5.0,Mo,0.0,True
mp-1213682,CsEr(MoO4)2,2.1095615023540537,0.7727981836086015,[4.0],6.0,6.0,6.0,Tetrahedron,2d,1,4.0,Mo,0.0,True
mp-1213686,CsCr(MoO4)2,2.0892024377438307,0.7285721191107825,[4.0],6.0,6.0,6.0,Tetrahedron,4d,1,4.0,Mo,0.0,True
mp-1213697,CsBi(MoO4)2,2.0822213415969486,0.6735955725076712,[4.0],6.0,6.0,6.0,Tetrahedron,4q,1,4.0,Mo,0.0,True
mp-1213707,Cs3Li2Fe(MoO4)4,2.1347366889623625,0.8215106479735498,[4.0],6.0,6.0,6.0,Tetrahedron,8e,1,4.0,Mo,0.0,True
mp-1213733,CrMoO4,1.852963758440043,0.6199276206485989,[6.0],5.0,5.0,5.0,Octahedron,1c,1,6.0,Mo,0.0,True
mp-1213801,Cs2Mn2(MoO4)3,1.8533773036488888,0.1300147732281518,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,Mo,0.0,True
mp-1213820,Cs2Mg2(MoO4)3,1.852177275520492,0.1359988650898913,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,Mo,0.0,True
mp-1213849,CeTl(MoO4)2,2.110537631805823,0.7309723211617007,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1213890,Cd2Mo3O8,1.9397562222060496,0.3681119480669821,[6.0],4.0,4.0,4.0,Octahedron,6c,1,6.0,Mo,0.0,True
mp-1213966,Cs3Li2Al(MoO4)4,2.1312486629043867,0.8163219710651057,[4.0],6.0,6.0,6.0,Tetrahedron,8e,1,4.0,Mo,0.0,True
mp-1214290,Cs3Pr(MoO4)3,2.0450026818260363,0.6098422767941185,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Mo,0.0,True
mp-1214357,BaY2(MoO4)4,1.989312890218318,0.441545311812264,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1214377,BaTb2(MoO4)4,1.99543444688535,0.4588335232251481,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
