material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Mo_wyckoff,num_Mo_chemenvs,CN,element,charge_range,is_single_charge
mp-1190916,Ag2Te3Mo3O16,1.9550902212590369,0.3554294142007363,[6.0],6.0,6.0,6.0,Octahedron,"2c, 1a",1,6.0,Mo,0.0,True
mp-1190931,NaFe(MoO4)2,1.9954356545431025,0.4873889911777682,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1191022,CsY(MoO4)2,2.047305069171806,0.589608699412841,[4.0],6.0,6.0,6.0,Tetrahedron,4g,1,4.0,Mo,0.0,True
mp-1191323,CuMoO4,2.053057952925647,0.7830746129876027,[5.0],6.0,6.0,6.0,Square pyramid,2i,1,5.0,Mo,0.0,True
mp-1191333,Zn2MoSeO7,1.75240618042276,-0.1167621230473788,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Mo,0.0,True
mp-1191696,LiCr(MoO4)2,2.0067733499511147,0.4969945331536617,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Mo,0.0,True
mp-1191993,CsGd(MoO4)2,2.086424500238271,0.6822202414713628,[4.0],6.0,6.0,6.0,Tetrahedron,4g,1,4.0,Mo,0.0,True
mp-1192126,Zn2TeMoO7,1.8514305724712383,0.1241488035341411,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Mo,0.0,True
mp-1192298,MnMoH2SeO7,2.039419789335277,0.5789579602527926,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,Mo,0.0,True
mp-1192358,PrMoO4F,2.087204376821572,0.7024388399702086,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1192442,CeMoO4F,2.09708150085588,0.7101615413315251,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1192562,NdMoO4F,2.0954195735497843,0.7223650039095069,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1192830,Cu3(MoO5)2,1.8029768391719287,0.0081651120299564,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1193056,Cs2Mo3O10,1.9474033102532893,0.4637648132837761,"[5.0, 6.0]",6.0,6.0,6.0,"Octahedron, Trigonal bipyramid","4f, 2e",2,5.0,Mo,0.0,True
mp-1193056,Cs2Mo3O10,1.9474033102532893,0.4637648132837761,"[5.0, 6.0]",6.0,6.0,6.0,"Octahedron, Trigonal bipyramid","4f, 2e",2,6.0,Mo,0.0,True
mp-1193763,Cu3Mo2O9,1.929439567959496,0.3145471472582631,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Mo,0.0,True
mp-1193851,Rb2MoO4,1.833459653664504,0.1572203252097593,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Mo,0.0,True
mp-1193901,HoMoBrO4,2.0039272969942803,0.506148622318231,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Mo,0.0,True
mp-1194022,CsNa3U4(MoO10)2,2.1095507513874128,0.8463976418128019,[5.0],6.0,6.0,6.0,Trigonal bipyramid,2i,1,5.0,Mo,0.0,True
mp-1194116,CeMoBrO4,1.9363698907858664,0.6408099568571682,[5.0],5.0,5.0,5.0,Trigonal bipyramid,4e,1,5.0,Mo,0.0,True
mp-1194158,ErMoBrO4,2.022315713647925,0.55141484915742,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Mo,0.0,True
mp-1194207,LaMoBrO4,2.2749624560773425,1.6063633764754734,[5.0],6.0,6.0,6.0,Trigonal bipyramid,2a,1,5.0,Mo,0.0,True
mp-1194285,LuMoBrO4,2.0856151165708243,0.7043151339958962,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Mo,0.0,True
mp-1194343,TmMoBrO4,2.073047912140789,0.6743477273614669,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Mo,0.0,True
mp-1194619,Rb4Th(MoO4)4,2.080933775850715,0.6894081062028953,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1194625,Rb2Mo3Se3O16,1.980947354100276,0.6089402247243445,[6.0],6.0,6.0,6.0,Octahedron,4e,1,6.0,Mo,0.0,True
mp-1194804,K2Th3Mg(MoO4)8,2.0166178242922355,0.5445956991822504,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1194895,Th2Te3MoO13,1.8435366803004245,0.1104416220032487,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1195001,Na5Li(Mo3O10)3,2.0000015085052096,0.3557733169666389,[6.0],6.0,6.0,6.0,"Square pyramid, Octahedron","4b, 2a",2,6.0,Mo,0.0,True
mp-1195019,Rb2Th3Mg(MoO4)8,2.0048664317269376,0.5136010439842096,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1195146,Na4NiMo6(H19O20)2,1.9399475320274104,0.2964185401668116,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,Mo,0.0,True
mp-1195215,Gd6Mo10O39,1.9221641474577964,0.3033465039601331,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1195277,Na2Mo2Se2O11,1.9726998138794325,0.6886511134822094,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1195447,Rb8Th(MoO4)6,2.16464228480653,0.8937444487141489,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1195516,K2SrTh2(MoO4)6,1.9700334673464,0.5552387406464611,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,Mo,0.0,True
mp-1195528,Rb2Th(MoO4)3,2.048104305350891,0.590078060772228,[4.0],6.0,6.0,6.0,Tetrahedron,"4f, 2e",1,4.0,Mo,0.0,True
mp-1195554,ThTe2MoO9,1.7061094185960812,-0.2488710114115893,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1195555,K5Mo4O14F,1.968858819291255,0.49105368482883,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Octahedron",4f,2,4.0,Mo,0.0,True
mp-1195555,K5Mo4O14F,1.968858819291255,0.49105368482883,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Octahedron",4f,2,5.0,Mo,0.0,True
mp-1195696,Gd2(MoO4)3,2.2156820037087144,1.143904602997947,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Trigonal bipyramid","4f, 2e",2,4.0,Mo,0.0,True
mp-1195696,Gd2(MoO4)3,2.2156820037087144,1.143904602997947,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Trigonal bipyramid","4f, 2e",2,5.0,Mo,0.0,True
mp-1195788,K2Mo2Se2O11,1.9846355727027685,0.97128734697163,[6.0],6.0,6.0,6.0,Octahedron,8d,1,6.0,Mo,0.0,True
mp-1196327,Ho2(MoO4)3,1.986461026907876,0.4728290726433682,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Mo,0.0,True
mp-1196379,CeMoClO4,1.9181100836262608,0.585293563848567,[5.0],5.0,5.0,5.0,Trigonal bipyramid,4e,1,5.0,Mo,0.0,True
mp-1196473,TbSbMo2O9,1.905719225851966,0.268357157070978,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1196505,Na9Fe(MoO4)6,2.05007459777454,0.6169482431550061,[4.0],6.0,6.0,6.0,Tetrahedron,6f,1,4.0,Mo,0.0,True
mp-1196754,Rb4Mo5H4Se2O23,1.9681049706869689,0.4719200746995319,[6.0],6.0,6.0,6.0,Octahedron,4e,1,6.0,Mo,0.0,True
mp-1196773,Cs2Mo3P5O19,1.902976140713923,0.3565552243311208,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"4f, 2e",1,6.0,Mo,1.0,False
mp-1196773,Cs2Mo3P5O19,1.902976140713923,0.3565552243311208,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,"4f, 2e",1,6.0,Mo,1.0,False
mp-1196835,K3Mo2O4F5,1.7903998127580607,1.182779040332996,[3.0],5.0,5.0,5.0,Octahedron,4g,1,3.0,Mo,0.0,True
mp-1196885,NdBMoO6,2.3318720200292247,1.714599378998318,[5.0],6.0,6.0,6.0,Trigonal bipyramid,4e,1,5.0,Mo,0.0,True
mp-1196917,B2Mo(PbO2)6,2.374957351600053,1.4822055059412618,[4.0],6.0,6.0,6.0,Tetrahedron,2c,1,4.0,Mo,0.0,True
mp-1196969,Nd2Mo4O15,1.9470126194761623,0.4473029544938554,"[4.0, 6.0]",6.0,6.0,6.0,"Tetrahedron, Square pyramid",2i,2,4.0,Mo,0.0,True
mp-1196969,Nd2Mo4O15,1.9470126194761623,0.4473029544938554,"[4.0, 6.0]",6.0,6.0,6.0,"Tetrahedron, Square pyramid",2i,2,6.0,Mo,0.0,True
mp-1196979,MoPbSeO6,1.974156972103952,0.7186135853525608,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,Mo,0.0,True
mp-1197180,Cs8Zr(MoO4)6,2.067288469761423,0.6539315097408304,[4.0],6.0,6.0,6.0,Tetrahedron,"4j, 2i",1,4.0,Mo,0.0,True
mp-1197464,Ag2Te4MoO12,1.9202793808980867,0.2133652531850781,[6.0],6.0,6.0,6.0,Octahedron,2e,1,6.0,Mo,0.0,True
mp-1197507,SrMo4H4O15,1.9860124829481005,0.4079779703425142,"[5.0, 6.0]",6.0,6.0,6.0,"Square pyramid, Octahedron",8d,2,5.0,Mo,0.0,True
mp-1197507,SrMo4H4O15,1.9860124829481005,0.4079779703425142,"[5.0, 6.0]",6.0,6.0,6.0,"Square pyramid, Octahedron",8d,2,6.0,Mo,0.0,True
mp-1197647,PrMoClO4,2.201253013671572,1.2702698152671446,[5.0],6.0,6.0,6.0,Trigonal bipyramid,4e,1,5.0,Mo,0.0,True
mp-1197826,K3VMo3H4O15,1.985700648359108,0.4499840863935407,[6.0],6.0,6.0,6.0,"Square pyramid, Octahedron","4j, 2i",2,6.0,Mo,0.0,True
mp-1197851,Tb2(MoO4)3,1.956218668737232,0.4783281192731856,[4.0],6.0,6.0,6.0,Tetrahedron,"2a, 4e",1,4.0,Mo,0.0,True
mp-1197854,Bi14Mo5O36,1.7928623746323396,-0.0530960773961533,[4.0],6.0,6.0,6.0,"Tetrahedron, Trigonal bipyramid","2c, 1a",2,4.0,Mo,0.0,True
mp-1197894,Rb2BiMoPO8,2.082678541497498,0.6913039802364727,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1197982,K2LiIn(MoO4)3,2.0663921278779216,0.6549407013884924,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Mo,0.0,True
mp-1197988,Rb8Zr(MoO4)6,2.0762810272867176,0.6766238170098896,[4.0],6.0,6.0,6.0,Tetrahedron,"4j, 2i",1,4.0,Mo,0.0,True
mp-1198070,Ni3Te2MoO10,1.8977774498426307,0.2359238327109259,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Mo,0.0,True
mp-1198160,Rb2LiFe(MoO4)3,2.0140831318999,0.5348314781148105,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Mo,0.0,True
mp-1198239,Rb4Mo5H4Se2O23,1.9620694366236533,0.4281021961451602,[6.0],6.0,6.0,6.0,Octahedron,"2c, 1a, 1b",1,6.0,Mo,0.0,True
mp-1198351,La2Mo4O15,1.9721923526515617,0.437535012325651,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Trigonal bipyramid",4e,2,4.0,Mo,0.0,True
mp-1198351,La2Mo4O15,1.9721923526515617,0.437535012325651,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Trigonal bipyramid",4e,2,5.0,Mo,0.0,True
mp-1198436,Mo(NO4)2,1.97015573571064,0.3101729469613995,[7.0],6.0,6.0,6.0,Pentagonal bipyramid,4e,1,7.0,Mo,0.0,True
mp-1198591,RbMoPO6,1.9786785614239453,0.9526929993625324,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1198660,Y2(MoO4)3,2.013486970447952,0.5410948265838595,[4.0],6.0,6.0,6.0,Tetrahedron,"2a, 4e",1,4.0,Mo,0.0,True
mp-1198721,Rb2Mo3SeO12,2.014079496774688,0.619830204311733,[6.0],6.0,6.0,6.0,no_data,no_data,1,6.0,Mo,0.0,True
mp-1198818,La3Mo4O16F,2.201955918079116,1.0279445546499022,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Trigonal bipyramid",2i,2,4.0,Mo,0.0,True
mp-1198818,La3Mo4O16F,2.201955918079116,1.0279445546499022,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Trigonal bipyramid",2i,2,5.0,Mo,0.0,True
mp-1198978,HoSbMo2O9,1.9036290309537705,0.2628276468566425,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1199088,Rb4Mo5(PO11)2,1.94613520431848,0.6161288981266642,[6.0],6.0,6.0,6.0,"Square pyramid, Octahedron","4c, 2b",2,6.0,Mo,0.0,True
mp-1199136,K2SmMoPO8,2.100782458798063,0.7389745371291433,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1199237,PrSbMo2O9,1.905377503788572,0.2675398662628611,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1199240,Cs5Mo8P(H3O16)2,1.9696523055727504,0.4274843453430884,[6.0],6.0,6.0,6.0,no_data,no_data,1,6.0,Mo,0.0,True
mp-1199248,CsMo2P3O13,1.8707753837765764,0.4978803000305092,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Mo,0.0,True
mp-1199278,NdMoClO4,1.9850136337175264,0.4681202726608008,[4.0],6.0,6.0,6.0,Tetrahedron,"4g, 4h",1,4.0,Mo,0.0,True
mp-1199453,KLiMoO4,1.838879616122361,0.0949779340832111,[4.0],6.0,6.0,6.0,Tetrahedron,6c,1,4.0,Mo,0.0,True
mp-1199471,BaNaAlMo6(H13O17)2,1.9489530052478423,0.2831687084353509,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1199670,Rb5Er(MoO4)4,2.075430727693181,0.67312729638318,[4.0],6.0,6.0,6.0,Tetrahedron,4g,1,4.0,Mo,0.0,True
mp-1199885,Li12Mo5O17,1.914637832243156,0.4664504360541703,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,2i,1,6.0,Mo,1.0,False
mp-1199885,Li12Mo5O17,1.914637832243156,0.4664504360541703,"[6.0, 6.0]",4.5,4.0,5.0,Octahedron,2i,1,6.0,Mo,1.0,False
mp-1200069,Cu2MoSeO7,2.0938687328182395,0.7204783870108714,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1200083,Rb4Mo5H4Se2O23,1.962304441577701,0.4284332641498268,[6.0],6.0,6.0,6.0,Octahedron,"2c, 1a, 1b",1,6.0,Mo,0.0,True
mp-1200193,Bi2Mo2Se2O13,1.9810747397611883,0.7844586907929108,[6.0],6.0,6.0,6.0,"Square pyramid, Octahedron",2i,2,6.0,Mo,0.0,True
mp-1200253,CsMoN3O11,1.9555715701735672,0.6916482383160353,[6.0],6.0,6.0,6.0,Square pyramid,2c,1,6.0,Mo,0.0,True
mp-1200365,Cs2Mo5O16,1.967020719615321,0.3116019579681485,"[5.0, 6.0]",6.0,6.0,6.0,"Square pyramid, Octahedron","4f, 2e",2,5.0,Mo,0.0,True
mp-1200365,Cs2Mo5O16,1.967020719615321,0.3116019579681485,"[5.0, 6.0]",6.0,6.0,6.0,"Square pyramid, Octahedron","4f, 2e",2,6.0,Mo,0.0,True
mp-1200408,SrMo2Se2O11,1.9583316579714805,0.4273516384680045,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,Mo,0.0,True
mp-1200438,ErSbMo2O9,1.902494658318379,0.2612200463330175,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1200495,Cs2Cd2(MoO4)3,1.7283501021704784,-0.1681003076160152,[4.0],6.0,6.0,6.0,no_data,no_data,1,4.0,Mo,0.0,True
mp-1200601,Mo3P2PbO14,1.9343399997678885,0.514010140025223,"[6.0, 5.0]",5.5,5.0,6.0,"Square pyramid, Octahedron, Trigonal bipyramid",2e,3,6.0,Mo,1.0,False
mp-1200601,Mo3P2PbO14,1.9343399997678885,0.514010140025223,"[6.0, 5.0]",5.5,5.0,6.0,"Square pyramid, Octahedron, Trigonal bipyramid",2e,3,5.0,Mo,1.0,False
mp-1200745,RbNd(MoO4)2,2.1067452577675856,0.7352590917875805,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1200748,Cs2Mo7O22,2.0090576753929925,0.3742636462805938,[6.0],6.0,6.0,6.0,"Square pyramid, Octahedron","4f, 2e",2,6.0,Mo,0.0,True
mp-1201081,AlCrMo6(H19O20)2,1.9471425066057435,0.3110432819726975,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,Mo,0.0,True
mp-1201096,CaCrBi12(Mo2O17)2,1.8718466799411504,0.174325151270188,[4.0],6.0,6.0,6.0,Tetrahedron,4g,1,4.0,Mo,0.0,True
mp-1201322,Ce2TeMo6(H6O7)6,1.9508621116393725,0.4037924376104325,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,Mo,0.0,True
mp-1201373,Cs2Mo5(P3O11)3,1.989154726080528,0.1737360038906178,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,2i,1,6.0,Mo,1.0,False
mp-1201373,Cs2Mo5(P3O11)3,1.989154726080528,0.1737360038906178,"[6.0, 6.0]",3.5,3.0,4.0,Octahedron,2i,1,6.0,Mo,1.0,False
mp-1201525,Na2MoH2O3F4,1.739565299049496,0.0107267879394947,[2.0],6.0,6.0,6.0,Octahedron,4a,1,2.0,Mo,0.0,True
mp-1201686,Tl2Mo3SeO12,2.019453432200385,0.5274647575787832,[6.0],6.0,6.0,6.0,Octahedron,6c,1,6.0,Mo,0.0,True
mp-1201718,K4Mo5H4Se2O23,1.96071166341826,0.4213137457560714,[6.0],6.0,6.0,6.0,Octahedron,"2c, 1a, 1b",1,6.0,Mo,0.0,True
mp-1201916,Y2Te3MoO12,1.684620645824333,-0.2936764583013058,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Mo,0.0,True
mp-1201917,Na9Sc(MoO4)6,2.0400436826784176,0.5932775986145756,[4.0],6.0,6.0,6.0,Tetrahedron,6f,1,4.0,Mo,0.0,True
mp-1201958,Mo8O23,1.9753355997191024,0.2471116718140593,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,2a,1,6.0,Mo,1.0,False
mp-1201958,Mo8O23,1.9753355997191024,0.2471116718140593,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,2a,1,6.0,Mo,1.0,False
mp-1202098,K2Mg2(MoO4)3,1.8602735081213253,0.1563781941470359,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Mo,0.0,True
mp-1202511,Cs2Mo4O13,1.9540349666632,0.4316157914891428,[6.0],6.0,6.0,6.0,"Square pyramid, Octahedron",2i,2,6.0,Mo,0.0,True
mp-1202541,Bi8(MoO7)3,1.884382522458229,0.1632876216076008,[4.0],6.0,6.0,6.0,"Tetrahedron, Trigonal bipyramid",4e,2,4.0,Mo,0.0,True
mp-1202770,Rb3(MoO3)10,1.9680016245638725,0.4838419396806663,[6.0],5.7,5.7,5.7,Octahedron,"4j, 2i",1,6.0,Mo,0.0,True
mp-1203005,Cs2Ni2(MoO4)3,1.8198686535039448,0.0561528964099411,[4.0],6.0,6.0,6.0,Tetrahedron,12b,1,4.0,Mo,0.0,True
mp-1203166,Er2Mo3H2Se2O17,1.9643513618403428,0.6158722378940411,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2e",1,6.0,Mo,0.0,True
mp-1203257,La3MoO7,2.014028171870855,-0.0461283162010887,[6.0],5.0,5.0,5.0,Octahedron,4c,1,6.0,Mo,0.0,True
mp-1203404,Ag2Mo(I2O7)2,1.9397725237929329,0.2275775995163036,[6.0],6.0,6.0,6.0,Octahedron,2e,1,6.0,Mo,0.0,True
mp-1203413,BaTeMo2O9,1.9775107107150305,0.3876907141570987,[6.0],6.0,6.0,6.0,Octahedron,4a,1,6.0,Mo,0.0,True
mp-1203448,Y2Mo4O15,1.90022158716994,0.2504149662631493,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1203539,GdSbMo2O9,1.9068853791081743,0.2704736236685042,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1203598,CsMoP2HO9,1.9401134706087464,0.9081834205335364,[6.0],6.0,6.0,6.0,Octahedron,4e,1,6.0,Mo,0.0,True
mp-1203622,Li2TeMoO6,1.9821509839106728,0.7434647443504933,[6.0],6.0,6.0,6.0,Octahedron,4e,1,6.0,Mo,0.0,True
mp-1203695,KMo4AsO15,1.9653041220683904,0.4161406883841901,"[5.0, 6.0]",6.0,6.0,6.0,"Square pyramid, Octahedron, Trigonal bipyramid",4a,3,5.0,Mo,0.0,True
mp-1203695,KMo4AsO15,1.9653041220683904,0.4161406883841901,"[5.0, 6.0]",6.0,6.0,6.0,"Square pyramid, Octahedron, Trigonal bipyramid",4a,3,6.0,Mo,0.0,True
mp-1203708,KHo2Cu(MoO4)4,1.977683229703422,0.3966953031448715,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1203751,Dy2Mo3H2Se2O17,1.9648307308199395,0.6204667508594748,[6.0],6.0,6.0,6.0,Octahedron,"4f, 2e",1,6.0,Mo,0.0,True
mp-1203773,K5In(MoO4)4,2.087331519024345,0.7042968037643524,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Mo,0.0,True
mp-1203941,La4Cu3MoO12,1.85605673364821,-0.0945508000635797,[5.0],6.0,6.0,6.0,Trigonal bipyramid,"1a, 1b",1,5.0,Mo,0.0,True
mp-1204194,Gd3MoO7,1.9383541753735327,0.1676187054843251,[6.0],5.0,5.0,5.0,Octahedron,4a,1,6.0,Mo,0.0,True
mp-1204347,Cs7Mo8AsO30,1.981159644294324,0.7355404634081533,[6.0],6.0,6.0,6.0,Octahedron,8f,1,6.0,Mo,0.0,True
mp-1204373,TmSbMo2O9,1.904393725723728,0.2639267829676631,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1204388,LaMoClO4,2.24571235614424,1.408844241504012,[5.0],6.0,6.0,6.0,Trigonal bipyramid,4e,1,5.0,Mo,0.0,True
mp-1204412,Mo2PbSe2O11,1.9649148717243967,0.4495357618887981,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,Mo,0.0,True
mp-1204562,Y2Mo(SeO4)3,1.9421394484993084,0.767668759334269,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,Mo,0.0,True
mp-1204598,Bi6Mo2O15,2.146195389624229,0.957180928440214,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Trigonal bipyramid",4e,2,4.0,Mo,0.0,True
mp-1204598,Bi6Mo2O15,2.146195389624229,0.957180928440214,"[4.0, 5.0]",6.0,6.0,6.0,"Tetrahedron, Trigonal bipyramid",4e,2,5.0,Mo,0.0,True
mp-1204842,CeSbMo2O9,1.9076090209904628,0.2643932403093665,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
mp-1205440,Ag6Mo10O33,1.9716689501758653,0.461903513749773,[6.0],6.0,6.0,6.0,Octahedron,2i,1,6.0,Mo,0.0,True
mp-1205471,K10Hf3Mo12PbO48,2.0581413598226286,0.6359036915107859,[4.0],6.0,6.0,6.0,Tetrahedron,6f,1,4.0,Mo,0.0,True
mp-1207730,YTl(MoO4)2,1.9903138503357265,0.4757400663527438,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Mo,0.0,True
mp-1207819,TmTl(MoO4)2,1.997436513067797,0.4939432437868186,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Mo,0.0,True
mp-1207897,Y2Hf2(MoO4)7,1.93046968851273,0.3321830162099194,[4.0],6.0,6.0,6.0,Tetrahedron,"4f, 2e",1,4.0,Mo,0.0,True
mp-1208009,UCd(MoO4)4,1.9929428532548417,0.3882012581132432,[6.0],6.0,6.0,6.0,Octahedron,4g,1,6.0,Mo,0.0,True
mp-1208038,UHg(MoO4)4,2.005355782355095,0.3530024621162131,[6.0],6.0,6.0,6.0,Square pyramid,4g,1,6.0,Mo,0.0,True
mp-1208057,Tm2Mo4O15,1.8686146898188896,0.2520873941488575,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1208120,TmCu(MoO4)2,2.045392497935024,1.335066000860113,[6.0],6.0,6.0,6.0,Octahedron,4f,1,6.0,Mo,0.0,True
mp-1208141,UMo4PbO16,1.959965082073332,0.4268429498929076,"[5.0, 6.0]",6.0,6.0,6.0,Square pyramid,4g,1,5.0,Mo,0.0,True
mp-1208141,UMo4PbO16,1.959965082073332,0.4268429498929076,"[5.0, 6.0]",6.0,6.0,6.0,Square pyramid,4g,1,6.0,Mo,0.0,True
mp-1208190,TlBi(MoO4)2,2.01421222175342,0.4951219151036959,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Mo,0.0,True
mp-1208393,TbTl(MoO4)2,2.0948884549465308,0.7807299092235327,[4.0],6.0,6.0,6.0,Tetrahedron,8d,1,4.0,Mo,0.0,True
mp-1208397,TlMo2P3O13,1.9242263893608216,0.365986002373775,[6.0],5.0,5.0,5.0,no_data,no_data,1,6.0,Mo,0.0,True
mp-1208507,Tl2Mo3P3O17,1.9439480914805287,0.5726715936874043,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,4e,1,6.0,Mo,1.0,False
mp-1208507,Tl2Mo3P3O17,1.9439480914805287,0.5726715936874043,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,4e,1,6.0,Mo,1.0,False
mp-1208571,Tl2Ni2(MoO4)3,1.8633666662177195,0.1697035623207816,[4.0],6.0,6.0,6.0,Tetrahedron,12b,1,4.0,Mo,0.0,True
mp-1208648,Tl3Mo4(P2O11)2,1.908604348288914,0.666417092930452,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,4c,1,6.0,Mo,1.0,False
mp-1208648,Tl3Mo4(P2O11)2,1.908604348288914,0.666417092930452,"[6.0, 6.0]",5.5,5.0,6.0,Octahedron,4c,1,6.0,Mo,1.0,False
mp-1208685,SrU(MoO4)4,2.0226622134108863,0.3702771895780767,[6.0],6.0,6.0,6.0,Square pyramid,4g,1,6.0,Mo,0.0,True
mp-1208726,Sr3Mo2O7,2.3044808963374352,-0.5783061294611967,[6.0],4.0,4.0,4.0,Octahedron,2e,1,6.0,Mo,0.0,True
mp-1208737,Tb2Hf2(MoO4)7,1.926864668240107,0.3252261587100624,[4.0],6.0,6.0,6.0,Tetrahedron,"4f, 2e",1,4.0,Mo,0.0,True
mp-1209046,ScBi3(MoO6)2,1.4541646402261623,-0.8754285403306717,[4.0],6.0,6.0,6.0,Tetrahedron,4f,1,4.0,Mo,0.0,True
