CN,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean
2.0,6,2,1.7456597614274914,1.7612354860238737,0.015575724596382493,1.0
3.0,9,2,1.7397405043001828,1.8943996010170399,0.10936049654433957,0.7037037037037037
4.0,2558,511,1.7688100239986788,1.7978254459430183,0.02679548890091266,0.8280856423173804
5.0,298,109,1.7789165592077927,1.9431133695133735,0.19783848809302715,0.8433734939759037
6.0,4397,564,1.8176308827383012,2.0200914234135254,0.1586530577504793,0.897511758458504
7.0,20,5,1.800619710015977,2.0285465780263547,0.13253016239157236,0.7428571428571429
