material_id,chem_formula,n_rows,CN_values,R0_mean,B_mean,chemenv_examples,mean_charge_mean,min_charge_min,max_charge_max
mp-560322,K2RuN3Cl3O5,2,"[1, 2]",1.3578564839973832,0.269412267901192,"Single neighbor, Angular",2.5,2.0,3.0
mp-615850,Pb2Se(NO4)2,2,"[2, 3]",1.2707255286745167,0.000184411721855,"Trigonal plane, Angular",5.0,5.0,5.0
mp-1019733,Eu(NO3)3,1,[3],1.717976089157883,0.9012516061744136,Trigonal plane,5.0,5.0,5.0
mp-1020193,KNO3,1,[3],1.4966455897236488,0.4631095582403473,Trigonal plane,5.0,5.0,5.0
mp-1020630,Rb2Na(NO3)3,1,[3],1.440170557525282,0.3311297834608464,"Hexagonal bipyramid, Trigonal plane",5.0,5.0,5.0
mp-1020671,Y(NO3)3,1,[3],1.7923970747933935,1.0292993583638386,Trigonal plane,5.0,5.0,5.0
mp-1100878,YNO4,1,[3],1.4178936356086005,0.3105404182925197,Trigonal plane,5.0,5.0,5.0
mp-1105365,KNO3,1,[3],1.539217381797047,0.5272391800112558,Trigonal plane,5.0,5.0,5.0
mp-1173447,Rb2SbN2(O2F)3,1,[3],1.370894098563861,0.2163881333771098,Trigonal plane,5.0,5.0,5.0
mp-1178448,Cr(NO3)5,1,[3],1.3115544326863782,0.1046759510337168,Trigonal plane,5.0,5.0,5.0
mp-1180897,K2PdN2(ClO2)2,1,[2],1.333685509975438,0.2136308511299668,Angular,3.0,3.0,3.0
mp-1182065,CdH8(NO5)2,1,[3],1.3150098256835476,0.0931007328131172,Trigonal plane,5.0,5.0,5.0
mp-1189263,Pd(NO3)2,1,[3],1.404820203478618,0.263054291848755,Trigonal plane,5.0,5.0,5.0
mp-1192446,Pb2SeN2O9,1,[3],1.4500823541494658,0.3714274511214349,Trigonal plane,5.0,5.0,5.0
mp-1193008,H4Pd(NO4)2,1,[3],1.4018299405016377,0.2527695750618874,Trigonal plane,5.0,5.0,5.0
mp-1193131,Cs2PbN2(ClO3)2,1,[3],1.6284353286656343,0.7004400874584802,Trigonal plane,5.0,5.0,5.0
mp-1193552,NiH4(NO4)2,1,[3],1.3450996317298212,0.1573127673113754,"Trigonal plane, Octahedron",5.0,5.0,5.0
mp-1195032,BiTeNO6,1,[3],1.2902837583943167,0.0597792007949026,Trigonal plane,5.0,5.0,5.0
mp-1195992,KUCrNO9,1,[3],1.445257064585498,0.3464132843811888,Trigonal plane,5.0,5.0,5.0
mp-1196286,Rb3Ni2(NO3)7,1,[3],1.679995682904838,0.82042554690399,"Trigonal plane, Octahedron",5.0,5.0,5.0
mp-1196436,LaB5H5NO14,1,[3],1.2988235322839323,0.0626822453354672,Trigonal plane,5.0,5.0,5.0
mp-1196453,Dy6H40N8O49,1,[3],1.3055307114931316,0.0722038878078073,Trigonal plane,5.0,5.0,5.0
mp-1196716,Dy(NO3)3,1,[3],1.828545916637982,1.0999138638455777,Trigonal plane,5.0,5.0,5.0
mp-1196832,Er6H40N8O49,1,[3],1.3039657974695162,0.0690123434539378,Trigonal plane,5.0,5.0,5.0
mp-1197132,K2Pd(NO3)4,1,[3],1.6038904967515524,0.6510759404560151,no_data,5.0,5.0,5.0
mp-1197536,Er(NO3)3,1,[3],1.817238504136912,1.0778044216814229,Trigonal plane,5.0,5.0,5.0
mp-1197821,AlH14SeNO14,1,[3],1.234913580228924,-0.0456079043396652,Trigonal plane,5.0,5.0,5.0
mp-1198118,FeH10N3O14,1,[3],1.292017749701388,0.0502168970945812,Trigonal plane,5.0,5.0,5.0
mp-1198436,Mo(NO4)2,1,[3],1.449268278790351,0.3688026223400368,Trigonal plane,5.0,5.0,5.0
mp-1198580,K2NdH4N5O17,1,[3],1.5501871281562982,0.5530210026705482,"Icosahedron, Trigonal plane",5.0,5.0,5.0
mp-1198651,CeB5H7NO15,1,[3],1.2760634670971505,0.012569932283985,Trigonal plane,5.0,5.0,5.0
mp-1199040,K3Bi2(NO3)9,1,[3],1.7476118527171074,0.939496062847072,Trigonal plane,5.0,5.0,5.0
mp-1199156,Na2Cu(NO3)4,1,[3],1.4723425944154642,0.4025776425676198,"Dodecahedron with triangular faces - p2345 plane normalized, Trigonal plane",5.0,5.0,5.0
mp-1199401,Nd(NO3)3,1,[3],1.6554629183068947,0.7594697392717052,"Diminished icosahedron, Icosahedron, Trigonal plane",5.0,5.0,5.0
mp-1199435,HNO3,1,[3],1.3831551519534069,0.2249582990777202,Trigonal plane,5.0,5.0,5.0
mp-1199439,KUN3O11,1,[3],1.2757037790224752,0.0124064971755872,Trigonal plane,5.0,5.0,5.0
mp-1199465,Ho6H40N8O49,1,[3],1.3038077090494276,0.0696989038481329,Trigonal plane,5.0,5.0,5.0
mp-1199625,Hg3HN2O7,1,[3],1.307391057220548,0.0730252364547314,Trigonal plane,5.0,5.0,5.0
mp-1199676,InH10N3O14,1,[3],1.291920598633674,0.0540376107662165,Trigonal plane,5.0,5.0,5.0
mp-1199758,FeH8N3O13,1,[3],1.3768001778830157,0.2303710802614151,Trigonal plane,5.0,5.0,5.0
mp-1200015,Bi2N2O9,1,[3],1.279800668200576,0.0303622454559935,Trigonal plane,5.0,5.0,5.0
mp-1200253,CsMoN3O11,1,[3],1.4824548026767297,0.4276779070277738,Trigonal plane,5.0,5.0,5.0
mp-1200557,CsV(NO4)2,1,[3],1.4868518457863908,0.4235133398658623,Trigonal plane,5.0,5.0,5.0
mp-1200803,ZnH2N2O7,1,[3],1.3685179551103124,0.1986695371054411,Trigonal plane,5.0,5.0,5.0
mp-1200900,Ho(NO3)3,1,[3],1.8024205550225176,1.0489150074322249,Trigonal plane,5.0,5.0,5.0
mp-1200969,B3Pb3NO10,1,[3],1.2790412682626346,0.031664222890265,Trigonal plane,5.0,5.0,5.0
mp-1201141,Be4N6O19,1,[3],1.442069159962465,0.3411009567323769,Trigonal plane,5.0,5.0,5.0
mp-1201318,Pb3(NO4)2,1,[3],1.295949157914065,0.0477992327004505,Trigonal plane,5.0,5.0,5.0
mp-1201377,Pr(NO3)3,1,[3],1.697637945602296,0.8412135474563339,Trigonal plane,5.0,5.0,5.0
mp-1201420,Rb2Y(NO3)5,1,[3],1.6057202730722864,0.659201291497324,Trigonal plane,5.0,5.0,5.0
mp-1201491,Lu6H40N8O49,1,[3],1.303196805717355,0.0687219661177043,Trigonal plane,5.0,5.0,5.0
mp-1202008,CuAg2(NO3)4,1,[3],1.4852818307922857,0.4220663449619526,Trigonal plane,5.0,5.0,5.0
mp-1202040,SmH12(NO5)3,1,[3],1.336116503867376,0.1339936443245607,Trigonal plane,5.0,5.0,5.0
mp-1202266,Rb2PrH8N5O19,1,[3],1.3289648077645106,0.1182871264970409,Trigonal plane,5.0,5.0,5.0
mp-1202402,BaP3NO11,1,[3],1.75121116031896,0.8200749101994415,Angular,5.0,5.0,5.0
mp-1202407,LaB5H5NO14,1,[3],1.2851955691692565,0.0505550804731434,Trigonal plane,5.0,5.0,5.0
mp-1202445,NaUN3O11,1,[3],1.4255620400884186,0.3077369452093738,"Trigonal plane, Octahedron",5.0,5.0,5.0
mp-1202512,PrH12(NO5)3,1,[3],1.3196656836488438,0.1175987549845615,Trigonal plane,5.0,5.0,5.0
mp-1202556,Tb(NO3)3,1,[3],1.7853867530888192,1.0321038319613345,Trigonal plane,5.0,5.0,5.0
mp-1202729,CaH8(NO5)2,1,[3],1.2964912039348058,0.0586866187207995,Trigonal plane,5.0,5.0,5.0
mp-1203247,Gd(NO3)3,1,[3],1.8452076709092764,1.1316876053005678,Trigonal plane,5.0,5.0,5.0
mp-1203296,AlH12(NO5)3,1,[3],1.3607036253488718,0.1964268982463562,Trigonal plane,5.0,5.0,5.0
mp-1203703,Tm(NO3)3,1,[3],1.8504806022051223,1.1426837296099208,Trigonal plane,5.0,5.0,5.0
mp-1203834,Cu2H10N4O17,1,[3],1.3098044352673848,0.0808992181404394,Trigonal plane,5.0,5.0,5.0
mp-1203930,Sm(NO3)3,1,[3],1.6809383725639675,0.8111071791375414,no_data,5.0,5.0,5.0
mp-1203963,RbUCrNO9,1,[3],1.4413863222877208,0.3394121515527204,Trigonal plane,5.0,5.0,5.0
mp-1204140,MnH4(NO4)2,1,[3],1.3320911721589936,0.1269269161325476,Trigonal plane,5.0,5.0,5.0
mp-1204303,Cs2K2Pd2N8O25,1,[3],1.450070770468205,0.3514815985867312,Trigonal plane,5.0,5.0,5.0
mp-1204580,NdH6SNO10,1,[3],1.313031564347846,0.1074583635868782,"Trigonal plane, Square-face monocapped antiprism",5.0,5.0,5.0
mp-1204949,Ca6Te5N2O21,1,[3],1.3029788777472258,0.0681399721552247,Trigonal plane,5.0,5.0,5.0
mp-1204994,H4Pd(NO4)2,1,[3],1.343834090533829,0.15273177339004,Trigonal plane,5.0,5.0,5.0
mp-1205029,Rb2NdH8N5O19,1,[3],1.5983585632306938,0.6453643131151707,"Icosahedron, Trigonal plane",5.0,5.0,5.0
mp-1205113,VN3O10,1,[3],1.4416205493707042,0.3556329625130066,Trigonal plane,5.0,5.0,5.0
mp-1205168,NiH8(NO5)2,1,[3],1.3096351941899118,0.0878014958623146,"Trigonal plane, Octahedron",5.0,5.0,5.0
mp-1205242,La(NO3)3,1,[3],1.6876554117863407,0.821301517746261,Trigonal plane,5.0,5.0,5.0
mp-1208149,ThH6(NO5)2,1,[3],1.3374207076630775,0.1390901827783604,Trigonal plane,5.0,5.0,5.0
mp-1209584,Rb2Th(NO3)6,1,[3],1.6246243698917708,0.6977599488342984,Trigonal plane,5.0,5.0,5.0
mp-1210467,Na3H2SNO8,1,[3],1.279045067924822,0.0234873990754439,"Trigonal plane, Octahedron, Pentagonal bipyramid",5.0,5.0,5.0
mp-1211215,Li2Nd(NO3)5,1,[3],1.8234557653994856,1.0889315687512051,"Icosahedron, Trigonal plane",5.0,5.0,5.0
mp-1211252,Li2La(NO3)5,1,[3],1.8248796552610724,1.0908526468882238,Trigonal plane,5.0,5.0,5.0
mp-1211322,Li2Sm(NO3)5,1,[3],1.7778643309686324,0.9989431931098112,Trigonal plane,5.0,5.0,5.0
mp-1211772,Li3Dy(NO3)6,1,[3],1.4008065140003108,0.2601047293594169,Trigonal plane,5.0,5.0,5.0
mp-1212059,Li3Tm(NO3)6,1,[3],1.3929780435400878,0.2450824974397726,Trigonal plane,5.0,5.0,5.0
mp-1212130,Li3Tb(NO3)6,1,[3],1.392700481734175,0.2443568560440384,Trigonal plane,5.0,5.0,5.0
mp-1212171,Li3Y(NO3)6,1,[3],1.3940861960497035,0.2473038333712985,Trigonal plane,5.0,5.0,5.0
mp-1212266,K2Th(NO3)6,1,[3],1.6508858589755449,0.7492246031743391,Trigonal plane,5.0,5.0,5.0
mp-1212270,Li3Lu(NO3)6,1,[3],1.3966891742544776,0.2537079493899262,Trigonal plane,5.0,5.0,5.0
mp-1212476,Li3Gd(NO3)6,1,[3],1.3868960968062771,0.2341578183734914,Trigonal plane,5.0,5.0,5.0
mp-1213357,K3Sm2(NO3)9,1,[3],1.715992834466686,0.8778138101403241,Trigonal plane,5.0,5.0,5.0
