CN,formal_charge,count,fraction_within_cn,weighted_charge_contribution
2.0,3,4,0.8,2.4000000000000004
2.0,5,1,0.2,1.0
3.0,5,214,1.0,5.0
4.0,5,5,1.0,5.0
