material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,N_wyckoff,num_N_chemenvs,CN,element,charge_range,is_single_charge
mp-1203930,Sm(NO3)3,1.6809383725639675,0.8111071791375414,[3.0],5.0,5.0,5.0,no_data,no_data,1,3.0,N,0.0,True
mp-1203963,RbUCrNO9,1.4413863222877208,0.3394121515527204,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-1204140,MnH4(NO4)2,1.3320911721589936,0.1269269161325476,[3.0],5.0,5.0,5.0,Trigonal plane,4a,1,3.0,N,0.0,True
mp-1204303,Cs2K2Pd2N8O25,1.450070770468205,0.3514815985867312,[3.0],5.0,5.0,5.0,Trigonal plane,4f,1,3.0,N,0.0,True
mp-1204580,NdH6SNO10,1.313031564347846,0.1074583635868782,[3.0],5.0,5.0,5.0,"Trigonal plane, Square-face monocapped antiprism",2e,2,3.0,N,0.0,True
mp-1204949,Ca6Te5N2O21,1.3029788777472258,0.0681399721552247,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-1204994,H4Pd(NO4)2,1.343834090533829,0.15273177339004,[3.0],5.0,5.0,5.0,Trigonal plane,8c,1,3.0,N,0.0,True
mp-1205029,Rb2NdH8N5O19,1.5983585632306938,0.6453643131151707,[3.0],5.0,5.0,5.0,"Icosahedron, Trigonal plane",2a,2,3.0,N,0.0,True
mp-1205113,VN3O10,1.4416205493707042,0.3556329625130066,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-1205168,NiH8(NO5)2,1.3096351941899118,0.0878014958623146,[3.0],5.0,5.0,5.0,"Trigonal plane, Octahedron","1h, 1a, 2i",2,3.0,N,0.0,True
mp-1205242,La(NO3)3,1.6876554117863407,0.821301517746261,[3.0],5.0,5.0,5.0,Trigonal plane,4f,1,3.0,N,0.0,True
mp-1208149,ThH6(NO5)2,1.3374207076630775,0.1390901827783604,[3.0],5.0,5.0,5.0,Trigonal plane,4f,1,3.0,N,0.0,True
mp-1209584,Rb2Th(NO3)6,1.6246243698917708,0.6977599488342984,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-1210467,Na3H2SNO8,1.279045067924822,0.0234873990754439,[3.0],5.0,5.0,5.0,"Trigonal plane, Octahedron, Pentagonal bipyramid","4f, 2e",3,3.0,N,0.0,True
mp-1211215,Li2Nd(NO3)5,1.8234557653994856,1.0889315687512051,[3.0],5.0,5.0,5.0,"Icosahedron, Trigonal plane","4e, 2c, 2a, 4g, 8h",2,3.0,N,0.0,True
mp-1211252,Li2La(NO3)5,1.8248796552610724,1.0908526468882238,[3.0],5.0,5.0,5.0,Trigonal plane,"4g, 8h, 4e",1,3.0,N,0.0,True
mp-1211322,Li2Sm(NO3)5,1.7778643309686324,0.9989431931098112,[3.0],5.0,5.0,5.0,Trigonal plane,"4g, 8h, 4e",1,3.0,N,0.0,True
mp-1211772,Li3Dy(NO3)6,1.4008065140003108,0.2601047293594169,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-1212059,Li3Tm(NO3)6,1.3929780435400878,0.2450824974397726,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-1212130,Li3Tb(NO3)6,1.392700481734175,0.2443568560440384,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-1212171,Li3Y(NO3)6,1.3940861960497035,0.2473038333712985,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-1212266,K2Th(NO3)6,1.6508858589755449,0.7492246031743391,[3.0],5.0,5.0,5.0,Trigonal plane,6g,1,3.0,N,0.0,True
mp-1212270,Li3Lu(NO3)6,1.3966891742544776,0.2537079493899262,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-1212476,Li3Gd(NO3)6,1.3868960968062771,0.2341578183734914,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-1213357,K3Sm2(NO3)9,1.715992834466686,0.8778138101403241,[3.0],5.0,5.0,5.0,Trigonal plane,"24e, 12d",1,3.0,N,0.0,True
mp-1213728,Cs2U(N2O7)2,1.818915926256793,1.0775171147820215,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-1216049,YNO4,1.441209309595889,0.3353835012878127,[3.0],5.0,5.0,5.0,Trigonal plane,2c,1,3.0,N,0.0,True
mp-1218578,SrBiNO5,1.2948170065531994,0.055194743099593,[3.0],5.0,5.0,5.0,Trigonal plane,1a,1,3.0,N,0.0,True
mp-1219350,Si2Ag9NO11,1.359173041691729,0.1710967035017472,[3.0],5.0,5.0,5.0,Trigonal plane,1a,1,3.0,N,0.0,True
mp-1220150,Rb2SbN2(O2F)3,1.287741272773663,0.0349956339211878,[3.0],5.0,5.0,5.0,Trigonal plane,2a,1,3.0,N,0.0,True
mp-1222947,LaNO4,1.581922115257877,0.6419587602830201,[3.0],5.0,5.0,5.0,Trigonal plane,2a,1,3.0,N,0.0,True
mp-1224153,HoNO4,1.4382008651244642,0.3311007029200991,[3.0],5.0,5.0,5.0,Trigonal plane,2c,1,3.0,N,0.0,True
mp-1224772,HNO3,1.395590387801928,0.2596204644018097,[3.0],5.0,5.0,5.0,Trigonal plane,2a,1,3.0,N,0.0,True
mp-1225594,LaPbNO5,1.3059515860140052,0.0809007625715128,[3.0],5.0,5.0,5.0,Trigonal plane,1a,1,3.0,N,0.0,True
mp-1225986,Cu2Ag5Se4NO15,1.29401392273096,0.0486297922255924,[3.0],5.0,5.0,5.0,Trigonal plane,1a,1,3.0,N,0.0,True
mp-1228172,BaBiNO5,1.2937543491233796,0.0536889023348053,[3.0],5.0,5.0,5.0,Trigonal plane,1a,1,3.0,N,0.0,True
mp-1229182,Ag9Ge2NO11,1.356065894915396,0.1666795192222908,[3.0],5.0,5.0,5.0,Trigonal plane,1a,1,3.0,N,0.0,True
mp-1229201,Ag6HgNO11,1.3221263547550806,0.1091164981917575,[3.0],5.0,5.0,5.0,Trigonal plane,1a,1,3.0,N,0.0,True
mp-1232413,Na3CuP2H6NO13,1.2378440877078325,-0.0637529178610688,[3.0],5.0,5.0,5.0,"Trigonal plane, Octahedron, Pentagonal bipyramid","4f, 2e",3,3.0,N,0.0,True
mp-1380156,CdH8(NO5)2,1.3167781150439657,0.0962992973240803,[3.0],5.0,5.0,5.0,Trigonal plane,1a,1,3.0,N,0.0,True
mp-18429,KAg(NO3)2,1.5886824872600651,0.6222321139049937,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-23906,LiH6NO6,1.2266491159020567,-0.0845552278023293,[3.0],5.0,5.0,5.0,Trigonal plane,2c,1,3.0,N,0.0,True
mp-23929,ZnH8(NO5)2,1.3028839558878058,0.0733640395065901,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-24776,FeH18(NO6)3,1.2558078739086873,-0.0252150937005123,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-27198,Cd(NO3)2,1.4000402879474294,0.2775073219560217,[3.0],5.0,5.0,5.0,Trigonal plane,4a,1,3.0,N,0.0,True
mp-28202,K3NO4,1.3705921990750718,-0.1075017335079547,[4.0],5.0,5.0,5.0,Tetrahedron,4c,1,4.0,N,0.0,True
mp-29526,BrNO3,1.4479578949122234,0.3514882240166908,[3.0],5.0,5.0,5.0,Trigonal plane,4a,1,3.0,N,0.0,True
mp-29943,H5NO5,1.3453465007096743,0.1515383857792442,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-30142,Be4N6O19,1.424934708987602,0.326060128347354,[3.0],5.0,5.0,5.0,Trigonal plane,3d,1,3.0,N,0.0,True
mp-30989,Sn(NO3)4,1.453197469473673,0.3685826336600412,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-30998,Ti(NO3)4,1.4407404169063522,0.3528984028797065,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-31289,Bi5NO10,1.299598753339765,0.0733161413338879,[3.0],5.0,5.0,5.0,Trigonal plane,4e,1,3.0,N,0.0,True
mp-37695,Ag7NO11,1.356725377855327,0.1914800675028333,[3.0],5.0,5.0,5.0,Trigonal plane,1a,1,3.0,N,0.0,True
mp-504422,H7NO6,1.267066890404864,-0.0041170110354124,[3.0],5.0,5.0,5.0,Trigonal plane,4a,1,3.0,N,0.0,True
