CN,n_samples,n_materials,avg_formal_charge,s_avg_approx,savg_class,charge_fraction_breakdown
2.0,5,5,3.4000000000000004,1.7000000000000002,s_avg > 1,3+:0.8000; 5+:0.2000
3.0,214,214,5.0,1.6666666666666667,s_avg > 1,5+:1.0000
4.0,5,5,5.0,1.25,s_avg > 1,5+:1.0000
