CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
1.0,1,1,1.3578564839973832,0.269412267901192,2.5
2.0,6,6,1.2862918273602724,0.08336589446975946,3.25
3.0,214,214,1.4327948000683937,0.32450277580432246,5.0
4.0,5,5,1.3979439200440562,-0.01840589033790995,5.0
