CN,n_samples,n_materials,avg_formal_charge,s_avg_approx,savg_class,charge_fraction_breakdown
4.0,38,35,2.0789473684210527,0.5197368421052632,s_avg ≤ 1,2+:0.9474; 3+:0.0263; 4+:0.0263
6.0,11,9,2.4545454545454546,0.4090909090909091,s_avg ≤ 1,2+:0.7273; 3+:0.0909; 4+:0.1818
