CN,dominant_geometry,dominant_count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean,dominant_fraction
4.0,Square plane,95,35,2.028320078670946,2.044766369149522,0.014925867856783324,0.9833333333333333,0.5135135135135135
6.0,"Trigonal prism, Octahedron",30,2,2.126543430685667,2.138696721890157,0.010379848087004671,1.0,0.410958904109589
8.0,"Cube, Square plane",12,1,2.120361530833294,2.3717919749053897,0.24802581012389927,1.0,1.0
