CN,formal_charge,count,fraction_within_cn,weighted_charge_contribution
4.0,2,36,0.9473684210526315,1.894736842105263
4.0,3,1,0.02631578947368421,0.07894736842105263
4.0,4,1,0.02631578947368421,0.10526315789473684
6.0,2,8,0.7272727272727273,1.4545454545454546
6.0,3,1,0.09090909090909091,0.2727272727272727
6.0,4,2,0.18181818181818182,0.7272727272727273
