CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
2.0,3,3,1.7380573980755916,0.037635266034697634,7.0
4.0,64,63,1.8335808459582166,0.13434582944084347,6.78125
5.0,12,12,2.7403233738193724,2.674502703319862,6.916666666666667
6.0,96,90,1.9504144396841658,0.48701778877607466,5.7734375
