CN,n_samples,n_materials,avg_formal_charge,s_avg_approx,savg_class,charge_fraction_breakdown
4.0,56,56,6.964285714285714,1.7410714285714286,s_avg > 1,6+:0.0357; 7+:0.9643
6.0,72,72,6.013888888888889,1.0023148148148149,s_avg > 1,4+:0.0139; 5+:0.3889; 6+:0.1667; 7+:0.4306
