CN,mean_charge,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,fraction_within_cn
2.0,7.0,12,3,1.7119292504608437,1.71648674950231,0.004557499041466286,1.0
4.0,7.0,212,54,1.7360446011595534,1.7626854290419303,0.023954979784791903,0.8983050847457628
4.0,4.5,8,4,1.9172171178518895,1.9286428912791902,0.008073832537216202,0.03389830508474576
4.0,6.0,8,2,1.780483797207436,1.7892160050757309,0.006123248818913539,0.03389830508474576
4.0,6.5,8,3,1.743754051214942,1.7688555668775667,0.015055047899817734,0.03389830508474576
5.0,7.0,75,11,1.7625604613386714,1.8419355645491315,0.0443097917059222,0.974025974025974
5.0,6.0,2,1,1.6833206073738674,1.8862709648416531,0.10361702099279264,0.025974025974025976
6.0,7.0,138,31,1.8048374261551665,1.9126634634534387,0.09044216885180621,0.32857142857142857
6.0,5.0,89,28,1.9267470608821236,1.981015123319928,0.048812658935599926,0.2119047619047619
6.0,4.5,66,13,1.978971647592446,2.010931314810627,0.02558905387741226,0.15714285714285714
6.0,5.5,52,2,1.8892183458038818,1.9172509666678457,0.02204752718401441,0.12380952380952381
6.0,6.0,37,12,1.8409746019776256,1.9361407992977473,0.06417346490494223,0.0880952380952381
6.0,6.5,32,2,1.8918475844908373,1.9278535080431973,0.028209977216330537,0.0761904761904762
6.0,5.75,4,1,1.8993633021226528,1.912474997173982,0.013968027697728924,0.009523809523809525
6.0,4.0,2,1,1.9582492054544374,2.005773530671704,0.057052475476360054,0.004761904761904762
