material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Ga_wyckoff,num_Ga_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1020723,Sr2Ga2O5,1.6677464588313011,0.7438473053163044,[4.0],3.0,3.0,3.0,Tetrahedron,8c,1,4.0,Ga,0.0,True,22.0,4.0,1.8535411885410236,1.9119600205160339,1.8826953223498197,0.026671339208143765,0.0584188319750103,14.305088984527126,4.086088043708637,5.961075722826701,17.723971478785074,4.0,1.0,7,Tetrahedron
mp-1020723,Sr2Ga2O5,1.6677464588313011,0.7438473053163044,[4.0],3.0,3.0,3.0,Tetrahedron,8c,1,4.0,Ga,0.0,True,23.0,4.0,1.8535411885410231,1.9119600205160343,1.8826953223498202,0.026671339208144153,0.05841883197501119,27.239454609814377,12.662074668137489,12.439968243380603,46.67947142419595,4.0,1.0,8,Tetrahedron
mp-1020723,Sr2Ga2O5,1.6677464588313011,0.7438473053163044,[4.0],3.0,3.0,3.0,Tetrahedron,8c,1,4.0,Ga,0.0,True,24.0,4.0,1.8466453760718253,1.9092533369338966,1.881246260938446,0.02508389293468022,0.06260796086207132,55.9461913452102,29.35392889031028,19.371892850407765,103.70404332004298,4.0,1.0,9,Tetrahedron
mp-1020723,Sr2Ga2O5,1.6677464588313011,0.7438473053163044,[4.0],3.0,3.0,3.0,Tetrahedron,8c,1,4.0,Ga,0.0,True,25.0,4.0,1.8466453760718249,1.9092533369338924,1.8812462609384446,0.025083892934678925,0.06260796086206755,109.16757173334771,7.144033472900724,96.23704622929574,116.81129090143955,4.0,1.0,10,Tetrahedron
mp-1020723,Sr2Ga2O5,1.6677464588313011,0.7438473053163044,[4.0],3.0,3.0,3.0,Tetrahedron,8c,1,4.0,Ga,0.0,True,26.0,4.0,1.8466453760718244,1.9092533369338933,1.8812462609384455,0.02508389293467937,0.06260796086206888,51.95692810723532,34.64907287192722,16.582395643286226,96.23704622929583,4.0,1.0,11,Tetrahedron
mp-1020723,Sr2Ga2O5,1.6677464588313011,0.7438473053163044,[4.0],3.0,3.0,3.0,Tetrahedron,8c,1,4.0,Ga,0.0,True,27.0,4.0,1.8466453760718262,1.909253336933894,1.8812462609384455,0.025083892934679126,0.06260796086206777,52.10683778367653,18.499296821123465,34.91376062058087,80.58997292189765,4.0,1.0,12,Tetrahedron
mp-1020723,Sr2Ga2O5,1.6677464588313011,0.7438473053163044,[4.0],3.0,3.0,3.0,Tetrahedron,8c,1,4.0,Ga,0.0,True,28.0,4.0,1.8466453760718249,1.9092533369338935,1.881246260938445,0.025083892934679233,0.06260796086206866,55.94619134521023,29.353928890310304,19.371892850407765,103.70404332004306,4.0,1.0,13,Tetrahedron
mp-1020723,Sr2Ga2O5,1.6677464588313011,0.7438473053163044,[4.0],3.0,3.0,3.0,Tetrahedron,8c,1,4.0,Ga,0.0,True,29.0,4.0,1.8466453760718244,1.9092533369338929,1.8812462609384448,0.025083892934679042,0.06260796086206843,109.1675717333477,7.144033472900705,96.23704622929581,116.81129090143958,4.0,1.0,14,Tetrahedron
mp-1020723,Sr2Ga2O5,1.6677464588313011,0.7438473053163044,[4.0],3.0,3.0,3.0,Tetrahedron,8c,1,4.0,Ga,0.0,True,30.0,4.0,1.8466453760718282,1.9092533369338938,1.8812462609384462,0.025083892934678373,0.06260796086206555,51.956928107235285,34.64907287192717,16.582395643286205,96.23704622929571,4.0,1.0,15,Tetrahedron
mp-1020723,Sr2Ga2O5,1.6677464588313011,0.7438473053163044,[4.0],3.0,3.0,3.0,Tetrahedron,8c,1,4.0,Ga,0.0,True,31.0,4.0,1.846645376071824,1.909253336933894,1.8812462609384455,0.02508389293467985,0.06260796086206999,52.106837783676546,18.499296821123465,34.91376062058089,80.58997292189768,4.0,1.0,16,Tetrahedron
mp-1031142,LiMg6GaO8,1.3364076272938088,1.0319481768863366,[6.0],3.0,3.0,3.0,Octahedron,1b,1,6.0,Ga,0.0,True,7.0,6.0,1.9225380235461769,2.1228962700000005,2.056110187848726,0.09444978315609572,0.2003582464538236,84.0,39.7994974842648,0.0,180.0,6.0,1.0,1,Octahedron
mp-1034314,NaMg14GaO16,1.2030043113397262,1.235749934485343,[6.0],3.0,3.0,3.0,Octahedron,1c,1,6.0,Ga,0.0,True,15.0,6.0,2.019039708420829,2.14481893,2.060966115613886,0.05929289367399793,0.1257792215791711,96.0,39.7994974842648,0.0,180.0,6.0,1.0,1,Octahedron
mp-1034608,NaMg14GaO16,1.1135649577138749,1.3538664335392907,[6.0],3.0,3.0,3.0,Octahedron,1e,1,6.0,Ga,0.0,True,15.0,6.0,1.9299522200625132,2.1450352100000005,2.0550003856527472,0.09123092929067507,0.2150829899374873,84.0,39.7994974842648,0.0,180.0,6.0,1.0,1,Octahedron
mp-1035108,LiMg14GaO16,1.348257788775071,1.011926916959265,[6.0],3.0,3.0,3.0,Octahedron,1e,1,6.0,Ga,0.0,True,15.0,6.0,1.9622800243955263,2.1248244600000006,2.0519189755673026,0.06740514356399951,0.1625444356044743,84.0,39.7994974842648,0.0,180.0,6.0,1.0,1,Octahedron
