material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Ga_wyckoff,num_Ga_chemenvs,CN,element,charge_range,is_single_charge
mp-1222272,LuGaCoO4,1.9322410912202983,0.0472972033135832,[5.0],3.0,3.0,3.0,Trigonal bipyramid,1a,1,5.0,Ga,0.0,True
mp-1222409,LiGaBH3O5,1.8441040655814127,-0.0125173374360583,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Ga,0.0,True
mp-1222864,LaPr3(GaO3)4,2.028076721581847,-0.0237885413795843,[6.0],3.0,3.0,3.0,Octahedron,2c,1,6.0,Ga,0.0,True
mp-1222894,LaNd3(GaO3)4,1.989289873753244,0.0360455869398104,[6.0],3.0,3.0,3.0,Octahedron,2c,1,6.0,Ga,0.0,True
mp-1222936,Li2AlGaSi2(H2O5)2,1.8157301708694529,0.121460273372964,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Ga,0.0,True
mp-1223050,La4Ga3FeO12,2.0283899784455866,-0.0172114287927776,[6.0],3.0,3.0,3.0,Octahedron,"4h, 4e, 4b",1,6.0,Ga,0.0,True
mp-1223104,La3Nd(GaO3)4,1.9940743783010657,0.0212608814195396,[6.0],3.0,3.0,3.0,Octahedron,2c,1,6.0,Ga,0.0,True
mp-1223112,La3Al2Ga3SnO14,1.847859213271187,0.0940442550294662,[4.0],3.0,3.0,3.0,Tetrahedron,3f,1,4.0,Ga,0.0,True
mp-1223148,La3Ga5SiO14,1.7815432987429158,0.3196951245213671,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","3d, 1b, 1c",2,4.0,Ga,0.0,True
mp-1223148,La3Ga5SiO14,1.7815432987429158,0.3196951245213671,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","3d, 1b, 1c",2,6.0,Ga,0.0,True
mp-1223199,La6NbGa11O28,1.783704909618805,0.3146774952308707,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","1a, 2c",2,4.0,Ga,0.0,True
mp-1223199,La6NbGa11O28,1.783704909618805,0.3146774952308707,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","1a, 2c",2,6.0,Ga,0.0,True
mp-1223200,La6TaGa11O28,1.7852977386049464,0.3146671636120053,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","1a, 2c",2,4.0,Ga,0.0,True
mp-1223200,La6TaGa11O28,1.7852977386049464,0.3146671636120053,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","1a, 2c",2,6.0,Ga,0.0,True
mp-1223331,La2Nd(GaO3)3,2.007341596993187,0.0092265364766161,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-1223350,La2GaFeO6,2.043932796377038,-0.0438718865947136,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Ga,0.0,True
mp-1223547,KMg3GaSi3(HO6)2,1.8125765022437463,0.1211839614603175,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Ga,0.0,True
mp-1223555,KGaGe3O8,1.796317141466912,0.1189533957267578,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Ga,0.0,True
mp-1223591,KGaAs3H7O13,2.0556274455460697,-0.0662456544174834,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Ga,0.0,True
mp-12236,Er3Ga5O12,1.7427988351072483,0.3573072136866742,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","12d, 8a",2,4.0,Ga,0.0,True
mp-12236,Er3Ga5O12,1.7427988351072483,0.3573072136866742,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","12d, 8a",2,6.0,Ga,0.0,True
mp-1223701,KRbMn2Ga4P6(H2O7)4,1.8541680703003007,0.1495180709352327,[5.0],3.0,3.0,3.0,Trigonal bipyramid,2c,1,5.0,Ga,0.0,True
mp-1223729,La5Ti4GaO17,1.7222657705748845,0.3832010658429359,[6.0],3.0,3.0,3.0,Octahedron,2d,1,6.0,Ga,0.0,True
mp-1224478,K2GaP2H3(O4F)2,2.206605817027104,-0.3127332117444178,[4.0],3.0,3.0,3.0,Octahedron,2a,1,4.0,Ga,0.0,True
mp-1224682,Gd2GaSbO7,1.914770752744662,0.1711130579980979,[6.0],3.0,3.0,3.0,Octahedron,2d,1,6.0,Ga,0.0,True
mp-1224718,La6TaGa11O28,1.7741846729399646,0.3511085984308159,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron, Trigonal bipyramid",1a,3,4.0,Ga,0.0,True
mp-1224718,La6TaGa11O28,1.7741846729399646,0.3511085984308159,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron, Trigonal bipyramid",1a,3,5.0,Ga,0.0,True
mp-1224718,La6TaGa11O28,1.7741846729399646,0.3511085984308159,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron, Trigonal bipyramid",1a,3,6.0,Ga,0.0,True
mp-1224786,GaSbO4,1.854969112935456,0.1870700934335488,[6.0],3.0,3.0,3.0,Octahedron,1c,1,6.0,Ga,0.0,True
mp-1224929,GaFeNiO4,1.752907853526848,0.3851804090455306,[6.0],3.0,3.0,3.0,Octahedron,2b,1,6.0,Ga,0.0,True
mp-1224948,Ga4B2O9,1.7816585439590125,0.2798827853414759,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron, Trigonal bipyramid","2b, 1a",3,4.0,Ga,0.0,True
mp-1224948,Ga4B2O9,1.7816585439590125,0.2798827853414759,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron, Trigonal bipyramid","2b, 1a",3,5.0,Ga,0.0,True
mp-1224948,Ga4B2O9,1.7816585439590125,0.2798827853414759,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron, Trigonal bipyramid","2b, 1a",3,6.0,Ga,0.0,True
mp-1224969,La6NbGa11O28,1.7495941076367707,0.4322580932335474,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron, Trigonal bipyramid",1a,3,4.0,Ga,0.0,True
mp-1224969,La6NbGa11O28,1.7495941076367707,0.4322580932335474,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron, Trigonal bipyramid",1a,3,5.0,Ga,0.0,True
mp-1224969,La6NbGa11O28,1.7495941076367707,0.4322580932335474,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron, Trigonal bipyramid",1a,3,6.0,Ga,0.0,True
mp-1224998,GaBi3Sb2O11,1.9136159716476264,0.1702032860277462,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Ga,0.0,True
mp-1225032,Ga4B2O9,1.6912649768164223,0.5131575446865726,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron, Trigonal bipyramid","2e, 2f, 2i",3,4.0,Ga,0.0,True
mp-1225032,Ga4B2O9,1.6912649768164223,0.5131575446865726,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron, Trigonal bipyramid","2e, 2f, 2i",3,5.0,Ga,0.0,True
mp-1225032,Ga4B2O9,1.6912649768164223,0.5131575446865726,"[4.0, 5.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron, Trigonal bipyramid","2e, 2f, 2i",3,6.0,Ga,0.0,True
mp-1225056,GaFe(BiO3)2,0.9321193887849728,2.007316227891429,[5.0],3.0,3.0,3.0,Square pyramid,1a,1,5.0,Ga,0.0,True
mp-1226119,CsGaAs3H5O12,2.055828968962651,-0.0631114653014514,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Ga,0.0,True
mp-1227107,CaGaBiB2O7,1.911828814139661,-0.2055904815189938,[4.0],3.0,3.0,3.0,Tetrahedron,2c,1,4.0,Ga,0.0,True
mp-1227153,CaLaGa3O7,1.755097116431708,0.3489598535542801,[4.0],3.0,3.0,3.0,Tetrahedron,"2e, 2d, 2c",1,4.0,Ga,0.0,True
mp-1227159,CaYGa3O7,1.7580361528108472,0.3258075828871398,[4.0],3.0,3.0,3.0,Tetrahedron,"2e, 2d, 2c",1,4.0,Ga,0.0,True
mp-1227169,CaNdGa3O7,1.7565129778836686,0.3380981687964635,[4.0],3.0,3.0,3.0,Tetrahedron,"2e, 2d, 2c",1,4.0,Ga,0.0,True
mp-1227170,CaNdGa3O7,1.7660015057362188,0.305600949301601,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Ga,0.0,True
mp-1227181,CaLaGa3S6O,1.787294107051418,0.4221188195815342,"[0, 1.0]",3.0,3.0,3.0,Tetrahedron,2a,1,0.0,Ga,0.0,True
mp-1227181,CaLaGa3S6O,1.787294107051418,0.4221188195815342,"[0, 1.0]",3.0,3.0,3.0,Tetrahedron,2a,1,1.0,Ga,0.0,True
mp-1227208,CaSmGa3O7,1.7543853334454749,0.3322347999170815,[4.0],3.0,3.0,3.0,Tetrahedron,"2e, 2d, 2c",1,4.0,Ga,0.0,True
mp-1227455,Be(GaO2)2,1.7847458189709955,0.2542524571381025,[4.0],3.0,3.0,3.0,Tetrahedron,2e,1,4.0,Ga,0.0,True
mp-1227514,Ca2Ga2GeO7,1.7556089985456669,0.3458543843522006,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Ga,0.0,True
mp-1227526,Ca2Ga2SiO7,1.7584870529573255,0.3286868585491958,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Ga,0.0,True
mp-1227683,Ca2LaGa(FeO4)2,2.1453017846311835,-0.182635877533979,[6.0],3.0,3.0,3.0,Octahedron,2c,1,6.0,Ga,0.0,True
mp-1227716,Ca3Ga2(Ge2O7)2,1.7671759876242,0.4676354793295331,[5.0],3.0,3.0,3.0,Trigonal bipyramid,2c,1,5.0,Ga,0.0,True
mp-1227781,CaGa2Cu3(RuO6)2,1.8716794406691943,0.2010480215842472,[6.0],3.0,3.0,3.0,Octahedron,2f,1,6.0,Ga,0.0,True
mp-1227901,BaLaGa3O7,1.7550197721057763,0.3862611814222632,[4.0],3.0,3.0,3.0,Tetrahedron,"2e, 2d, 2c",1,4.0,Ga,0.0,True
mp-1227987,BaAlGaO4,1.8943118004246304,-0.1516231180069374,[4.0],3.0,3.0,3.0,Tetrahedron,2c,1,4.0,Ga,0.0,True
mp-1228210,Ca4Ga3FeO10,1.757763416583704,0.3935223606255332,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","4e, 2d",2,4.0,Ga,0.0,True
mp-1228210,Ca4Ga3FeO10,1.757763416583704,0.3935223606255332,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","4e, 2d",2,6.0,Ga,0.0,True
mp-1228569,Ba6La2Ga4O15,1.7005647426560335,0.5831741191877915,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron",2a,2,4.0,Ga,0.0,True
mp-1228569,Ba6La2Ga4O15,1.7005647426560335,0.5831741191877915,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron",2a,2,6.0,Ga,0.0,True
mp-1228575,Ba2Ga11BiO20,1.7974415278421272,0.2728532237454723,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","2b, 1a",2,4.0,Ga,0.0,True
mp-1228575,Ba2Ga11BiO20,1.7974415278421272,0.2728532237454723,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","2b, 1a",2,6.0,Ga,0.0,True
mp-1228716,Ca3Ga2(SnO4)3,1.7716664054321971,0.3681822732826528,[4.0],3.0,3.0,3.0,Tetrahedron,8e,1,4.0,Ga,0.0,True
mp-1228877,Ba(GaO2)2,1.7464788050029614,0.4121692892180331,[4.0],3.0,3.0,3.0,Tetrahedron,"2b, 6c",1,4.0,Ga,0.0,True
mp-1228996,Al2Ga2Bi2O9,1.805373676620512,0.2916243278117693,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Ga,0.0,True
mp-1229072,AlGaCu2(AsO5)2,1.7427782765378217,0.3622923783406476,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Ga,0.0,True
mp-1229132,Ba3Al2Ga2(FeO6)2,1.9002671699910447,-0.1492386192911824,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Ga,0.0,True
mp-1229265,Ba3Ga2B10H4O23,1.55482211642068,1.0607171628506349,[4.0],3.0,3.0,3.0,Tetrahedron,4b,1,4.0,Ga,0.0,True
mp-1229333,Ba20Ga5Ru7O44,1.7487018308813551,0.3976944975466758,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","1a, 1b",2,4.0,Ga,0.0,True
mp-1229333,Ba20Ga5Ru7O44,1.7487018308813551,0.3976944975466758,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","1a, 1b",2,6.0,Ga,0.0,True
mp-1233002,Sr4LiMn2(GaO5)2,1.610727561206496,0.97733509936481,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Ga,0.0,True
mp-1272187,Ca2MnGaO5,1.650911878579847,0.7873318687931852,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Ga,0.0,True
mp-1282857,Sr2MnGaO5,2.525074159153152,-2.155526135375248,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,Ga,0.0,True
mp-1283659,Sr2MnGaO5,1.9278857770211613,-0.1574069940346198,[4.0],3.0,3.0,3.0,Tetrahedron,1a,1,4.0,Ga,0.0,True
mp-12881,Ba3NbGa3(SiO7)2,1.796698180325666,0.2495688306193287,[4.0],3.0,3.0,3.0,Tetrahedron,3f,1,4.0,Ga,0.0,True
mp-1304327,Li2Mn3GaO8,1.7733448519736996,0.3502872969940001,[6.0],3.0,3.0,3.0,Octahedron,1d,1,6.0,Ga,0.0,True
mp-1307659,Li2Mn3GaO8,1.8291672966244887,0.2705713768970641,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Ga,0.0,True
mp-1309214,Li2Mn3GaO8,1.842922248709457,0.250525733043229,[6.0],3.0,3.0,3.0,Octahedron,2e,1,6.0,Ga,0.0,True
mp-14134,Lu3Ga5O12,1.7512390356696117,0.3754181700229348,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","12d, 8a",2,4.0,Ga,0.0,True
mp-14134,Lu3Ga5O12,1.7512390356696117,0.3754181700229348,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","12d, 8a",2,6.0,Ga,0.0,True
mp-14216,Ga8(Pb3O7)3,1.836138201848869,0.1013213906722251,[4.0],3.0,3.0,3.0,Tetrahedron,"8c, 24d",1,4.0,Ga,0.0,True
mp-14235,SrGa2(SiO4)2,1.7875627050127434,0.1535693212078596,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Ga,0.0,True
mp-15239,Nd3Ga5O12,1.7726110418971597,0.3763960377360281,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","12d, 8a",2,4.0,Ga,0.0,True
mp-15239,Nd3Ga5O12,1.7726110418971597,0.3763960377360281,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","12d, 8a",2,6.0,Ga,0.0,True
mp-15575,Ho3Ga5O12,1.7578006333031049,0.3745427084117791,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","12d, 8a",2,4.0,Ga,0.0,True
mp-15575,Ho3Ga5O12,1.7578006333031049,0.3745427084117791,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","12d, 8a",2,6.0,Ga,0.0,True
mp-15576,Dy3Ga5O12,1.7464605650402354,0.357106872893745,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","12d, 8a",2,4.0,Ga,0.0,True
mp-15576,Dy3Ga5O12,1.7464605650402354,0.357106872893745,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","12d, 8a",2,6.0,Ga,0.0,True
mp-15577,Pr4Ga2O9,1.7375497645680311,0.3687896487374124,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Ga,0.0,True
mp-16136,Sr3TaGa3(SiO7)2,1.814286959366313,0.177084897862048,[4.0],3.0,3.0,3.0,Tetrahedron,3f,1,4.0,Ga,0.0,True
mp-16433,Ca2Ga2O5,1.7882037479328283,0.3808596010419677,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","2a, 2b",2,4.0,Ga,0.0,True
mp-16433,Ca2Ga2O5,1.7882037479328283,0.3808596010419677,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","2a, 2b",2,6.0,Ga,0.0,True
mp-16872,RbLi2Ga2(BO3)3,1.8812950388588296,-0.066926614575236,[4.0],3.0,3.0,3.0,Tetrahedron,4g,1,4.0,Ga,0.0,True
mp-16996,Li3GaSiO5,1.7532652298478073,0.3880849587661726,[4.0],3.0,3.0,3.0,Tetrahedron,4a,1,4.0,Ga,0.0,True
mp-17510,LiGa(WO4)2,2.447119139244356,-0.559760788807206,[6.0],3.0,3.0,3.0,Octahedron,2e,1,6.0,Ga,0.0,True
mp-17685,Li3GaGeO5,1.776994602926301,0.339422149714517,[4.0],3.0,3.0,3.0,Tetrahedron,4a,1,4.0,Ga,0.0,True
mp-17774,K2Li3GaO4,1.5601131176987892,1.1491105743212926,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,Ga,0.0,True
mp-17785,KNa2GaO3,1.71682677017691,0.4936684951448143,[4.0],3.0,3.0,3.0,Tetrahedron,4c,1,4.0,Ga,0.0,True
mp-17853,YGaO3,1.5637499193537674,0.845062312520114,[5.0],3.0,3.0,3.0,Trigonal bipyramid,6c,1,5.0,Ga,0.0,True
mp-17914,CaGa4O7,1.774720594288518,0.2591268590376213,[4.0],3.0,3.0,3.0,Tetrahedron,4f,1,4.0,Ga,0.0,True
mp-18253,SrGa4O7,1.7639762865429098,0.3001194465653402,[4.0],3.0,3.0,3.0,Tetrahedron,4f,1,4.0,Ga,0.0,True
mp-18348,KGaP2O7,1.9130469651605964,0.0730370416708013,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Ga,0.0,True
mp-18656,GdGaO3,1.9052901292266573,0.1807710713451928,[6.0],3.0,3.0,3.0,Octahedron,4b,1,6.0,Ga,0.0,True
mp-20496,Ga2PbO4,1.881335936146381,-0.0981555357320283,[4.0],3.0,3.0,3.0,Tetrahedron,4c,1,4.0,Ga,0.0,True
mp-21470,Ca2MnGaO5,1.5271695371125662,1.2363093672833436,[4.0],3.0,3.0,3.0,Tetrahedron,2a,1,4.0,Ga,0.0,True
mp-23519,Ga4Bi2O9,1.7997102920922934,0.2837423783734574,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","4h, 4e",2,4.0,Ga,0.0,True
mp-23519,Ga4Bi2O9,1.7997102920922934,0.2837423783734574,"[4.0, 6.0]",3.0,3.0,3.0,"Tetrahedron, Octahedron","4h, 4e",2,6.0,Ga,0.0,True
mp-24181,CsGaP3HO10,1.586769710770843,0.531036646111345,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-24465,GaP3(HO5)2,1.842706936544062,0.2059716967426644,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Ga,0.0,True
mp-24563,Ga2P3(HO3)3,1.705775516966744,0.4102738836377874,[6.0],3.0,3.0,3.0,Octahedron,4f,1,6.0,Ga,0.0,True
mp-24761,RbGaBP2HO9,1.7697939757761656,0.2836175033958623,[6.0],3.0,3.0,3.0,Octahedron,4e,1,6.0,Ga,0.0,True
mp-2712584,NaZrGaP2SO12,1.6191278223109955,0.5849872482907524,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Ga,0.0,True
mp-2712632,Na3Zn2Ga2PS5O24,1.6690622403178448,0.4819670211686583,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2712655,Na3Mg2Ga2PS5O24,1.6677552660013333,0.4800800231335822,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2712671,Na2TaGa3P4(SO12)2,1.704688139310931,0.4029303389589871,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2712690,NaHfGaSi(SO6)2,1.7249874233783598,0.4229899972969448,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Ga,0.0,True
mp-2712699,NaGaSnP2SO12,1.6702413550162607,0.475391749181395,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Ga,0.0,True
mp-2712746,NaTiGaP2SO12,1.6946434003605664,0.3975447421255971,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Ga,0.0,True
mp-2712792,NaHfGaP2SO12,1.606808207149949,0.5901340566204449,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Ga,0.0,True
mp-2712809,Na2NbGa3P4(SO12)2,1.7135191056579493,0.3839314753867882,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2712821,ZrGaP(SO6)2,1.722351604888369,0.4117343011484532,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Ga,0.0,True
mp-2712822,Na14Ta5Ga3(SiO4)12,1.4688291180612705,0.7834590858041564,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2712858,TaGa3SiS5O24,1.7709030654201938,0.2976058719769067,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2712863,Na3Ta3GaSi3(PO8)3,1.6833426041430648,0.4518812908639029,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2712869,HfGaP(SO6)2,1.7196322419050858,0.4063268603785131,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Ga,0.0,True
mp-2712895,Zr2Ga2SiS5O24,1.7792462482255804,0.3359602574426074,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2712924,NbGa3P2(SO6)4,1.774844519642396,0.2811503024964225,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2712931,TaGa3P2(SO6)4,1.7681461321734506,0.2940930093149151,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2712937,Na3Ta2Ga2SiP5O24,1.742868843517872,0.3477203999362264,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2712947,GaSnP(SO6)2,1.7428406030801966,0.3533621722923163,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Ga,0.0,True
mp-2712959,Na3Nb3GaSi3(PO8)3,1.6877503837253216,0.4469642486747046,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2712994,Na3Nb2Ga2SiP5O24,1.741213427854778,0.3568111362297749,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2713054,TiGaP(SO6)2,1.7709022005930273,0.2805056106626823,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Ga,0.0,True
mp-2713069,GaGeP(SO6)2,1.753635012837338,0.262137739434183,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Ga,0.0,True
mp-2713105,Hf2Ga2SiS5O24,1.7675221221978656,0.3304492999839821,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2713205,NaTaGa(PO4)3,1.8446035756110413,0.1837899320924269,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Ga,0.0,True
mp-2713216,Na5Ga3Sn(PO4)6,1.5452582363310392,0.6515013678173451,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2713227,Na2TiGa(PO4)3,1.723518773688483,0.3698051530479928,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Ga,0.0,True
mp-2713251,Na4NbGa3(PO4)6,1.653186798848035,0.4829715738160501,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2713276,Na2ScGaP2SO12,1.7291888098104935,0.4012801504950033,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2713307,Na2HfGa(PO4)3,1.7319563397754938,0.4078012277314886,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Ga,0.0,True
mp-2713337,Na10Nb7Ga(SiO4)12,1.4676342348710854,0.7970323156777093,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2713454,NbGaP2SO12,1.8434871457584607,0.1787741710076368,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Ga,0.0,True
mp-2713458,Na10Ta7Ga(SiO4)12,1.4770714035786334,0.7854596141495168,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2713498,NbGaSi(SO6)2,1.7731343063166434,0.287900456084331,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Ga,0.0,True
mp-2713509,Na10TaGa7(PO4)12,1.5571713806983531,0.6272971271203459,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2713511,Na5Ga3Ge(PO4)6,1.568478287071389,0.6017670894316489,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2713526,TaGaP2SO12,1.838596152643232,0.1868785629545801,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Ga,0.0,True
mp-2713570,Na6Zn4Ga4SiS11O48,1.6704099479430408,0.4795223934671101,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2713615,Na2ZrGa(PO4)3,1.7482658911197198,0.4065719433629087,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Ga,0.0,True
mp-2713656,Na4TaGa3(PO4)6,1.662575417154838,0.4710007474020944,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2713684,Na6Mg4Ga4SiS11O48,1.6682580203441475,0.4773593419241382,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2713694,Na2GaSn(PO4)3,1.737549057645282,0.3786511953402732,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Ga,0.0,True
mp-2713736,Na3Sc2Ga2P3(SO8)3,1.51104027372795,0.7246991467255222,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2713768,NaNbGa(PO4)3,1.8382222794040264,0.2098348730912068,[6.0],3.0,3.0,3.0,Octahedron,6a,1,6.0,Ga,0.0,True
mp-2713800,Ta3Ga(PO4)6,1.8495428581656423,0.1814479126193278,[6.0],3.0,3.0,3.0,Octahedron,"1a, 1c",1,6.0,Ga,0.0,True
mp-2713840,Nb3GaSi3(SO8)3,1.764149291465936,0.3257664689661425,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2713922,Ta3GaSi3(SO8)3,1.7508371634241389,0.343898615966723,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
mp-2713924,Na2Nb5Ga3(PO4)12,1.8478327139738573,0.1923240103289128,[6.0],3.0,3.0,3.0,Octahedron,1a,1,6.0,Ga,0.0,True
