CN,n_samples,n_materials,avg_formal_charge,s_avg_approx,savg_class,charge_fraction_breakdown
3.0,1,1,4.0,1.3333333333333333,s_avg > 1,4+:1.0000
5.0,1,1,4.0,0.8,s_avg ≤ 1,4+:1.0000
6.0,7,7,4.0,0.6666666666666666,s_avg ≤ 1,4+:1.0000
