name,mean_ionic_radius,c1,c2,R2,n
Ba,1.436923076923077,-2.3728838535726737,0.3638227606660267,0.9984284512695708,13
Ca,1.1033333333333333,-1.9360118733843765,0.43826784583928835,0.9932272341090497,9
Cs,1.7345454545454544,-2.8325415266863305,0.22620851412587695,0.9996968380354816,11
K,1.4776923076923079,-2.5319945045717547,0.21034396089664464,0.9940081693419842,13
Li,0.6737500000000001,-1.7035464042398858,0.304525178770384,0.9358225102541223,8
Mg,0.65,-1.7950290604587662,0.2825951604178296,0.9921050249335889,3
Na,1.116,-1.8728501787744185,0.3590218394709195,0.9941491583870553,10
Rb,1.5881818181818181,-2.600184703927385,0.24501947791085632,0.9983558572309608,11
Sr,1.258181818181818,-2.2067172720137562,0.3476942468737425,0.9895473438838541,11
