target,features,n,R2,MAE,RMSE,intercept,RSS,AIC,BIC,coef_beta,coef_beta_x_Z,coef_beta_x_CN,coef_Z,coef_CN,model_name
beta0,beta + beta_x_Z + beta_x_CN + Z + CN,91,0.7989698757616601,0.1397796423278556,0.1785821937378738,0.1312180841174726,2.9021355927410655,-301.53254926194546,-286.46739222284435,-2.278120891202399,0.6657211502788417,0.06216334429650451,0.7132872890971057,0.002949819253608778,M7_interaction_beta_betaZ_betaCN_Z_CN
