model_name,target,features,n,R2,MAE,RMSE,intercept,RSS,AIC,BIC,coef_Z,coef_CN,coef_Z_over_CN
residual_vs_Z,ratio_resid,Z,91,0.20313808485804208,0.04098408057697795,0.05112599872486043,-0.07420034481330808,0.2378619648509131,-537.1701076325874,-532.1483886195537,0.05234287889931025,,
residual_vs_CN,ratio_resid,CN,91,0.03712717185475645,0.044783019292601645,0.05619979547579148,-0.021999744139069376,0.2874159480483921,-519.9492733584029,-514.9275543453692,,0.003342198191411186,
residual_vs_Z_over_CN,ratio_resid,Z_over_CN,91,0.014445041787369939,0.04588658352637555,0.05685788398570045,-0.006785880728840585,0.2941865263911548,-517.8304706002729,-512.8087515872392,,,0.020974424491592928
residual_vs_Z_CN,ratio_resid,Z + CN,91,0.238113398030812,0.04053653431805921,0.04999141592970333,-0.09516654176049237,0.22742189166575025,-539.2545224851932,-531.7219439656427,0.052069042583927555,0.003244154936357494,
residual_vs_Z_CN_ZoverCN,ratio_resid,Z + CN + Z_over_CN,91,0.2562599703057261,0.04021355193210499,0.049392481724126656,-0.11017323010553529,0.2220051698290049,-539.4481845905634,-529.404746564496,0.04387116111875441,0.005558970403598355,0.03520766755588683
