model_name,target,features,n,R2,MAE,RMSE,intercept,RSS,AIC,BIC,coef_ionic_radius
ratio_radius_only,beta0_over_beta,ionic_radius,91,0.9775283983120516,0.04631464420943226,0.05727304445212462,-1.419765538679807,0.29849834749416887,-516.5063853730277,-511.484666359994,-1.0389801560690692
