model_name,target,features,n,R2,MAE,RMSE,intercept,RSS,AIC,BIC,coef_Z,coef_CN,coef_Z_over_CN
residual_vs_Z,ratio_resid,Z,37,0.09151878195297292,0.17175835855041943,0.21855618981135042,-0.48153821777330097,1.767371899879636,-108.53269805651563,-105.31086223122718,0.13919464107509488,,
residual_vs_CN,ratio_resid,CN,37,0.003369508014565481,0.17743919790625864,0.22891392894348542,0.032192886419198465,1.9388587139806943,-105.10628096439144,-101.884445139103,,-0.005463930263808871,
residual_vs_Z_over_CN,ratio_resid,Z_over_CN,37,0.006880640826686268,0.17806372572476648,0.22851034087131034,-0.03903564211102698,1.9320281077495303,-105.23686225209964,-102.01502642681119,,,0.05591340764163421
residual_vs_Z_CN,ratio_resid,Z + CN,37,0.09404255941161976,0.1723556323888005,0.2182524021340815,-0.45159791503993296,1.7624621083799825,-106.63562777061395,-101.80287403268127,0.13859639153163072,-0.004730345227390844,
residual_vs_Z_CN_ZoverCN,ratio_resid,Z + CN + Z_over_CN,37,0.11696143012675109,0.16872293144066303,0.2154740481632528,-0.35466878348317743,1.717875420978812,-105.58369541065919,-99.14002376008229,0.1911560735238143,-0.027384028142054817,-0.20810040715494005
