name,mean_ionic_radius,c1,c2,R2,n
Al,0.44875,-1.670488826515216,0.36515265793864016,0.9996764064241515,4
Ga,0.5466666666666667,-1.7628633502061337,0.3587044564752446,0.9999614990520965,3
Ge,0.5766666666666667,-1.8010118309985854,0.3430217680223202,0.9996625434109762,3
In,0.71,-2.0455992377626715,0.22334356614091933,0.9996163794365197,4
Pb,0.8790000000000001,-2.1143388441130138,0.44225047284500363,0.9969418333631009,10
Sn,0.7424999999999999,-1.8043276748900372,0.7250698049765689,0.9952560314124455,4
Tl,0.9272222222222223,-2.060795851754788,0.4975091618330578,0.9992040645806494,9
