model_name,target,features,n,R2,MAE,RMSE,intercept,RSS,AIC,BIC,coef_ionic_radius
ratio_radius_only,beta0_over_beta,ionic_radius,37,0.7384195804515022,0.17490654841151324,0.22930056996994713,-0.8582825607112794,1.9454138013760771,-104.98139865352421,-101.75956282823576,-2.0295113433330454
