target,features,n,R2,MAE,RMSE,intercept,RSS,AIC,BIC,coef_beta,coef_beta_x_Z,coef_beta_x_CN,coef_Z,coef_CN,model_name
beta0,beta + beta_x_Z + beta_x_CN + Z + CN,37,0.9812885472205959,0.1711902600842796,0.24509936659540926,0.09093718832588937,2.2227268817024206,-92.05077638138843,-82.38526890552308,-1.9831517894645259,-0.0506948752301705,0.08459286525389638,0.09105747406039387,0.04885577259844742,M7_interaction_beta_betaZ_betaCN_Z_CN
