target,features,n,R2,MAE,RMSE,intercept,RSS,AIC,BIC,coef_beta,coef_beta_x_Z,coef_beta_x_CN,coef_beta_x_radius,coef_Z,coef_CN,coef_ionic_radius,model_name
beta0,beta + beta_x_Z + beta_x_CN + beta_x_radius + Z + CN + ionic_radius,37,0.9962199532022544,0.08428422867140611,0.11016332187554082,-0.07307618161379459,0.4490304270061983,-147.22855398071528,-134.34121067956147,-1.7464898616267783,0.0074441260230967985,0.06816873696449065,-0.701112728444798,0.05706664887859649,0.007912205890652472,0.4500945539178214,M11_interaction_beta_betaZ_betaCN_betaR_Z_CN_R
