model_name,target,features,n,R2,MAE,RMSE,intercept,RSS,AIC,BIC,coef_beta,coef_beta_x_Z,coef_beta_x_CN,coef_beta_x_radius,coef_Z,coef_CN,coef_ionic_radius
M11_full_interaction_radius,beta0,beta + beta_x_Z + beta_x_CN + beta_x_radius + Z + CN + ionic_radius,37,0.9962199532022544,0.08428422867140611,0.11016332187554082,-0.07307618161379459,0.4490304270061983,-147.22855398071528,-134.34121067956147,-1.7464898616267783,0.0074441260230967985,0.06816873696449065,-0.701112728444798,0.05706664887859649,0.007912205890652472,0.4500945539178214
M12_simplified_radius_dominant,beta0,beta + beta_x_radius + ionic_radius,37,0.9924939485141198,0.12003110174808795,0.15523662938953667,0.3233061164125668,0.8916412108563014,-129.84754668793744,-123.40387503736054,-1.3687396903383675,,,-0.7928268161088048,,,0.13871825614504332
