CN,n_rows,n_unique_materials,R0_mean,B_mean,mean_charge_mean
0.0,3,3,2.522712770225839,0.1034644487257691,0.8333333333333334
3.0,355,355,1.804229607145127,0.24699420275426334,4.016676056338028
4.0,199,199,1.8078735953708729,0.31855133326695967,5.865175879396985
5.0,1,1,1.8246786795172605,0.3097803888891767,6.0
6.0,1,1,1.859873864755216,0.4419738368203958,6.0
