CN,dominant_geometry,dominant_count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean,dominant_fraction
3.0,Triangular non-coplanar,814,332,1.7057570419854422,1.7341548898071553,0.025202771634002703,0.9388083735909822,0.9565217391304348
4.0,Tetrahedron,694,178,1.6539461354277019,1.6768155737219554,0.02263861356605104,0.799264705882353,0.9024707412223667
5.0,Square pyramid,4,1,1.7244642941480377,1.7682273939687585,0.026976361082403186,1.0,1.0
6.0,"Tetrahedron, Octahedron",4,1,1.8380677437626036,1.8559813567841927,0.015060406212410931,1.0,1.0
