CN,mean_charge,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,fraction_within_cn
3.0,4.0,797,329,1.7049758602398952,1.7336383985926707,0.02550373917971231,0.936545240893067
3.0,3.75,18,5,1.7305035216012719,1.7496570735906143,0.015332377121802993,0.021151586368977675
3.0,5.0,12,8,1.7139470743690126,1.733122066492015,0.014052930028044123,0.01410105757931845
3.0,2.5,8,1,1.7150625219313855,1.7376691660570731,0.021236214275853076,0.009400705052878966
3.0,4.67,8,5,1.698818326294833,1.7299665162119866,0.022483839865524758,0.009400705052878966
3.0,3.33,3,3,,,,0.0035252643948296123
3.0,3.5,2,1,1.717783839979858,1.7498408457087762,0.02359557475806312,0.0023501762632197414
3.0,2.0,1,1,,,,0.0011750881316098707
3.0,4.5,1,1,,,,0.0011750881316098707
3.0,5.33,1,1,,,,0.0011750881316098707
4.0,6.0,710,180,1.654191027089371,1.676791482597358,0.022296200501627884,0.9232769830949284
4.0,5.0,26,8,1.662427750364344,1.7724152226273375,0.157354819998674,0.033810143042912875
4.0,4.67,14,5,1.6650658289535087,1.7798916283641546,0.17194532224209932,0.018205461638491547
4.0,4.5,8,1,1.6649164399765333,1.853089129151718,0.26476536250896454,0.010403120936280884
4.0,3.33,6,3,1.648263872083204,1.6739468405494649,0.019599108055045777,0.007802340702210663
4.0,4.0,4,1,1.6703408537647926,1.686167586792127,0.010082613053041147,0.005201560468140442
4.0,5.33,1,1,,,,0.0013003901170351106
5.0,6.0,4,1,1.7244642941480377,1.7682273939687585,0.026976361082403186,1.0
6.0,6.0,4,1,1.8380677437626036,1.8559813567841927,0.015060406212410931,1.0
