CN,count,n_materials,d_min_mean,d_mean_mean,d_std_mean,bridging_O_fraction_mean
3.0,851,355,1.7059070093893647,1.7341629708333337,0.02503139880837694,0.9405320813771518
4.0,769,199,1.6547817186370122,1.6834088015931548,0.031512084128827375,0.8026666666666666
5.0,4,1,1.7244642941480377,1.7682273939687585,0.026976361082403186,1.0
6.0,4,1,1.8380677437626036,1.8559813567841927,0.015060406212410931,1.0
