CN,n_samples,n_materials,avg_formal_charge,s_avg_approx,savg_class,charge_fraction_breakdown
0.0,2,2,0.0,,unknown,0+:1.0000
3.0,338,338,4.017751479289941,1.339250493096647,s_avg > 1,2+:0.0030; 4+:0.9734; 5+:0.0237
4.0,189,189,5.947089947089946,1.4867724867724865,s_avg > 1,4+:0.0053; 5+:0.0423; 6+:0.9524
5.0,1,1,6.0,1.2,s_avg > 1,6+:1.0000
6.0,1,1,6.0,1.0,s_avg ≤ 1,6+:1.0000
