material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Se_wyckoff,num_Se_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1198473,Na3U2H5(Se2O9)2,1.805214807141756,0.2565227734002123,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,22.0,3.0,1.6737971047761848,1.7813233214160409,1.7415085056990192,0.0481257825275197,0.10752621663985606,96.12568937750336,20.838076896944745,67.15698223118211,115.29498455622114,3.0,1.0,1,Triangular non-coplanar
mp-1198473,Na3U2H5(Se2O9)2,1.805214807141756,0.2565227734002123,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,23.0,3.0,1.6737971047761846,1.7813233214160402,1.7415085056990185,0.04812578252751945,0.10752621663985562,96.12568937750335,20.838076896944738,67.1569822311821,115.29498455622112,3.0,1.0,2,Triangular non-coplanar
mp-1198473,Na3U2H5(Se2O9)2,1.805214807141756,0.2565227734002123,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,24.0,3.0,1.6832043602633355,1.7734572411564933,1.739918121823992,0.040325291147375285,0.09025288089315775,98.94953970665846,4.930541570841554,92.02672121321147,103.13295889291629,3.0,1.0,3,Triangular non-coplanar
mp-1198473,Na3U2H5(Se2O9)2,1.805214807141756,0.2565227734002123,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,25.0,3.0,1.6832043602633362,1.7734572411564937,1.739918121823992,0.04032529114737497,0.09025288089315753,98.94953970665847,4.930541570841544,92.0267212132115,103.13295889291632,3.0,1.0,4,Triangular non-coplanar
mp-1198473,Na3U2H5(Se2O9)2,1.805214807141756,0.2565227734002123,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,26.0,3.0,1.689008535512941,1.7539905453798734,1.7291964118056657,0.028675086605500735,0.06498200986693248,103.25437002797678,2.7577048285536145,99.37962390942747,105.57535848023281,3.0,1.0,5,Triangular non-coplanar
mp-1198473,Na3U2H5(Se2O9)2,1.805214807141756,0.2565227734002123,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,27.0,3.0,1.689008535512939,1.7539905453798739,1.7291964118056653,0.028675086605501877,0.06498200986693492,103.25437002797673,2.7577048285536305,99.37962390942741,105.57535848023275,3.0,1.0,6,Triangular non-coplanar
mp-1198509,GePb2(SeO3)4,1.9235623558030732,0.6111064072196648,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1198565,CuPb5Se4(ClO3)4,1.9468619515319747,0.7037934426847431,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4f,1,3.0,Se,0.0,True,12.0,3.0,1.7214329124581684,1.76018941744596,1.7394356619243412,0.01594140720377814,0.038756504987791596,99.35101615066203,3.6271594542001173,95.29126820666643,104.09626551709567,2.0,0.6666666666666666,1,Triangular non-coplanar
mp-1198565,CuPb5Se4(ClO3)4,1.9468619515319747,0.7037934426847431,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4f,1,3.0,Se,0.0,True,13.0,3.0,1.7214329124581726,1.7601894174459607,1.7394356619243425,0.015941407203776906,0.03875650498778804,99.35101615066203,3.6271594542001173,95.29126820666639,104.09626551709565,2.0,0.6666666666666666,2,Triangular non-coplanar
mp-1198565,CuPb5Se4(ClO3)4,1.9468619515319747,0.7037934426847431,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4f,1,3.0,Se,0.0,True,14.0,3.0,1.7214329124581713,1.760189417445962,1.739435661924343,0.015941407203777885,0.03875650498779071,99.35101615066202,3.627159454200099,95.29126820666642,104.09626551709562,2.0,0.6666666666666666,3,Triangular non-coplanar
mp-1198565,CuPb5Se4(ClO3)4,1.9468619515319747,0.7037934426847431,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4f,1,3.0,Se,0.0,True,15.0,3.0,1.7214329124581695,1.7601894174459607,1.7394356619243414,0.01594140720377808,0.03875650498779115,99.351016150662,3.6271594542001173,95.29126820666637,104.09626551709562,2.0,0.6666666666666666,4,Triangular non-coplanar
mp-1198901,Cs2CuH8(SeO6)2,1.7001194727592028,0.0465775339190796,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,22.0,4.0,1.6646216564265883,1.7035267430081307,1.6813142119820597,0.014444638130814657,0.03890508658154235,89.18791453112613,22.102966441341632,52.22321630014475,109.41214414391506,4.0,1.0,1,Tetrahedron
mp-1198901,Cs2CuH8(SeO6)2,1.7001194727592028,0.0465775339190796,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,23.0,4.0,1.6646216564265879,1.7035267430081311,1.6813142119820603,0.01444463813081475,0.038905086581543236,109.44160672330958,1.8100127604345744,106.5994378390728,111.95853217439027,4.0,1.0,2,Tetrahedron
mp-1198901,Cs2CuH8(SeO6)2,1.7001194727592028,0.0465775339190796,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,24.0,4.0,1.6646216564265874,1.7035267430081316,1.6813142119820608,0.014444638130814974,0.038905086581544124,89.18791453112613,22.10296644134164,52.223216300144735,109.41214414391501,4.0,1.0,3,Tetrahedron
mp-1198901,Cs2CuH8(SeO6)2,1.7001194727592028,0.0465775339190796,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,25.0,4.0,1.6646216564265868,1.7035267430081311,1.6813142119820608,0.014444638130814903,0.038905086581544346,109.44160672330958,1.8100127604345764,106.59943783907279,111.9585321743903,4.0,1.0,4,Tetrahedron
mp-1198930,LiGa(SeO3)2,1.8160369420204232,0.2807672162160705,[3.0],4.0,4.0,4.0,Triangular non-coplanar,8e,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1199265,Nb2Pb2Se4O15,1.8889778403796176,0.5324166035529925,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4f,1,3.0,Se,0.0,True,12.0,3.0,1.693437343167296,1.773507419759573,1.7386096339185348,0.033486100397384595,0.08007007659227705,103.18033864985834,0.8451922185200631,102.33458295324415,104.33468611858981,3.0,1.0,1,Triangular non-coplanar
mp-1199265,Nb2Pb2Se4O15,1.8889778403796176,0.5324166035529925,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4f,1,3.0,Se,0.0,True,13.0,3.0,1.6934373431672909,1.7735074197595753,1.7386096339185342,0.03348610039738776,0.08007007659228438,74.9527599070643,32.71299718345825,29.046311919210265,102.87174687774117,3.0,1.0,2,Triangular non-coplanar
mp-1199265,Nb2Pb2Se4O15,1.8889778403796176,0.5324166035529925,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4f,1,3.0,Se,0.0,True,14.0,3.0,1.6934373431672929,1.7735074197595757,1.7386096339185342,0.03348610039738678,0.08007007659228282,103.18033864985837,0.8451922185200579,102.33458295324418,104.33468611858984,3.0,1.0,3,Triangular non-coplanar
mp-1199265,Nb2Pb2Se4O15,1.8889778403796176,0.5324166035529925,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4f,1,3.0,Se,0.0,True,15.0,3.0,1.6934373431672927,1.773507419759575,1.738609633918535,0.03348610039738697,0.08007007659228238,74.95275990706425,32.71299718345822,29.046311919210236,102.87174687774107,3.0,1.0,4,Triangular non-coplanar
mp-1199324,Na2Cu3H8(SeO4)4,1.730915198967122,-0.0365856820777732,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,30.0,3.0,1.699814400805806,1.7619930164956932,1.739348285786816,0.02805325544149438,0.06217861568988714,61.77326534015375,31.89478431365423,16.761144812486933,86.79878066885395,3.0,1.0,1,Triangular non-coplanar
mp-1199324,Na2Cu3H8(SeO4)4,1.730915198967122,-0.0365856820777732,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,31.0,3.0,1.6998144008058047,1.761993016495694,1.7393482857868154,0.028053255441494934,0.06217861568988936,75.02136730159943,26.331351886395446,39.566429608121766,102.60889107270272,3.0,1.0,2,Triangular non-coplanar
mp-1199324,Na2Cu3H8(SeO4)4,1.730915198967122,-0.0365856820777732,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,32.0,3.0,1.699814400805807,1.7619930164956918,1.7393482857868154,0.028053255441493428,0.06217861568988492,61.773265340153735,31.894784313654238,16.76114481248691,86.79878066885395,3.0,1.0,3,Triangular non-coplanar
mp-1199324,Na2Cu3H8(SeO4)4,1.730915198967122,-0.0365856820777732,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,33.0,3.0,1.699814400805807,1.7619930164956927,1.739348285786816,0.02805325544149371,0.06217861568988581,75.02136730159943,26.331351886395428,39.56642960812177,102.60889107270268,3.0,1.0,4,Triangular non-coplanar
mp-1199860,V2Co2Se2O11,1.811917785100102,0.2107002312008579,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2e,1,3.0,Se,0.0,True,8.0,3.0,1.7444552121814842,1.7477229788074249,1.7455444677234653,0.0015404399603579496,0.003267766625940638,102.70099055290568,0.7873672995448117,102.144237796113,103.81449606649103,3.0,1.0,1,Triangular non-coplanar
mp-1199860,V2Co2Se2O11,1.811917785100102,0.2107002312008579,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2e,1,3.0,Se,0.0,True,9.0,3.0,1.7444552121814856,1.747722978807426,1.7455444677234657,0.0015404399603583684,0.003267766625940416,102.70099055290565,0.7873672995448117,102.14423779611299,103.81449606649102,3.0,1.0,2,Triangular non-coplanar
mp-1199880,RbVH6SeO9,1.7591072552161482,0.2033488362908556,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Se,0.0,True,16.0,4.0,1.6475755358919122,1.705039428228844,1.6783111795213181,0.026204508652888873,0.05746389233693172,20.74504208624585,9.899540548800463,3.6495345899941944,33.99065905865249,4.0,1.0,1,Tetrahedron
mp-1199880,RbVH6SeO9,1.7591072552161482,0.2033488362908556,[4.0],6.0,6.0,6.0,Tetrahedron,2a,1,4.0,Se,0.0,True,17.0,4.0,1.6475755358919115,1.7050394282288444,1.6783111795213186,0.026204508652889102,0.05746389233693283,92.53687725800468,29.10650735208388,29.441355091944487,111.60110566873598,4.0,1.0,2,Tetrahedron
mp-1199914,MnSeO3,1.8027960478578469,0.3113272800082126,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1199958,Na3NpH2Se2O11,1.7240082413032691,0.1179200713256254,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True,12.0,4.0,1.6674627667335968,1.686430827481717,1.6766339515699924,0.008815684684288042,0.018968060748120186,91.53132208910829,24.184767932556515,44.21147528147269,111.47725741688325,4.0,1.0,1,Tetrahedron
mp-1199958,Na3NpH2Se2O11,1.7240082413032691,0.1179200713256254,[4.0],6.0,6.0,6.0,Tetrahedron,2i,1,4.0,Se,0.0,True,13.0,4.0,1.6674627667335944,1.6864308274817188,1.6766339515699928,0.008815684684289818,0.018968060748124405,91.53132208910826,24.18476793255652,44.21147528147266,111.47725741688323,4.0,1.0,2,Tetrahedron
mp-1200069,Cu2MoSeO7,1.7518960240401082,0.0030780513016645,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1200083,Rb4Mo5H4Se2O23,1.7845682128719662,0.1802202602960592,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2c,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1200093,Cs2PH3SeO8,1.88574940688712,0.5072843025889348,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,24.0,4.0,1.6583933407849036,1.6925807495196814,1.6801906551460137,0.012994059882972779,0.03418740873477777,90.76100535334888,26.1118179667003,36.122026166834075,111.17894155372218,3.0,0.75,1,Tetrahedron
mp-1200093,Cs2PH3SeO8,1.88574940688712,0.5072843025889348,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,25.0,4.0,1.658393340784904,1.69258074951968,1.6801906551460148,0.012994059882972803,0.03418740873477599,109.46473537753263,0.9683467584438006,108.51956982147482,111.1789415537222,3.0,0.75,2,Tetrahedron
mp-1200093,Cs2PH3SeO8,1.88574940688712,0.5072843025889348,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,26.0,4.0,1.6583933407849023,1.6925807495196807,1.6801906551460146,0.012994059882973672,0.034187408734778435,90.76100535334886,26.111817966700297,36.12202616683409,111.1789415537222,3.0,0.75,3,Tetrahedron
mp-1200093,Cs2PH3SeO8,1.88574940688712,0.5072843025889348,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,27.0,4.0,1.6583933407849032,1.692580749519682,1.6801906551460144,0.012994059882973374,0.03418740873477888,109.46473537753263,0.9683467584438012,108.5195698214748,111.1789415537222,3.0,0.75,4,Tetrahedron
mp-1200178,TbH5(SeO4)2,1.8193494378195136,0.2886937477624356,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4a,1,3.0,Se,0.0,True,24.0,3.0,1.7175554457818099,1.7536119424473047,1.7347638659872568,0.0147655927169021,0.03605649666549482,99.69015950824804,4.677492137425077,93.07621417763629,103.09809957556747,3.0,1.0,1,Triangular non-coplanar
mp-1200178,TbH5(SeO4)2,1.8193494378195136,0.2886937477624356,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4a,1,3.0,Se,0.0,True,25.0,3.0,1.7175554457818085,1.7536119424473045,1.7347638659872564,0.014765592716902507,0.03605649666549593,63.49819504190892,20.92201057588012,48.03733890616783,93.07621417763629,3.0,1.0,2,Triangular non-coplanar
mp-1200178,TbH5(SeO4)2,1.8193494378195136,0.2886937477624356,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4a,1,3.0,Se,0.0,True,26.0,3.0,1.7175554457818107,1.7536119424473036,1.734763865987257,0.014765592716901256,0.03605649666549282,53.446427361707684,19.115565506219117,33.212715585719586,79.0892275932356,3.0,1.0,3,Triangular non-coplanar
mp-1200178,TbH5(SeO4)2,1.8193494378195136,0.2886937477624356,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4a,1,3.0,Se,0.0,True,27.0,3.0,1.717555445781811,1.7536119424473033,1.7347638659872568,0.014765592716901093,0.03605649666549238,76.8451802169243,31.04595629998457,33.212715585719614,102.89616477154033,3.0,1.0,4,Triangular non-coplanar
mp-1200210,BaV2SeO8,1.9067028952573295,0.5684122251544076,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True,12.0,3.0,1.677297050649403,1.7792283581479877,1.7452512556484594,0.04805087916497367,0.10193130749858481,97.88066136056223,0.6107499317423881,97.44879594221797,98.74439219725076,2.0,0.6666666666666666,1,Triangular non-coplanar
mp-1200210,BaV2SeO8,1.9067028952573295,0.5684122251544076,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True,13.0,3.0,1.6772970506494007,1.7792283581479857,1.7452512556484574,0.04805087916497372,0.10193130749858503,90.33527897112386,5.946140985959854,86.13072235806038,98.74439219725082,2.0,0.6666666666666666,2,Triangular non-coplanar
mp-1200210,BaV2SeO8,1.9067028952573295,0.5684122251544076,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True,14.0,3.0,1.677297050649401,1.779228358147988,1.7452512556484587,0.04805087916497461,0.10193130749858703,97.88066136056223,0.6107499317423747,97.44879594221798,98.74439219725075,2.0,0.6666666666666666,3,Triangular non-coplanar
mp-1200210,BaV2SeO8,1.9067028952573295,0.5684122251544076,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4c,1,3.0,Se,0.0,True,15.0,3.0,1.677297050649402,1.779228358147988,1.7452512556484592,0.048050879164974136,0.10193130749858592,90.33527897112386,5.94614098595981,86.13072235806041,98.74439219725075,2.0,0.6666666666666666,4,Triangular non-coplanar
mp-1200408,SrMo2Se2O11,1.8143038718805151,0.2599352568924478,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1200480,Nd2V2H2Se4O17,1.7857104410434474,0.1613967540604856,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4f,1,3.0,Se,0.0,True,,,,,,,,,,,,,,0,Triangular non-coplanar
mp-1200516,In2Cu3(SeO3)6,1.8294362275665008,0.3024845916163367,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,10.0,3.0,1.7247306925630197,1.7381453823024353,1.7303813909685852,0.005676735003606021,0.01341468973941562,86.32078158644602,41.73338423313594,29.507294157554554,128.57251623448334,3.0,1.0,1,Triangular non-coplanar
mp-1200516,In2Cu3(SeO3)6,1.8294362275665008,0.3024845916163367,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,11.0,3.0,1.7247306925630197,1.7381453823024333,1.7303813909685843,0.005676735003605221,0.013414689739413621,86.32078158644606,41.73338423313594,29.50729415755458,128.57251623448334,3.0,1.0,2,Triangular non-coplanar
mp-1200516,In2Cu3(SeO3)6,1.8294362275665008,0.3024845916163367,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,12.0,3.0,1.7247306925630197,1.7381453823024358,1.730381390968585,0.0056767350036063344,0.013414689739416064,86.32078158644602,41.733384233135936,29.50729415755458,128.57251623448334,3.0,1.0,3,Triangular non-coplanar
mp-1200516,In2Cu3(SeO3)6,1.8294362275665008,0.3024845916163367,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,13.0,3.0,1.7247306925630197,1.738145382302435,1.7303813909685852,0.00567673500360592,0.013414689739415397,86.32078158644602,41.733384233135936,29.50729415755458,128.57251623448334,3.0,1.0,4,Triangular non-coplanar
mp-1200593,KH3(SeO4)2,1.9551411693087288,0.6600484651252617,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,16.0,4.0,1.6389161419076241,1.7742468303042114,1.6877810337124521,0.05199984116116576,0.13533068839658724,58.041076804278156,31.1910873102289,22.340297536621872,107.03673753043182,3.0,0.75,1,Tetrahedron
mp-1200593,KH3(SeO4)2,1.9551411693087288,0.6600484651252617,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,17.0,4.0,1.6389161419076237,1.7742468303042103,1.6877810337124521,0.05199984116116529,0.13533068839658657,66.70349335021842,25.265595448187376,30.694339424680955,107.03673753043186,3.0,0.75,2,Tetrahedron
mp-1200593,KH3(SeO4)2,1.9551411693087288,0.6600484651252617,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,18.0,4.0,1.6389161419076232,1.7742468303042105,1.6877810337124521,0.051999841161165655,0.13533068839658724,58.04107680427817,31.191087310228912,22.34029753662185,107.03673753043185,3.0,0.75,3,Tetrahedron
mp-1200593,KH3(SeO4)2,1.9551411693087288,0.6600484651252617,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,19.0,4.0,1.6389161419076232,1.7742468303042112,1.6877810337124521,0.051999841161165884,0.1353306883965879,66.70349335021841,25.26559544818737,30.694339424680955,107.03673753043184,3.0,0.75,4,Tetrahedron
mp-1200593,KH3(SeO4)2,1.9551411693087288,0.6600484651252617,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,20.0,4.0,1.6263118278687436,1.7536692191211949,1.6883397933316249,0.05237970219104887,0.12735739125245127,92.09338550071443,27.530796620953854,34.998261626312186,118.3896096575373,3.0,0.75,5,Tetrahedron
mp-1200593,KH3(SeO4)2,1.9551411693087288,0.6600484651252617,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,21.0,4.0,1.6263118278687465,1.753669219121196,1.6883397933316258,0.052379702191048094,0.1273573912524495,109.3535574337182,4.362348821240078,105.4550259856885,118.3896096575373,3.0,0.75,6,Tetrahedron
mp-1200593,KH3(SeO4)2,1.9551411693087288,0.6600484651252617,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,22.0,4.0,1.6263118278687465,1.753669219121196,1.6883397933316253,0.0523797021910479,0.1273573912524495,92.09338550071446,27.53079662095386,34.998261626312186,118.3896096575373,3.0,0.75,7,Tetrahedron
mp-1200593,KH3(SeO4)2,1.9551411693087288,0.6600484651252617,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,23.0,4.0,1.6263118278687445,1.7536692191211956,1.688339793331625,0.052379702191048545,0.12735739125245105,109.3535574337182,4.3623488212400705,105.45502598568855,118.38960965753729,3.0,0.75,8,Tetrahedron
mp-1200987,CsGa(SeO3)2,1.708654119083527,-0.1004581278700353,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,10.0,3.0,1.7325485675527474,1.7379961387041423,1.7361802816536773,0.0025680096680982738,0.0054475711513948255,99.16586722815312,4.961330334517019,92.14948658166611,102.67405755139664,3.0,1.0,1,Triangular non-coplanar
mp-1200987,CsGa(SeO3)2,1.708654119083527,-0.1004581278700353,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,11.0,3.0,1.7325485675527474,1.7379961387041438,1.7361802816536775,0.002568009668098588,0.00544757115139638,99.1658672281532,4.96133033451706,92.14948658166614,102.67405755139674,3.0,1.0,2,Triangular non-coplanar
mp-1200987,CsGa(SeO3)2,1.708654119083527,-0.1004581278700353,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,12.0,3.0,1.7279140017824766,1.7358941579632894,1.7332341059030183,0.003761881700253607,0.007980156180812825,99.13071719619415,1.8918642280434406,97.79296717146039,101.8062172456617,3.0,1.0,3,Triangular non-coplanar
mp-1200987,CsGa(SeO3)2,1.708654119083527,-0.1004581278700353,[3.0],4.0,4.0,4.0,Triangular non-coplanar,2i,1,3.0,Se,0.0,True,13.0,3.0,1.7279140017824766,1.7358941579632896,1.7332341059030183,0.0037618817002535027,0.007980156180813047,99.13071719619417,1.891864228043434,97.79296717146039,101.8062172456617,3.0,1.0,4,Triangular non-coplanar
mp-12010,BaSeO4,1.6951136588436508,0.1056872240248281,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Se,0.0,True,4.0,4.0,1.6430375989031571,1.6605236094631475,1.6536540581292933,0.007362770871423308,0.017486010559990328,109.44147171006254,2.0272590629213045,107.41991493501267,113.75803939705136,0.0,0.0,1,Tetrahedron
mp-12010,BaSeO4,1.6951136588436508,0.1056872240248281,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Se,0.0,True,5.0,4.0,1.6430375989031563,1.660523609463148,1.6536540581292933,0.007362770871423661,0.01748601055999166,109.44147171006254,2.027259062921285,107.41991493501273,113.75803939705133,0.0,0.0,2,Tetrahedron
mp-12010,BaSeO4,1.6951136588436508,0.1056872240248281,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Se,0.0,True,6.0,4.0,1.6430375989031571,1.660523609463148,1.653654058129294,0.007362770871423326,0.017486010559990772,89.33136577134758,25.374763910580267,36.4429458994703,108.47323872699725,0.0,0.0,3,Tetrahedron
mp-12010,BaSeO4,1.6951136588436508,0.1056872240248281,[4.0],6.0,6.0,6.0,Tetrahedron,4c,1,4.0,Se,0.0,True,7.0,4.0,1.6430375989031574,1.6605236094631473,1.6536540581292931,0.00736277087142302,0.017486010559989884,89.33136577134762,25.374763910580278,36.4429458994703,108.4732387269973,0.0,0.0,4,Tetrahedron
mp-1201071,MgH14SeO11,1.671638741472983,-0.0247450294855627,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Se,0.0,True,60.0,4.0,1.6665639347263856,1.6977305128666966,1.6798752707693954,0.012369128929787143,0.031166578140310985,90.76216913552067,22.925724032198623,48.86913329356108,110.66122253037882,4.0,1.0,1,Tetrahedron
mp-1201071,MgH14SeO11,1.671638741472983,-0.0247450294855627,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Se,0.0,True,61.0,4.0,1.6665531217867564,1.697730512866696,1.679870894134416,0.01237324650185674,0.031177391079939554,109.46181646102885,1.1010738528233304,107.27566178899869,110.66143955322278,4.0,1.0,2,Tetrahedron
mp-1201071,MgH14SeO11,1.671638741472983,-0.0247450294855627,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Se,0.0,True,62.0,4.0,1.666563934726386,1.6977305128666964,1.679873667486668,0.012370365785050566,0.03116657814031032,90.76216881643228,22.925722050822802,48.86914004837327,110.66122253037882,4.0,1.0,3,Tetrahedron
mp-1201071,MgH14SeO11,1.671638741472983,-0.0247450294855627,[4.0],6.0,6.0,6.0,Tetrahedron,4a,1,4.0,Se,0.0,True,63.0,4.0,1.6665531217867537,1.6977305128666964,1.679872567534487,0.012372038625087605,0.031177391079942662,109.46181695766643,1.101062651074643,107.27573786300727,110.66135902556329,4.0,1.0,4,Tetrahedron
mp-1201155,Cu5Se4(ClO6)2,1.7536024301255615,0.0936554392310378,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,10.0,3.0,1.7072500847323504,1.7241048769470937,1.714086642973679,0.0072393968670808545,0.016854792214743286,57.516982622049284,31.504304949844936,13.16872581000042,83.39326362604396,3.0,1.0,1,Triangular non-coplanar
mp-1201155,Cu5Se4(ClO6)2,1.7536024301255615,0.0936554392310378,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,11.0,3.0,1.7072500847323515,1.7241048769470937,1.7140866429736796,0.007239396867080375,0.016854792214742176,100.57889140136415,3.227488157786033,96.03173150726676,103.195286730372,3.0,1.0,2,Triangular non-coplanar
mp-1201155,Cu5Se4(ClO6)2,1.7536024301255615,0.0936554392310378,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,12.0,3.0,1.7072500847323504,1.724104876947094,1.7140866429736796,0.007239396867080859,0.016854792214743508,57.516982622049284,31.504304949844922,13.16872581000045,83.39326362604398,3.0,1.0,3,Triangular non-coplanar
mp-1201155,Cu5Se4(ClO6)2,1.7536024301255615,0.0936554392310378,[3.0],4.0,4.0,4.0,Triangular non-coplanar,4e,1,3.0,Se,0.0,True,13.0,3.0,1.7072500847323486,1.7241048769470946,1.714086642973679,0.00723939686708166,0.01685479221474595,100.57889140136416,3.2274881577860066,96.03173150726681,103.195286730372,3.0,1.0,4,Triangular non-coplanar
mp-1201159,Na2MnH4(SeO5)2,1.533366215951175,-0.3627040569538357,[4.0],6.0,6.0,6.0,Tetrahedron,4e,1,4.0,Se,0.0,True,14.0,4.0,1.6627193640348739,1.6921542380451027,1.680359287318812,0.012243443047645798,0.029434874010228818,79.78482901992327,38.90848928962108,20.469859850346158,110.9414662265683,4.0,1.0,1,Tetrahedron
