material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,B_wyckoff,num_B_chemenvs,CN,element,charge_range,is_single_charge,site_index,cn_found,d_min,d_max,d_mean,d_std,d_range,angle_mean,angle_std,angle_min,angle_max,bridging_O_count,bridging_O_fraction,n_candidate_sites_same_cn,geometry_type
mp-1019529,Ba8Al10B12O41,1.3863098780050342,0.2194198075768718,[3.0],3.0,3.0,3.0,"Tricapped octahedron (cap faces are aligned), Trigonal plane, Square-face bicapped square antiprism, Square-face monocapped antiprism",2i,4,3.0,B,0.0,True,21.0,3.0,1.371732982171047,1.3943724976802105,1.3867638843434402,0.010628725050289249,0.022639515509163433,82.62579584477734,30.45273173401003,50.86150251218394,123.6937630636408,3.0,1.0,2,"Tricapped octahedron (cap faces are aligned), Trigonal plane, Square-face bicapped square antiprism, Square-face monocapped antiprism"
mp-1019529,Ba8Al10B12O41,1.3863098780050342,0.2194198075768718,[3.0],3.0,3.0,3.0,"Tricapped octahedron (cap faces are aligned), Trigonal plane, Square-face bicapped square antiprism, Square-face monocapped antiprism",2i,4,3.0,B,0.0,True,22.0,3.0,1.378646756648754,1.3892839220102522,1.3832850141159072,0.004447909540501576,0.01063716536149828,119.96652649480116,1.3547002637704533,118.2900612585134,121.60782663229107,3.0,1.0,3,"Tricapped octahedron (cap faces are aligned), Trigonal plane, Square-face bicapped square antiprism, Square-face monocapped antiprism"
mp-1019529,Ba8Al10B12O41,1.3863098780050342,0.2194198075768718,[3.0],3.0,3.0,3.0,"Tricapped octahedron (cap faces are aligned), Trigonal plane, Square-face bicapped square antiprism, Square-face monocapped antiprism",2i,4,3.0,B,0.0,True,23.0,3.0,1.3786467566487546,1.3892839220102535,1.3832850141159074,0.004447909540502079,0.010637165361498946,119.96652649480116,1.3547002637704826,118.29006125851336,121.6078266322911,3.0,1.0,4,"Tricapped octahedron (cap faces are aligned), Trigonal plane, Square-face bicapped square antiprism, Square-face monocapped antiprism"
mp-1019529,Ba8Al10B12O41,1.3863098780050342,0.2194198075768718,[3.0],3.0,3.0,3.0,"Tricapped octahedron (cap faces are aligned), Trigonal plane, Square-face bicapped square antiprism, Square-face monocapped antiprism",2i,4,3.0,B,0.0,True,28.0,3.0,1.3481526974235292,1.411128699861766,1.3894191459894134,0.029193016497279085,0.06297600243823687,119.95343258964387,2.830330835778484,116.0371922034911,122.62811044846484,2.0,0.6666666666666666,5,"Tricapped octahedron (cap faces are aligned), Trigonal plane, Square-face bicapped square antiprism, Square-face monocapped antiprism"
mp-1019529,Ba8Al10B12O41,1.3863098780050342,0.2194198075768718,[3.0],3.0,3.0,3.0,"Tricapped octahedron (cap faces are aligned), Trigonal plane, Square-face bicapped square antiprism, Square-face monocapped antiprism",2i,4,3.0,B,0.0,True,29.0,3.0,1.3481526974235294,1.4111286998617671,1.3894191459894136,0.029193016497279206,0.06297600243823775,119.95343258964385,2.830330835778454,116.03719220349113,122.62811044846481,2.0,0.6666666666666666,6,"Tricapped octahedron (cap faces are aligned), Trigonal plane, Square-face bicapped square antiprism, Square-face monocapped antiprism"
mp-1019539,BaB2S3O13,1.404959284279138,0.2667179472484327,[4.0],3.0,3.0,3.0,"Tetrahedron, Square-face bicapped square antiprism","4c, 8d",2,4.0,B,0.0,True,,,,,,,,,,,,,,0,"Tetrahedron, Square-face bicapped square antiprism"
mp-1019542,BaCaB2O5,1.392028914229881,0.4496941076277623,[3.0],3.0,3.0,3.0,"Trigonal plane, Face-capped octahedron, Tricapped octahedron (all 3 cap faces share one atom)",4e,3,3.0,B,0.0,True,,,,,,,,,,,,,,0,"Trigonal plane, Face-capped octahedron, Tricapped octahedron (all 3 cap faces share one atom)"
mp-1019554,BaNaB5O9,1.3783492762188383,0.3743994657610542,"[3.0, 4.0]",3.0,3.0,3.0,"Hexagonal bipyramid, Tetrahedron, Trigonal plane",4e,3,3.0,B,0.0,True,,,,,,,,,,,,,,0,"Hexagonal bipyramid, Tetrahedron, Trigonal plane"
mp-1019554,BaNaB5O9,1.3783492762188383,0.3743994657610542,"[3.0, 4.0]",3.0,3.0,3.0,"Hexagonal bipyramid, Tetrahedron, Trigonal plane",4e,3,4.0,B,0.0,True,24.0,4.0,1.3349830176542736,2.8283423452027696,1.7460003093792162,0.6257328770922324,1.493359327548496,61.99861277776869,46.55905573512145,9.109571374522588,120.30069365923725,3.0,0.75,1,"Hexagonal bipyramid, Tetrahedron, Trigonal plane"
mp-1019554,BaNaB5O9,1.3783492762188383,0.3743994657610542,"[3.0, 4.0]",3.0,3.0,3.0,"Hexagonal bipyramid, Tetrahedron, Trigonal plane",4e,3,4.0,B,0.0,True,25.0,4.0,1.3349830176542732,2.8283423452027687,1.746000309379216,0.625732877092232,1.4933593275484955,108.01386138949532,38.722267825997726,58.054718616463425,169.69402292379044,3.0,0.75,2,"Hexagonal bipyramid, Tetrahedron, Trigonal plane"
mp-1019554,BaNaB5O9,1.3783492762188383,0.3743994657610542,"[3.0, 4.0]",3.0,3.0,3.0,"Hexagonal bipyramid, Tetrahedron, Trigonal plane",4e,3,4.0,B,0.0,True,26.0,4.0,1.3349830176542756,2.828342345202768,1.7460003093792162,0.6257328770922314,1.4933593275484922,61.99861277776867,46.55905573512145,9.109571374522588,120.30069365923723,3.0,0.75,3,"Hexagonal bipyramid, Tetrahedron, Trigonal plane"
mp-1019554,BaNaB5O9,1.3783492762188383,0.3743994657610542,"[3.0, 4.0]",3.0,3.0,3.0,"Hexagonal bipyramid, Tetrahedron, Trigonal plane",4e,3,4.0,B,0.0,True,27.0,4.0,1.3349830176542723,2.8283423452027705,1.7460003093792162,0.6257328770922329,1.4933593275484982,108.01386138949532,38.72226782599773,58.05471861646343,169.69402292379044,3.0,0.75,4,"Hexagonal bipyramid, Tetrahedron, Trigonal plane"
mp-1019555,BaNaLi3(BO2)6,1.3836358975105754,0.3710442763806498,"[3.0, 4.0]",3.0,3.0,3.0,"Tridiminished icosahedron, Tetrahedron, Trigonal plane","2c, 6f",3,3.0,B,0.0,True,,,,,,,,,,,,,,0,"Tridiminished icosahedron, Tetrahedron, Trigonal plane"
mp-1019555,BaNaLi3(BO2)6,1.3836358975105754,0.3710442763806498,"[3.0, 4.0]",3.0,3.0,3.0,"Tridiminished icosahedron, Tetrahedron, Trigonal plane","2c, 6f",3,4.0,B,0.0,True,,,,,,,,,,,,,,0,"Tridiminished icosahedron, Tetrahedron, Trigonal plane"
mp-1019559,Ca2B2O5,1.3786756785919168,0.4588279972064253,[3.0],3.0,3.0,3.0,Trigonal plane,4e,1,3.0,B,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1019560,Ca2B2O5,1.3784775148222457,0.4593271096903854,[3.0],3.0,3.0,3.0,Trigonal plane,4a,1,3.0,B,0.0,True,,,,,,,,,,,,,,0,Trigonal plane
mp-1019569,Ca10Ge16(B2O17)3,1.3068369314035562,0.6688642978187651,[4.0],3.0,3.0,3.0,Tetrahedron,4c,1,4.0,B,0.0,True,52.0,4.0,1.3847573184737514,1.5809711358987337,1.513951714133824,0.07606445391021115,0.19621381742498234,82.29570266613135,19.041538214247442,62.92881048194405,102.47522328085114,4.0,1.0,1,Tetrahedron
mp-1019569,Ca10Ge16(B2O17)3,1.3068369314035562,0.6688642978187651,[4.0],3.0,3.0,3.0,Tetrahedron,4c,1,4.0,B,0.0,True,53.0,4.0,1.384757318473751,1.5809711358987346,1.5139517141338241,0.07606445391021167,0.19621381742498367,82.29570266613136,19.041538214247442,62.928810481944026,102.47522328085118,4.0,1.0,2,Tetrahedron
mp-1019569,Ca10Ge16(B2O17)3,1.3068369314035562,0.6688642978187651,[4.0],3.0,3.0,3.0,Tetrahedron,4c,1,4.0,B,0.0,True,54.0,4.0,1.384757318473751,1.5809711358987375,1.5139517141338228,0.07606445391021141,0.19621381742498656,82.29570266613133,19.041538214247446,62.928810481944,102.47522328085118,4.0,1.0,3,Tetrahedron
mp-1019569,Ca10Ge16(B2O17)3,1.3068369314035562,0.6688642978187651,[4.0],3.0,3.0,3.0,Tetrahedron,4c,1,4.0,B,0.0,True,55.0,4.0,1.3847573184737514,1.5809711358987353,1.5139517141338241,0.07606445391021147,0.1962138174249839,82.29570266613136,19.041538214247446,62.92881048194405,102.47522328085118,4.0,1.0,4,Tetrahedron
mp-1019592,Ce2B8O15,1.3690460455231863,0.3971340277203266,[4.0],3.0,3.0,3.0,Tetrahedron,4g,1,4.0,B,0.0,True,,,,,,,,,,,,,,0,Tetrahedron
mp-1019604,Cs2B2S3O13,1.3844829580379232,0.3416531791826303,[4.0],3.0,3.0,3.0,Tetrahedron,4e,1,4.0,B,0.0,True,,,,,,,,,,,,,,0,Tetrahedron
mp-1019606,Cs2Li2B2P4O15,1.4064562794788928,0.2423966682540713,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,B,0.0,True,10.0,4.0,1.4614201067207926,1.481035288428873,1.474074270153274,0.007507762127016576,0.01961518170808052,109.44077221948284,2.8560534281728147,104.64158856754729,113.11939202326091,4.0,1.0,1,Tetrahedron
mp-1019606,Cs2Li2B2P4O15,1.4064562794788928,0.2423966682540713,[4.0],3.0,3.0,3.0,Tetrahedron,2i,1,4.0,B,0.0,True,11.0,4.0,1.4614201067207913,1.481035288428873,1.4740742701532736,0.007507762127017181,0.019615181708081852,109.44077221948282,2.856053428172775,104.64158856754733,113.11939202326084,4.0,1.0,2,Tetrahedron
mp-1019607,Cs2Li5(BO2)7,1.38475830946624,0.3655309849253554,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","2b, 4c",2,3.0,B,0.0,True,,,,,,,,,,,,,,0,"Tetrahedron, Trigonal plane"
mp-1019607,Cs2Li5(BO2)7,1.38475830946624,0.3655309849253554,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","2b, 4c",2,4.0,B,0.0,True,22.0,4.0,1.3208609601301187,3.0775006256125743,1.8106233994502228,0.7326163128870993,1.7566396654824556,81.17940689655792,40.125407341398684,0.0,118.5662880541977,4.0,1.0,1,"Tetrahedron, Trigonal plane"
mp-1019607,Cs2Li5(BO2)7,1.38475830946624,0.3655309849253554,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","2b, 4c",2,4.0,B,0.0,True,23.0,4.0,1.3208609601301193,3.0775006256125748,1.8106233994502228,0.7326163128870994,1.7566396654824554,81.17940689655792,40.125407341398684,0.0,118.5662880541977,4.0,1.0,2,"Tetrahedron, Trigonal plane"
mp-1019607,Cs2Li5(BO2)7,1.38475830946624,0.3655309849253554,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","2b, 4c",2,4.0,B,0.0,True,24.0,4.0,1.320860960130119,3.0775006256125743,1.8106233994502228,0.7326163128870992,1.7566396654824552,73.92492489942998,43.69171087267581,0.0,118.5662880541977,4.0,1.0,3,"Tetrahedron, Trigonal plane"
mp-1019607,Cs2Li5(BO2)7,1.38475830946624,0.3655309849253554,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","2b, 4c",2,4.0,B,0.0,True,25.0,4.0,1.3208609601301193,3.0775006256125748,1.810623399450223,0.7326163128870993,1.7566396654824554,73.92492489943,43.69171087267582,0.0,118.5662880541977,4.0,1.0,4,"Tetrahedron, Trigonal plane"
mp-1019607,Cs2Li5(BO2)7,1.38475830946624,0.3655309849253554,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","2b, 4c",2,4.0,B,0.0,True,26.0,4.0,1.3542379250110281,2.8370675546763393,1.7491957632054072,0.6283950990324526,1.4828296296653112,108.4067298645079,38.668580387234464,59.927255806909585,170.58668467760518,4.0,1.0,5,"Tetrahedron, Trigonal plane"
mp-1019607,Cs2Li5(BO2)7,1.38475830946624,0.3655309849253554,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","2b, 4c",2,4.0,B,0.0,True,27.0,4.0,1.354237925011026,2.837067554676341,1.7491957632054067,0.6283950990324537,1.4828296296653152,108.40672986450788,38.66858038723447,59.92725580690957,170.58668467760515,4.0,1.0,6,"Tetrahedron, Trigonal plane"
mp-1019608,Cs3BO3,1.3970351808106196,0.2437226867954876,[3.0],3.0,3.0,3.0,Trigonal plane,"4g, 4h",1,3.0,B,0.0,True,24.0,3.0,1.391834387658681,1.4010190738978539,1.397957511818129,0.004329702615193075,0.009184686239172901,79.67840563637054,39.834340226978526,25.26200432370375,119.5081530724024,0.0,0.0,1,Trigonal plane
mp-1019608,Cs3BO3,1.3970351808106196,0.2437226867954876,[3.0],3.0,3.0,3.0,Trigonal plane,"4g, 4h",1,3.0,B,0.0,True,25.0,3.0,1.391834387658683,1.4010190738978523,1.397957511818129,0.004329702615191557,0.009184686239169348,79.6784056363705,39.83434022697854,25.26200432370369,119.50815307240237,0.0,0.0,2,Trigonal plane
mp-1019608,Cs3BO3,1.3970351808106196,0.2437226867954876,[3.0],3.0,3.0,3.0,Trigonal plane,"4g, 4h",1,3.0,B,0.0,True,26.0,3.0,1.3918343876586825,1.4010190738978519,1.3979575118181289,0.004329702615191557,0.009184686239169348,47.76401287358352,10.425537230202476,34.517899300887386,59.994484057132254,0.0,0.0,3,Trigonal plane
mp-1019608,Cs3BO3,1.3970351808106196,0.2437226867954876,[3.0],3.0,3.0,3.0,Trigonal plane,"4g, 4h",1,3.0,B,0.0,True,27.0,3.0,1.3918343876586792,1.4010190738978536,1.3979575118181289,0.004329702615193913,0.009184686239174455,47.76401287358353,10.425537230202483,34.517899300887386,59.99448405713227,0.0,0.0,4,Trigonal plane
mp-1019608,Cs3BO3,1.3970351808106196,0.2437226867954876,[3.0],3.0,3.0,3.0,Trigonal plane,"4g, 4h",1,3.0,B,0.0,True,28.0,3.0,1.3919268717660902,1.4009514880180962,1.397943282600761,0.00425424489959985,0.009024616252006012,37.72936383327257,17.39347977937117,13.131268832423675,50.02841133369702,0.0,0.0,5,Trigonal plane
mp-1019608,Cs3BO3,1.3970351808106196,0.2437226867954876,[3.0],3.0,3.0,3.0,Trigonal plane,"4g, 4h",1,3.0,B,0.0,True,29.0,3.0,1.391926871766088,1.4009514880180975,1.3979432826007603,0.004254244899601159,0.009024616252009565,37.72936383327256,17.39347977937116,13.131268832423675,50.028411333697,0.0,0.0,6,Trigonal plane
mp-1019608,Cs3BO3,1.3970351808106196,0.2437226867954876,[3.0],3.0,3.0,3.0,Trigonal plane,"4g, 4h",1,3.0,B,0.0,True,30.0,3.0,1.3919268717660898,1.4009514880180962,1.3979432826007605,0.004254244899599956,0.009024616252006457,119.98399892871448,0.46580052597665644,119.65462821811614,120.64274034991121,0.0,0.0,7,Trigonal plane
mp-1019608,Cs3BO3,1.3970351808106196,0.2437226867954876,[3.0],3.0,3.0,3.0,Trigonal plane,"4g, 4h",1,3.0,B,0.0,True,31.0,3.0,1.391926871766091,1.4009514880180955,1.3979432826007605,0.004254244899598961,0.009024616252004458,119.98399892871448,0.4658005259766966,119.65462821811612,120.64274034991126,0.0,0.0,8,Trigonal plane
mp-1019609,Cs2Sr2Li3B3(PO4)6,1.3998522400313056,0.2655340784069251,[4.0],3.0,3.0,3.0,no_data,no_data,1,4.0,B,0.0,True,,,,,,,,,,,,,,0,no_data
mp-1019611,Cs2Na2Sr(B3O5)6,1.3810789247953064,0.3440638014247431,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,3.0,B,0.0,True,,,,,,,,,,,,,,0,"Tetrahedron, Trigonal plane"
mp-1019611,Cs2Na2Sr(B3O5)6,1.3810789247953064,0.3440638014247431,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True,,,,,,,,,,,,,,0,"Tetrahedron, Trigonal plane"
mp-1019615,Cs3Li4(BO2)7,1.3823026898399788,0.3803112669375355,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","3a, 6c",2,3.0,B,0.0,True,,,,,,,,,,,,,,0,"Tetrahedron, Trigonal plane"
mp-1019615,Cs3Li4(BO2)7,1.3823026898399788,0.3803112669375355,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","3a, 6c",2,4.0,B,0.0,True,21.0,4.0,1.3367548808623102,2.8481623933865405,1.7535244733754196,0.6329853003281443,1.5114075125242303,60.38009044844832,29.685336377983838,13.649267862438263,115.40842355127778,4.0,1.0,1,"Tetrahedron, Trigonal plane"
mp-1019615,Cs3Li4(BO2)7,1.3823026898399788,0.3803112669375355,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","3a, 6c",2,4.0,B,0.0,True,22.0,4.0,1.3367521914225546,2.8481620947803856,1.7535237148743092,0.6329856203413258,1.511409903357831,79.16282743188223,21.752044756247482,58.301679808537514,115.40842888657451,4.0,1.0,2,"Tetrahedron, Trigonal plane"
mp-1019615,Cs3Li4(BO2)7,1.3823026898399788,0.3803112669375355,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","3a, 6c",2,4.0,B,0.0,True,23.0,4.0,1.3367548752564644,2.848162907921961,1.7535240515273216,0.6329861983421445,1.5114080326654966,107.29872492450778,37.983883126583976,58.30167202942906,166.02706654971536,4.0,1.0,3,"Tetrahedron, Trigonal plane"
mp-1019615,Cs3Li4(BO2)7,1.3823026898399788,0.3803112669375355,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","3a, 6c",2,4.0,B,0.0,True,24.0,4.0,1.336752191422555,2.848162094780385,1.75352371487431,0.6329856203413252,1.51140990335783,79.16282743188225,21.752044756247482,58.30167980853753,115.40842888657451,4.0,1.0,4,"Tetrahedron, Trigonal plane"
mp-1019615,Cs3Li4(BO2)7,1.3823026898399788,0.3803112669375355,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","3a, 6c",2,4.0,B,0.0,True,25.0,4.0,1.3367548808623115,2.8481623933865414,1.7535244733754205,0.6329853003281443,1.51140751252423,60.380090448448335,29.685336377983834,13.649267862438318,115.4084235512778,4.0,1.0,5,"Tetrahedron, Trigonal plane"
mp-1019615,Cs3Li4(BO2)7,1.3823026898399788,0.3803112669375355,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","3a, 6c",2,4.0,B,0.0,True,26.0,4.0,1.336754875256464,2.848162907921961,1.7535240515273212,0.6329861983421449,1.511408032665497,107.29872492450782,37.98388312658397,58.30167202942909,166.02706654971536,4.0,1.0,6,"Tetrahedron, Trigonal plane"
mp-1019615,Cs3Li4(BO2)7,1.3823026898399788,0.3803112669375355,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","3a, 6c",2,4.0,B,0.0,True,27.0,4.0,1.3410362411141015,2.805078491135829,1.740211704093382,0.6154635696386814,1.4640422500217274,108.5014326327473,39.007015267323794,58.47875496843287,171.51807695477436,4.0,1.0,7,"Tetrahedron, Trigonal plane"
mp-1019615,Cs3Li4(BO2)7,1.3823026898399788,0.3803112669375355,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","3a, 6c",2,4.0,B,0.0,True,28.0,4.0,1.3410569373248449,2.8050564589084757,1.7402060830077093,0.6154536449152488,1.4639995215836308,108.50174840491712,39.00677717702762,58.47952236896785,171.51839814283477,4.0,1.0,8,"Tetrahedron, Trigonal plane"
mp-1019615,Cs3Li4(BO2)7,1.3823026898399788,0.3803112669375355,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","3a, 6c",2,4.0,B,0.0,True,29.0,4.0,1.3410530751344287,2.805056560358345,1.7402051510487588,0.6154543112257993,1.4640034852239163,108.50178832202955,39.00684209584114,58.47951818611165,171.51863696406235,4.0,1.0,9,"Tetrahedron, Trigonal plane"
mp-1019615,Cs3Li4(BO2)7,1.3823026898399788,0.3803112669375355,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","3a, 6c",2,4.0,B,0.0,True,30.0,4.0,1.3410569373248462,2.8050564589084757,1.7402060830077093,0.6154536449152488,1.4639995215836294,108.50174840491711,39.00677717702764,58.47952236896782,171.51839814283474,4.0,1.0,10,"Tetrahedron, Trigonal plane"
mp-1019615,Cs3Li4(BO2)7,1.3823026898399788,0.3803112669375355,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","3a, 6c",2,4.0,B,0.0,True,31.0,4.0,1.341036241114099,2.8050784911358284,1.7402117040933818,0.6154635696386813,1.4640422500217294,108.50143263274725,39.0070152673238,58.47875496843286,171.51807695477433,4.0,1.0,11,"Tetrahedron, Trigonal plane"
mp-1019615,Cs3Li4(BO2)7,1.3823026898399788,0.3803112669375355,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","3a, 6c",2,4.0,B,0.0,True,32.0,4.0,1.3410530751344294,2.8050565603583393,1.7402051510487562,0.6154543112257975,1.4640034852239099,108.50178832202955,39.006842095841115,58.47951818611176,171.5186369640624,4.0,1.0,12,"Tetrahedron, Trigonal plane"
mp-1019710,CsB5O8,1.3696719748810438,0.3979227181921618,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","4c, 8d",2,3.0,B,0.0,True,,,,,,,,,,,,,,0,"Tetrahedron, Trigonal plane"
mp-1019710,CsB5O8,1.3696719748810438,0.3979227181921618,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane","4c, 8d",2,4.0,B,0.0,True,,,,,,,,,,,,,,0,"Tetrahedron, Trigonal plane"
mp-1019716,CsLi4(BO2)5,1.3818534441060562,0.3654512944850271,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,3.0,B,0.0,True,,,,,,,,,,,,,,0,"Tetrahedron, Trigonal plane"
mp-1019716,CsLi4(BO2)5,1.3818534441060562,0.3654512944850271,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True,20.0,4.0,1.3385810624404963,2.8380749296400745,1.7492635193608814,0.6296623668871068,1.4994938671995781,108.39585464404128,39.876188651020875,57.05994945780279,172.78222427396628,4.0,1.0,1,"Tetrahedron, Trigonal plane"
mp-1019716,CsLi4(BO2)5,1.3818534441060562,0.3654512944850271,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True,21.0,4.0,1.3385810624404961,2.838074929640075,1.7492635193608814,0.629662366887107,1.4994938671995788,108.39585464404128,39.8761886510209,57.059949457802794,172.7822242739663,4.0,1.0,2,"Tetrahedron, Trigonal plane"
mp-1019716,CsLi4(BO2)5,1.3818534441060562,0.3654512944850271,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True,22.0,4.0,1.3385810624404968,2.838074929640075,1.749263519360881,0.6296623668871072,1.4994938671995781,108.39585464404125,39.87618865102086,57.059949457802794,172.78222427396616,4.0,1.0,3,"Tetrahedron, Trigonal plane"
mp-1019716,CsLi4(BO2)5,1.3818534441060562,0.3654512944850271,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True,23.0,4.0,1.338581062440497,2.8380749296400745,1.749263519360881,0.6296623668871069,1.4994938671995774,108.39585464404126,39.87618865102085,57.05994945780278,172.78222427396616,4.0,1.0,4,"Tetrahedron, Trigonal plane"
mp-1019716,CsLi4(BO2)5,1.3818534441060562,0.3654512944850271,"[3.0, 4.0]",3.0,3.0,3.0,"Tetrahedron, Trigonal plane",4e,2,4.0,B,0.0,True,28.0,4.0,1.3283706577733376,2.8425896904864896,1.749610648362894,0.632012796731349,1.514219032713152,66.54522729003182,34.98506075234233,16.544282277505648,122.71355859265026,4.0,1.0,5,"Tetrahedron, Trigonal plane"
